horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,pace,time,elapsed_time,progress
5,クロワデュノール,3,先行,1206.937,2,2.22,7.11,84.154,89.408,83.119,1.0,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,78.326,78.326,0.5518
12,マイネルエンペラー,6,逃げ,1206.314,3,5.0,7.733,52.086,66.306,65.239,-0.624,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,78.326,78.326,0.5518
2,ミュージアムマイル,1,先行,1204.37,4,0.0,9.677,73.195,82.272,72.457,0.379,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,78.326,78.326,0.5518
17,レガレイラ,8,先行,1201.898,5,7.0,12.149,68.507,79.338,68.664,-0.148,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,78.326,78.326,0.5518
9,コスモキュランダ,5,先行,1201.276,6,4.22,12.771,64.219,71.241,74.185,0.62,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,78.326,78.326,0.5518
4,ミクニインスパイア,2,先行,1199.502,7,1.0,14.545,62.769,75.093,69.397,-0.046,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,78.326,78.326,0.5518
7,ファミリータイム,4,先行,1198.687,8,3.22,15.36,60.592,73.6,69.103,-0.087,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,78.326,78.326,0.5518
3,シュガークン,2,先行,1194.32,9,1.22,19.727,52.467,61.843,64.505,-0.726,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,78.326,78.326,0.5518
18,ミステリーウェイ,8,先行,1192.014,10,7.0,22.033,43.76,58.039,63.926,-0.807,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,78.326,78.326,0.5518
1,ダノンデサイル,1,差し,1184.222,11,0.22,29.825,79.175,85.766,77.421,1.0,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,78.326,78.326,0.5518
15,マイユニバース,7,差し,1180.247,12,6.22,33.8,70.558,80.631,73.863,0.575,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,78.326,78.326,0.5518
10,ジューンテイク,5,差し,1175.441,13,4.0,38.606,67.114,73.771,69.824,0.013,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,78.326,78.326,0.5518
13,シェイクユアハート,7,差し,1172.194,14,6.22,41.853,67.357,78.592,66.532,-0.444,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,78.326,78.326,0.5518
14,スティンガーグラス,7,差し,1169.398,15,6.0,44.649,61.121,77.264,63.904,-0.81,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,78.326,78.326,0.5518
11,シンエンペラー,6,差し,1168.843,16,5.22,45.204,54.86,73.209,67.405,-0.323,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,78.326,78.326,0.5518
8,タガノデュード,4,追込,1159.608,17,3.0,54.438,71.2,81.806,67.839,-0.263,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,78.326,78.326,0.5518
6,ビザンチンドリーム,3,追込,1140.312,18,2.0,73.735,58.422,76.695,59.495,-1.0,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,78.326,78.326,0.5518
16,メイショウタバル,8,逃げ,1221.405,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,78.8,78.8,0.5552
5,クロワデュノール,3,先行,1214.295,2,2.22,7.11,84.154,89.408,83.119,1.0,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,78.8,78.8,0.5552
12,マイネルエンペラー,6,逃げ,1213.596,3,5.0,7.808,52.086,66.306,65.239,-0.624,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,78.8,78.8,0.5552
2,ミュージアムマイル,1,先行,1211.728,4,0.0,9.677,73.195,82.272,72.457,0.379,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,78.8,78.8,0.5552
17,レガレイラ,8,先行,1209.256,5,7.0,12.149,68.507,79.338,68.664,-0.148,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,78.8,78.8,0.5552
9,コスモキュランダ,5,先行,1208.634,6,4.22,12.771,64.219,71.241,74.185,0.62,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,78.8,78.8,0.5552
4,ミクニインスパイア,2,先行,1206.86,7,1.0,14.545,62.769,75.093,69.397,-0.046,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,78.8,78.8,0.5552
7,ファミリータイム,4,先行,1206.043,8,3.22,15.362,60.592,73.6,69.103,-0.087,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,78.8,78.8,0.5552
3,シュガークン,2,先行,1201.585,9,1.22,19.82,52.467,61.843,64.505,-0.726,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,78.8,78.8,0.5552
18,ミステリーウェイ,8,先行,1199.264,10,7.0,22.141,43.76,58.039,63.926,-0.807,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,78.8,78.8,0.5552
1,ダノンデサイル,1,差し,1191.58,11,0.22,29.825,79.175,85.766,77.421,1.0,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,78.8,78.8,0.5552
15,マイユニバース,7,差し,1187.605,12,6.22,33.8,70.558,80.631,73.863,0.575,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,78.8,78.8,0.5552
10,ジューンテイク,5,差し,1182.799,13,4.0,38.606,67.114,73.771,69.824,0.013,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,78.8,78.8,0.5552
13,シェイクユアハート,7,差し,1179.512,14,6.22,41.893,67.357,78.592,66.532,-0.444,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,78.8,78.8,0.5552
14,スティンガーグラス,7,差し,1176.65,15,6.0,44.755,61.121,77.264,63.904,-0.81,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,78.8,78.8,0.5552
11,シンエンペラー,6,差し,1176.174,16,5.22,45.23,54.86,73.209,67.405,-0.323,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,78.8,78.8,0.5552
8,タガノデュード,4,追込,1166.957,17,3.0,54.447,71.2,81.806,67.839,-0.263,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,78.8,78.8,0.5552
6,ビザンチンドリーム,3,追込,1147.54,18,2.0,73.865,58.422,76.695,59.495,-1.0,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,78.8,78.8,0.5552
16,メイショウタバル,8,逃げ,1228.763,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,79.275,79.275,0.5585
5,クロワデュノール,3,先行,1221.653,2,2.22,7.11,84.154,89.408,83.119,1.0,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,79.275,79.275,0.5585
12,マイネルエンペラー,6,逃げ,1220.879,3,5.0,7.884,52.086,66.306,65.239,-0.624,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,79.275,79.275,0.5585
2,ミュージアムマイル,1,先行,1219.086,4,0.0,9.677,73.195,82.272,72.457,0.379,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,79.275,79.275,0.5585
17,レガレイラ,8,先行,1216.614,5,7.0,12.149,68.507,79.338,68.664,-0.148,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,79.275,79.275,0.5585
9,コスモキュランダ,5,先行,1215.992,6,4.22,12.771,64.219,71.241,74.185,0.62,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,79.275,79.275,0.5585
4,ミクニインスパイア,2,先行,1214.218,7,1.0,14.545,62.769,75.093,69.397,-0.046,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,79.275,79.275,0.5585
7,ファミリータイム,4,先行,1213.4,8,3.22,15.363,60.592,73.6,69.103,-0.087,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,79.275,79.275,0.5585
3,シュガークン,2,先行,1208.85,9,1.22,19.913,52.467,61.843,64.505,-0.726,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,79.275,79.275,0.5585
18,ミステリーウェイ,8,先行,1206.513,10,7.0,22.249,43.76,58.039,63.926,-0.807,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,79.275,79.275,0.5585
1,ダノンデサイル,1,差し,1198.938,11,0.22,29.825,79.175,85.766,77.421,1.0,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,79.275,79.275,0.5585
15,マイユニバース,7,差し,1194.963,12,6.22,33.8,70.558,80.631,73.863,0.575,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,79.275,79.275,0.5585
10,ジューンテイク,5,差し,1190.157,13,4.0,38.606,67.114,73.771,69.824,0.013,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,79.275,79.275,0.5585
13,シェイクユアハート,7,差し,1186.83,14,6.22,41.932,67.357,78.592,66.532,-0.444,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,79.275,79.275,0.5585
14,スティンガーグラス,7,差し,1183.902,15,6.0,44.861,61.121,77.264,63.904,-0.81,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,79.275,79.275,0.5585
11,シンエンペラー,6,差し,1183.506,16,5.22,45.257,54.86,73.209,67.405,-0.323,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,79.275,79.275,0.5585
8,タガノデュード,4,追込,1174.306,17,3.0,54.456,71.2,81.806,67.839,-0.263,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,79.275,79.275,0.5585
6,ビザンチンドリーム,3,追込,1154.768,18,2.0,73.995,58.422,76.695,59.495,-1.0,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,79.275,79.275,0.5585
16,メイショウタバル,8,逃げ,1236.12,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,79.75,79.75,0.5619
5,クロワデュノール,3,先行,1229.01,2,2.22,7.11,84.154,89.408,83.119,1.0,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,79.75,79.75,0.5619
12,マイネルエンペラー,6,逃げ,1228.161,3,5.0,7.959,52.086,66.306,65.239,-0.624,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,79.75,79.75,0.5619
2,ミュージアムマイル,1,先行,1226.443,4,0.0,9.677,73.195,82.272,72.457,0.379,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,79.75,79.75,0.5619
17,レガレイラ,8,先行,1223.971,5,7.0,12.149,68.507,79.338,68.664,-0.148,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,79.75,79.75,0.5619
9,コスモキュランダ,5,先行,1223.349,6,4.22,12.771,64.219,71.241,74.185,0.62,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,79.75,79.75,0.5619
4,ミクニインスパイア,2,先行,1221.575,7,1.0,14.545,62.769,75.093,69.397,-0.046,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,79.75,79.75,0.5619
7,ファミリータイム,4,先行,1220.756,8,3.22,15.365,60.592,73.6,69.103,-0.087,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,79.75,79.75,0.5619
3,シュガークン,2,先行,1216.115,9,1.22,20.006,52.467,61.843,64.505,-0.726,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,79.75,79.75,0.5619
18,ミステリーウェイ,8,先行,1213.763,10,7.0,22.358,43.76,58.039,63.926,-0.807,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,79.75,79.75,0.5619
1,ダノンデサイル,1,差し,1206.295,11,0.22,29.825,79.175,85.766,77.421,1.0,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,79.75,79.75,0.5619
15,マイユニバース,7,差し,1202.32,12,6.22,33.8,70.558,80.631,73.863,0.575,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,79.75,79.75,0.5619
10,ジューンテイク,5,差し,1197.514,13,4.0,38.606,67.114,73.771,69.824,0.013,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,79.75,79.75,0.5619
13,シェイクユアハート,7,差し,1194.148,14,6.22,41.972,67.357,78.592,66.532,-0.444,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,79.75,79.75,0.5619
14,スティンガーグラス,7,差し,1191.154,15,6.0,44.966,61.121,77.264,63.904,-0.81,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,79.75,79.75,0.5619
11,シンエンペラー,6,差し,1190.837,16,5.22,45.284,54.86,73.209,67.405,-0.323,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,79.75,79.75,0.5619
8,タガノデュード,4,追込,1181.655,17,3.0,54.465,71.2,81.806,67.839,-0.263,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,79.75,79.75,0.5619
6,ビザンチンドリーム,3,追込,1161.995,18,2.0,74.125,58.422,76.695,59.495,-1.0,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,79.75,79.75,0.5619
16,メイショウタバル,8,逃げ,1243.478,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,80.224,80.224,0.5652
5,クロワデュノール,3,先行,1236.368,2,2.22,7.11,84.154,89.408,83.119,1.0,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,80.224,80.224,0.5652
12,マイネルエンペラー,6,逃げ,1235.443,3,5.0,8.035,52.086,66.306,65.239,-0.624,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,80.224,80.224,0.5652
2,ミュージアムマイル,1,先行,1233.801,4,0.0,9.677,73.195,82.272,72.457,0.379,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,80.224,80.224,0.5652
17,レガレイラ,8,先行,1231.329,5,7.0,12.149,68.507,79.338,68.664,-0.148,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,80.224,80.224,0.5652
9,コスモキュランダ,5,先行,1230.707,6,4.22,12.771,64.219,71.241,74.185,0.62,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,80.224,80.224,0.5652
4,ミクニインスパイア,2,先行,1228.933,7,1.0,14.545,62.769,75.093,69.397,-0.046,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,80.224,80.224,0.5652
7,ファミリータイム,4,先行,1228.112,8,3.22,15.366,60.592,73.6,69.103,-0.087,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,80.224,80.224,0.5652
3,シュガークン,2,先行,1223.38,9,1.22,20.099,52.467,61.843,64.505,-0.726,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,80.224,80.224,0.5652
18,ミステリーウェイ,8,先行,1221.012,10,7.0,22.466,43.76,58.039,63.926,-0.807,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,80.224,80.224,0.5652
1,ダノンデサイル,1,差し,1213.653,11,0.22,29.825,79.175,85.766,77.421,1.0,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,80.224,80.224,0.5652
15,マイユニバース,7,差し,1209.678,12,6.22,33.8,70.558,80.631,73.863,0.575,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,80.224,80.224,0.5652
10,ジューンテイク,5,差し,1204.872,13,4.0,38.606,67.114,73.771,69.824,0.013,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,80.224,80.224,0.5652
13,シェイクユアハート,7,差し,1201.466,14,6.22,42.012,67.357,78.592,66.532,-0.444,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,80.224,80.224,0.5652
14,スティンガーグラス,7,差し,1198.406,15,6.0,45.072,61.121,77.264,63.904,-0.81,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,80.224,80.224,0.5652
11,シンエンペラー,6,差し,1198.168,16,5.22,45.31,54.86,73.209,67.405,-0.323,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,80.224,80.224,0.5652
8,タガノデュード,4,追込,1189.004,17,3.0,54.474,71.2,81.806,67.839,-0.263,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,80.224,80.224,0.5652
6,ビザンチンドリーム,3,追込,1169.223,18,2.0,74.255,58.422,76.695,59.495,-1.0,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,80.224,80.224,0.5652
16,メイショウタバル,8,逃げ,1250.836,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,80.699,80.699,0.5686
