horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,late_phase,time,elapsed_time,progress
2,ミュージアムマイル,1,先行,296.272,4,0.0,5.4,73.195,82.272,0.0,19.463,19.463,0.1371
17,レガレイラ,8,先行,294.472,5,7.0,7.2,68.507,79.338,0.0,19.463,19.463,0.1371
9,コスモキュランダ,5,先行,292.672,6,4.22,9.0,64.219,71.241,0.0,19.463,19.463,0.1371
4,ミクニインスパイア,2,先行,290.872,7,1.0,10.8,62.769,75.093,0.0,19.463,19.463,0.1371
7,ファミリータイム,4,先行,289.072,8,3.22,12.6,60.592,73.6,0.0,19.463,19.463,0.1371
3,シュガークン,2,先行,287.272,9,1.22,14.4,52.467,61.843,0.0,19.463,19.463,0.1371
18,ミステリーウェイ,8,先行,285.472,10,7.0,16.2,43.76,58.039,0.0,19.463,19.463,0.1371
1,ダノンデサイル,1,差し,283.672,11,0.22,18.0,79.175,85.766,0.0,19.463,19.463,0.1371
15,マイユニバース,7,差し,283.672,12,6.22,18.0,70.558,80.631,0.0,19.463,19.463,0.1371
10,ジューンテイク,5,差し,283.672,13,4.0,18.0,67.114,73.771,0.0,19.463,19.463,0.1371
13,シェイクユアハート,7,差し,283.672,14,6.22,18.0,67.357,78.592,0.0,19.463,19.463,0.1371
14,スティンガーグラス,7,差し,283.672,15,6.0,18.0,61.121,77.264,0.0,19.463,19.463,0.1371
11,シンエンペラー,6,差し,283.672,16,5.22,18.0,54.86,73.209,0.0,19.463,19.463,0.1371
8,タガノデュード,4,追込,283.672,17,3.0,18.0,71.2,81.806,0.0,19.463,19.463,0.1371
6,ビザンチンドリーム,3,追込,283.672,18,2.0,18.0,58.422,76.695,0.0,19.463,19.463,0.1371
16,メイショウタバル,8,逃げ,309.03,1,7.0,0.0,74.557,75.358,0.0,19.937,19.937,0.1405
12,マイネルエンペラー,6,逃げ,307.23,2,5.0,1.8,52.086,66.306,0.0,19.937,19.937,0.1405
5,クロワデュノール,3,先行,305.43,3,2.22,3.6,84.154,89.408,0.0,19.937,19.937,0.1405
2,ミュージアムマイル,1,先行,303.63,4,0.0,5.4,73.195,82.272,0.0,19.937,19.937,0.1405
17,レガレイラ,8,先行,301.83,5,7.0,7.2,68.507,79.338,0.0,19.937,19.937,0.1405
9,コスモキュランダ,5,先行,300.03,6,4.22,9.0,64.219,71.241,0.0,19.937,19.937,0.1405
4,ミクニインスパイア,2,先行,298.23,7,1.0,10.8,62.769,75.093,0.0,19.937,19.937,0.1405
7,ファミリータイム,4,先行,296.43,8,3.22,12.6,60.592,73.6,0.0,19.937,19.937,0.1405
3,シュガークン,2,先行,294.63,9,1.22,14.4,52.467,61.843,0.0,19.937,19.937,0.1405
18,ミステリーウェイ,8,先行,292.83,10,7.0,16.2,43.76,58.039,0.0,19.937,19.937,0.1405
1,ダノンデサイル,1,差し,291.03,11,0.22,18.0,79.175,85.766,0.0,19.937,19.937,0.1405
15,マイユニバース,7,差し,291.03,12,6.22,18.0,70.558,80.631,0.0,19.937,19.937,0.1405
10,ジューンテイク,5,差し,291.03,13,4.0,18.0,67.114,73.771,0.0,19.937,19.937,0.1405
13,シェイクユアハート,7,差し,291.03,14,6.22,18.0,67.357,78.592,0.0,19.937,19.937,0.1405
14,スティンガーグラス,7,差し,291.03,15,6.0,18.0,61.121,77.264,0.0,19.937,19.937,0.1405
11,シンエンペラー,6,差し,291.03,16,5.22,18.0,54.86,73.209,0.0,19.937,19.937,0.1405
8,タガノデュード,4,追込,291.03,17,3.0,18.0,71.2,81.806,0.0,19.937,19.937,0.1405
6,ビザンチンドリーム,3,追込,291.03,18,2.0,18.0,58.422,76.695,0.0,19.937,19.937,0.1405
16,メイショウタバル,8,逃げ,316.388,1,7.0,0.0,74.557,75.358,0.0,20.412,20.412,0.1438
12,マイネルエンペラー,6,逃げ,314.588,2,5.0,1.8,52.086,66.306,0.0,20.412,20.412,0.1438
5,クロワデュノール,3,先行,312.788,3,2.22,3.6,84.154,89.408,0.0,20.412,20.412,0.1438
2,ミュージアムマイル,1,先行,310.988,4,0.0,5.4,73.195,82.272,0.0,20.412,20.412,0.1438
17,レガレイラ,8,先行,309.188,5,7.0,7.2,68.507,79.338,0.0,20.412,20.412,0.1438
9,コスモキュランダ,5,先行,307.388,6,4.22,9.0,64.219,71.241,0.0,20.412,20.412,0.1438
4,ミクニインスパイア,2,先行,305.588,7,1.0,10.8,62.769,75.093,0.0,20.412,20.412,0.1438
7,ファミリータイム,4,先行,303.788,8,3.22,12.6,60.592,73.6,0.0,20.412,20.412,0.1438
3,シュガークン,2,先行,301.988,9,1.22,14.4,52.467,61.843,0.0,20.412,20.412,0.1438
18,ミステリーウェイ,8,先行,300.188,10,7.0,16.2,43.76,58.039,0.0,20.412,20.412,0.1438
1,ダノンデサイル,1,差し,298.388,11,0.22,18.0,79.175,85.766,0.0,20.412,20.412,0.1438
15,マイユニバース,7,差し,298.388,12,6.22,18.0,70.558,80.631,0.0,20.412,20.412,0.1438
10,ジューンテイク,5,差し,298.388,13,4.0,18.0,67.114,73.771,0.0,20.412,20.412,0.1438
13,シェイクユアハート,7,差し,298.388,14,6.22,18.0,67.357,78.592,0.0,20.412,20.412,0.1438
14,スティンガーグラス,7,差し,298.388,15,6.0,18.0,61.121,77.264,0.0,20.412,20.412,0.1438
11,シンエンペラー,6,差し,298.388,16,5.22,18.0,54.86,73.209,0.0,20.412,20.412,0.1438
8,タガノデュード,4,追込,298.388,17,3.0,18.0,71.2,81.806,0.0,20.412,20.412,0.1438
6,ビザンチンドリーム,3,追込,298.388,18,2.0,18.0,58.422,76.695,0.0,20.412,20.412,0.1438
16,メイショウタバル,8,逃げ,323.746,1,7.0,0.0,74.557,75.358,0.0,20.887,20.887,0.1472
12,マイネルエンペラー,6,逃げ,321.946,2,5.0,1.8,52.086,66.306,0.0,20.887,20.887,0.1472
5,クロワデュノール,3,先行,320.146,3,2.22,3.6,84.154,89.408,0.0,20.887,20.887,0.1472
2,ミュージアムマイル,1,先行,318.346,4,0.0,5.4,73.195,82.272,0.0,20.887,20.887,0.1472
17,レガレイラ,8,先行,316.546,5,7.0,7.2,68.507,79.338,0.0,20.887,20.887,0.1472
9,コスモキュランダ,5,先行,314.746,6,4.22,9.0,64.219,71.241,0.0,20.887,20.887,0.1472
4,ミクニインスパイア,2,先行,312.946,7,1.0,10.8,62.769,75.093,0.0,20.887,20.887,0.1472
7,ファミリータイム,4,先行,311.146,8,3.22,12.6,60.592,73.6,0.0,20.887,20.887,0.1472
3,シュガークン,2,先行,309.346,9,1.22,14.4,52.467,61.843,0.0,20.887,20.887,0.1472
18,ミステリーウェイ,8,先行,307.546,10,7.0,16.2,43.76,58.039,0.0,20.887,20.887,0.1472
1,ダノンデサイル,1,差し,305.746,11,0.22,18.0,79.175,85.766,0.0,20.887,20.887,0.1472
15,マイユニバース,7,差し,305.746,12,6.22,18.0,70.558,80.631,0.0,20.887,20.887,0.1472
10,ジューンテイク,5,差し,305.746,13,4.0,18.0,67.114,73.771,0.0,20.887,20.887,0.1472
13,シェイクユアハート,7,差し,305.746,14,6.22,18.0,67.357,78.592,0.0,20.887,20.887,0.1472
14,スティンガーグラス,7,差し,305.746,15,6.0,18.0,61.121,77.264,0.0,20.887,20.887,0.1472
11,シンエンペラー,6,差し,305.746,16,5.22,18.0,54.86,73.209,0.0,20.887,20.887,0.1472
8,タガノデュード,4,追込,305.746,17,3.0,18.0,71.2,81.806,0.0,20.887,20.887,0.1472
6,ビザンチンドリーム,3,追込,305.746,18,2.0,18.0,58.422,76.695,0.0,20.887,20.887,0.1472
16,メイショウタバル,8,逃げ,331.104,1,7.0,0.0,74.557,75.358,0.0,21.362,21.362,0.1505
12,マイネルエンペラー,6,逃げ,329.304,2,5.0,1.8,52.086,66.306,0.0,21.362,21.362,0.1505
5,クロワデュノール,3,先行,327.504,3,2.22,3.6,84.154,89.408,0.0,21.362,21.362,0.1505
2,ミュージアムマイル,1,先行,325.704,4,0.0,5.4,73.195,82.272,0.0,21.362,21.362,0.1505
17,レガレイラ,8,先行,323.904,5,7.0,7.2,68.507,79.338,0.0,21.362,21.362,0.1505
9,コスモキュランダ,5,先行,322.104,6,4.22,9.0,64.219,71.241,0.0,21.362,21.362,0.1505
4,ミクニインスパイア,2,先行,320.304,7,1.0,10.8,62.769,75.093,0.0,21.362,21.362,0.1505
7,ファミリータイム,4,先行,318.504,8,3.22,12.6,60.592,73.6,0.0,21.362,21.362,0.1505
3,シュガークン,2,先行,316.704,9,1.22,14.4,52.467,61.843,0.0,21.362,21.362,0.1505
18,ミステリーウェイ,8,先行,314.904,10,7.0,16.2,43.76,58.039,0.0,21.362,21.362,0.1505
1,ダノンデサイル,1,差し,313.104,11,0.22,18.0,79.175,85.766,0.0,21.362,21.362,0.1505
15,マイユニバース,7,差し,313.104,12,6.22,18.0,70.558,80.631,0.0,21.362,21.362,0.1505
10,ジューンテイク,5,差し,313.104,13,4.0,18.0,67.114,73.771,0.0,21.362,21.362,0.1505
13,シェイクユアハート,7,差し,313.104,14,6.22,18.0,67.357,78.592,0.0,21.362,21.362,0.1505
14,スティンガーグラス,7,差し,313.104,15,6.0,18.0,61.121,77.264,0.0,21.362,21.362,0.1505
11,シンエンペラー,6,差し,313.104,16,5.22,18.0,54.86,73.209,0.0,21.362,21.362,0.1505
8,タガノデュード,4,追込,313.104,17,3.0,18.0,71.2,81.806,0.0,21.362,21.362,0.1505
6,ビザンチンドリーム,3,追込,313.104,18,2.0,18.0,58.422,76.695,0.0,21.362,21.362,0.1505
16,メイショウタバル,8,逃げ,338.462,1,7.0,0.0,74.557,75.358,0.0,21.836,21.836,0.1538
12,マイネルエンペラー,6,逃げ,336.662,2,5.0,1.8,52.086,66.306,0.0,21.836,21.836,0.1538
5,クロワデュノール,3,先行,334.862,3,2.22,3.6,84.154,89.408,0.0,21.836,21.836,0.1538
2,ミュージアムマイル,1,先行,333.062,4,0.0,5.4,73.195,82.272,0.0,21.836,21.836,0.1538
17,レガレイラ,8,先行,331.262,5,7.0,7.2,68.507,79.338,0.0,21.836,21.836,0.1538
9,コスモキュランダ,5,先行,329.462,6,4.22,9.0,64.219,71.241,0.0,21.836,21.836,0.1538
4,ミクニインスパイア,2,先行,327.662,7,1.0,10.8,62.769,75.093,0.0,21.836,21.836,0.1538
7,ファミリータイム,4,先行,325.862,8,3.22,12.6,60.592,73.6,0.0,21.836,21.836,0.1538
3,シュガークン,2,先行,324.062,9,1.22,14.4,52.467,61.843,0.0,21.836,21.836,0.1538
18,ミステリーウェイ,8,先行,322.262,10,7.0,16.2,43.76,58.039,0.0,21.836,21.836,0.1538
1,ダノンデサイル,1,差し,320.462,11,0.22,18.0,79.175,85.766,0.0,21.836,21.836,0.1538
15,マイユニバース,7,差し,320.462,12,6.22,18.0,70.558,80.631,0.0,21.836,21.836,0.1538
10,ジューンテイク,5,差し,320.462,13,4.0,18.0,67.114,73.771,0.0,21.836,21.836,0.1538
13,シェイクユアハート,7,差し,320.462,14,6.22,18.0,67.357,78.592,0.0,21.836,21.836,0.1538
14,スティンガーグラス,7,差し,320.462,15,6.0,18.0,61.121,77.264,0.0,21.836,21.836,0.1538
11,シンエンペラー,6,差し,320.462,16,5.22,18.0,54.86,73.209,0.0,21.836,21.836,0.1538
8,タガノデュード,4,追込,320.462,17,3.0,18.0,71.2,81.806,0.0,21.836,21.836,0.1538
6,ビザンチンドリーム,3,追込,320.462,18,2.0,18.0,58.422,76.695,0.0,21.836,21.836,0.1538
16,メイショウタバル,8,逃げ,345.819,1,7.0,0.0,74.557,75.358,0.0,22.311,22.311,0.1572
12,マイネルエンペラー,6,逃げ,344.019,2,5.0,1.8,52.086,66.306,0.0,22.311,22.311,0.1572
5,クロワデュノール,3,先行,342.219,3,2.22,3.6,84.154,89.408,0.0,22.311,22.311,0.1572
2,ミュージアムマイル,1,先行,340.419,4,0.0,5.4,73.195,82.272,0.0,22.311,22.311,0.1572
17,レガレイラ,8,先行,338.619,5,7.0,7.2,68.507,79.338,0.0,22.311,22.311,0.1572
9,コスモキュランダ,5,先行,336.819,6,4.22,9.0,64.219,71.241,0.0,22.311,22.311,0.1572
4,ミクニインスパイア,2,先行,335.019,7,1.0,10.8,62.769,75.093,0.0,22.311,22.311,0.1572
7,ファミリータイム,4,先行,333.219,8,3.22,12.6,60.592,73.6,0.0,22.311,22.311,0.1572
3,シュガークン,2,先行,331.419,9,1.22,14.4,52.467,61.843,0.0,22.311,22.311,0.1572
18,ミステリーウェイ,8,先行,329.619,10,7.0,16.2,43.76,58.039,0.0,22.311,22.311,0.1572
1,ダノンデサイル,1,差し,327.819,11,0.22,18.0,79.175,85.766,0.0,22.311,22.311,0.1572
15,マイユニバース,7,差し,327.819,12,6.22,18.0,70.558,80.631,0.0,22.311,22.311,0.1572
10,ジューンテイク,5,差し,327.819,13,4.0,18.0,67.114,73.771,0.0,22.311,22.311,0.1572
13,シェイクユアハート,7,差し,327.819,14,6.22,18.0,67.357,78.592,0.0,22.311,22.311,0.1572
14,スティンガーグラス,7,差し,327.819,15,6.0,18.0,61.121,77.264,0.0,22.311,22.311,0.1572
11,シンエンペラー,6,差し,327.819,16,5.22,18.0,54.86,73.209,0.0,22.311,22.311,0.1572
8,タガノデュード,4,追込,327.819,17,3.0,18.0,71.2,81.806,0.0,22.311,22.311,0.1572
6,ビザンチンドリーム,3,追込,327.819,18,2.0,18.0,58.422,76.695,0.0,22.311,22.311,0.1572
16,メイショウタバル,8,逃げ,353.177,1,7.0,0.0,74.557,75.358,0.0,22.786,22.786,0.1605
12,マイネルエンペラー,6,逃げ,351.377,2,5.0,1.8,52.086,66.306,0.0,22.786,22.786,0.1605
5,クロワデュノール,3,先行,349.577,3,2.22,3.6,84.154,89.408,0.0,22.786,22.786,0.1605
2,ミュージアムマイル,1,先行,347.777,4,0.0,5.4,73.195,82.272,0.0,22.786,22.786,0.1605
17,レガレイラ,8,先行,345.977,5,7.0,7.2,68.507,79.338,0.0,22.786,22.786,0.1605
9,コスモキュランダ,5,先行,344.177,6,4.22,9.0,64.219,71.241,0.0,22.786,22.786,0.1605
4,ミクニインスパイア,2,先行,342.377,7,1.0,10.8,62.769,75.093,0.0,22.786,22.786,0.1605
7,ファミリータイム,4,先行,340.577,8,3.22,12.6,60.592,73.6,0.0,22.786,22.786,0.1605
3,シュガークン,2,先行,338.777,9,1.22,14.4,52.467,61.843,0.0,22.786,22.786,0.1605
18,ミステリーウェイ,8,先行,336.977,10,7.0,16.2,43.76,58.039,0.0,22.786,22.786,0.1605
1,ダノンデサイル,1,差し,335.177,11,0.22,18.0,79.175,85.766,0.0,22.786,22.786,0.1605
15,マイユニバース,7,差し,335.177,12,6.22,18.0,70.558,80.631,0.0,22.786,22.786,0.1605
10,ジューンテイク,5,差し,335.177,13,4.0,18.0,67.114,73.771,0.0,22.786,22.786,0.1605
13,シェイクユアハート,7,差し,335.177,14,6.22,18.0,67.357,78.592,0.0,22.786,22.786,0.1605
14,スティンガーグラス,7,差し,335.177,15,6.0,18.0,61.121,77.264,0.0,22.786,22.786,0.1605
11,シンエンペラー,6,差し,335.177,16,5.22,18.0,54.86,73.209,0.0,22.786,22.786,0.1605
8,タガノデュード,4,追込,335.177,17,3.0,18.0,71.2,81.806,0.0,22.786,22.786,0.1605
6,ビザンチンドリーム,3,追込,335.177,18,2.0,18.0,58.422,76.695,0.0,22.786,22.786,0.1605
16,メイショウタバル,8,逃げ,360.535,1,7.0,0.0,74.557,75.358,0.0,23.26,23.26,0.1639
12,マイネルエンペラー,6,逃げ,358.735,2,5.0,1.8,52.086,66.306,0.0,23.26,23.26,0.1639
5,クロワデュノール,3,先行,356.935,3,2.22,3.6,84.154,89.408,0.0,23.26,23.26,0.1639
2,ミュージアムマイル,1,先行,355.135,4,0.0,5.4,73.195,82.272,0.0,23.26,23.26,0.1639
17,レガレイラ,8,先行,353.335,5,7.0,7.2,68.507,79.338,0.0,23.26,23.26,0.1639
9,コスモキュランダ,5,先行,351.535,6,4.22,9.0,64.219,71.241,0.0,23.26,23.26,0.1639
4,ミクニインスパイア,2,先行,349.735,7,1.0,10.8,62.769,75.093,0.0,23.26,23.26,0.1639
7,ファミリータイム,4,先行,347.935,8,3.22,12.6,60.592,73.6,0.0,23.26,23.26,0.1639
3,シュガークン,2,先行,346.135,9,1.22,14.4,52.467,61.843,0.0,23.26,23.26,0.1639
18,ミステリーウェイ,8,先行,344.335,10,7.0,16.2,43.76,58.039,0.0,23.26,23.26,0.1639
1,ダノンデサイル,1,差し,342.535,11,0.22,18.0,79.175,85.766,0.0,23.26,23.26,0.1639
15,マイユニバース,7,差し,342.535,12,6.22,18.0,70.558,80.631,0.0,23.26,23.26,0.1639
10,ジューンテイク,5,差し,342.535,13,4.0,18.0,67.114,73.771,0.0,23.26,23.26,0.1639
13,シェイクユアハート,7,差し,342.535,14,6.22,18.0,67.357,78.592,0.0,23.26,23.26,0.1639
14,スティンガーグラス,7,差し,342.535,15,6.0,18.0,61.121,77.264,0.0,23.26,23.26,0.1639
11,シンエンペラー,6,差し,342.535,16,5.22,18.0,54.86,73.209,0.0,23.26,23.26,0.1639
8,タガノデュード,4,追込,342.535,17,3.0,18.0,71.2,81.806,0.0,23.26,23.26,0.1639
6,ビザンチンドリーム,3,追込,342.535,18,2.0,18.0,58.422,76.695,0.0,23.26,23.26,0.1639
16,メイショウタバル,8,逃げ,367.893,1,7.0,0.0,74.557,75.358,0.0,23.735,23.735,0.1672
12,マイネルエンペラー,6,逃げ,366.093,2,5.0,1.8,52.086,66.306,0.0,23.735,23.735,0.1672
5,クロワデュノール,3,先行,364.293,3,2.22,3.6,84.154,89.408,0.0,23.735,23.735,0.1672
2,ミュージアムマイル,1,先行,362.493,4,0.0,5.4,73.195,82.272,0.0,23.735,23.735,0.1672
17,レガレイラ,8,先行,360.693,5,7.0,7.2,68.507,79.338,0.0,23.735,23.735,0.1672
9,コスモキュランダ,5,先行,358.893,6,4.22,9.0,64.219,71.241,0.0,23.735,23.735,0.1672
4,ミクニインスパイア,2,先行,357.093,7,1.0,10.8,62.769,75.093,0.0,23.735,23.735,0.1672
7,ファミリータイム,4,先行,355.293,8,3.22,12.6,60.592,73.6,0.0,23.735,23.735,0.1672
3,シュガークン,2,先行,353.493,9,1.22,14.4,52.467,61.843,0.0,23.735,23.735,0.1672
18,ミステリーウェイ,8,先行,351.693,10,7.0,16.2,43.76,58.039,0.0,23.735,23.735,0.1672
1,ダノンデサイル,1,差し,349.893,11,0.22,18.0,79.175,85.766,0.0,23.735,23.735,0.1672
15,マイユニバース,7,差し,349.893,12,6.22,18.0,70.558,80.631,0.0,23.735,23.735,0.1672
10,ジューンテイク,5,差し,349.893,13,4.0,18.0,67.114,73.771,0.0,23.735,23.735,0.1672
13,シェイクユアハート,7,差し,349.893,14,6.22,18.0,67.357,78.592,0.0,23.735,23.735,0.1672
14,スティンガーグラス,7,差し,349.893,15,6.0,18.0,61.121,77.264,0.0,23.735,23.735,0.1672
11,シンエンペラー,6,差し,349.893,16,5.22,18.0,54.86,73.209,0.0,23.735,23.735,0.1672
8,タガノデュード,4,追込,349.893,17,3.0,18.0,71.2,81.806,0.0,23.735,23.735,0.1672
6,ビザンチンドリーム,3,追込,349.893,18,2.0,18.0,58.422,76.695,0.0,23.735,23.735,0.1672
16,メイショウタバル,8,逃げ,375.251,1,7.0,0.0,74.557,75.358,0.0,24.21,24.21,0.1706
12,マイネルエンペラー,6,逃げ,373.451,2,5.0,1.8,52.086,66.306,0.0,24.21,24.21,0.1706
5,クロワデュノール,3,先行,371.651,3,2.22,3.6,84.154,89.408,0.0,24.21,24.21,0.1706
2,ミュージアムマイル,1,先行,369.851,4,0.0,5.4,73.195,82.272,0.0,24.21,24.21,0.1706
17,レガレイラ,8,先行,368.051,5,7.0,7.2,68.507,79.338,0.0,24.21,24.21,0.1706
9,コスモキュランダ,5,先行,366.251,6,4.22,9.0,64.219,71.241,0.0,24.21,24.21,0.1706
4,ミクニインスパイア,2,先行,364.451,7,1.0,10.8,62.769,75.093,0.0,24.21,24.21,0.1706
7,ファミリータイム,4,先行,362.651,8,3.22,12.6,60.592,73.6,0.0,24.21,24.21,0.1706
3,シュガークン,2,先行,360.851,9,1.22,14.4,52.467,61.843,0.0,24.21,24.21,0.1706
18,ミステリーウェイ,8,先行,359.051,10,7.0,16.2,43.76,58.039,0.0,24.21,24.21,0.1706
1,ダノンデサイル,1,差し,357.251,11,0.22,18.0,79.175,85.766,0.0,24.21,24.21,0.1706
15,マイユニバース,7,差し,357.251,12,6.22,18.0,70.558,80.631,0.0,24.21,24.21,0.1706
10,ジューンテイク,5,差し,357.251,13,4.0,18.0,67.114,73.771,0.0,24.21,24.21,0.1706
13,シェイクユアハート,7,差し,357.251,14,6.22,18.0,67.357,78.592,0.0,24.21,24.21,0.1706
14,スティンガーグラス,7,差し,357.251,15,6.0,18.0,61.121,77.264,0.0,24.21,24.21,0.1706
11,シンエンペラー,6,差し,357.251,16,5.22,18.0,54.86,73.209,0.0,24.21,24.21,0.1706
8,タガノデュード,4,追込,357.251,17,3.0,18.0,71.2,81.806,0.0,24.21,24.21,0.1706
6,ビザンチンドリーム,3,追込,357.251,18,2.0,18.0,58.422,76.695,0.0,24.21,24.21,0.1706
16,メイショウタバル,8,逃げ,382.609,1,7.0,0.0,74.557,75.358,0.0,24.684,24.684,0.1739
12,マイネルエンペラー,6,逃げ,380.809,2,5.0,1.8,52.086,66.306,0.0,24.684,24.684,0.1739
5,クロワデュノール,3,先行,379.009,3,2.22,3.6,84.154,89.408,0.0,24.684,24.684,0.1739
2,ミュージアムマイル,1,先行,377.209,4,0.0,5.4,73.195,82.272,0.0,24.684,24.684,0.1739
17,レガレイラ,8,先行,375.409,5,7.0,7.2,68.507,79.338,0.0,24.684,24.684,0.1739
9,コスモキュランダ,5,先行,373.609,6,4.22,9.0,64.219,71.241,0.0,24.684,24.684,0.1739
4,ミクニインスパイア,2,先行,371.809,7,1.0,10.8,62.769,75.093,0.0,24.684,24.684,0.1739
7,ファミリータイム,4,先行,370.009,8,3.22,12.6,60.592,73.6,0.0,24.684,24.684,0.1739
3,シュガークン,2,先行,368.209,9,1.22,14.4,52.467,61.843,0.0,24.684,24.684,0.1739
18,ミステリーウェイ,8,先行,366.409,10,7.0,16.2,43.76,58.039,0.0,24.684,24.684,0.1739
1,ダノンデサイル,1,差し,364.609,11,0.22,18.0,79.175,85.766,0.0,24.684,24.684,0.1739
15,マイユニバース,7,差し,364.609,12,6.22,18.0,70.558,80.631,0.0,24.684,24.684,0.1739
10,ジューンテイク,5,差し,364.609,13,4.0,18.0,67.114,73.771,0.0,24.684,24.684,0.1739
13,シェイクユアハート,7,差し,364.609,14,6.22,18.0,67.357,78.592,0.0,24.684,24.684,0.1739
14,スティンガーグラス,7,差し,364.609,15,6.0,18.0,61.121,77.264,0.0,24.684,24.684,0.1739
11,シンエンペラー,6,差し,364.609,16,5.22,18.0,54.86,73.209,0.0,24.684,24.684,0.1739
8,タガノデュード,4,追込,364.609,17,3.0,18.0,71.2,81.806,0.0,24.684,24.684,0.1739
6,ビザンチンドリーム,3,追込,364.609,18,2.0,18.0,58.422,76.695,0.0,24.684,24.684,0.1739
16,メイショウタバル,8,逃げ,389.967,1,7.0,0.0,74.557,75.358,0.0,25.159,25.159,0.1773
12,マイネルエンペラー,6,逃げ,388.167,2,5.0,1.8,52.086,66.306,0.0,25.159,25.159,0.1773
5,クロワデュノール,3,先行,386.367,3,2.22,3.6,84.154,89.408,0.0,25.159,25.159,0.1773
2,ミュージアムマイル,1,先行,384.567,4,0.0,5.4,73.195,82.272,0.0,25.159,25.159,0.1773
17,レガレイラ,8,先行,382.767,5,7.0,7.2,68.507,79.338,0.0,25.159,25.159,0.1773
9,コスモキュランダ,5,先行,380.967,6,4.22,9.0,64.219,71.241,0.0,25.159,25.159,0.1773
4,ミクニインスパイア,2,先行,379.167,7,1.0,10.8,62.769,75.093,0.0,25.159,25.159,0.1773
7,ファミリータイム,4,先行,377.367,8,3.22,12.6,60.592,73.6,0.0,25.159,25.159,0.1773
3,シュガークン,2,先行,375.567,9,1.22,14.4,52.467,61.843,0.0,25.159,25.159,0.1773
18,ミステリーウェイ,8,先行,373.767,10,7.0,16.2,43.76,58.039,0.0,25.159,25.159,0.1773
1,ダノンデサイル,1,差し,371.967,11,0.22,18.0,79.175,85.766,0.0,25.159,25.159,0.1773
15,マイユニバース,7,差し,371.967,12,6.22,18.0,70.558,80.631,0.0,25.159,25.159,0.1773
10,ジューンテイク,5,差し,371.967,13,4.0,18.0,67.114,73.771,0.0,25.159,25.159,0.1773
13,シェイクユアハート,7,差し,371.967,14,6.22,18.0,67.357,78.592,0.0,25.159,25.159,0.1773
14,スティンガーグラス,7,差し,371.967,15,6.0,18.0,61.121,77.264,0.0,25.159,25.159,0.1773
11,シンエンペラー,6,差し,371.967,16,5.22,18.0,54.86,73.209,0.0,25.159,25.159,0.1773
8,タガノデュード,4,追込,371.967,17,3.0,18.0,71.2,81.806,0.0,25.159,25.159,0.1773
6,ビザンチンドリーム,3,追込,371.967,18,2.0,18.0,58.422,76.695,0.0,25.159,25.159,0.1773
16,メイショウタバル,8,逃げ,397.324,1,7.0,0.0,74.557,75.358,0.0,25.634,25.634,0.1806
12,マイネルエンペラー,6,逃げ,395.524,2,5.0,1.8,52.086,66.306,0.0,25.634,25.634,0.1806
5,クロワデュノール,3,先行,393.724,3,2.22,3.6,84.154,89.408,0.0,25.634,25.634,0.1806
2,ミュージアムマイル,1,先行,391.924,4,0.0,5.4,73.195,82.272,0.0,25.634,25.634,0.1806
17,レガレイラ,8,先行,390.124,5,7.0,7.2,68.507,79.338,0.0,25.634,25.634,0.1806
9,コスモキュランダ,5,先行,388.324,6,4.22,9.0,64.219,71.241,0.0,25.634,25.634,0.1806
4,ミクニインスパイア,2,先行,386.524,7,1.0,10.8,62.769,75.093,0.0,25.634,25.634,0.1806
7,ファミリータイム,4,先行,384.724,8,3.22,12.6,60.592,73.6,0.0,25.634,25.634,0.1806
3,シュガークン,2,先行,382.924,9,1.22,14.4,52.467,61.843,0.0,25.634,25.634,0.1806
18,ミステリーウェイ,8,先行,381.124,10,7.0,16.2,43.76,58.039,0.0,25.634,25.634,0.1806
1,ダノンデサイル,1,差し,379.324,11,0.22,18.0,79.175,85.766,0.0,25.634,25.634,0.1806
15,マイユニバース,7,差し,379.324,12,6.22,18.0,70.558,80.631,0.0,25.634,25.634,0.1806
10,ジューンテイク,5,差し,379.324,13,4.0,18.0,67.114,73.771,0.0,25.634,25.634,0.1806
13,シェイクユアハート,7,差し,379.324,14,6.22,18.0,67.357,78.592,0.0,25.634,25.634,0.1806
14,スティンガーグラス,7,差し,379.324,15,6.0,18.0,61.121,77.264,0.0,25.634,25.634,0.1806
11,シンエンペラー,6,差し,379.324,16,5.22,18.0,54.86,73.209,0.0,25.634,25.634,0.1806
8,タガノデュード,4,追込,379.324,17,3.0,18.0,71.2,81.806,0.0,25.634,25.634,0.1806
6,ビザンチンドリーム,3,追込,379.324,18,2.0,18.0,58.422,76.695,0.0,25.634,25.634,0.1806
16,メイショウタバル,8,逃げ,404.682,1,7.0,0.0,74.557,75.358,0.0,26.109,26.109,0.1839
12,マイネルエンペラー,6,逃げ,402.882,2,5.0,1.8,52.086,66.306,0.0,26.109,26.109,0.1839
5,クロワデュノール,3,先行,401.082,3,2.22,3.6,84.154,89.408,0.0,26.109,26.109,0.1839
2,ミュージアムマイル,1,先行,399.282,4,0.0,5.4,73.195,82.272,0.0,26.109,26.109,0.1839
17,レガレイラ,8,先行,397.482,5,7.0,7.2,68.507,79.338,0.0,26.109,26.109,0.1839
