horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,late_phase,time,elapsed_time,progress
16,メイショウタバル,8,逃げ,0.0,1,7.0,0.0,74.557,75.358,0.0,0.0,0.0,0.0
12,マイネルエンペラー,6,逃げ,0.0,2,5.0,1.8,52.086,66.306,0.0,0.0,0.0,0.0
5,クロワデュノール,3,先行,0.0,3,2.22,3.6,84.154,89.408,0.0,0.0,0.0,0.0
2,ミュージアムマイル,1,先行,0.0,4,0.0,5.4,73.195,82.272,0.0,0.0,0.0,0.0
17,レガレイラ,8,先行,0.0,5,7.0,7.2,68.507,79.338,0.0,0.0,0.0,0.0
9,コスモキュランダ,5,先行,0.0,6,4.22,9.0,64.219,71.241,0.0,0.0,0.0,0.0
4,ミクニインスパイア,2,先行,0.0,7,1.0,10.8,62.769,75.093,0.0,0.0,0.0,0.0
7,ファミリータイム,4,先行,0.0,8,3.22,12.6,60.592,73.6,0.0,0.0,0.0,0.0
3,シュガークン,2,先行,0.0,9,1.22,14.4,52.467,61.843,0.0,0.0,0.0,0.0
18,ミステリーウェイ,8,先行,0.0,10,7.0,16.2,43.76,58.039,0.0,0.0,0.0,0.0
1,ダノンデサイル,1,差し,0.0,11,0.22,18.0,79.175,85.766,0.0,0.0,0.0,0.0
15,マイユニバース,7,差し,0.0,12,6.22,18.0,70.558,80.631,0.0,0.0,0.0,0.0
10,ジューンテイク,5,差し,0.0,13,4.0,18.0,67.114,73.771,0.0,0.0,0.0,0.0
13,シェイクユアハート,7,差し,0.0,14,6.22,18.0,67.357,78.592,0.0,0.0,0.0,0.0
14,スティンガーグラス,7,差し,0.0,15,6.0,18.0,61.121,77.264,0.0,0.0,0.0,0.0
11,シンエンペラー,6,差し,0.0,16,5.22,18.0,54.86,73.209,0.0,0.0,0.0,0.0
8,タガノデュード,4,追込,0.0,17,3.0,18.0,71.2,81.806,0.0,0.0,0.0,0.0
6,ビザンチンドリーム,3,追込,0.0,18,2.0,18.0,58.422,76.695,0.0,0.0,0.0,0.0
16,メイショウタバル,8,逃げ,7.358,1,7.0,0.0,74.557,75.358,0.0,0.475,0.475,0.0033
12,マイネルエンペラー,6,逃げ,5.558,2,5.0,1.8,52.086,66.306,0.0,0.475,0.475,0.0033
5,クロワデュノール,3,先行,3.758,3,2.22,3.6,84.154,89.408,0.0,0.475,0.475,0.0033
2,ミュージアムマイル,1,先行,1.958,4,0.0,5.4,73.195,82.272,0.0,0.475,0.475,0.0033
17,レガレイラ,8,先行,0.158,5,7.0,7.2,68.507,79.338,0.0,0.475,0.475,0.0033
9,コスモキュランダ,5,先行,0.0,6,4.22,9.0,64.219,71.241,0.0,0.475,0.475,0.0033
4,ミクニインスパイア,2,先行,0.0,7,1.0,10.8,62.769,75.093,0.0,0.475,0.475,0.0033
7,ファミリータイム,4,先行,0.0,8,3.22,12.6,60.592,73.6,0.0,0.475,0.475,0.0033
3,シュガークン,2,先行,0.0,9,1.22,14.4,52.467,61.843,0.0,0.475,0.475,0.0033
18,ミステリーウェイ,8,先行,0.0,10,7.0,16.2,43.76,58.039,0.0,0.475,0.475,0.0033
1,ダノンデサイル,1,差し,0.0,11,0.22,18.0,79.175,85.766,0.0,0.475,0.475,0.0033
15,マイユニバース,7,差し,0.0,12,6.22,18.0,70.558,80.631,0.0,0.475,0.475,0.0033
10,ジューンテイク,5,差し,0.0,13,4.0,18.0,67.114,73.771,0.0,0.475,0.475,0.0033
13,シェイクユアハート,7,差し,0.0,14,6.22,18.0,67.357,78.592,0.0,0.475,0.475,0.0033
14,スティンガーグラス,7,差し,0.0,15,6.0,18.0,61.121,77.264,0.0,0.475,0.475,0.0033
11,シンエンペラー,6,差し,0.0,16,5.22,18.0,54.86,73.209,0.0,0.475,0.475,0.0033
8,タガノデュード,4,追込,0.0,17,3.0,18.0,71.2,81.806,0.0,0.475,0.475,0.0033
6,ビザンチンドリーム,3,追込,0.0,18,2.0,18.0,58.422,76.695,0.0,0.475,0.475,0.0033
16,メイショウタバル,8,逃げ,14.716,1,7.0,0.0,74.557,75.358,0.0,0.949,0.949,0.0067
12,マイネルエンペラー,6,逃げ,12.916,2,5.0,1.8,52.086,66.306,0.0,0.949,0.949,0.0067
5,クロワデュノール,3,先行,11.116,3,2.22,3.6,84.154,89.408,0.0,0.949,0.949,0.0067
2,ミュージアムマイル,1,先行,9.316,4,0.0,5.4,73.195,82.272,0.0,0.949,0.949,0.0067
17,レガレイラ,8,先行,7.516,5,7.0,7.2,68.507,79.338,0.0,0.949,0.949,0.0067
9,コスモキュランダ,5,先行,5.716,6,4.22,9.0,64.219,71.241,0.0,0.949,0.949,0.0067
4,ミクニインスパイア,2,先行,3.916,7,1.0,10.8,62.769,75.093,0.0,0.949,0.949,0.0067
7,ファミリータイム,4,先行,2.116,8,3.22,12.6,60.592,73.6,0.0,0.949,0.949,0.0067
3,シュガークン,2,先行,0.316,9,1.22,14.4,52.467,61.843,0.0,0.949,0.949,0.0067
18,ミステリーウェイ,8,先行,0.0,10,7.0,16.2,43.76,58.039,0.0,0.949,0.949,0.0067
1,ダノンデサイル,1,差し,0.0,11,0.22,18.0,79.175,85.766,0.0,0.949,0.949,0.0067
15,マイユニバース,7,差し,0.0,12,6.22,18.0,70.558,80.631,0.0,0.949,0.949,0.0067
10,ジューンテイク,5,差し,0.0,13,4.0,18.0,67.114,73.771,0.0,0.949,0.949,0.0067
13,シェイクユアハート,7,差し,0.0,14,6.22,18.0,67.357,78.592,0.0,0.949,0.949,0.0067
14,スティンガーグラス,7,差し,0.0,15,6.0,18.0,61.121,77.264,0.0,0.949,0.949,0.0067
11,シンエンペラー,6,差し,0.0,16,5.22,18.0,54.86,73.209,0.0,0.949,0.949,0.0067
8,タガノデュード,4,追込,0.0,17,3.0,18.0,71.2,81.806,0.0,0.949,0.949,0.0067
6,ビザンチンドリーム,3,追込,0.0,18,2.0,18.0,58.422,76.695,0.0,0.949,0.949,0.0067
16,メイショウタバル,8,逃げ,22.074,1,7.0,0.0,74.557,75.358,0.0,1.424,1.424,0.01
12,マイネルエンペラー,6,逃げ,20.274,2,5.0,1.8,52.086,66.306,0.0,1.424,1.424,0.01
5,クロワデュノール,3,先行,18.474,3,2.22,3.6,84.154,89.408,0.0,1.424,1.424,0.01
2,ミュージアムマイル,1,先行,16.674,4,0.0,5.4,73.195,82.272,0.0,1.424,1.424,0.01
17,レガレイラ,8,先行,14.874,5,7.0,7.2,68.507,79.338,0.0,1.424,1.424,0.01
9,コスモキュランダ,5,先行,13.074,6,4.22,9.0,64.219,71.241,0.0,1.424,1.424,0.01
4,ミクニインスパイア,2,先行,11.274,7,1.0,10.8,62.769,75.093,0.0,1.424,1.424,0.01
7,ファミリータイム,4,先行,9.474,8,3.22,12.6,60.592,73.6,0.0,1.424,1.424,0.01
3,シュガークン,2,先行,7.674,9,1.22,14.4,52.467,61.843,0.0,1.424,1.424,0.01
18,ミステリーウェイ,8,先行,5.874,10,7.0,16.2,43.76,58.039,0.0,1.424,1.424,0.01
1,ダノンデサイル,1,差し,4.074,11,0.22,18.0,79.175,85.766,0.0,1.424,1.424,0.01
15,マイユニバース,7,差し,4.074,12,6.22,18.0,70.558,80.631,0.0,1.424,1.424,0.01
10,ジューンテイク,5,差し,4.074,13,4.0,18.0,67.114,73.771,0.0,1.424,1.424,0.01
13,シェイクユアハート,7,差し,4.074,14,6.22,18.0,67.357,78.592,0.0,1.424,1.424,0.01
14,スティンガーグラス,7,差し,4.074,15,6.0,18.0,61.121,77.264,0.0,1.424,1.424,0.01
11,シンエンペラー,6,差し,4.074,16,5.22,18.0,54.86,73.209,0.0,1.424,1.424,0.01
8,タガノデュード,4,追込,4.074,17,3.0,18.0,71.2,81.806,0.0,1.424,1.424,0.01
6,ビザンチンドリーム,3,追込,4.074,18,2.0,18.0,58.422,76.695,0.0,1.424,1.424,0.01
16,メイショウタバル,8,逃げ,29.431,1,7.0,0.0,74.557,75.358,0.0,1.899,1.899,0.0134
12,マイネルエンペラー,6,逃げ,27.631,2,5.0,1.8,52.086,66.306,0.0,1.899,1.899,0.0134
5,クロワデュノール,3,先行,25.831,3,2.22,3.6,84.154,89.408,0.0,1.899,1.899,0.0134
2,ミュージアムマイル,1,先行,24.031,4,0.0,5.4,73.195,82.272,0.0,1.899,1.899,0.0134
17,レガレイラ,8,先行,22.231,5,7.0,7.2,68.507,79.338,0.0,1.899,1.899,0.0134
9,コスモキュランダ,5,先行,20.431,6,4.22,9.0,64.219,71.241,0.0,1.899,1.899,0.0134
4,ミクニインスパイア,2,先行,18.631,7,1.0,10.8,62.769,75.093,0.0,1.899,1.899,0.0134
7,ファミリータイム,4,先行,16.831,8,3.22,12.6,60.592,73.6,0.0,1.899,1.899,0.0134
3,シュガークン,2,先行,15.031,9,1.22,14.4,52.467,61.843,0.0,1.899,1.899,0.0134
18,ミステリーウェイ,8,先行,13.231,10,7.0,16.2,43.76,58.039,0.0,1.899,1.899,0.0134
1,ダノンデサイル,1,差し,11.431,11,0.22,18.0,79.175,85.766,0.0,1.899,1.899,0.0134
15,マイユニバース,7,差し,11.431,12,6.22,18.0,70.558,80.631,0.0,1.899,1.899,0.0134
10,ジューンテイク,5,差し,11.431,13,4.0,18.0,67.114,73.771,0.0,1.899,1.899,0.0134
13,シェイクユアハート,7,差し,11.431,14,6.22,18.0,67.357,78.592,0.0,1.899,1.899,0.0134
14,スティンガーグラス,7,差し,11.431,15,6.0,18.0,61.121,77.264,0.0,1.899,1.899,0.0134
11,シンエンペラー,6,差し,11.431,16,5.22,18.0,54.86,73.209,0.0,1.899,1.899,0.0134
8,タガノデュード,4,追込,11.431,17,3.0,18.0,71.2,81.806,0.0,1.899,1.899,0.0134
6,ビザンチンドリーム,3,追込,11.431,18,2.0,18.0,58.422,76.695,0.0,1.899,1.899,0.0134
16,メイショウタバル,8,逃げ,36.789,1,7.0,0.0,74.557,75.358,0.0,2.374,2.374,0.0167
12,マイネルエンペラー,6,逃げ,34.989,2,5.0,1.8,52.086,66.306,0.0,2.374,2.374,0.0167
5,クロワデュノール,3,先行,33.189,3,2.22,3.6,84.154,89.408,0.0,2.374,2.374,0.0167
2,ミュージアムマイル,1,先行,31.389,4,0.0,5.4,73.195,82.272,0.0,2.374,2.374,0.0167
17,レガレイラ,8,先行,29.589,5,7.0,7.2,68.507,79.338,0.0,2.374,2.374,0.0167
9,コスモキュランダ,5,先行,27.789,6,4.22,9.0,64.219,71.241,0.0,2.374,2.374,0.0167
4,ミクニインスパイア,2,先行,25.989,7,1.0,10.8,62.769,75.093,0.0,2.374,2.374,0.0167
7,ファミリータイム,4,先行,24.189,8,3.22,12.6,60.592,73.6,0.0,2.374,2.374,0.0167
3,シュガークン,2,先行,22.389,9,1.22,14.4,52.467,61.843,0.0,2.374,2.374,0.0167
18,ミステリーウェイ,8,先行,20.589,10,7.0,16.2,43.76,58.039,0.0,2.374,2.374,0.0167
1,ダノンデサイル,1,差し,18.789,11,0.22,18.0,79.175,85.766,0.0,2.374,2.374,0.0167
15,マイユニバース,7,差し,18.789,12,6.22,18.0,70.558,80.631,0.0,2.374,2.374,0.0167
10,ジューンテイク,5,差し,18.789,13,4.0,18.0,67.114,73.771,0.0,2.374,2.374,0.0167
13,シェイクユアハート,7,差し,18.789,14,6.22,18.0,67.357,78.592,0.0,2.374,2.374,0.0167
14,スティンガーグラス,7,差し,18.789,15,6.0,18.0,61.121,77.264,0.0,2.374,2.374,0.0167
11,シンエンペラー,6,差し,18.789,16,5.22,18.0,54.86,73.209,0.0,2.374,2.374,0.0167
8,タガノデュード,4,追込,18.789,17,3.0,18.0,71.2,81.806,0.0,2.374,2.374,0.0167
6,ビザンチンドリーム,3,追込,18.789,18,2.0,18.0,58.422,76.695,0.0,2.374,2.374,0.0167
16,メイショウタバル,8,逃げ,44.147,1,7.0,0.0,74.557,75.358,0.0,2.848,2.848,0.0201
12,マイネルエンペラー,6,逃げ,42.347,2,5.0,1.8,52.086,66.306,0.0,2.848,2.848,0.0201
5,クロワデュノール,3,先行,40.547,3,2.22,3.6,84.154,89.408,0.0,2.848,2.848,0.0201
2,ミュージアムマイル,1,先行,38.747,4,0.0,5.4,73.195,82.272,0.0,2.848,2.848,0.0201
17,レガレイラ,8,先行,36.947,5,7.0,7.2,68.507,79.338,0.0,2.848,2.848,0.0201
9,コスモキュランダ,5,先行,35.147,6,4.22,9.0,64.219,71.241,0.0,2.848,2.848,0.0201
4,ミクニインスパイア,2,先行,33.347,7,1.0,10.8,62.769,75.093,0.0,2.848,2.848,0.0201
7,ファミリータイム,4,先行,31.547,8,3.22,12.6,60.592,73.6,0.0,2.848,2.848,0.0201
3,シュガークン,2,先行,29.747,9,1.22,14.4,52.467,61.843,0.0,2.848,2.848,0.0201
18,ミステリーウェイ,8,先行,27.947,10,7.0,16.2,43.76,58.039,0.0,2.848,2.848,0.0201
1,ダノンデサイル,1,差し,26.147,11,0.22,18.0,79.175,85.766,0.0,2.848,2.848,0.0201
15,マイユニバース,7,差し,26.147,12,6.22,18.0,70.558,80.631,0.0,2.848,2.848,0.0201
10,ジューンテイク,5,差し,26.147,13,4.0,18.0,67.114,73.771,0.0,2.848,2.848,0.0201
13,シェイクユアハート,7,差し,26.147,14,6.22,18.0,67.357,78.592,0.0,2.848,2.848,0.0201
14,スティンガーグラス,7,差し,26.147,15,6.0,18.0,61.121,77.264,0.0,2.848,2.848,0.0201
11,シンエンペラー,6,差し,26.147,16,5.22,18.0,54.86,73.209,0.0,2.848,2.848,0.0201
8,タガノデュード,4,追込,26.147,17,3.0,18.0,71.2,81.806,0.0,2.848,2.848,0.0201
6,ビザンチンドリーム,3,追込,26.147,18,2.0,18.0,58.422,76.695,0.0,2.848,2.848,0.0201
16,メイショウタバル,8,逃げ,51.505,1,7.0,0.0,74.557,75.358,0.0,3.323,3.323,0.0234
12,マイネルエンペラー,6,逃げ,49.705,2,5.0,1.8,52.086,66.306,0.0,3.323,3.323,0.0234
5,クロワデュノール,3,先行,47.905,3,2.22,3.6,84.154,89.408,0.0,3.323,3.323,0.0234
2,ミュージアムマイル,1,先行,46.105,4,0.0,5.4,73.195,82.272,0.0,3.323,3.323,0.0234
17,レガレイラ,8,先行,44.305,5,7.0,7.2,68.507,79.338,0.0,3.323,3.323,0.0234
9,コスモキュランダ,5,先行,42.505,6,4.22,9.0,64.219,71.241,0.0,3.323,3.323,0.0234
4,ミクニインスパイア,2,先行,40.705,7,1.0,10.8,62.769,75.093,0.0,3.323,3.323,0.0234
7,ファミリータイム,4,先行,38.905,8,3.22,12.6,60.592,73.6,0.0,3.323,3.323,0.0234
3,シュガークン,2,先行,37.105,9,1.22,14.4,52.467,61.843,0.0,3.323,3.323,0.0234
18,ミステリーウェイ,8,先行,35.305,10,7.0,16.2,43.76,58.039,0.0,3.323,3.323,0.0234
1,ダノンデサイル,1,差し,33.505,11,0.22,18.0,79.175,85.766,0.0,3.323,3.323,0.0234
15,マイユニバース,7,差し,33.505,12,6.22,18.0,70.558,80.631,0.0,3.323,3.323,0.0234
10,ジューンテイク,5,差し,33.505,13,4.0,18.0,67.114,73.771,0.0,3.323,3.323,0.0234
13,シェイクユアハート,7,差し,33.505,14,6.22,18.0,67.357,78.592,0.0,3.323,3.323,0.0234
14,スティンガーグラス,7,差し,33.505,15,6.0,18.0,61.121,77.264,0.0,3.323,3.323,0.0234
11,シンエンペラー,6,差し,33.505,16,5.22,18.0,54.86,73.209,0.0,3.323,3.323,0.0234
8,タガノデュード,4,追込,33.505,17,3.0,18.0,71.2,81.806,0.0,3.323,3.323,0.0234
6,ビザンチンドリーム,3,追込,33.505,18,2.0,18.0,58.422,76.695,0.0,3.323,3.323,0.0234
16,メイショウタバル,8,逃げ,58.863,1,7.0,0.0,74.557,75.358,0.0,3.798,3.798,0.0268
12,マイネルエンペラー,6,逃げ,57.063,2,5.0,1.8,52.086,66.306,0.0,3.798,3.798,0.0268
5,クロワデュノール,3,先行,55.263,3,2.22,3.6,84.154,89.408,0.0,3.798,3.798,0.0268
2,ミュージアムマイル,1,先行,53.463,4,0.0,5.4,73.195,82.272,0.0,3.798,3.798,0.0268
17,レガレイラ,8,先行,51.663,5,7.0,7.2,68.507,79.338,0.0,3.798,3.798,0.0268
9,コスモキュランダ,5,先行,49.863,6,4.22,9.0,64.219,71.241,0.0,3.798,3.798,0.0268
4,ミクニインスパイア,2,先行,48.063,7,1.0,10.8,62.769,75.093,0.0,3.798,3.798,0.0268
7,ファミリータイム,4,先行,46.263,8,3.22,12.6,60.592,73.6,0.0,3.798,3.798,0.0268
3,シュガークン,2,先行,44.463,9,1.22,14.4,52.467,61.843,0.0,3.798,3.798,0.0268
18,ミステリーウェイ,8,先行,42.663,10,7.0,16.2,43.76,58.039,0.0,3.798,3.798,0.0268
1,ダノンデサイル,1,差し,40.863,11,0.22,18.0,79.175,85.766,0.0,3.798,3.798,0.0268
15,マイユニバース,7,差し,40.863,12,6.22,18.0,70.558,80.631,0.0,3.798,3.798,0.0268
10,ジューンテイク,5,差し,40.863,13,4.0,18.0,67.114,73.771,0.0,3.798,3.798,0.0268
13,シェイクユアハート,7,差し,40.863,14,6.22,18.0,67.357,78.592,0.0,3.798,3.798,0.0268
14,スティンガーグラス,7,差し,40.863,15,6.0,18.0,61.121,77.264,0.0,3.798,3.798,0.0268
11,シンエンペラー,6,差し,40.863,16,5.22,18.0,54.86,73.209,0.0,3.798,3.798,0.0268
8,タガノデュード,4,追込,40.863,17,3.0,18.0,71.2,81.806,0.0,3.798,3.798,0.0268
6,ビザンチンドリーム,3,追込,40.863,18,2.0,18.0,58.422,76.695,0.0,3.798,3.798,0.0268
16,メイショウタバル,8,逃げ,66.221,1,7.0,0.0,74.557,75.358,0.0,4.272,4.272,0.0301
12,マイネルエンペラー,6,逃げ,64.421,2,5.0,1.8,52.086,66.306,0.0,4.272,4.272,0.0301
5,クロワデュノール,3,先行,62.621,3,2.22,3.6,84.154,89.408,0.0,4.272,4.272,0.0301
2,ミュージアムマイル,1,先行,60.821,4,0.0,5.4,73.195,82.272,0.0,4.272,4.272,0.0301
17,レガレイラ,8,先行,59.021,5,7.0,7.2,68.507,79.338,0.0,4.272,4.272,0.0301
9,コスモキュランダ,5,先行,57.221,6,4.22,9.0,64.219,71.241,0.0,4.272,4.272,0.0301
4,ミクニインスパイア,2,先行,55.421,7,1.0,10.8,62.769,75.093,0.0,4.272,4.272,0.0301
7,ファミリータイム,4,先行,53.621,8,3.22,12.6,60.592,73.6,0.0,4.272,4.272,0.0301
3,シュガークン,2,先行,51.821,9,1.22,14.4,52.467,61.843,0.0,4.272,4.272,0.0301
18,ミステリーウェイ,8,先行,50.021,10,7.0,16.2,43.76,58.039,0.0,4.272,4.272,0.0301
1,ダノンデサイル,1,差し,48.221,11,0.22,18.0,79.175,85.766,0.0,4.272,4.272,0.0301
15,マイユニバース,7,差し,48.221,12,6.22,18.0,70.558,80.631,0.0,4.272,4.272,0.0301
10,ジューンテイク,5,差し,48.221,13,4.0,18.0,67.114,73.771,0.0,4.272,4.272,0.0301
13,シェイクユアハート,7,差し,48.221,14,6.22,18.0,67.357,78.592,0.0,4.272,4.272,0.0301
14,スティンガーグラス,7,差し,48.221,15,6.0,18.0,61.121,77.264,0.0,4.272,4.272,0.0301
11,シンエンペラー,6,差し,48.221,16,5.22,18.0,54.86,73.209,0.0,4.272,4.272,0.0301
8,タガノデュード,4,追込,48.221,17,3.0,18.0,71.2,81.806,0.0,4.272,4.272,0.0301
6,ビザンチンドリーム,3,追込,48.221,18,2.0,18.0,58.422,76.695,0.0,4.272,4.272,0.0301
16,メイショウタバル,8,逃げ,73.579,1,7.0,0.0,74.557,75.358,0.0,4.747,4.747,0.0334
12,マイネルエンペラー,6,逃げ,71.779,2,5.0,1.8,52.086,66.306,0.0,4.747,4.747,0.0334
5,クロワデュノール,3,先行,69.979,3,2.22,3.6,84.154,89.408,0.0,4.747,4.747,0.0334
2,ミュージアムマイル,1,先行,68.179,4,0.0,5.4,73.195,82.272,0.0,4.747,4.747,0.0334
17,レガレイラ,8,先行,66.379,5,7.0,7.2,68.507,79.338,0.0,4.747,4.747,0.0334
9,コスモキュランダ,5,先行,64.579,6,4.22,9.0,64.219,71.241,0.0,4.747,4.747,0.0334
4,ミクニインスパイア,2,先行,62.779,7,1.0,10.8,62.769,75.093,0.0,4.747,4.747,0.0334
7,ファミリータイム,4,先行,60.979,8,3.22,12.6,60.592,73.6,0.0,4.747,4.747,0.0334
3,シュガークン,2,先行,59.179,9,1.22,14.4,52.467,61.843,0.0,4.747,4.747,0.0334
18,ミステリーウェイ,8,先行,57.379,10,7.0,16.2,43.76,58.039,0.0,4.747,4.747,0.0334
1,ダノンデサイル,1,差し,55.579,11,0.22,18.0,79.175,85.766,0.0,4.747,4.747,0.0334
15,マイユニバース,7,差し,55.579,12,6.22,18.0,70.558,80.631,0.0,4.747,4.747,0.0334
10,ジューンテイク,5,差し,55.579,13,4.0,18.0,67.114,73.771,0.0,4.747,4.747,0.0334
13,シェイクユアハート,7,差し,55.579,14,6.22,18.0,67.357,78.592,0.0,4.747,4.747,0.0334
14,スティンガーグラス,7,差し,55.579,15,6.0,18.0,61.121,77.264,0.0,4.747,4.747,0.0334
11,シンエンペラー,6,差し,55.579,16,5.22,18.0,54.86,73.209,0.0,4.747,4.747,0.0334
8,タガノデュード,4,追込,55.579,17,3.0,18.0,71.2,81.806,0.0,4.747,4.747,0.0334
6,ビザンチンドリーム,3,追込,55.579,18,2.0,18.0,58.422,76.695,0.0,4.747,4.747,0.0334
16,メイショウタバル,8,逃げ,80.936,1,7.0,0.0,74.557,75.358,0.0,5.222,5.222,0.0368
12,マイネルエンペラー,6,逃げ,79.136,2,5.0,1.8,52.086,66.306,0.0,5.222,5.222,0.0368
5,クロワデュノール,3,先行,77.336,3,2.22,3.6,84.154,89.408,0.0,5.222,5.222,0.0368
2,ミュージアムマイル,1,先行,75.536,4,0.0,5.4,73.195,82.272,0.0,5.222,5.222,0.0368
17,レガレイラ,8,先行,73.736,5,7.0,7.2,68.507,79.338,0.0,5.222,5.222,0.0368
9,コスモキュランダ,5,先行,71.936,6,4.22,9.0,64.219,71.241,0.0,5.222,5.222,0.0368
4,ミクニインスパイア,2,先行,70.136,7,1.0,10.8,62.769,75.093,0.0,5.222,5.222,0.0368
7,ファミリータイム,4,先行,68.336,8,3.22,12.6,60.592,73.6,0.0,5.222,5.222,0.0368
3,シュガークン,2,先行,66.536,9,1.22,14.4,52.467,61.843,0.0,5.222,5.222,0.0368
18,ミステリーウェイ,8,先行,64.736,10,7.0,16.2,43.76,58.039,0.0,5.222,5.222,0.0368
1,ダノンデサイル,1,差し,62.936,11,0.22,18.0,79.175,85.766,0.0,5.222,5.222,0.0368
15,マイユニバース,7,差し,62.936,12,6.22,18.0,70.558,80.631,0.0,5.222,5.222,0.0368
10,ジューンテイク,5,差し,62.936,13,4.0,18.0,67.114,73.771,0.0,5.222,5.222,0.0368
13,シェイクユアハート,7,差し,62.936,14,6.22,18.0,67.357,78.592,0.0,5.222,5.222,0.0368
14,スティンガーグラス,7,差し,62.936,15,6.0,18.0,61.121,77.264,0.0,5.222,5.222,0.0368
11,シンエンペラー,6,差し,62.936,16,5.22,18.0,54.86,73.209,0.0,5.222,5.222,0.0368
8,タガノデュード,4,追込,62.936,17,3.0,18.0,71.2,81.806,0.0,5.222,5.222,0.0368
6,ビザンチンドリーム,3,追込,62.936,18,2.0,18.0,58.422,76.695,0.0,5.222,5.222,0.0368
16,メイショウタバル,8,逃げ,88.294,1,7.0,0.0,74.557,75.358,0.0,5.696,5.696,0.0401
12,マイネルエンペラー,6,逃げ,86.494,2,5.0,1.8,52.086,66.306,0.0,5.696,5.696,0.0401
5,クロワデュノール,3,先行,84.694,3,2.22,3.6,84.154,89.408,0.0,5.696,5.696,0.0401
2,ミュージアムマイル,1,先行,82.894,4,0.0,5.4,73.195,82.272,0.0,5.696,5.696,0.0401
17,レガレイラ,8,先行,81.094,5,7.0,7.2,68.507,79.338,0.0,5.696,5.696,0.0401
9,コスモキュランダ,5,先行,79.294,6,4.22,9.0,64.219,71.241,0.0,5.696,5.696,0.0401
4,ミクニインスパイア,2,先行,77.494,7,1.0,10.8,62.769,75.093,0.0,5.696,5.696,0.0401
7,ファミリータイム,4,先行,75.694,8,3.22,12.6,60.592,73.6,0.0,5.696,5.696,0.0401
3,シュガークン,2,先行,73.894,9,1.22,14.4,52.467,61.843,0.0,5.696,5.696,0.0401
18,ミステリーウェイ,8,先行,72.094,10,7.0,16.2,43.76,58.039,0.0,5.696,5.696,0.0401
1,ダノンデサイル,1,差し,70.294,11,0.22,18.0,79.175,85.766,0.0,5.696,5.696,0.0401
15,マイユニバース,7,差し,70.294,12,6.22,18.0,70.558,80.631,0.0,5.696,5.696,0.0401
10,ジューンテイク,5,差し,70.294,13,4.0,18.0,67.114,73.771,0.0,5.696,5.696,0.0401
13,シェイクユアハート,7,差し,70.294,14,6.22,18.0,67.357,78.592,0.0,5.696,5.696,0.0401
14,スティンガーグラス,7,差し,70.294,15,6.0,18.0,61.121,77.264,0.0,5.696,5.696,0.0401
11,シンエンペラー,6,差し,70.294,16,5.22,18.0,54.86,73.209,0.0,5.696,5.696,0.0401
8,タガノデュード,4,追込,70.294,17,3.0,18.0,71.2,81.806,0.0,5.696,5.696,0.0401
6,ビザンチンドリーム,3,追込,70.294,18,2.0,18.0,58.422,76.695,0.0,5.696,5.696,0.0401
16,メイショウタバル,8,逃げ,95.652,1,7.0,0.0,74.557,75.358,0.0,6.171,6.171,0.0435
12,マイネルエンペラー,6,逃げ,93.852,2,5.0,1.8,52.086,66.306,0.0,6.171,6.171,0.0435
5,クロワデュノール,3,先行,92.052,3,2.22,3.6,84.154,89.408,0.0,6.171,6.171,0.0435
2,ミュージアムマイル,1,先行,90.252,4,0.0,5.4,73.195,82.272,0.0,6.171,6.171,0.0435
17,レガレイラ,8,先行,88.452,5,7.0,7.2,68.507,79.338,0.0,6.171,6.171,0.0435
9,コスモキュランダ,5,先行,86.652,6,4.22,9.0,64.219,71.241,0.0,6.171,6.171,0.0435
4,ミクニインスパイア,2,先行,84.852,7,1.0,10.8,62.769,75.093,0.0,6.171,6.171,0.0435
7,ファミリータイム,4,先行,83.052,8,3.22,12.6,60.592,73.6,0.0,6.171,6.171,0.0435
3,シュガークン,2,先行,81.252,9,1.22,14.4,52.467,61.843,0.0,6.171,6.171,0.0435
18,ミステリーウェイ,8,先行,79.452,10,7.0,16.2,43.76,58.039,0.0,6.171,6.171,0.0435
1,ダノンデサイル,1,差し,77.652,11,0.22,18.0,79.175,85.766,0.0,6.171,6.171,0.0435
15,マイユニバース,7,差し,77.652,12,6.22,18.0,70.558,80.631,0.0,6.171,6.171,0.0435
10,ジューンテイク,5,差し,77.652,13,4.0,18.0,67.114,73.771,0.0,6.171,6.171,0.0435
13,シェイクユアハート,7,差し,77.652,14,6.22,18.0,67.357,78.592,0.0,6.171,6.171,0.0435
14,スティンガーグラス,7,差し,77.652,15,6.0,18.0,61.121,77.264,0.0,6.171,6.171,0.0435
11,シンエンペラー,6,差し,77.652,16,5.22,18.0,54.86,73.209,0.0,6.171,6.171,0.0435
8,タガノデュード,4,追込,77.652,17,3.0,18.0,71.2,81.806,0.0,6.171,6.171,0.0435
6,ビザンチンドリーム,3,追込,77.652,18,2.0,18.0,58.422,76.695,0.0,6.171,6.171,0.0435
16,メイショウタバル,8,逃げ,103.01,1,7.0,0.0,74.557,75.358,0.0,6.646,6.646,0.0468
12,マイネルエンペラー,6,逃げ,101.21,2,5.0,1.8,52.086,66.306,0.0,6.646,6.646,0.0468
5,クロワデュノール,3,先行,99.41,3,2.22,3.6,84.154,89.408,0.0,6.646,6.646,0.0468
