rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,actual_running_style_fixed,running_style,adjusted_style_profile,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込,early_speed,stamina,acceleration,consistency,mud_aptitude,mud_source,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,avg_race_score,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,carried_weight,weight_penalty
1,イガッチ,5,3,先行,先行,先行,先行,"{'逃げ': 0.2617580307405831, '先行': 0.6123729588598137, '差し': 0.09878908122505979, '追込': 0.027079929174543355}",125.85189986300864,4,0.2617580307405831,0.6123729588598137,0.09878908122505979,0.027079929174543355,99.52580185706081,71.97365435501263,0.0,74.30400383699934,81.82592156862742,race_history,61.053333333333335,64.90977855063177,1500.0,50.0,75.0,64.2945875,浜中,50.0,50.0,60.76427372578328,72.38770409497197,60.623217217325134,78.14285714285714,56.800000000000004,83.26388888888889,92.72142857142856,78.35242392209729,63.564338936736846,0.816875,0.8217361111111111,0.19791666666666669,0.7711285323040856,100.0,77.11285323040856,48.087916666666665,52.795,34.0,0.0,19.791666666666668,81.6875,79.89627006479498,83.24169937678332,72.75144427672471,68.548125,65.0,55.0,-2.0
2,ケイアイセナ,8,5,自在,逃げ,逃げ,逃げ,"{'逃げ': 0.5085200143239873, '先行': 0.4522467922618722, '差し': 0.03923319341414059, '追込': 0.0}",126.90390412714416,7,0.5085200143239873,0.4522467922618722,0.03923319341414059,0.0,100.0,61.80352521768608,0.0,42.04108919958015,49.6954488086405,race_history,68.13095238095238,66.18985543577571,1500.0,50.0,75.0,59.16210714285714,武豊,50.0,50.0,53.3572431826855,62.93116714099916,61.53527199799019,70.5,81.57142857142857,55.892857142857146,72.62857142857142,74.1325962096548,61.88424578374243,0.8479910714285714,0.8313244047619048,0.07142857142857144,0.7408002381422695,100.0,74.08002381422695,43.140714285714274,49.89,34.7,0.0,7.142857142857144,84.79910714285714,79.0588529783069,69.91600922801294,71.32401309782482,67.37473214285714,65.0,57.5,3.0
3,ファウストラーゼン,2,2,自在,逃げ,逃げ,逃げ,"{'逃げ': 0.3237321548946414, '先行': 0.07187885305052127, '差し': 0.29558524997525404, '追込': 0.30880374207958333}",128.06232882104695,1,0.3237321548946414,0.07187885305052127,0.29558524997525404,0.30880374207958333,55.81302681908376,85.27204129890053,0.0,46.22243698908108,50.0,neutral,71.44309523809524,42.52492926190822,1500.0,50.0,75.0,37.9529,小林美,50.0,50.0,83.48526878041068,30.47509416677849,44.6740120991096,51.714285714285715,90.44285714285715,10.714285714285714,9.228571428571428,38.559033292817126,41.124282616026825,0.4266666666666667,0.46,0.14285714285714288,0.3957268400969054,100.0,39.57268400969053,42.33892857142857,55.0025,34.3,0.0,14.285714285714286,42.66666666666667,43.10770780436074,34.24629005375508,38.732476205329796,39.535,65.0,56.0,0.0
4,ジュタ,11,6,先行,先行,先行,先行,"{'逃げ': 0.05145558796635678, '先行': 0.6379931808397812, '差し': 0.1733094314287334, '追込': 0.13724179976512876}",128.4746864526547,10,0.05145558796635678,0.6379931808397812,0.1733094314287334,0.13724179976512876,84.71325146889775,71.62171885299577,0.0,43.294153002414355,69.03010564373895,race_history,66.80261904761905,62.63802184998656,1500.0,50.0,75.0,54.54780115546218,坂井,50.0,50.0,76.52397326616091,60.95671943610817,59.00459056811542,66.78571428571429,75.87142857142858,61.99730892356943,71.58571428571429,69.34824904470531,59.49262278511361,0.5400049603174604,0.5479881535947713,0.3707983193277311,0.6844438158624011,100.0,68.44438158624011,50.63245798319328,48.3875,34.7,0.0,37.07983193277312,54.00049603174603,60.93932016152047,70.73057286466805,66.34790987243206,57.14850175070028,65.0,56.0,0.0
5,ピースワンデュック,3,2,逃げ,逃げ,逃げ,逃げ,"{'逃げ': 0.7287129029508499, '先行': 0.21818482922731205, '差し': 0.047801092832416646, '追込': 0.0053011749894213405}",128.87500151639392,2,0.7287129029508499,0.21818482922731205,0.047801092832416646,0.0053011749894213405,100.0,65.55836624828702,0.0,41.62300134460587,50.0,neutral,65.19452380952382,58.25638384977996,1500.0,50.0,75.0,51.94014285714286,佐々木,50.0,50.0,54.54359968607839,55.508121552276144,55.882673492968216,70.85714285714286,77.5,45.73809523809524,53.51428571428572,67.36645716086574,55.7890355077952,0.8971031746031746,0.8971031746031746,0.0,0.6839876638223479,100.0,68.3987663822348,43.185,53.03,34.4,0.0,0.0,89.71031746031746,80.12011947518026,54.202021973115976,63.11932151022914,65.59809523809524,65.0,55.0,-2.0
6,フィーリウス,14,8,先行,先行,先行,先行,"{'逃げ': 0.07894490928321223, '先行': 0.6408838078686767, '差し': 0.2397966788276711, '追込': 0.040374604020439894}",129.44985432946106,13,0.07894490928321223,0.6408838078686767,0.2397966788276711,0.040374604020439894,85.88385327470148,84.62518787338,0.0,64.90326046164837,50.0,neutral,60.8247619047619,60.65611622890974,1500.0,50.0,75.0,61.69686985930736,丹内,50.0,50.0,73.93432098947403,67.77688523831277,57.59248281309818,68.5,60.77142857142858,79.43452380952381,89.38571428571429,65.8662264094317,60.138583419401826,0.6617987914862915,0.6072352994227994,0.25063131313131315,0.6573291126001373,100.0,65.73291126001374,48.91078282828283,49.21,33.8,0.0,25.063131313131315,66.17987914862914,62.977751535260154,75.69075311325533,66.31010119300755,62.655963744588746,65.0,56.0,0.0
7,チャックネイト,7,4,差し,差し,差し,差し,"{'逃げ': 0.0753910148906753, '先行': 0.17753262478924497, '差し': 0.48969813776927185, '追込': 0.25737822255080794}",129.82604944554467,6,0.0753910148906753,0.17753262478924497,0.48969813776927185,0.25737822255080794,75.34978335804755,100.0,0.0,51.223120906890074,70.36181212932182,race_history,71.15119047619046,62.485274485449445,1500.0,50.0,75.0,52.04801066176471,鮫島駿,50.0,50.0,71.38666705909205,56.418991595759294,58.89575807088273,59.0,89.10000000000001,48.88410364145658,57.73571428571428,57.20894155260239,58.276566452101875,0.3361283263305322,0.3461992296918767,0.4474489795918367,0.5706754077408064,100.0,57.06754077408064,53.133724489795924,51.942499999999995,33.8,0.0,44.744897959183675,33.612832633053216,44.72135098138951,70.20976579995624,60.289022425744356,51.663923319327736,65.0,58.0,4.0
8,エコロディノス,12,7,先行,先行,先行,先行,"{'逃げ': 0.25133064090473956, '先行': 0.6946216941936573, '差し': 0.047930033742189605, '追込': 0.0061176311594136334}",129.92545719982593,11,0.25133064090473956,0.6946216941936573,0.047930033742189605,0.0061176311594136334,76.51309816995443,74.39280301647217,0.0,0.0,50.0,neutral,65.48547619047619,61.97366632058005,1500.0,50.0,75.0,57.75298863636363,池添,50.0,50.0,54.62446028829264,52.96770319033381,58.53123725341329,80.42857142857143,75.84285714285714,60.8095238095238,66.65,46.7356474369235,57.14035373764342,0.7611742424242425,0.7611742424242425,0.16190476190476188,0.4900007739353671,100.0,49.00007739353671,48.07261904761904,52.75,34.0,0.0,16.19047619047619,76.11742424242425,63.91461816042486,62.843748739995476,55.322417566445196,65.23260227272726,65.0,57.0,2.0
9,デビットバローズ,15,8,先行,先行,先行,先行,"{'逃げ': 0.15559115808326587, '先行': 0.7731143136030142, '差し': 0.06185475016806895, '追込': 0.009439778145651069}",132.1055799362115,14,0.15559115808326587,0.7731143136030142,0.06185475016806895,0.009439778145651069,100.0,66.62788023637009,0.0,57.867240958621466,55.71498763082778,race_history,69.5,73.12501290503678,1500.0,50.0,75.0,59.993934821428574,岩田望,50.0,50.0,56.09941116851711,69.19982617535123,66.4765716948387,73.85714285714286,84.91428571428571,67.35374149659864,74.78571428571429,84.71013184004217,67.15738531496683,0.726388888888889,0.7468253968253968,0.16836734693877553,0.8507508274138713,100.0,85.07508274138713,48.03918367346939,52.065,33.5,0.0,16.836734693877553,72.63888888888889,79.35918405902105,78.84265706228751,78.40054550776293,67.8440119047619,65.0,58.0,4.0
10,サンストックトン,6,4,差し,差し,差し,差し,"{'逃げ': 0.08228284720071621, '先行': 0.10639664361222476, '差し': 0.5698889276245577, '追込': 0.24143158156250139}",133.71060983674982,5,0.08228284720071621,0.10639664361222476,0.5698889276245577,0.24143158156250139,66.4674994311171,77.1567345274275,0.0,55.45070353472001,50.0,neutral,70.25761904761904,52.02478294352172,1500.0,50.0,75.0,48.941160714285715,松本,50.0,50.0,65.94718875002258,51.817985679722334,51.44265784725922,35.0,87.57142857142857,36.947278911564624,45.16428571428571,66.84291642961844,51.536489805375,0.2523809523809524,0.26845238095238094,0.21258503401360546,0.6579718703211921,100.0,65.79718703211921,46.579625850340136,50.42,34.0,0.0,21.258503401360546,25.23809523809524,44.3736151168346,72.0776287249462,60.770827867665574,43.90094642857142,65.0,54.0,-4.0
