horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m
ダノンデサイル,1,0,100,20.95900056269892,4.771219872858425,100.0
ダノンデサイル,1,1,200,20.95900056269892,9.54243974571685,200.0
ダノンデサイル,1,2,300,20.95900056269892,14.313659618575276,300.0
ダノンデサイル,1,3,400,20.95900056269892,19.0848794914337,400.0
ダノンデサイル,1,4,500,20.95900056269892,23.856099364292124,500.0
ダノンデサイル,1,5,600,20.95900056269892,28.627319237150548,600.0
ダノンデサイル,1,6,700,20.95900056269892,33.398539110008976,700.0
ダノンデサイル,1,7,800,20.95900056269892,38.1697589828674,800.0
ダノンデサイル,1,8,900,20.95900056269892,42.940978855725824,900.0
ダノンデサイル,1,9,1000,20.95900056269892,47.71219872858425,1000.0
ダノンデサイル,1,10,1100,20.493244994638946,52.59185541673491,1100.0
ダノンデサイル,1,11,1200,20.493244994638946,57.47151210488557,1200.0
ダノンデサイル,1,12,1300,20.493244994638946,62.35116879303623,1300.0
ダノンデサイル,1,13,1400,19.872237570558976,67.3833147526916,1400.0
ダノンデサイル,1,14,1500,19.872237570558976,72.41546071234697,1500.0
ダノンデサイル,1,15,1600,19.79274862027674,77.46781609352706,1600.0
ダノンデサイル,1,16,1700,22.294959483913903,81.95313485233223,1700.0
ダノンデサイル,1,17,1800,22.20506045373683,86.4566127963957,1800.0
ダノンデサイル,1,18,1900,22.11516142355976,90.97839756137,1900.0
ダノンデサイル,1,19,2000,22.025262393382686,95.51863859069114,2000.0
ダノンデサイル,1,20,2100,21.935363363205614,100.07748716521442,2100.0
ダノンデサイル,1,21,2200,21.84546433302854,104.65509643346002,2200.0
ミュージアムマイル,2,0,100,18.39599760646438,5.435965047356815,100.0
ミュージアムマイル,2,1,200,18.39599760646438,10.87193009471363,200.0
ミュージアムマイル,2,2,300,18.39599760646438,16.307895142070443,300.0
ミュージアムマイル,2,3,400,18.39599760646438,21.74386018942726,400.0
ミュージアムマイル,2,4,500,18.39599760646438,27.179825236784076,500.0
ミュージアムマイル,2,5,600,18.39599760646438,32.61579028414089,600.0
ミュージアムマイル,2,6,700,18.39599760646438,38.05175533149771,700.0
ミュージアムマイル,2,7,800,18.39599760646438,43.487720378854526,800.0
ミュージアムマイル,2,8,900,18.39599760646438,48.92368542621134,900.0
ミュージアムマイル,2,9,1000,18.39599760646438,54.35965047356816,1000.0
ミュージアムマイル,2,10,1100,18.867689852783982,59.659716394741054,1100.0
ミュージアムマイル,2,11,1200,18.867689852783982,64.95978231591394,1200.0
ミュージアムマイル,2,12,1300,18.867689852783982,70.25984823708683,1300.0
ミュージアムマイル,2,13,1400,18.29594167542689,75.72554121829637,1400.0
ミュージアムマイル,2,14,1500,18.29594167542689,81.19123419950591,1500.0
ミュージアムマイル,2,15,1600,18.259349792076033,86.66788047326298,1600.0
ミュージアムマイル,2,16,1700,23.206180112348896,90.97707739907612,1700.0
ミュージアムマイル,2,17,1800,23.159581357103217,95.294944741239,1800.0
ミュージアムマイル,2,18,1900,23.112982601857535,99.62151746110784,1900.0
ミュージアムマイル,2,19,2000,23.066383846611856,103.95683073192592,2000.0
ミュージアムマイル,2,20,2100,23.019785091366174,108.30091994053917,2100.0
ミュージアムマイル,2,21,2200,22.973186336120495,112.65382068912933,2200.0
シュガークン,3,0,100,18.171192676207482,5.503216094942154,100.0
シュガークン,3,1,200,18.171192676207482,11.006432189884308,200.0
シュガークン,3,2,300,18.171192676207482,16.50964828482646,300.0
シュガークン,3,3,400,18.171192676207482,22.012864379768615,400.0
シュガークン,3,4,500,18.171192676207482,27.51608047471077,500.0
シュガークン,3,5,600,18.171192676207482,33.01929656965292,600.0
シュガークン,3,6,700,18.171192676207482,38.52251266459508,700.0
シュガークン,3,7,800,18.171192676207482,44.02572875953723,800.0
シュガークン,3,8,900,18.171192676207482,49.528944854479384,900.0
シュガークン,3,9,1000,18.171192676207482,55.03216094942154,1000.0
シュガークン,3,10,1100,18.637120693546134,60.39779664199014,1100.0
シュガークン,3,11,1200,18.637120693546134,65.76343233455874,1200.0
シュガークン,3,12,1300,18.637120693546134,71.12906802712735,1300.0
シュガークン,3,13,1400,18.07235946040837,76.66237983508871,1400.0
シュガークン,3,14,1500,18.07235946040837,82.19569164305008,1500.0
シュガークン,3,15,1600,18.036214741487555,87.74009225222981,1600.0
シュガークン,3,16,1700,22.915890728682097,92.10387636972159,1700.0
シュガークン,3,17,1800,22.869874883845387,96.47644073694676,1800.0
シュガークン,3,18,1900,22.823859039008674,100.8578207581381,1900.0
シュガークン,3,19,2000,22.777843194171965,105.24805205209952,2000.0
シュガークン,3,20,2100,22.731827349335255,109.64717045394346,2100.0
シュガークン,3,21,2200,22.685811504498542,114.0552120168459,2200.0
