rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,running_style,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
1,レガレイラ,5,3,先行,先行,先行,93.88969256544425,4,0.26581923250446204,0.6694313774318212,0.06474939006371669,0.0
2,クロワデュノール,3,2,先行,先行,先行,94.09486509878494,2,0.2723714656311249,0.689716094023833,0.03791244034504197,0.0
3,メイショウタバル,4,2,差し,差し,差し,94.58963099140952,3,0.0,0.11880667917527848,0.7946188296263124,0.08657449119840911
4,ダノンデサイル,1,1,先行,先行,先行,94.88333614663716,0,0.26983134839555445,0.7017106807692577,0.028457970835187925,0.0
5,ミュージアムマイル,2,1,差し,先行,先行,95.24322813249529,1,0.0,0.20805439496406852,0.7030198102108596,0.08892579482507182
