rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,running_style,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
1,クロワデュノール,5,3,先行,先行,先行,86.44655540529166,4,0.042768861268165585,0.7131428037760913,0.2098601243928437,0.03422821056289939
2,ダノンデサイル,1,1,自在,差し,差し,92.20584266209855,0,0.08915352959869244,0.2551654755539124,0.4724405974692131,0.1832403973781822
3,メイショウタバル,4,2,逃げ,逃げ,逃げ,97.2952553370736,3,0.8526341587393799,0.14010420448769156,0.007261636772928618,0.0
4,ミュージアムマイル,2,1,自在,先行,先行,107.87808947455969,1,0.004041798145118558,0.2729478233200182,0.3556009160259491,0.3674094625089141
5,レガレイラ,3,2,自在,差し,差し,112.87636838976962,2,0.0,0.1560612791622031,0.4807635370992202,0.36317518373857666
