horse_number,horse_name,frame,actual_running_style,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
12,マイネルエンペラー,6,逃げ,0.0,0.0,1,5.0,0.0,0.0,0.0-6.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,0.0,0.0,0.0
16,メイショウタバル,8,逃げ,0.0,0.0,2,7.0,0.0,0.0,0.0-6.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,0.0,0.0,0.0
2,ミュージアムマイル,1,先行,0.0,0.0,3,0.0,0.0,0.0,14.0-32.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,0.0,0.0,0.0
3,シュガークン,2,先行,0.0,0.0,4,1.22,0.0,0.0,14.0-32.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,0.0,0.0,0.0
4,ミクニインスパイア,2,先行,0.0,0.0,5,1.0,0.0,0.0,14.0-32.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,0.0,0.0,0.0
5,クロワデュノール,3,先行,0.0,0.0,6,2.22,0.0,0.0,14.0-32.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,0.0,0.0,0.0
7,ファミリータイム,4,先行,0.0,0.0,7,3.22,0.0,0.0,14.0-32.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,0.0,0.0,0.0
9,コスモキュランダ,5,先行,0.0,0.0,8,4.22,0.0,0.0,14.0-32.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,0.0,0.0,0.0
17,レガレイラ,8,先行,0.0,0.0,9,7.0,0.0,0.0,14.0-32.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,0.0,0.0,0.0
18,ミステリーウェイ,8,先行,0.0,0.0,10,7.0,0.0,0.0,14.0-32.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,0.0,0.0,0.0
1,ダノンデサイル,1,差し,0.0,0.0,11,0.22,0.0,0.0,45.0-75.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,0.0,0.0,0.0
10,ジューンテイク,5,差し,0.0,0.0,12,4.0,0.0,0.0,45.0-75.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,0.0,0.0,0.0
11,シンエンペラー,6,差し,0.0,0.0,13,5.22,0.0,0.0,45.0-75.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,0.0,0.0,0.0
13,シェイクユアハート,7,差し,0.0,0.0,14,6.22,0.0,0.0,45.0-75.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,0.0,0.0,0.0
14,スティンガーグラス,7,差し,0.0,0.0,15,6.0,0.0,0.0,45.0-75.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,0.0,0.0,0.0
15,マイユニバース,7,差し,0.0,0.0,16,6.22,0.0,0.0,45.0-75.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,0.0,0.0,0.0
6,ビザンチンドリーム,3,追込,0.0,0.0,17,2.0,0.0,0.0,70.0-105.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,0.0,0.0,0.0
8,タガノデュード,4,追込,0.0,0.0,18,3.0,0.0,0.0,70.0-105.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,0.0,0.0,0.0
16,メイショウタバル,8,逃げ,7.358,7.358,1,7.0,0.0,0.273,0.0-6.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,0.475,0.475,0.0033
12,マイネルエンペラー,6,逃げ,7.281,7.281,2,5.0,0.077,0.273,0.0-6.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,0.475,0.475,0.0033
5,クロワデュノール,3,先行,7.085,7.085,3,2.22,0.273,0.273,14.0-32.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,0.475,0.475,0.0033
2,ミュージアムマイル,1,先行,7.015,7.015,4,0.0,0.343,0.273,14.0-32.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,0.475,0.475,0.0033
9,コスモキュランダ,5,先行,7.007,7.007,5,4.22,0.351,0.273,14.0-32.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,0.475,0.475,0.0033
17,レガレイラ,8,先行,6.969,6.969,6,7.0,0.389,0.273,14.0-32.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,0.475,0.475,0.0033
4,ミクニインスパイア,2,先行,6.965,6.965,7,1.0,0.392,0.273,14.0-32.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,0.475,0.475,0.0033
7,ファミリータイム,4,先行,6.965,6.965,8,3.22,0.393,0.273,14.0-32.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,0.475,0.475,0.0033
3,シュガークン,2,先行,6.949,6.949,9,1.22,0.409,0.273,14.0-32.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,0.475,0.475,0.0033
18,ミステリーウェイ,8,先行,6.903,6.903,10,7.0,0.455,0.273,14.0-32.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,0.475,0.475,0.0033
1,ダノンデサイル,1,差し,6.525,6.525,11,0.22,0.832,0.273,45.0-75.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,0.475,0.475,0.0033
15,マイユニバース,7,差し,6.478,6.478,12,6.22,0.88,0.273,45.0-75.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,0.475,0.475,0.0033
10,ジューンテイク,5,差し,6.393,6.393,13,4.0,0.965,0.273,45.0-75.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,0.475,0.475,0.0033
13,シェイクユアハート,7,差し,6.331,6.331,14,6.22,1.027,0.273,45.0-75.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,0.475,0.475,0.0033
14,スティンガーグラス,7,差し,6.309,6.309,15,6.0,1.049,0.273,45.0-75.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,0.475,0.475,0.0033
11,シンエンペラー,6,差し,6.281,6.281,16,5.22,1.077,0.273,45.0-75.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,0.475,0.475,0.0033
8,タガノデュード,4,追込,6.011,6.011,17,3.0,1.347,0.273,70.0-105.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,0.475,0.475,0.0033
6,ビザンチンドリーム,3,追込,5.753,5.753,18,2.0,1.605,0.273,70.0-105.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,0.475,0.475,0.0033
16,メイショウタバル,8,逃げ,14.716,14.716,1,7.0,0.0,0.546,0.0-6.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,0.949,0.949,0.0067
12,マイネルエンペラー,6,逃げ,14.561,14.561,2,5.0,0.154,0.546,0.0-6.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,0.949,0.949,0.0067
5,クロワデュノール,3,先行,14.169,14.169,3,2.22,0.546,0.546,14.0-32.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,0.949,0.949,0.0067
2,ミュージアムマイル,1,先行,14.029,14.029,4,0.0,0.686,0.546,14.0-32.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,0.949,0.949,0.0067
9,コスモキュランダ,5,先行,14.014,14.014,5,4.22,0.702,0.546,14.0-32.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,0.949,0.949,0.0067
17,レガレイラ,8,先行,13.938,13.938,6,7.0,0.777,0.546,14.0-32.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,0.949,0.949,0.0067
4,ミクニインスパイア,2,先行,13.931,13.931,7,1.0,0.785,0.546,14.0-32.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,0.949,0.949,0.0067
7,ファミリータイム,4,先行,13.93,13.93,8,3.22,0.786,0.546,14.0-32.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,0.949,0.949,0.0067
3,シュガークン,2,先行,13.898,13.898,9,1.22,0.818,0.546,14.0-32.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,0.949,0.949,0.0067
18,ミステリーウェイ,8,先行,13.805,13.805,10,7.0,0.91,0.546,14.0-32.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,0.949,0.949,0.0067
1,ダノンデサイル,1,差し,13.051,13.051,11,0.22,1.665,0.546,45.0-75.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,0.949,0.949,0.0067
15,マイユニバース,7,差し,12.956,12.956,12,6.22,1.759,0.546,45.0-75.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,0.949,0.949,0.0067
10,ジューンテイク,5,差し,12.786,12.786,13,4.0,1.93,0.546,45.0-75.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,0.949,0.949,0.0067
13,シェイクユアハート,7,差し,12.661,12.661,14,6.22,2.054,0.546,45.0-75.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,0.949,0.949,0.0067
14,スティンガーグラス,7,差し,12.618,12.618,15,6.0,2.098,0.546,45.0-75.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,0.949,0.949,0.0067
11,シンエンペラー,6,差し,12.562,12.562,16,5.22,2.154,0.546,45.0-75.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,0.949,0.949,0.0067
8,タガノデュード,4,追込,12.022,12.022,17,3.0,2.694,0.546,70.0-105.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,0.949,0.949,0.0067
6,ビザンチンドリーム,3,追込,11.505,11.505,18,2.0,3.211,0.546,70.0-105.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,0.949,0.949,0.0067
16,メイショウタバル,8,逃げ,22.074,22.074,1,7.0,0.0,0.819,0.0-6.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,1.424,1.424,0.01
12,マイネルエンペラー,6,逃げ,21.842,21.842,2,5.0,0.232,0.819,0.0-6.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,1.424,1.424,0.01
5,クロワデュノール,3,先行,21.254,21.254,3,2.22,0.819,0.819,14.0-32.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,1.424,1.424,0.01
2,ミュージアムマイル,1,先行,21.044,21.044,4,0.0,1.03,0.819,14.0-32.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,1.424,1.424,0.01
9,コスモキュランダ,5,先行,21.021,21.021,5,4.22,1.053,0.819,14.0-32.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,1.424,1.424,0.01
17,レガレイラ,8,先行,20.908,20.908,6,7.0,1.166,0.819,14.0-32.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,1.424,1.424,0.01
4,ミクニインスパイア,2,先行,20.896,20.896,7,1.0,1.177,0.819,14.0-32.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,1.424,1.424,0.01
7,ファミリータイム,4,先行,20.895,20.895,8,3.22,1.179,0.819,14.0-32.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,1.424,1.424,0.01
3,シュガークン,2,先行,20.847,20.847,9,1.22,1.226,0.819,14.0-32.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,1.424,1.424,0.01
18,ミステリーウェイ,8,先行,20.708,20.708,10,7.0,1.366,0.819,14.0-32.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,1.424,1.424,0.01
1,ダノンデサイル,1,差し,19.576,19.576,11,0.22,2.497,0.819,45.0-75.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,1.424,1.424,0.01
15,マイユニバース,7,差し,19.435,19.435,12,6.22,2.639,0.819,45.0-75.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,1.424,1.424,0.01
10,ジューンテイク,5,差し,19.179,19.179,13,4.0,2.895,0.819,45.0-75.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,1.424,1.424,0.01
13,シェイクユアハート,7,差し,18.992,18.992,14,6.22,3.081,0.819,45.0-75.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,1.424,1.424,0.01
