horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m,actual_running_style
ドマーネ,1,0,100,14.829954223853926,6.743109148587281,100.0,差し
ドマーネ,1,1,200,15.244931793628654,13.302666210154012,200.0,差し
ドマーネ,1,2,300,14.881769798806692,20.022297097605218,300.0,差し
ドマーネ,1,3,400,14.992883651690406,26.692128086970982,400.0,差し
ドマーネ,1,4,500,14.859295628147906,33.42192218370935,500.0,差し
ドマーネ,1,5,600,15.000930986417222,40.088175104314494,600.0,差し
ドマーネ,1,6,700,15.06431846219334,46.72637783820971,700.0,差し
ドマーネ,1,7,800,15.038379557124497,53.376030456707724,800.0,差し
ドマーネ,1,8,900,15.254582986272991,59.93143745078853,900.0,差し
ドマーネ,1,9,1000,15.761555685533263,66.27598883868134,1000.0,差し
ドマーネ,1,10,1100,15.754707813273258,72.6232979214782,1100.0,差し
ドマーネ,1,11,1200,16.599524018315197,78.6475670444762,1200.0,差し
ドマーネ,1,12,1300,17.35107416521965,84.41089898852672,1300.0,差し
ドマーネ,1,13,1400,17.449345251491184,90.1417730447584,1400.0,差し
ドマーネ,1,14,1500,17.75135039256755,95.77514728325406,1500.0,差し
ドマーネ,1,15,1600,19.06875386365376,101.01932845602624,1600.0,差し
ドマーネ,1,16,1700,20.24058323751244,105.95989755062956,1700.0,差し
ドマーネ,1,17,1800,20.144420583458416,110.92405125193358,1800.0,差し
ドマーネ,1,18,1900,19.99786241568537,115.92458570513418,1900.0,差し
ドマーネ,1,19,2000,19.99768809456749,120.92516374831136,2000.0,差し
タイムレスキス,2,0,100,17.69406925576324,5.651611201161566,100.0,逃げ
タイムレスキス,2,1,200,17.701717347267163,11.300780603103139,200.0,逃げ
タイムレスキス,2,2,300,17.85768703856657,16.90060995300908,300.0,逃げ
タイムレスキス,2,3,400,17.709346702104003,22.547345639092818,400.0,逃げ
タイムレスキス,2,4,500,17.520190671733726,28.255046078753868,500.0,逃げ
タイムレスキス,2,5,600,17.590866959080554,33.93981421625485,600.0,逃げ
タイムレスキス,2,6,700,17.546646307473438,39.638908974744865,700.0,逃げ
タイムレスキス,2,7,800,16.057612871360593,45.866484692325784,800.0,逃げ
タイムレスキス,2,8,900,15.924281786017414,52.146202757086904,900.0,逃げ
タイムレスキス,2,9,1000,15.838725228352274,58.45984217934255,1000.0,逃げ
タイムレスキス,2,10,1100,15.839792167979546,64.77305632631551,1100.0,逃げ
タイムレスキス,2,11,1200,16.042095512528935,71.00665591571452,1200.0,逃げ
タイムレスキス,2,12,1300,16.77111873476965,76.96928736454454,1300.0,逃げ
タイムレスキス,2,13,1400,16.8751117492939,82.89517404817994,1400.0,逃げ
タイムレスキス,2,14,1500,17.04936625269205,88.76049470103472,1500.0,逃げ
タイムレスキス,2,15,1600,17.757675373632054,94.39186242771856,1600.0,逃げ
タイムレスキス,2,16,1700,18.546507287396107,99.78371321937453,1700.0,逃げ
タイムレスキス,2,17,1800,18.34114069605023,105.23593681098217,1800.0,逃げ
タイムレスキス,2,18,1900,18.27799145731786,110.70699747065676,1900.0,逃げ
タイムレスキス,2,19,2000,18.142426149124468,116.2189394335472,2000.0,逃げ
アルディスティーノ,3,0,100,14.500414802321279,6.896354439735864,100.0,追込
アルディスティーノ,3,1,200,14.474763492390306,13.804930186246137,200.0,追込
アルディスティーノ,3,2,300,14.448420251800249,20.726102069209617,300.0,追込
アルディスティーノ,3,3,400,14.493112680396889,27.62593112630776,400.0,追込
アルディスティーノ,3,4,500,14.419779210712239,34.56085006915201,500.0,追込
アルディスティーノ,3,5,600,14.58722109110515,41.41616537392771,600.0,追込
アルディスティーノ,3,6,700,14.316881543302868,48.40092666412487,700.0,追込
アルディスティーノ,3,7,800,14.432073167941374,55.3299380983334,800.0,追込
アルディスティーノ,3,8,900,14.836299709410836,62.07016321906002,900.0,追込
アルディスティーノ,3,9,1000,14.64345506115201,68.89915266058141,1000.0,追込
アルディスティーノ,3,10,1100,14.782021267830544,75.66412736790546,1100.0,追込
アルディスティーノ,3,11,1200,15.475205535743978,82.12607708282357,1200.0,追込
アルディスティーノ,3,12,1300,16.065579466409023,88.350564671901,1300.0,追込
アルディスティーノ,3,13,1400,17.47744288339145,94.07222548161982,1400.0,追込
アルディスティーノ,3,14,1500,17.472312446935675,99.79556635614375,1500.0,追込
アルディスティーノ,3,15,1600,17.327738981336932,105.56665975198186,1600.0,追込
アルディスティーノ,3,16,1700,17.876178827328857,111.16069642871959,1700.0,追込
アルディスティーノ,3,17,1800,18.199763845937376,116.65527321809493,1800.0,追込
アルディスティーノ,3,18,1900,18.271823720439837,122.12818065908205,1900.0,追込
アルディスティーノ,3,19,2000,18.182232301661386,127.62805539068266,2000.0,追込
レダアトミカ,4,0,100,15.390414435691893,6.497550824108421,100.0,差し
レダアトミカ,4,1,200,15.480586441009066,12.957254426492216,200.0,差し
レダアトミカ,4,2,300,15.615384429100251,19.3611953895878,300.0,差し
レダアトミカ,4,3,400,15.47994789159531,25.82116545539752,400.0,差し
レダアトミカ,4,4,500,15.580284543613613,32.23953347172429,500.0,差し
レダアトミカ,4,5,600,15.413809659911223,38.72722225252477,600.0,差し
レダアトミカ,4,6,700,15.48618887211215,45.184588931041915,700.0,差し
レダアトミカ,4,7,800,15.43801452315917,51.66210583258298,800.0,差し
レダアトミカ,4,8,900,15.832218327359515,57.97834010451636,900.0,差し
レダアトミカ,4,9,1000,16.29918797823677,64.11361507241804,1000.0,差し
レダアトミカ,4,10,1100,16.226267037691226,70.2764620025046,1100.0,差し
レダアトミカ,4,11,1200,17.034688586968127,76.14683641466156,1200.0,差し
レダアトミカ,4,12,1300,17.860655264737595,81.74573514025484,1300.0,差し
レダアトミカ,4,13,1400,18.04832701755005,87.28641488873018,1400.0,差し
レダアトミカ,4,14,1500,18.86237348427492,92.58797463588328,1500.0,差し
レダアトミカ,4,15,1600,20.961123813176943,97.35871120951758,1600.0,差し
レダアトミカ,4,16,1700,22.7303129264142,101.75812270568721,1700.0,差し
レダアトミカ,4,17,1800,22.351611180360635,106.23207311548431,1800.0,差し
レダアトミカ,4,18,1900,22.511957601476745,110.67415681918852,1900.0,差し
レダアトミカ,4,19,2000,22.29661523479051,115.15914249737187,2000.0,差し
メリザンド,5,0,100,17.37782455786607,5.754460212612459,100.0,逃げ
メリザンド,5,1,200,17.527511136560054,11.459776798685727,200.0,逃げ
メリザンド,5,2,300,17.522070232274043,17.166864983722743,300.0,逃げ
メリザンド,5,3,400,17.588854711142922,22.85228348551114,400.0,逃げ
メリザンド,5,4,500,17.5416286527304,28.553008428427702,500.0,逃げ
メリザンド,5,5,600,17.433357326724142,34.289138201131145,600.0,逃げ
メリザンド,5,6,700,17.437848887615836,40.02379048791744,700.0,逃げ
メリザンド,5,7,800,16.165340957560716,46.20986477255718,800.0,逃げ
メリザンド,5,8,900,16.048196013585393,52.44109474478249,900.0,逃げ
メリザンド,5,9,1000,16.212711983986996,58.60909428111967,1000.0,逃げ
メリザンド,5,10,1100,16.199872863821028,64.78198223157567,1100.0,逃げ
メリザンド,5,11,1200,16.01409161500745,71.026482538186,1200.0,逃げ
メリザンド,5,12,1300,17.351992297256427,76.78950953168065,1300.0,逃げ
