rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,actual_running_style_fixed,running_style,adjusted_style_profile,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込,early_speed,stamina,acceleration,consistency,mud_aptitude,mud_source,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,avg_race_score,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,carried_weight,weight_penalty
1,エクリプスルバン,4,4,先行,先行,先行,先行,"{'逃げ': 0.24093658819996244, '先行': 0.7099384558855839, '差し': 0.049124955914453705, '追込': 0.0}",108.51758975705323,3,0.24093658819996244,0.7099384558855839,0.049124955914453705,0.0,100.0,67.90107315825904,0.0,76.32258291775636,68.64830643737375,race_history,59.6197619047619,61.25276529460047,1500.0,50.0,75.0,63.97793214285715,戸崎圭,50.0,50.0,54.272781418549364,65.73722883429964,58.017595272402836,84.0,57.9,82.20094191522763,89.02142857142857,73.2393309194701,59.94750366287704,0.8056318681318682,0.8056318681318682,0.18511250654107797,0.7374668600517464,100.0,73.74668600517464,40.10281266352695,53.85,36.7,0.0,18.511250654107798,80.5631868131868,77.49576144958135,83.52105957700518,70.09505230284606,59.17833104395604,65.0,58.0,4.0
2,アイウィル,8,7,先行,先行,先行,先行,"{'逃げ': 0.01542304969222994, '先行': 0.46982540359917374, '差し': 0.3465234101584462, '追込': 0.16822813655015006}",109.326506143865,7,0.01542304969222994,0.46982540359917374,0.3465234101584462,0.16822813655015006,74.74949835050833,55.82731849183992,0.0,56.742866723748925,60.60785903083701,race_history,61.51642857142857,53.09514752928899,1500.0,50.0,75.0,56.4756125,田口,50.0,50.0,90.73242509866148,56.47989371877967,52.2052926146184,63.07142857142857,58.699999999999996,67.0547619047619,67.93571428571428,66.15988600979604,53.27394289065872,0.5292948717948718,0.5417948717948717,0.3612637362637363,0.6575528801268454,100.0,65.75528801268455,45.5115934065934,49.265,36.6,0.0,36.12637362637363,52.929487179487175,59.38859755442599,72.11626785491526,60.3972834069765,46.96572115384615,65.0,58.0,4.0
3,タイセイミッション,6,6,自在,逃げ,逃げ,逃げ,"{'逃げ': 0.46805526953685483, '先行': 0.37501346829258897, '差し': 0.14393832242172092, '追込': 0.012992939748835183}",110.27861967749789,5,0.46805526953685483,0.37501346829258897,0.14393832242172092,0.012992939748835183,91.38210034960517,51.89969197305392,0.0,41.58021075196843,29.179015004413063,race_history,61.259523809523806,55.14398518433868,1500.0,50.0,75.0,58.9663625,菊沢,50.0,50.0,63.61362475673059,55.15326998959603,53.66508944384131,75.78571428571429,57.0,68.47619047619047,67.14285714285714,64.93944202910849,54.03713458027999,0.755,0.7596875,0.04017857142857143,0.6500056873356812,100.0,65.00056873356813,37.206964285714285,52.6075,37.2,0.0,4.017857142857143,75.5,71.03306843010566,65.09240788425765,60.364062803462474,53.934999999999995,65.0,58.0,4.0
4,ヴァナルガンド,5,5,先行,先行,先行,先行,"{'逃げ': 0.2440174693125121, '先行': 0.5294348908203484, '差し': 0.21684624198625146, '追込': 0.009701397880887946}",112.97366680249841,4,0.2440174693125121,0.5294348908203484,0.21684624198625146,0.009701397880887946,81.02969443053443,61.93687598592108,0.0,19.01698981920428,46.07189062395393,race_history,60.33976190476191,47.0884111403591,1500.0,50.0,75.0,55.5495125,津村,50.0,50.0,69.61943877873459,45.20035781085818,47.92549293750586,69.85714285714286,60.1,49.672077922077925,49.45714285714286,60.307604906787496,47.24420915584394,0.7129640151515152,0.7426515151515152,0.07792207792207793,0.6117366375485968,100.0,61.173663754859675,36.98805194805195,54.6825,36.4,0.0,7.792207792207793,71.29640151515152,68.37398202302019,55.02323220500812,54.754265065172824,48.42829545454545,65.0,58.0,4.0
5,クロースコンバット,11,8,先行,先行,先行,先行,"{'逃げ': 0.39476906345370016, '先行': 0.5394321574192767, '差し': 0.065798779127023, '追込': 0.0}",113.02107839996395,10,0.39476906345370016,0.5394321574192767,0.065798779127023,0.0,92.84485047751821,47.45040331802899,0.0,23.60704831808602,12.310837423312899,race_history,62.36666666666667,49.09929301113343,1500.0,50.0,75.0,54.074396428571426,北村宏,50.0,50.0,55.72070001395057,49.09402163055235,49.35824627043257,64.35714285714286,62.0,47.29506802721089,54.792857142857144,64.99037742713816,49.29219011046251,0.8469791666666667,0.8469791666666667,0.0380952380952381,0.6603154262074573,100.0,66.03154262074574,36.98988095238094,54.4125,37.2,0.0,3.8095238095238098,84.69791666666667,76.29804834600225,56.46925401553897,59.12797344141016,54.25749999999999,65.0,58.0,4.0
6,ラフエイジアン,7,6,自在,先行,先行,先行,"{'逃げ': 0.0, '先行': 0.2404673004679415, '差し': 0.3775574078881102, '追込': 0.38197529164394833}",113.30919806924125,6,0.0,0.2404673004679415,0.3775574078881102,0.38197529164394833,62.47988525985189,63.26189649376528,0.0,64.57322136287188,60.30419108921352,race_history,60.56,49.4846180200837,1500.0,50.0,75.0,54.24661785714286,ゴンサルベ,50.0,50.0,70.06631548196685,54.974482427111965,49.632790339309636,55.785714285714285,62.0,57.4441391941392,59.9,73.82803484618255,50.968213361260226,0.2476488095238095,0.2476488095238095,0.675,0.7435653224132343,100.0,74.35653224132342,54.412499999999994,49.6625,36.1,0.0,67.5,24.764880952380953,47.081124032405064,77.22909374351282,64.03484273272788,38.10571428571428,65.0,58.0,4.0
7,バギーウィップ,3,3,自在,先行,先行,先行,"{'逃げ': 0.2921442546593123, '先行': 0.39982734236098255, '差し': 0.2774805319660662, '追込': 0.03054787101363894}",114.47673802493917,2,0.2921442546593123,0.39982734236098255,0.2774805319660662,0.03054787101363894,86.56656913335031,54.49106506158532,0.0,28.313057719416868,70.27552805193471,race_history,60.33142857142857,52.50310164463699,1500.0,50.0,75.0,56.26506948051948,武藤,50.0,50.0,76.622967960049,53.06010959905078,51.78345992180385,72.92857142857143,59.31428571428571,58.664468864468866,63.88571428571429,68.75355256643348,52.102622341115584,0.6465436646686648,0.6371686646686647,0.24460420531849103,0.697026366539067,100.0,69.7026366539067,42.775105132962274,52.705,37.0,0.0,24.460420531849106,64.65436646686646,66.41046305103457,68.91120920338885,62.25720015964869,49.97705994005994,65.0,58.0,4.0
8,メイショウフウドウ,2,2,先行,先行,先行,先行,"{'逃げ': 0.267725059764384, '先行': 0.5605859055971913, '差し': 0.16651232328823903, '追込': 0.005176711350185626}",117.99966917578884,1,0.267725059764384,0.5605859055971913,0.16651232328823903,0.005176711350185626,70.46442721992264,43.354910702654465,0.0,0.0,15.126006179196708,race_history,61.665952380952376,33.29368981793706,1500.0,50.0,75.0,40.4058875,三浦,50.0,50.0,64.88848371867681,26.85610151468277,38.09675399528015,54.07142857142857,60.1,19.8452380952381,16.214285714285715,46.0812643025047,40.0,0.7938541666666666,0.7985416666666667,0.033333333333333326,0.4605265267925652,100.0,46.05265267925652,34.013333333333335,55.0,37.5,0.0,3.333333333333333,79.38541666666667,64.6434853723321,32.911652913211896,37.69395897359109,40.43875,65.0,58.0,4.0
9,オリーブグリーン,1,1,自在,差し,差し,差し,"{'逃げ': 0.01583200625123927, '先行': 0.46874236665236674, '差し': 0.3826436639564165, '追込': 0.13278196313997748}",118.22419974133825,0,0.01583200625123927,0.46874236665236674,0.3826436639564165,0.13278196313997748,76.98066253813062,62.199265347937654,0.0,56.841320399952146,79.98799999999999,race_history,59.71928571428571,53.941599351142884,1500.0,50.0,75.0,57.44969886363637,松山,50.0,50.0,90.6751784771474,58.84091899816186,52.8083895376893,69.42857142857143,55.1,71.01515151515152,76.95714285714287,65.0947817337388,54.316521902807445,0.6524242424242425,0.6690909090909092,0.430952380952381,0.6411238548801675,100.0,64.11238548801676,46.84130952380952,48.152499999999996,36.9,0.0,43.095238095238095,65.24242424242425,65.65057346960754,73.04542437660649,61.03931201840922,51.91772727272728,65.0,58.0,4.0
10,ゴールドアローン,10,8,差し,差し,差し,差し,"{'逃げ': 0.05998514529544166, '先行': 0.34746277958326993, '差し': 0.505325797866595, '追込': 0.08722627725469327}",118.77966647855065,9,0.05998514529544166,0.34746277958326993,0.505325797866595,0.08722627725469327,69.98988724112996,60.72635877333731,0.0,44.16003352198214,50.39237828176545,race_history,61.551904761904765,44.78618015852754,1500.0,50.0,75.0,53.426562987012986,石川,50.0,50.0,84.1374818399504,48.68366562514884,46.28515336295087,44.714285714285715,62.0,59.016697588126156,48.8,62.51361466460217,46.88478142850037,0.45323051948051946,0.45323051948051946,0.5291666666666667,0.626144953735116,100.0,62.6144953735116,48.35166666666666,51.4675,36.8,0.0,52.916666666666664,45.32305194805195,53.104201489508796,68.01280445723575,55.05172245543139,39.33316558441558,65.0,56.0,0.0
