horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,pace,time,elapsed_time,progress
9,コスモキュランダ,5,先行,641.878,4,4.22,12.972,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,42.248,42.248,0.2977
2,ミュージアムマイル,1,先行,641.528,5,0.0,13.322,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,42.248,42.248,0.2977
7,ファミリータイム,4,先行,639.782,6,3.22,15.067,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,42.248,42.248,0.2977
4,ミクニインスパイア,2,先行,639.432,7,1.0,15.417,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,42.248,42.248,0.2977
3,シュガークン,2,先行,639.082,8,1.22,15.767,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,42.248,42.248,0.2977
17,レガレイラ,8,先行,638.732,9,7.0,16.117,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,42.248,42.248,0.2977
18,ミステリーウェイ,8,先行,636.967,10,7.0,17.883,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,42.248,42.248,0.2977
1,ダノンデサイル,1,差し,621.109,11,0.22,33.74,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,42.248,42.248,0.2977
15,マイユニバース,7,差し,618.816,12,6.22,36.033,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,42.248,42.248,0.2977
10,ジューンテイク,5,差し,614.447,13,4.0,40.403,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,42.248,42.248,0.2977
13,シェイクユアハート,7,差し,611.049,14,6.22,43.801,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,42.248,42.248,0.2977
14,スティンガーグラス,7,差し,610.275,15,6.0,44.575,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,42.248,42.248,0.2977
11,シンエンペラー,6,差し,608.953,16,5.22,45.897,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,42.248,42.248,0.2977
8,タガノデュード,4,追込,595.31,17,3.0,59.539,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,42.248,42.248,0.2977
6,ビザンチンドリーム,3,追込,579.808,18,2.0,75.042,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,42.248,42.248,0.2977
16,メイショウタバル,8,逃げ,662.207,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,42.723,42.723,0.301
12,マイネルエンペラー,6,逃げ,655.493,2,5.0,6.714,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,42.723,42.723,0.301
5,クロワデュノール,3,先行,652.7,3,2.22,9.507,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,42.723,42.723,0.301
9,コスモキュランダ,5,先行,649.237,4,4.22,12.971,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,42.723,42.723,0.301
2,ミュージアムマイル,1,先行,648.887,5,0.0,13.321,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,42.723,42.723,0.301
7,ファミリータイム,4,先行,647.143,6,3.22,15.064,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,42.723,42.723,0.301
4,ミクニインスパイア,2,先行,646.793,7,1.0,15.414,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,42.723,42.723,0.301
3,シュガークン,2,先行,646.443,8,1.22,15.764,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,42.723,42.723,0.301
17,レガレイラ,8,先行,646.093,9,7.0,16.114,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,42.723,42.723,0.301
18,ミステリーウェイ,8,先行,644.327,10,7.0,17.88,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,42.723,42.723,0.301
1,ダノンデサイル,1,差し,628.473,11,0.22,33.735,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,42.723,42.723,0.301
15,マイユニバース,7,差し,626.179,12,6.22,36.028,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,42.723,42.723,0.301
10,ジューンテイク,5,差し,621.813,13,4.0,40.394,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,42.723,42.723,0.301
13,シェイクユアハート,7,差し,618.416,14,6.22,43.791,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,42.723,42.723,0.301
14,スティンガーグラス,7,差し,617.645,15,6.0,44.562,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,42.723,42.723,0.301
11,シンエンペラー,6,差し,616.316,16,5.22,45.891,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,42.723,42.723,0.301
8,タガノデュード,4,追込,602.682,17,3.0,59.525,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,42.723,42.723,0.301
6,ビザンチンドリーム,3,追込,587.178,18,2.0,75.029,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,42.723,42.723,0.301
16,メイショウタバル,8,逃げ,669.565,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,43.198,43.198,0.3043
12,マイネルエンペラー,6,逃げ,662.857,2,5.0,6.709,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,43.198,43.198,0.3043
5,クロワデュノール,3,先行,660.064,3,2.22,9.502,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,43.198,43.198,0.3043
9,コスモキュランダ,5,先行,656.596,4,4.22,12.97,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,43.198,43.198,0.3043
2,ミュージアムマイル,1,先行,656.246,5,0.0,13.32,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,43.198,43.198,0.3043
7,ファミリータイム,4,先行,654.504,6,3.22,15.061,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,43.198,43.198,0.3043
4,ミクニインスパイア,2,先行,654.154,7,1.0,15.411,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,43.198,43.198,0.3043
3,シュガークン,2,先行,653.804,8,1.22,15.761,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,43.198,43.198,0.3043
17,レガレイラ,8,先行,653.454,9,7.0,16.111,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,43.198,43.198,0.3043
18,ミステリーウェイ,8,先行,651.687,10,7.0,17.878,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,43.198,43.198,0.3043
1,ダノンデサイル,1,差し,635.836,11,0.22,33.729,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,43.198,43.198,0.3043
15,マイユニバース,7,差し,633.542,12,6.22,36.023,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,43.198,43.198,0.3043
10,ジューンテイク,5,差し,629.179,13,4.0,40.386,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,43.198,43.198,0.3043
13,シェイクユアハート,7,差し,625.784,14,6.22,43.782,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,43.198,43.198,0.3043
14,スティンガーグラス,7,差し,625.016,15,6.0,44.549,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,43.198,43.198,0.3043
11,シンエンペラー,6,差し,623.679,16,5.22,45.886,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,43.198,43.198,0.3043
8,タガノデュード,4,追込,610.054,17,3.0,59.511,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,43.198,43.198,0.3043
6,ビザンチンドリーム,3,追込,594.548,18,2.0,75.017,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,43.198,43.198,0.3043
16,メイショウタバル,8,逃げ,676.923,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,43.672,43.672,0.3077
12,マイネルエンペラー,6,逃げ,670.22,2,5.0,6.703,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,43.672,43.672,0.3077
5,クロワデュノール,3,先行,667.427,3,2.22,9.496,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,43.672,43.672,0.3077
9,コスモキュランダ,5,先行,663.955,4,4.22,12.969,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,43.672,43.672,0.3077
2,ミュージアムマイル,1,先行,663.605,5,0.0,13.319,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,43.672,43.672,0.3077
7,ファミリータイム,4,先行,661.865,6,3.22,15.058,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,43.672,43.672,0.3077
4,ミクニインスパイア,2,先行,661.515,7,1.0,15.408,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,43.672,43.672,0.3077
3,シュガークン,2,先行,661.165,8,1.22,15.758,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,43.672,43.672,0.3077
17,レガレイラ,8,先行,660.815,9,7.0,16.108,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,43.672,43.672,0.3077
18,ミステリーウェイ,8,先行,659.047,10,7.0,17.876,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,43.672,43.672,0.3077
1,ダノンデサイル,1,差し,643.2,11,0.22,33.723,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,43.672,43.672,0.3077
15,マイユニバース,7,差し,640.906,12,6.22,36.017,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,43.672,43.672,0.3077
10,ジューンテイク,5,差し,636.545,13,4.0,40.378,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,43.672,43.672,0.3077
13,シェイクユアハート,7,差し,633.151,14,6.22,43.772,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,43.672,43.672,0.3077
14,スティンガーグラス,7,差し,632.386,15,6.0,44.537,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,43.672,43.672,0.3077
11,シンエンペラー,6,差し,631.043,16,5.22,45.88,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,43.672,43.672,0.3077
8,タガノデュード,4,追込,617.426,17,3.0,59.497,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,43.672,43.672,0.3077
6,ビザンチンドリーム,3,追込,601.918,18,2.0,75.005,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,43.672,43.672,0.3077
16,メイショウタバル,8,逃げ,684.281,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,44.147,44.147,0.311
12,マイネルエンペラー,6,逃げ,677.584,2,5.0,6.697,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,44.147,44.147,0.311
5,クロワデュノール,3,先行,674.791,3,2.22,9.49,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,44.147,44.147,0.311
9,コスモキュランダ,5,先行,671.313,4,4.22,12.968,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,44.147,44.147,0.311
2,ミュージアムマイル,1,先行,670.963,5,0.0,13.318,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,44.147,44.147,0.311
7,ファミリータイム,4,先行,669.226,6,3.22,15.055,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,44.147,44.147,0.311
4,ミクニインスパイア,2,先行,668.876,7,1.0,15.405,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,44.147,44.147,0.311
3,シュガークン,2,先行,668.526,8,1.22,15.755,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,44.147,44.147,0.311
17,レガレイラ,8,先行,668.176,9,7.0,16.105,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,44.147,44.147,0.311
18,ミステリーウェイ,8,先行,666.407,10,7.0,17.874,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,44.147,44.147,0.311
1,ダノンデサイル,1,差し,650.564,11,0.22,33.717,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,44.147,44.147,0.311
15,マイユニバース,7,差し,648.269,12,6.22,36.012,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,44.147,44.147,0.311
10,ジューンテイク,5,差し,643.911,13,4.0,40.37,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,44.147,44.147,0.311
13,シェイクユアハート,7,差し,640.518,14,6.22,43.763,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,44.147,44.147,0.311
14,スティンガーグラス,7,差し,639.757,15,6.0,44.524,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,44.147,44.147,0.311
11,シンエンペラー,6,差し,638.406,16,5.22,45.875,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,44.147,44.147,0.311
8,タガノデュード,4,追込,624.798,17,3.0,59.483,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,44.147,44.147,0.311
6,ビザンチンドリーム,3,追込,609.289,18,2.0,74.992,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,44.147,44.147,0.311
16,メイショウタバル,8,逃げ,691.639,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,44.622,44.622,0.3144
12,マイネルエンペラー,6,逃げ,684.948,2,5.0,6.691,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,44.622,44.622,0.3144
5,クロワデュノール,3,先行,682.154,3,2.22,9.484,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,44.622,44.622,0.3144
9,コスモキュランダ,5,先行,678.672,4,4.22,12.967,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,44.622,44.622,0.3144
2,ミュージアムマイル,1,先行,678.322,5,0.0,13.317,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,44.622,44.622,0.3144
7,ファミリータイム,4,先行,676.587,6,3.22,15.052,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,44.622,44.622,0.3144
4,ミクニインスパイア,2,先行,676.237,7,1.0,15.402,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,44.622,44.622,0.3144
3,シュガークン,2,先行,675.887,8,1.22,15.752,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,44.622,44.622,0.3144
17,レガレイラ,8,先行,675.537,9,7.0,16.102,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,44.622,44.622,0.3144
