horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,pace,time,elapsed_time,progress
12,マイネルエンペラー,6,逃げ,0.0,1,5.0,0.0,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,0.0,0.0,0.0
16,メイショウタバル,8,逃げ,0.0,2,7.0,0.35,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,0.0,0.0,0.0
2,ミュージアムマイル,1,先行,0.0,3,0.0,0.7,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,0.0,0.0,0.0
3,シュガークン,2,先行,0.0,4,1.22,1.05,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,0.0,0.0,0.0
4,ミクニインスパイア,2,先行,0.0,5,1.0,1.4,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,0.0,0.0,0.0
5,クロワデュノール,3,先行,0.0,6,2.22,1.75,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,0.0,0.0,0.0
7,ファミリータイム,4,先行,0.0,7,3.22,2.1,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,0.0,0.0,0.0
9,コスモキュランダ,5,先行,0.0,8,4.22,2.45,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,0.0,0.0,0.0
17,レガレイラ,8,先行,0.0,9,7.0,2.8,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,0.0,0.0,0.0
18,ミステリーウェイ,8,先行,0.0,10,7.0,3.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,0.0,0.0,0.0
1,ダノンデサイル,1,差し,0.0,11,0.22,3.5,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,0.0,0.0,0.0
10,ジューンテイク,5,差し,0.0,12,4.0,3.85,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,0.0,0.0,0.0
11,シンエンペラー,6,差し,0.0,13,5.22,4.2,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,0.0,0.0,0.0
13,シェイクユアハート,7,差し,0.0,14,6.22,4.55,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,0.0,0.0,0.0
14,スティンガーグラス,7,差し,0.0,15,6.0,4.9,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,0.0,0.0,0.0
15,マイユニバース,7,差し,0.0,16,6.22,5.25,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,0.0,0.0,0.0
6,ビザンチンドリーム,3,追込,0.0,17,2.0,5.6,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,0.0,0.0,0.0
8,タガノデュード,4,追込,0.0,18,3.0,5.95,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,0.0,0.0,0.0
16,メイショウタバル,8,逃げ,7.358,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,0.475,0.475,0.0033
12,マイネルエンペラー,6,逃げ,7.008,2,5.0,0.35,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,0.475,0.475,0.0033
5,クロワデュノール,3,先行,6.658,3,2.22,0.7,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,0.475,0.475,0.0033
9,コスモキュランダ,5,先行,6.308,4,4.22,1.05,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,0.475,0.475,0.0033
2,ミュージアムマイル,1,先行,5.958,5,0.0,1.4,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,0.475,0.475,0.0033
7,ファミリータイム,4,先行,5.608,6,3.22,1.75,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,0.475,0.475,0.0033
4,ミクニインスパイア,2,先行,5.258,7,1.0,2.1,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,0.475,0.475,0.0033
3,シュガークン,2,先行,4.908,8,1.22,2.45,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,0.475,0.475,0.0033
17,レガレイラ,8,先行,4.558,9,7.0,2.8,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,0.475,0.475,0.0033
18,ミステリーウェイ,8,先行,4.208,10,7.0,3.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,0.475,0.475,0.0033
1,ダノンデサイル,1,差し,3.858,11,0.22,3.5,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,0.475,0.475,0.0033
15,マイユニバース,7,差し,3.508,12,6.22,3.85,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,0.475,0.475,0.0033
10,ジューンテイク,5,差し,3.158,13,4.0,4.2,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,0.475,0.475,0.0033
13,シェイクユアハート,7,差し,2.808,14,6.22,4.55,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,0.475,0.475,0.0033
14,スティンガーグラス,7,差し,2.458,15,6.0,4.9,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,0.475,0.475,0.0033
11,シンエンペラー,6,差し,2.108,16,5.22,5.25,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,0.475,0.475,0.0033
8,タガノデュード,4,追込,1.758,17,3.0,5.6,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,0.475,0.475,0.0033
6,ビザンチンドリーム,3,追込,1.408,18,2.0,5.95,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,0.475,0.475,0.0033
16,メイショウタバル,8,逃げ,14.716,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,0.949,0.949,0.0067
12,マイネルエンペラー,6,逃げ,14.366,2,5.0,0.35,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,0.949,0.949,0.0067
5,クロワデュノール,3,先行,14.016,3,2.22,0.7,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,0.949,0.949,0.0067
9,コスモキュランダ,5,先行,13.666,4,4.22,1.05,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,0.949,0.949,0.0067
2,ミュージアムマイル,1,先行,13.316,5,0.0,1.4,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,0.949,0.949,0.0067
7,ファミリータイム,4,先行,12.966,6,3.22,1.75,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,0.949,0.949,0.0067
4,ミクニインスパイア,2,先行,12.616,7,1.0,2.1,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,0.949,0.949,0.0067
3,シュガークン,2,先行,12.266,8,1.22,2.45,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,0.949,0.949,0.0067
17,レガレイラ,8,先行,11.916,9,7.0,2.8,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,0.949,0.949,0.0067
18,ミステリーウェイ,8,先行,11.566,10,7.0,3.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,0.949,0.949,0.0067
1,ダノンデサイル,1,差し,11.216,11,0.22,3.5,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,0.949,0.949,0.0067
15,マイユニバース,7,差し,10.866,12,6.22,3.85,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,0.949,0.949,0.0067
10,ジューンテイク,5,差し,10.516,13,4.0,4.2,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,0.949,0.949,0.0067
13,シェイクユアハート,7,差し,10.166,14,6.22,4.55,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,0.949,0.949,0.0067
14,スティンガーグラス,7,差し,9.816,15,6.0,4.9,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,0.949,0.949,0.0067
11,シンエンペラー,6,差し,9.466,16,5.22,5.25,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,0.949,0.949,0.0067
8,タガノデュード,4,追込,9.116,17,3.0,5.6,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,0.949,0.949,0.0067
6,ビザンチンドリーム,3,追込,8.766,18,2.0,5.95,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,0.949,0.949,0.0067
16,メイショウタバル,8,逃げ,22.074,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,1.424,1.424,0.01
12,マイネルエンペラー,6,逃げ,21.724,2,5.0,0.35,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,1.424,1.424,0.01
5,クロワデュノール,3,先行,21.374,3,2.22,0.7,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,1.424,1.424,0.01
9,コスモキュランダ,5,先行,21.024,4,4.22,1.05,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,1.424,1.424,0.01
2,ミュージアムマイル,1,先行,20.674,5,0.0,1.4,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,1.424,1.424,0.01
7,ファミリータイム,4,先行,20.324,6,3.22,1.75,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,1.424,1.424,0.01
4,ミクニインスパイア,2,先行,19.974,7,1.0,2.1,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,1.424,1.424,0.01
3,シュガークン,2,先行,19.624,8,1.22,2.45,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,1.424,1.424,0.01
17,レガレイラ,8,先行,19.274,9,7.0,2.8,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,1.424,1.424,0.01
18,ミステリーウェイ,8,先行,18.924,10,7.0,3.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,1.424,1.424,0.01
1,ダノンデサイル,1,差し,18.574,11,0.22,3.5,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,1.424,1.424,0.01
15,マイユニバース,7,差し,18.224,12,6.22,3.85,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,1.424,1.424,0.01
10,ジューンテイク,5,差し,17.874,13,4.0,4.2,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,1.424,1.424,0.01
13,シェイクユアハート,7,差し,17.524,14,6.22,4.55,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,1.424,1.424,0.01
14,スティンガーグラス,7,差し,17.174,15,6.0,4.9,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,1.424,1.424,0.01
11,シンエンペラー,6,差し,16.824,16,5.22,5.25,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,1.424,1.424,0.01
8,タガノデュード,4,追込,16.474,17,3.0,5.6,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,1.424,1.424,0.01
6,ビザンチンドリーム,3,追込,16.124,18,2.0,5.95,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,1.424,1.424,0.01
16,メイショウタバル,8,逃げ,29.431,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,1.899,1.899,0.0134
12,マイネルエンペラー,6,逃げ,29.061,2,5.0,0.37,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,1.899,1.899,0.0134
5,クロワデュノール,3,先行,28.711,3,2.22,0.72,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,1.899,1.899,0.0134
9,コスモキュランダ,5,先行,28.361,4,4.22,1.07,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,1.899,1.899,0.0134
2,ミュージアムマイル,1,先行,28.011,5,0.0,1.42,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,1.899,1.899,0.0134
7,ファミリータイム,4,先行,27.661,6,3.22,1.77,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,1.899,1.899,0.0134
4,ミクニインスパイア,2,先行,27.311,7,1.0,2.12,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,1.899,1.899,0.0134
3,シュガークン,2,先行,26.961,8,1.22,2.47,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,1.899,1.899,0.0134
17,レガレイラ,8,先行,26.611,9,7.0,2.82,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,1.899,1.899,0.0134
18,ミステリーウェイ,8,先行,26.261,10,7.0,3.17,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,1.899,1.899,0.0134
1,ダノンデサイル,1,差し,25.911,11,0.22,3.52,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,1.899,1.899,0.0134
15,マイユニバース,7,差し,25.561,12,6.22,3.87,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,1.899,1.899,0.0134
10,ジューンテイク,5,差し,25.211,13,4.0,4.22,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,1.899,1.899,0.0134
13,シェイクユアハート,7,差し,24.861,14,6.22,4.57,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,1.899,1.899,0.0134
14,スティンガーグラス,7,差し,24.511,15,6.0,4.92,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,1.899,1.899,0.0134
11,シンエンペラー,6,差し,24.161,16,5.22,5.27,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,1.899,1.899,0.0134
8,タガノデュード,4,追込,23.811,17,3.0,5.62,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,1.899,1.899,0.0134
6,ビザンチンドリーム,3,追込,23.461,18,2.0,5.97,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,1.899,1.899,0.0134
16,メイショウタバル,8,逃げ,36.789,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,2.374,2.374,0.0167
12,マイネルエンペラー,6,逃げ,36.327,2,5.0,0.462,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,2.374,2.374,0.0167
5,クロワデュノール,3,先行,35.952,3,2.22,0.837,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,2.374,2.374,0.0167
9,コスモキュランダ,5,先行,35.602,4,4.22,1.187,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,2.374,2.374,0.0167
2,ミュージアムマイル,1,先行,35.252,5,0.0,1.537,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,2.374,2.374,0.0167
7,ファミリータイム,4,先行,34.902,6,3.22,1.887,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,2.374,2.374,0.0167
