horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m
ダノンデサイル,1,0,100,22.283088320981488,4.487708281703537,100.0
ダノンデサイル,1,1,200,22.283088320981488,8.975416563407075,200.0
ダノンデサイル,1,2,300,22.283088320981488,13.463124845110613,300.0
ダノンデサイル,1,3,400,22.283088320981488,17.95083312681415,400.0
ダノンデサイル,1,4,500,22.283088320981488,22.438541408517686,500.0
ダノンデサイル,1,5,600,22.283088320981488,26.926249690221223,600.0
ダノンデサイル,1,6,700,22.283088320981488,31.41395797192476,700.0
ダノンデサイル,1,7,800,22.283088320981488,35.9016662536283,800.0
ダノンデサイル,1,8,900,22.283088320981488,40.38937453533184,900.0
ダノンデサイル,1,9,1000,22.283088320981488,44.87708281703538,1000.0
ダノンデサイル,1,10,1100,21.787908580515236,49.46678446877763,1100.0
ダノンデサイル,1,11,1200,21.787908580515236,54.056486120519885,1200.0
ダノンデサイル,1,12,1300,21.787908580515236,58.64618777226214,1300.0
ダノンデサイル,1,13,1400,21.12766892656023,63.379317600621334,1400.0
ダノンデサイル,1,14,1500,21.12766892656023,68.11244742898053,1500.0
ダノンデサイル,1,15,1600,21.04315825085399,72.86458581086728,1600.0
ダノンデサイル,1,16,1700,23.624364575985926,77.09750389331381,1700.0
ダノンデサイル,1,17,1800,23.529105041405337,81.34755929593219,1800.0
ダノンデサイル,1,18,1900,23.43384550682475,85.61489134652868,1900.0
ダノンデサイル,1,19,2000,23.33858597224416,89.89964107896435,2000.0
ダノンデサイル,1,20,2100,23.243326437663573,94.20195126112311,2100.0
ダノンデサイル,1,21,2200,23.14806690308298,98.52196642345537,2200.0
ミュージアムマイル,2,0,100,20.751289330777492,4.818977674398474,100.0
ミュージアムマイル,2,1,200,20.751289330777492,9.637955348796948,200.0
ミュージアムマイル,2,2,300,20.751289330777492,14.456933023195422,300.0
ミュージアムマイル,2,3,400,20.751289330777492,19.275910697593897,400.0
ミュージアムマイル,2,4,500,20.751289330777492,24.094888371992372,500.0
ミュージアムマイル,2,5,600,20.751289330777492,28.913866046390847,600.0
ミュージアムマイル,2,6,700,20.751289330777492,33.73284372078932,700.0
ミュージアムマイル,2,7,800,20.751289330777492,38.551821395187794,800.0
ミュージアムマイル,2,8,900,20.751289330777492,43.37079906958627,900.0
ミュージアムマイル,2,9,1000,20.751289330777492,48.189776743984744,1000.0
ミュージアムマイル,2,10,1100,21.2833736725923,52.88827997652326,1100.0
ミュージアムマイル,2,11,1200,21.2833736725923,57.58678320906177,1200.0
ミュージアムマイル,2,12,1300,21.2833736725923,62.285286441600284,1300.0
ミュージアムマイル,2,13,1400,23.218225824646144,66.59224773809392,1400.0
ミュージアムマイル,2,14,1500,23.218225824646144,70.89920903458756,1500.0
ミュージアムマイル,2,15,1600,23.17178937299685,75.2148015160441,1600.0
ミュージアムマイル,2,16,1700,29.45215963574198,78.61013826678764,1700.0
ミュージアムマイル,2,17,1800,29.393018752939287,82.01230668101356,1800.0
ミュージアムマイル,2,18,1900,29.33387787013659,85.42133430575203,1900.0
ミュージアムマイル,2,19,2000,29.274736987333895,88.83724885498492,2000.0
ミュージアムマイル,2,20,2100,29.2155961045312,92.26007821099763,2100.0
ミュージアムマイル,2,21,2200,29.156455221728507,95.68985042574465,2200.0
シュガークン,3,0,100,20.832480915938515,4.80019640500388,100.0
シュガークン,3,1,200,20.832480915938515,9.60039281000776,200.0
シュガークン,3,2,300,20.832480915938515,14.400589215011639,300.0
シュガークン,3,3,400,20.832480915938515,19.20078562001552,400.0
シュガークン,3,4,500,20.832480915938515,24.0009820250194,500.0
シュガークン,3,5,600,20.832480915938515,28.80117843002328,600.0
シュガークン,3,6,700,20.832480915938515,33.60137483502716,700.0
シュガークン,3,7,800,20.832480915938515,38.40157124003104,800.0
シュガークン,3,8,900,20.832480915938515,43.20176764503492,900.0
シュガークン,3,9,1000,20.832480915938515,48.0019640500388,1000.0
シュガークン,3,10,1100,21.366647093270274,52.682155544917585,1100.0
シュガークン,3,11,1200,21.366647093270274,57.36234703979637,1200.0
シュガークン,3,12,1300,21.366647093270274,62.04253853467515,1300.0
シュガークン,3,13,1400,23.30906955629484,66.33271407164737,1400.0
シュガークン,3,14,1500,23.30906955629484,70.62288960861959,1500.0
シュガークン,3,15,1600,23.262451417182252,74.92166269175809,1600.0
シュガークン,3,16,1700,29.558740115989192,78.30475681578359,1700.0
シュガークン,3,17,1800,29.499385216157886,81.69465797023973,1800.0
シュガークン,3,18,1900,29.440030316326585,85.09139360282985,1900.0
シュガークン,3,19,2000,29.38067541649528,88.49499132760702,2000.0
シュガークン,3,20,2100,29.321320516663977,91.905478926321,2100.0
シュガークン,3,21,2200,29.261965616832672,95.3228843497788,2200.0
ミクニインスパイア,4,0,100,23.854490599348562,4.192082810719541,100.0
ミクニインスパイア,4,1,200,23.854490599348562,8.384165621439083,200.0
ミクニインスパイア,4,2,300,23.854490599348562,12.576248432158625,300.0
ミクニインスパイア,4,3,400,23.854490599348562,16.768331242878165,400.0
ミクニインスパイア,4,4,500,23.854490599348562,20.960414053597706,500.0
ミクニインスパイア,4,5,600,23.854490599348562,25.152496864317246,600.0
ミクニインスパイア,4,6,700,23.854490599348562,29.344579675036787,700.0
ミクニインスパイア,4,7,800,23.854490599348562,33.53666248575633,800.0
ミクニインスパイア,4,8,900,22.190223813347497,38.04315150727984,900.0
ミクニインスパイア,4,9,1000,22.190223813347497,42.549640528803344,1000.0
ミクニインスパイア,4,10,1100,22.190223813347497,47.05612955032685,1100.0
ミクニインスパイア,4,11,1200,22.190223813347497,51.56261857185036,1200.0
ミクニインスパイア,4,12,1300,22.190223813347497,56.069107593373865,1300.0
ミクニインスパイア,4,13,1400,20.483283520013078,60.951137366691,1400.0
ミクニインスパイア,4,14,1500,20.483283520013078,65.83316714000813,1500.0
ミクニインスパイア,4,15,1600,20.217000834252907,70.77949923050167,1600.0
ミクニインスパイア,4,16,1700,22.480269883844876,75.22784440236562,1700.0
ミクニインスパイア,4,17,1800,22.180225213937298,79.73636489913513,1800.0
ミクニインスパイア,4,18,1900,20.567369711387933,84.59843532443755,1900.0
ミクニインスパイア,4,19,2000,20.285327721674808,89.52810672891529,2000.0
