rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,running_style,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
1,レガレイラ,6,3,先行,先行,先行,93.88969256544425,5,0.26581923250446204,0.6694313774318212,0.06474939006371669,0.0
2,メイショウタバル,7,4,差し,差し,差し,94.58963099140952,6,0.0,0.11379299769883658,0.7991399325588684,0.08706706974229503
3,ダノンデサイル,1,1,先行,先行,先行,94.88333614663716,0,0.26983134839555445,0.7017106807692577,0.028457970835187925,0.0
4,シュガークン,3,2,差し,差し,差し,94.90520942565486,2,0.0,0.2256264020075608,0.6645989890942482,0.109774608898191
5,クロワデュノール,4,2,先行,逃げ,逃げ,95.24135953922465,3,0.2723714656311249,0.689716094023833,0.03791244034504197,0.0
6,ミュージアムマイル,2,1,差し,先行,先行,95.24322813249529,1,0.0,0.20805439496406852,0.7030198102108596,0.08892579482507182
7,ビザンチンドリーム,5,3,逃げ,逃げ,逃げ,99.89516540022063,4,0.8263734871047462,0.15968569799125534,0.01394081490399848,0.0
