horse_number,horse_name,frame,actual_running_style,position_m,finish_position_m,rank,lane,gap_from_leader,early_gap_range,final_stretch_start_progress,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
11,シンエンペラー,6,差し,19.299,19.299,16,5.22,2.774,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,1.424,1.424,0.01
8,タガノデュード,4,追込,18.557,18.557,17,3.0,3.517,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,1.424,1.424,0.01
6,ビザンチンドリーム,3,追込,17.782,17.782,18,2.0,4.292,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,1.424,1.424,0.01
16,メイショウタバル,8,逃げ,29.431,29.431,1,7.0,0.0,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,1.899,1.899,0.0134
12,マイネルエンペラー,6,逃げ,29.025,29.025,2,5.0,0.406,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,1.899,1.899,0.0134
5,クロワデュノール,3,先行,28.506,28.506,3,2.22,0.925,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,1.899,1.899,0.0134
2,ミュージアムマイル,1,先行,28.24,28.24,4,0.0,1.192,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,1.899,1.899,0.0134
9,コスモキュランダ,5,先行,28.238,28.238,5,4.22,1.193,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,1.899,1.899,0.0134
7,ファミリータイム,4,先行,28.082,28.082,6,3.22,1.35,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,1.899,1.899,0.0134
4,ミクニインスパイア,2,先行,28.075,28.075,7,1.0,1.357,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,1.899,1.899,0.0134
17,レガレイラ,8,先行,28.068,28.068,8,7.0,1.364,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,1.899,1.899,0.0134
3,シュガークン,2,先行,28.039,28.039,9,1.22,1.392,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,1.899,1.899,0.0134
18,ミステリーウェイ,8,先行,27.864,27.864,10,7.0,1.567,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,1.899,1.899,0.0134
1,ダノンデサイル,1,差し,26.611,26.611,11,0.22,2.821,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,1.899,1.899,0.0134
15,マイユニバース,7,差し,26.444,26.444,12,6.22,2.987,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,1.899,1.899,0.0134
10,ジューンテイク,5,差し,26.129,26.129,13,4.0,3.303,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,1.899,1.899,0.0134
13,シェイクユアハート,7,差し,25.891,25.891,14,6.22,3.54,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,1.899,1.899,0.0134
14,スティンガーグラス,7,差し,25.821,25.821,15,6.0,3.61,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,1.899,1.899,0.0134
11,シンエンペラー,6,差し,25.732,25.732,16,5.22,3.699,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,1.899,1.899,0.0134
8,タガノデュード,4,追込,24.742,24.742,17,3.0,4.689,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,1.899,1.899,0.0134
6,ビザンチンドリーム,3,追込,23.709,23.709,18,2.0,5.722,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,1.899,1.899,0.0134
16,メイショウタバル,8,逃げ,36.789,36.789,1,7.0,0.0,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,2.374,2.374,0.0167
12,マイネルエンペラー,6,逃げ,36.282,36.282,2,5.0,0.508,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,2.374,2.374,0.0167
5,クロワデュノール,3,先行,35.633,35.633,3,2.22,1.156,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,2.374,2.374,0.0167
2,ミュージアムマイル,1,先行,35.3,35.3,4,0.0,1.49,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,2.374,2.374,0.0167
9,コスモキュランダ,5,先行,35.298,35.298,5,4.22,1.492,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,2.374,2.374,0.0167
7,ファミリータイム,4,先行,35.102,35.102,6,3.22,1.687,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,2.374,2.374,0.0167
4,ミクニインスパイア,2,先行,35.093,35.093,7,1.0,1.696,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,2.374,2.374,0.0167
17,レガレイラ,8,先行,35.085,35.085,8,7.0,1.705,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,2.374,2.374,0.0167
3,シュガークン,2,先行,35.049,35.049,9,1.22,1.74,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,2.374,2.374,0.0167
18,ミステリーウェイ,8,先行,34.83,34.83,10,7.0,1.959,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,2.374,2.374,0.0167
1,ダノンデサイル,1,差し,33.263,33.263,11,0.22,3.526,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,2.374,2.374,0.0167
15,マイユニバース,7,差し,33.055,33.055,12,6.22,3.734,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,2.374,2.374,0.0167
10,ジューンテイク,5,差し,32.661,32.661,13,4.0,4.128,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,2.374,2.374,0.0167
13,シェイクユアハート,7,差し,32.364,32.364,14,6.22,4.425,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,2.374,2.374,0.0167
14,スティンガーグラス,7,差し,32.277,32.277,15,6.0,4.513,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,2.374,2.374,0.0167
11,シンエンペラー,6,差し,32.165,32.165,16,5.22,4.624,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,2.374,2.374,0.0167
8,タガノデュード,4,追込,30.928,30.928,17,3.0,5.861,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,2.374,2.374,0.0167
6,ビザンチンドリーム,3,追込,29.636,29.636,18,2.0,7.153,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,2.374,2.374,0.0167
16,メイショウタバル,8,逃げ,44.147,44.147,1,7.0,0.0,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,2.848,2.848,0.0201
12,マイネルエンペラー,6,逃げ,43.538,43.538,2,5.0,0.609,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,2.848,2.848,0.0201
5,クロワデュノール,3,先行,42.76,42.76,3,2.22,1.388,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,2.848,2.848,0.0201
2,ミュージアムマイル,1,先行,42.36,42.36,4,0.0,1.788,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,2.848,2.848,0.0201
9,コスモキュランダ,5,先行,42.357,42.357,5,4.22,1.79,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,2.848,2.848,0.0201
7,ファミリータイム,4,先行,42.122,42.122,6,3.22,2.025,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,2.848,2.848,0.0201
4,ミクニインスパイア,2,先行,42.112,42.112,7,1.0,2.035,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,2.848,2.848,0.0201
17,レガレイラ,8,先行,42.102,42.102,8,7.0,2.046,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,2.848,2.848,0.0201
3,シュガークン,2,先行,42.059,42.059,9,1.22,2.088,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,2.848,2.848,0.0201
18,ミステリーウェイ,8,先行,41.796,41.796,10,7.0,2.351,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,2.848,2.848,0.0201
1,ダノンデサイル,1,差し,39.916,39.916,11,0.22,4.231,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,2.848,2.848,0.0201
15,マイユニバース,7,差し,39.666,39.666,12,6.22,4.481,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,2.848,2.848,0.0201
10,ジューンテイク,5,差し,39.193,39.193,13,4.0,4.954,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,2.848,2.848,0.0201
13,シェイクユアハート,7,差し,38.837,38.837,14,6.22,5.31,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,2.848,2.848,0.0201
14,スティンガーグラス,7,差し,38.732,38.732,15,6.0,5.415,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,2.848,2.848,0.0201
11,シンエンペラー,6,差し,38.599,38.599,16,5.22,5.549,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,2.848,2.848,0.0201
8,タガノデュード,4,追込,37.113,37.113,17,3.0,7.034,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,2.848,2.848,0.0201
6,ビザンチンドリーム,3,追込,35.564,35.564,18,2.0,8.584,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,2.848,2.848,0.0201
16,メイショウタバル,8,逃げ,51.505,51.505,1,7.0,0.0,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,3.323,3.323,0.0234
12,マイネルエンペラー,6,逃げ,50.794,50.794,2,5.0,0.711,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,3.323,3.323,0.0234
5,クロワデュノール,3,先行,49.886,49.886,3,2.22,1.619,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,3.323,3.323,0.0234
2,ミュージアムマイル,1,先行,49.42,49.42,4,0.0,2.085,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,3.323,3.323,0.0234
9,コスモキュランダ,5,先行,49.417,49.417,5,4.22,2.088,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,3.323,3.323,0.0234
7,ファミリータイム,4,先行,49.143,49.143,6,3.22,2.362,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,3.323,3.323,0.0234
4,ミクニインスパイア,2,先行,49.131,49.131,7,1.0,2.375,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,3.323,3.323,0.0234
17,レガレイラ,8,先行,49.118,49.118,8,7.0,2.387,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,3.323,3.323,0.0234
3,シュガークン,2,先行,49.069,49.069,9,1.22,2.436,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,3.323,3.323,0.0234
18,ミステリーウェイ,8,先行,48.762,48.762,10,7.0,2.743,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,3.323,3.323,0.0234
1,ダノンデサイル,1,差し,46.569,46.569,11,0.22,4.936,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,3.323,3.323,0.0234
15,マイユニバース,7,差し,46.277,46.277,12,6.22,5.228,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,3.323,3.323,0.0234
