horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m
ダノンデサイル,1,0,100,19.443400438881184,5.143133286502133,100.0
ダノンデサイル,1,1,200,19.443400438881184,10.286266573004266,200.0
ダノンデサイル,1,2,300,19.443400438881184,15.429399859506399,300.0
ダノンデサイル,1,3,400,19.443400438881184,20.57253314600853,400.0
ダノンデサイル,1,4,500,19.443400438881184,25.715666432510666,500.0
ダノンデサイル,1,5,600,19.443400438881184,30.8587997190128,600.0
ダノンデサイル,1,6,700,19.443400438881184,36.001933005514935,700.0
ダノンデサイル,1,7,800,19.443400438881184,41.14506629201707,800.0
ダノンデサイル,1,8,900,19.443400438881184,46.288199578519205,900.0
ダノンデサイル,1,9,1000,19.443400438881184,51.43133286502134,1000.0
ダノンデサイル,1,10,1100,19.443400438881184,56.574466151523474,1100.0
ダノンデサイル,1,11,1200,19.443400438881184,61.71759943802561,1200.0
ダノンデサイル,1,12,1300,19.443400438881184,66.86073272452774,1300.0
ダノンデサイル,1,13,1400,21.210982296961298,71.57527157048803,1400.0
ダノンデサイル,1,14,1500,21.210982296961298,76.28981041644832,1500.0
ダノンデサイル,1,15,1600,21.126138367773454,81.02328315335623,1600.0
ダノンデサイル,1,16,1700,24.632002066313365,85.08304247502176,1700.0
ダノンデサイル,1,17,1800,24.532679477336295,89.15923806924462,1800.0
ダノンデサイル,1,18,1900,24.433356888359228,93.25200356425701,1900.0
ダノンデサイル,1,19,2000,24.334034299382157,97.36147422455517,2000.0
ダノンデサイル,1,20,2100,24.234711710405087,101.4877869777234,2100.0
ダノンデサイル,1,21,2200,24.135389121428016,105.63108044181003,2200.0
ミュージアムマイル,2,0,100,19.104444453117527,5.234384085096056,100.0
ミュージアムマイル,2,1,200,19.104444453117527,10.468768170192112,200.0
ミュージアムマイル,2,2,300,19.104444453117527,15.703152255288167,300.0
ミュージアムマイル,2,3,400,19.104444453117527,20.937536340384224,400.0
ミュージアムマイル,2,4,500,19.104444453117527,26.17192042548028,500.0
ミュージアムマイル,2,5,600,19.104444453117527,31.406304510576337,600.0
ミュージアムマイル,2,6,700,19.104444453117527,36.640688595672394,700.0
ミュージアムマイル,2,7,800,19.104444453117527,41.87507268076845,800.0
ミュージアムマイル,2,8,900,19.104444453117527,47.1094567658645,900.0
ミュージアムマイル,2,9,1000,19.104444453117527,52.343840850960554,1000.0
ミュージアムマイル,2,10,1100,19.104444453117527,57.57822493605661,1100.0
ミュージアムマイル,2,11,1200,19.104444453117527,62.81260902115266,1200.0
ミュージアムマイル,2,12,1300,19.104444453117527,68.04699310624872,1300.0
ミュージアムマイル,2,13,1400,20.841212130673664,72.84517851758677,1400.0
ミュージアムマイル,2,14,1500,20.841212130673664,77.64336392892483,1500.0
ミュージアムマイル,2,15,1600,20.75784728215097,82.46081916119195,1600.0
ミュージアムマイル,2,16,1700,24.19802299600579,86.59338817381362,1700.0
ミュージアムマイル,2,17,1800,24.100450322634796,90.74268823506938,1800.0
ミュージアムマイル,2,18,1900,24.002877649263805,94.90885536974488,1900.0
ミュージアムマイル,2,19,2000,23.905304975892815,99.09202726823538,2000.0
ミュージアムマイル,2,20,2100,23.807732302521824,103.29234331385085,2100.0
ミュージアムマイル,2,21,2200,23.710159629150834,107.50994461068284,2200.0
シュガークン,3,0,100,19.104444453117527,5.234384085096056,100.0
シュガークン,3,1,200,19.104444453117527,10.468768170192112,200.0
シュガークン,3,2,300,19.104444453117527,15.703152255288167,300.0
シュガークン,3,3,400,19.104444453117527,20.937536340384224,400.0
シュガークン,3,4,500,19.104444453117527,26.17192042548028,500.0
シュガークン,3,5,600,19.104444453117527,31.406304510576337,600.0
シュガークン,3,6,700,19.104444453117527,36.640688595672394,700.0
シュガークン,3,7,800,19.104444453117527,41.87507268076845,800.0
シュガークン,3,8,900,19.104444453117527,47.1094567658645,900.0
シュガークン,3,9,1000,19.104444453117527,52.343840850960554,1000.0
シュガークン,3,10,1100,19.104444453117527,57.57822493605661,1100.0
シュガークン,3,11,1200,19.104444453117527,62.81260902115266,1200.0
