horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m
テストホースA,1,0,100,19.655032456975427,5.087755526168604,100.0
テストホースA,1,1,200,19.655032456975427,10.175511052337209,200.0
テストホースA,1,2,300,19.655032456975427,15.263266578505814,300.0
テストホースA,1,3,400,19.655032456975427,20.351022104674417,400.0
テストホースA,1,4,500,19.655032456975427,25.43877763084302,500.0
テストホースA,1,5,600,19.655032456975427,30.526533157011624,600.0
テストホースA,1,6,700,23.184380997104228,34.83978180542239,700.0
テストホースA,1,7,800,23.184380997104228,39.15303045383315,800.0
テストホースA,1,8,900,23.184380997104228,43.46627910224392,900.0
テストホースA,1,9,1000,23.999401635425627,47.633049654239244,1000.0
テストホースA,1,10,1100,23.903018496327533,51.81662170039584,1100.0
テストホースA,1,11,1200,23.806635357229435,56.01713128520085,1200.0
テストホースB,2,0,100,19.57526061192947,5.108488820785274,100.0
テストホースB,2,1,200,19.57526061192947,10.216977641570548,200.0
テストホースB,2,2,300,19.57526061192947,15.325466462355822,300.0
テストホースB,2,3,400,19.57526061192947,20.433955283141096,400.0
テストホースB,2,4,500,19.57526061192947,25.54244410392637,500.0
テストホースB,2,5,600,19.57526061192947,30.650932924711647,600.0
テストホースB,2,6,700,23.086164450959338,34.98253162801399,700.0
テストホースB,2,7,800,23.086164450959338,39.31413033131633,800.0
テストホースB,2,8,900,23.086164450959338,43.64572903461867,900.0
テストホースB,2,9,1000,23.890578765088566,47.83147945043239,1000.0
テストホースB,2,10,1100,23.794632665630377,52.03410789211633,1100.0
テストホースB,2,11,1200,23.698686566172192,56.25375102384758,1200.0
