horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m
ミドリノハヤテ,1,0,100,23.36489999637626,4.279924160407677,100.0
ミドリノハヤテ,1,1,200,23.36489999637626,8.559848320815354,200.0
ミドリノハヤテ,1,2,300,23.36489999637626,12.83977248122303,300.0
ミドリノハヤテ,1,3,400,23.36489999637626,17.119696641630707,400.0
ミドリノハヤテ,1,4,500,23.36489999637626,21.399620802038385,500.0
ミドリノハヤテ,1,5,600,23.36489999637626,25.679544962446062,600.0
ミドリノハヤテ,1,6,700,23.36489999637626,29.95946912285374,700.0
ミドリノハヤテ,1,7,800,23.36489999637626,34.239393283261414,800.0
ミドリノハヤテ,1,8,900,21.734790694303495,38.840311755699666,900.0
ミドリノハヤテ,1,9,1000,21.734790694303495,43.44123022813792,1000.0
ミドリノハヤテ,1,10,1100,21.734790694303495,48.04214870057617,1100.0
ミドリノハヤテ,1,11,1200,21.734790694303495,52.64306717301442,1200.0
ミドリノハヤテ,1,12,1300,21.734790694303495,57.243985645452675,1300.0
ミドリノハヤテ,1,13,1400,21.734790694303495,61.84490411789093,1400.0
ミドリノハヤテ,1,14,1500,20.89072115277715,66.63171828618528,1500.0
ミドリノハヤテ,1,15,1600,20.80715826816604,71.43775660776595,1600.0
ミドリノハヤテ,1,16,1700,23.133711950227422,75.76045242999939,1700.0
ミドリノハヤテ,1,17,1800,23.040430853653923,80.1006490450354,1800.0
ミドリノハヤテ,1,18,1900,23.750299998578235,84.31112217615316,1900.0
ミドリノハヤテ,1,19,2000,23.653754063624667,88.53878091188774,2000.0
ミドリノハヤテ,1,20,2100,23.557208128671096,92.78376611785073,2100.0
ミドリノハヤテ,1,21,2200,23.460662193717525,97.04622039873539,2200.0
アカツキスター,2,0,100,22.16227767267259,4.512171604243816,100.0
アカツキスター,2,1,200,22.16227767267259,9.024343208487632,200.0
アカツキスター,2,2,300,22.16227767267259,13.536514812731449,300.0
アカツキスター,2,3,400,22.16227767267259,18.048686416975265,400.0
アカツキスター,2,4,500,22.16227767267259,22.560858021219083,500.0
アカツキスター,2,5,600,22.16227767267259,27.0730296254629,600.0
アカツキスター,2,6,700,22.16227767267259,31.58520122970672,700.0
アカツキスター,2,7,800,22.16227767267259,36.09737283395054,800.0
アカツキスター,2,8,900,22.16227767267259,40.609544438194355,900.0
アカツキスター,2,9,1000,22.16227767267259,45.12171604243817,1000.0
アカツキスター,2,10,1100,21.669782613279867,49.73643700132389,1100.0
アカツキスター,2,11,1200,21.669782613279867,54.35115796020961,1200.0
アカツキスター,2,12,1300,21.669782613279867,58.96587891909533,1300.0
アカツキスター,2,13,1400,21.669782613279867,63.58059987798105,1400.0
アカツキスター,2,14,1500,22.996503997766396,67.92908693539259,1500.0
アカツキスター,2,15,1600,22.90451798177533,72.29503779624756,1600.0
アカツキスター,2,16,1700,25.800120549154858,76.1709886783172,1700.0
アカツキスター,2,17,1800,25.69608780500504,80.06263166922113,1800.0
アカツキスター,2,18,1900,25.59205506085522,83.97009434707996,1900.0
アカツキスター,2,19,2000,25.488022316705404,87.89350585219536,2000.0
アカツキスター,2,20,2100,25.383989572555585,91.8329969126596,2100.0
アカツキスター,2,21,2200,25.279956828405766,95.788699870492,2200.0
シロガネロンド,3,0,100,20.529983457494435,4.870924528850274,100.0
シロガネロンド,3,1,200,20.529983457494435,9.741849057700549,200.0
シロガネロンド,3,2,300,20.529983457494435,14.612773586550823,300.0
シロガネロンド,3,3,400,20.529983457494435,19.483698115401097,400.0
シロガネロンド,3,4,500,20.529983457494435,24.35462264425137,500.0
シロガネロンド,3,5,600,20.529983457494435,29.225547173101646,600.0
シロガネロンド,3,6,700,20.529983457494435,34.09647170195192,700.0
シロガネロンド,3,7,800,20.529983457494435,38.967396230802194,800.0
シロガネロンド,3,8,900,20.529983457494435,43.83832075965247,900.0
シロガネロンド,3,9,1000,20.529983457494435,48.70924528850274,1000.0
シロガネロンド,3,10,1100,21.056393289737883,53.45839670413176,1100.0
シロガネロンド,3,11,1200,21.056393289737883,58.20754811976077,1200.0
シロガネロンド,3,12,1300,21.056393289737883,62.95669953538979,1300.0
シロガネロンド,3,13,1400,21.056393289737883,67.7058509510188,1400.0
シロガネロンド,3,14,1500,22.345560225844284,72.18101286189999,1500.0
シロガネロンド,3,15,1600,22.25617798494091,76.67414731057588,1600.0
シロガネロンド,3,16,1700,27.168566871162994,80.35487145308268,1700.0
シロガネロンド,3,17,1800,27.059016198295403,84.05049731276561,1800.0
シロガネロンド,3,18,1900,26.949465525427808,87.76114604179686,1900.0
シロガネロンド,3,19,2000,26.839914852560216,91.48694027584456,2000.0
シロガネロンド,3,20,2100,26.730364179692625,95.22800415839245,2100.0
シロガネロンド,3,21,2200,26.62081350682503,98.98446336555989,2200.0
クロノスウィフト,4,0,100,20.02194236203042,4.9945204212374446,100.0
クロノスウィフト,4,1,200,20.02194236203042,9.989040842474889,200.0
クロノスウィフト,4,2,300,20.02194236203042,14.983561263712334,300.0
クロノスウィフト,4,3,400,20.02194236203042,19.978081684949778,400.0
クロノスウィフト,4,4,500,20.02194236203042,24.972602106187225,500.0
クロノスウィフト,4,5,600,20.02194236203042,29.96712252742467,600.0
クロノスウィフト,4,6,700,20.02194236203042,34.96164294866212,700.0
クロノスウィフト,4,7,800,20.02194236203042,39.95616336989956,800.0
クロノスウィフト,4,8,900,20.02194236203042,44.95068379113701,900.0
クロノスウィフト,4,9,1000,20.02194236203042,49.945204212374456,1000.0
クロノスウィフト,4,10,1100,20.02194236203042,54.9397246336119,1100.0
クロノスウィフト,4,11,1200,20.02194236203042,59.93424505484935,1200.0
クロノスウィフト,4,12,1300,20.02194236203042,64.9287654760868,1300.0
クロノスウィフト,4,13,1400,20.96538467228316,69.69853247836855,1400.0
クロノスウィフト,4,14,1500,22.248979652218864,74.19312061513405,1500.0
クロノスウィフト,4,15,1600,21.60598414026974,78.82146799106393,1600.0
クロノスウィフト,4,16,1700,25.820601296488768,82.6943444919531,1700.0
クロノスウィフト,4,17,1800,25.716485968680345,86.5829006547892,1800.0
クロノスウィフト,4,18,1900,29.12612322178155,90.01624464082357,1900.0
クロノスウィフト,4,19,2000,30.64405751518272,93.27952007197216,2000.0
クロノスウィフト,4,20,2100,30.518979729406464,96.5561695827566,2100.0
クロノスウィフト,4,21,2200,30.39390194363021,99.8463032479064,2200.0
カゼノブリッツ,5,0,100,21.75746232492592,4.596124240345684,100.0
カゼノブリッツ,5,1,200,21.75746232492592,9.192248480691369,200.0
カゼノブリッツ,5,2,300,21.75746232492592,13.788372721037053,300.0
カゼノブリッツ,5,3,400,21.75746232492592,18.384496961382737,400.0
カゼノブリッツ,5,4,500,21.75746232492592,22.98062120172842,500.0
カゼノブリッツ,5,5,600,21.75746232492592,27.576745442074106,600.0
カゼノブリッツ,5,6,700,21.75746232492592,32.17286968241979,700.0
カゼノブリッツ,5,7,800,21.75746232492592,36.768993922765475,800.0
カゼノブリッツ,5,8,900,21.75746232492592,41.36511816311116,900.0
カゼノブリッツ,5,9,1000,21.75746232492592,45.96124240345685,1000.0
カゼノブリッツ,5,10,1100,21.75746232492592,50.55736664380254,1100.0
カゼノブリッツ,5,11,1200,21.75746232492592,55.153490884148226,1200.0
カゼノブリッツ,5,12,1300,21.75746232492592,59.749615124493914,1300.0
カゼノブリッツ,5,13,1400,21.48231931887141,64.4046059807258,1400.0
カゼノブリッツ,5,14,1500,22.797563358802318,68.79103967217507,1500.0
カゼノブリッツ,5,15,1600,22.72917066872591,73.190672261392,1600.0
カゼノブリッツ,5,16,1700,26.54770779626072,76.95747581247241,1700.0
カゼノブリッツ,5,17,1800,26.467583929672408,80.73568240154802,1800.0
カゼノブリッツ,5,18,1900,26.3874600630841,84.52536127783742,1900.0
カゼノブリッツ,5,19,2000,26.307336196495786,88.32658232329318,2000.0
カゼノブリッツ,5,20,2100,26.227212329907474,92.13941606033384,2100.0
カゼノブリッツ,5,21,2200,26.14708846331916,95.96393365969435,2200.0
