horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
カムアップローゼス,1,1,55.0,-2.0,78.87,72.62,0.0,13.89,31.6,46.38,57.42,race_history,51.68,58.11,51.68,1500.0,50.0,75.0,57.64,岩田望,50.0,50.0,50.0,77.67,差し,差し,"{'逃げ': 0.1388888888888889, '先行': 0.31598751439028244, '差し': 0.4638478509179812, '追込': 0.08127574580284745}",0.139,0.316,0.464,0.081,13.89,31.6,46.38,8.13,86.53,0.455,0.458,0.477,0.455,0.458,0.477,1.02,0.463,0.0494,9,"['6-6-7-10', '6-7-6-7', '4-4-4', '3-3-4-5', '10-10-10-8', '2-2-2-2', '1-1-1-1', '4-4-4-4', '6-4']","[11, 16, 7, 11, 11, 16, 8, 8, 10]","[0.5455, 0.375, 0.5714, 0.2727, 0.9091, 0.125, 0.125, 0.5, 0.6]","[0.5455, 0.4375, 0.5714, 0.2727, 0.9091, 0.125, 0.125, 0.5, 0.4]","[0.6364, 0.375, 0.5714, 0.3636, 0.9091, 0.125, 0.125, 0.5, 0.4]",[],56.11,62.64,58.43,57.71,63.92,79.0,68.07,42.76,51.2,54.06,0.481,0.467,0.426,0.673,100.0,67.34,51.74,49.233,33.7,0.0,42.64,48.09,55.98,78.16,64.01,52.48,65.0,差し,差し,"{'逃げ': 0.1394171879879204, '先行': 0.3171894530082171, '差し': 0.4623755847173987, '追込': 0.08101777428646367}",0.1394171879879204,0.3171894530082171,0.4623755847173987,0.08101777428646367
ナムラヒナギク,2,2,53.0,-4.0,70.95,55.52,0.0,6.01,32.99,33.01,50.0,neutral,47.65,54.93,47.65,1500.0,50.0,75.0,59.04,小沢,50.0,50.0,50.0,67.79,自在,自在,"{'逃げ': 0.060129912388537515, '先行': 0.329851326119675, '差し': 0.33010928172305265, '追込': 0.27990947976873476}",0.06,0.33,0.33,0.28,6.01,32.99,33.01,27.99,100.0,0.543,0.535,0.553,0.543,0.535,0.553,2.45,0.544,0.0772,10,"['8-8-9-6', '2-2', '7-7', '4-5', '5-4', '14-14', '8-8', '10-9', '7-6', '3-3']","[10, 11, 8, 18, 14, 18, 17, 14, 10, 13]","[0.8, 0.1818, 0.875, 0.2222, 0.3571, 0.7778, 0.4706, 0.7143, 0.7, 0.2308]","[0.8, 0.1818, 0.875, 0.2778, 0.2857, 0.7778, 0.4706, 0.6429, 0.6, 0.2308]","[0.9, 0.1818, 0.875, 0.2778, 0.2857, 0.7778, 0.4706, 0.6429, 0.6, 0.2308]",[],49.0,62.95,53.5,45.83,62.15,82.97,76.5,51.01,48.33,51.98,0.492,0.493,0.463,0.767,100.0,76.69,54.88,46.99,34.0,0.0,46.32,49.16,61.6,79.94,68.02,54.22,65.0,先行,先行,"{'逃げ': 0.060385975991317925, '先行': 0.3312560000264376, '差し': 0.32921058007481957, '追込': 0.27914744390742485}",0.060385975991317925,0.3312560000264376,0.32921058007481957,0.27914744390742485
ゴーゴータカシ,3,3,58.0,4.0,78.28,50.92,0.0,32.26,12.54,29.51,65.53,race_history,51.31,56.09,51.31,1500.0,50.0,75.0,58.05,吉田隼,50.0,50.0,50.0,49.52,自在,自在,"{'逃げ': 0.3226064844246662, '先行': 0.1253916193076617, '差し': 0.29510938698101863, '追込': 0.25689250928665347}",0.323,0.125,0.295,0.257,32.26,12.54,29.51,25.69,100.0,0.498,0.444,0.434,0.498,0.444,0.434,-0.11,0.459,0.1008,10,"['1-1-1', '1-1', '12-10-11', '12-12-12', '13-11-10', '8-8-7-5', '4-3-2-4', '10-5-5', '9-9-10-9', '9-10-7-7']","[11, 13, 15, 14, 16, 12, 16, 16, 11, 14]","[0.0909, 0.0769, 0.8, 0.8571, 0.8125, 0.6667, 0.25, 0.625, 0.8182, 0.6429]","[0.0909, 0.0769, 0.6667, 0.8571, 0.6875, 0.6667, 0.1875, 0.3125, 0.8182, 0.7143]","[0.0909, 0.0769, 0.7333, 0.8571, 0.625, 0.5833, 0.125, 0.3125, 0.9091, 0.5]",[],49.67,63.37,67.57,48.0,64.88,79.89,78.06,47.25,50.93,54.04,0.528,0.574,0.293,0.779,100.0,77.95,49.79,50.023,33.4,0.0,29.35,52.81,66.62,81.29,68.04,54.83,65.0,追込,追込,"{'逃げ': 0.32384914320129227, '先行': 0.12587461950688553, '差し': 0.29418682101531335, '追込': 0.25608941627650894}",0.32384914320129227,0.12587461950688553,0.29418682101531335,0.25608941627650894
ドッグウッド,4,4,55.0,-2.0,71.33,74.62,0.0,4.28,27.44,49.88,50.0,neutral,52.63,54.72,52.63,1500.0,50.0,75.0,62.41,斎藤,50.0,50.0,50.0,79.02,差し,差し,"{'逃げ': 0.042793274953793724, '先行': 0.2743810672689344, '差し': 0.4988170985795431, '追込': 0.18400855919772874}",0.043,0.274,0.499,0.184,4.28,27.44,49.88,18.4,35.85,0.489,0.471,0.428,0.489,0.471,0.428,2.2,0.463,0.0193,6,"['5-5-7-6', '5-5-5-4', '6-6-2-2', '8-6-7-4', '7-7-4-4', '3-3-3-4']","[10, 8, 10, 18, 16, 18]","[0.5, 0.625, 0.6, 0.4444, 0.4375, 0.1667]","[0.5, 0.625, 0.6, 0.3333, 0.4375, 0.1667]","[0.7, 0.625, 0.2, 0.3889, 0.25, 0.1667]",[],48.89,63.04,75.64,45.83,78.93,82.89,62.65,46.67,51.88,54.67,0.471,0.49,0.668,0.627,100.0,62.7,59.03,47.318,34.5,0.0,66.85,47.1,55.19,76.43,60.09,52.64,65.0,差し,差し,"{'逃げ': 0.042997364253399596, '先行': 0.2756896429716469, '差し': 0.4977120680948431, '追込': 0.18360092468011047}",0.042997364253399596,0.2756896429716469,0.4977120680948431,0.18360092468011047
ネッタイヤライ,5,5,55.0,-2.0,99.82,56.8,0.0,63.58,32.9,3.21,50.0,neutral,47.96,53.99,47.96,1500.0,50.0,75.0,57.4,坂井,50.0,50.0,50.0,67.29,逃げ,逃げ,"{'逃げ': 0.635806214975262, '先行': 0.3289582546235998, '差し': 0.03209549468927309, '追込': 0.0031400357118651456}",0.636,0.329,0.032,0.003,63.58,32.9,3.21,0.31,12.02,0.156,0.156,0.186,0.156,0.156,0.186,-2.29,0.166,0.0075,7,"['2-2-2-2', '1-1-1', '1-1-1-1', '1-1-1-1', '1-1', '2-2-2-2', '2-2-5-3']","[10, 10, 8, 11, 9, 7, 8]","[0.2, 0.1, 0.125, 0.0909, 0.1111, 0.2857, 0.25]","[0.2, 0.1, 0.125, 0.0909, 0.1111, 0.2857, 0.25]","[0.2, 0.1, 0.125, 0.0909, 0.1111, 0.2857, 0.625]",[],49.83,58.86,69.29,52.43,60.46,72.92,66.61,45.52,48.54,51.12,0.87,0.87,0.0,0.666,100.0,66.6,41.95,49.94,34.2,0.0,0.0,86.99,77.81,66.22,61.6,63.02,65.0,逃げ,逃げ,"{'逃げ': 0.6359619837982, '先行': 0.3290388474817877, '差し': 0.03188019652304823, '追込': 0.003118972196964062}",0.6359619837982,0.3290388474817877,0.03188019652304823,0.003118972196964062
ゼアズノープレイス,6,6,58.0,4.0,46.73,59.85,0.0,0.0,5.69,55.89,54.6,race_history,33.84,55.35,33.84,1500.0,50.0,75.0,49.41,的場,50.0,50.0,50.0,72.97,差し,差し,"{'逃げ': 0.0, '先行': 0.05694211185712179, '差し': 0.5588571934398732, '追込': 0.3842006947030051}",0.0,0.057,0.559,0.384,0.0,5.69,55.89,38.42,46.98,0.747,0.752,0.798,0.747,0.752,0.798,2.69,0.766,0.0294,10,"['8-8-10-10', '14-14-14-14', '14-14-14-16', '10-10-10-9', '7-7-8-6', '12-12-14-11', '9-8-8-8', '12-13-12-12', '10-12-11-12', '6-6-6-9']","[10, 14, 18, 15, 16, 18, 16, 13, 13, 9]","[0.8, 1.0, 0.7778, 0.6667, 0.4375, 0.6667, 0.5625, 0.9231, 0.7692, 0.6667]","[0.8, 1.0, 0.7778, 0.6667, 0.4375, 0.6667, 0.5, 1.0, 0.9231, 0.6667]","[1.0, 1.0, 0.7778, 0.6667, 0.5, 0.7778, 0.5, 0.9231, 0.8462, 0.6667]",[],43.85,43.01,37.36,48.0,34.31,49.64,52.94,40.03,38.49,40.0,0.237,0.237,0.514,0.53,100.0,52.96,53.3,47.69,35.4,0.0,51.37,23.72,36.87,67.71,47.36,35.81,65.0,差し,差し,"{'逃げ': 0.0, '先行': 0.05731786004013692, '差し': 0.558634524632751, '追込': 0.3840476153271122}",0.0,0.05731786004013692,0.558634524632751,0.3840476153271122
ハルフロンティア,7,7,58.0,4.0,88.65,58.02,0.0,24.78,56.82,11.9,39.36,race_history,51.34,56.87,51.34,1500.0,50.0,75.0,56.64,舟山,50.0,50.0,50.0,75.4,先行,先行,"{'逃げ': 0.24775104727880762, '先行': 0.5681691057155732, '差し': 0.1190102883558526, '追込': 0.06506955864976659}",0.248,0.568,0.119,0.065,24.78,56.82,11.9,6.51,73.49,0.273,0.281,0.303,0.273,0.281,0.303,-1.0,0.286,0.0418,10,"['1-1', '3-3', '2-2-2-2', '2-3-5-5', '2-2-2-4', '12-12-11-14', '5-5-7-11', '11-11-10-7', '3-3-3-3', '6-5-7-7']","[15, 14, 9, 13, 9, 16, 16, 14, 14, 14]","[0.0667, 0.2143, 0.2222, 0.1538, 0.2222, 0.75, 0.3125, 0.7857, 0.2143, 0.4286]","[0.0667, 0.2143, 0.2222, 0.2308, 0.2222, 0.75, 0.3125, 0.7857, 0.2143, 0.3571]","[0.0667, 0.2143, 0.2222, 0.3846, 0.2222, 0.6875, 0.4375, 0.7143, 0.2143, 0.5]",[],50.66,60.74,67.64,48.0,66.91,77.48,69.38,41.92,50.95,53.4,0.83,0.817,0.038,0.684,100.0,68.39,42.02,46.99,34.3,0.0,3.85,83.04,75.71,71.81,62.29,60.64,65.0,先行,先行,"{'逃げ': 0.24806847612679803, '先行': 0.5688970673798002, '差し': 0.11833442824228099, '追込': 0.06470002825112083}",0.24806847612679803,0.5688970673798002,0.11833442824228099,0.06470002825112083
ハミルトン,7,8,58.0,4.0,84.34,38.97,0.0,53.3,26.68,16.02,40.46,race_history,38.79,53.45,38.79,1500.0,50.0,75.0,54.46,鮫島駿,50.0,50.0,50.0,56.58,逃げ,逃げ,"{'逃げ': 0.5329717708767047, '先行': 0.26676966895099663, '差し': 0.16022707249533064, '追込': 0.040031487676968174}",0.533,0.267,0.16,0.04,53.3,26.68,16.02,4.0,76.38,0.251,0.23,0.223,0.251,0.23,0.223,-3.11,0.234,0.0426,10,"['1-1-1-1', '4-2', '2-2', '2-2-1-1', '4-4-4-3', '1-1-1-1', '9-9-9-8', '1-1-1-1', '4-5-6-4', '2-3-3-3']","[10, 13, 16, 14, 6, 10, 14, 12, 15, 12]","[0.1, 0.3077, 0.125, 0.1429, 0.6667, 0.1, 0.6429, 0.0833, 0.2667, 0.1667]","[0.1, 0.1538, 0.125, 0.1429, 0.6667, 0.1, 0.6429, 0.0833, 0.3333, 0.25]","[0.1, 0.1538, 0.125, 0.0714, 0.6667, 0.1, 0.6429, 0.0833, 0.4, 0.25]",[],41.97,43.56,63.29,48.0,55.81,46.56,57.23,15.67,42.01,42.4,0.756,0.79,0.143,0.576,100.0,57.65,37.75,51.782,38.1,0.0,14.29,75.58,69.41,50.32,49.21,45.39,65.0,逃げ,逃げ,"{'逃げ': 0.5337147367287804, '先行': 0.2671415474729568, '差し': 0.15933508440660182, '追込': 0.03980863139166102}",0.5337147367287804,0.2671415474729568,0.15933508440660182,0.03980863139166102
マイネルイグザルト,8,9,58.0,4.0,54.9,52.78,0.0,0.67,54.79,26.85,49.71,race_history,33.04,54.02,33.04,1500.0,50.0,75.0,46.88,原,50.0,50.0,50.0,54.1,先行,先行,"{'逃げ': 0.006711551341252777, '先行': 0.5478954718277108, '差し': 0.2684514560551493, '追込': 0.1769415207758871}",0.007,0.548,0.268,0.177,0.67,54.79,26.85,17.69,55.7,0.584,0.559,0.391,0.584,0.559,0.391,-3.84,0.511,0.0323,10,"['12-12-4-6', '7-5', '6-6-5-5', '10-10-4-5', '11-10-12-11', '5-5-5', '7-8-6-6', '11-12-10-10', '3-2-4', '5-5-5']","[12, 15, 14, 18, 15, 17, 17, 16, 11, 11]","[1.0, 0.4667, 0.4286, 0.5556, 0.7333, 0.2941, 0.4118, 0.6875, 0.2727, 0.4545]","[1.0, 0.3333, 0.4286, 0.5556, 0.6667, 0.2941, 0.4706, 0.75, 0.1818, 0.4545]","[0.3333, 0.3333, 0.3571, 0.2222, 0.8, 0.2941, 0.3529, 0.625, 0.3636, 0.4545]",[],41.01,38.9,50.43,44.23,26.16,46.09,50.93,42.23,37.92,40.0,0.352,0.392,0.114,0.511,100.0,51.12,43.73,45.8,34.4,0.0,11.43,35.21,44.57,44.76,44.59,39.11,65.0,先行,先行,"{'逃げ': 0.006732395364378705, '先行': 0.5495970673761457, '差し': 0.26741329103009126, '追込': 0.17625724622938446}",0.006732395364378705,0.5495970673761457,0.26741329103009126,0.17625724622938446
ピティロディア,8,10,58.0,4.0,65.13,61.76,0.0,8.49,13.67,65.88,65.73,race_history,39.41,56.42,39.41,1500.0,50.0,75.0,53.28,丹内,50.0,50.0,50.0,62.47,差し,差し,"{'逃げ': 0.08494783523965187, '先行': 0.13666778346924915, '差し': 0.6587520298449924, '追込': 0.11963235144610666}",0.085,0.137,0.659,0.12,8.49,13.67,65.88,11.96,75.63,0.535,0.534,0.552,0.535,0.534,0.552,1.02,0.54,0.0422,10,"['2-2', '6-6-10-9', '8-9-10-9', '12-12-8-8', '14-13-14-13', '9-8', '10-9-7-7', '5-6-5-6', '6-6-5-3', '7-7-7-6']","[13, 13, 14, 16, 16, 15, 16, 9, 13, 12]","[0.1538, 0.4615, 0.5714, 0.75, 0.875, 0.6, 0.625, 0.5556, 0.4615, 0.5833]","[0.1538, 0.4615, 0.6429, 0.75, 0.8125, 0.5333, 0.5625, 0.6667, 0.4615, 0.5833]","[0.1538, 0.7692, 0.7143, 0.5, 0.875, 0.5333, 0.4375, 0.5556, 0.3846, 0.5833]",[],47.2,51.7,37.36,48.0,49.71,62.88,60.3,43.33,42.45,44.76,0.481,0.476,0.396,0.606,100.0,60.59,51.27,49.13,35.2,0.0,39.55,48.09,53.45,69.16,54.72,47.49,65.0,差し,差し,"{'逃げ': 0.08540997279856977, '先行': 0.1374112905363453, '差し': 0.6577316845454875, '追込': 0.1194470521195976}",0.08540997279856977,0.1374112905363453,0.6577316845454875,0.1194470521195976
