horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
ハイクオリティ,1,1,58.0,4.0,95.23,61.56,0.0,52.18,38.94,6.41,69.0,race_history,54.9,56.38,54.9,1500.0,50.0,75.0,62.85,ゴンサルベ,50.0,50.0,50.0,79.47,逃げ,逃げ,"{'逃げ': 0.5218457914402612, '先行': 0.38943647168310797, '差し': 0.06409101796510379, '追込': 0.02462671891152697}",0.522,0.389,0.064,0.025,52.18,38.94,6.41,2.46,49.13,0.21,0.213,0.181,0.21,0.213,0.181,-1.0,0.201,0.0292,10,"['1-1-1-1', '1-1-1-1', '2-2-2-2', '2-2-4-5', '1-1-1-1', '7-7-5-4', '5-5-1-1', '3-4-3-2', '11-11-5-6', '10-10-5-5']","[12, 15, 13, 9, 15, 16, 15, 14, 12, 11]","[0.0833, 0.0667, 0.1538, 0.2222, 0.0667, 0.4375, 0.3333, 0.2143, 0.9167, 0.9091]","[0.0833, 0.0667, 0.1538, 0.2222, 0.0667, 0.4375, 0.3333, 0.2857, 0.9167, 0.9091]","[0.0833, 0.0667, 0.1538, 0.4444, 0.0667, 0.3125, 0.0667, 0.2143, 0.4167, 0.4545]",[],51.03,60.29,85.29,48.0,83.25,84.91,59.3,17.95,53.49,55.19,0.885,0.885,0.056,0.591,100.0,59.07,36.1,54.105,38.4,0.0,5.56,88.45,75.23,73.78,58.91,57.67,65.0,逃げ,逃げ,"{'逃げ': 0.5229552961292077, '先行': 0.3902644587982031, '差し': 0.06269134495278662, '追込': 0.024088900119802473}",0.5229552961292077,0.3902644587982031,0.06269134495278662,0.024088900119802473
ラストレガシー,2,2,58.0,4.0,80.41,52.78,0.0,16.26,56.18,19.7,70.97,race_history,51.27,56.48,51.27,1500.0,50.0,75.0,57.7,田辺,50.0,50.0,50.0,49.16,先行,先行,"{'逃げ': 0.1626466346522146, '先行': 0.5617650082783677, '差し': 0.19697921520045736, '追込': 0.07860914186896034}",0.163,0.562,0.197,0.079,16.26,56.18,19.7,7.86,90.04,0.347,0.367,0.284,0.347,0.367,0.284,-0.11,0.333,0.0316,10,"['4-4-5-4', '4-5-2-2', '11-12-5-5', '6-5-3-2', '7-8-12-12', '3-3-1-2', '3-3', '2-2-2-2', '1-1-2-1', '1-1-1-1']","[13, 15, 15, 16, 15, 15, 16, 15, 16, 16]","[0.3077, 0.2667, 0.7333, 0.375, 0.4667, 0.2, 0.1875, 0.1333, 0.0625, 0.0625]","[0.3077, 0.3333, 0.8, 0.3125, 0.5333, 0.2, 0.1875, 0.1333, 0.0625, 0.0625]","[0.3846, 0.1333, 0.3333, 0.1875, 0.8, 0.0667, 0.1875, 0.1333, 0.125, 0.0625]",[],48.34,53.67,85.57,48.0,71.12,71.84,59.31,13.53,50.9,51.6,0.581,0.553,0.37,0.581,100.0,58.09,42.78,50.995,38.7,0.0,36.98,58.08,56.58,67.22,54.69,44.03,65.0,先行,先行,"{'逃げ': 0.16372566022560273, '先行': 0.5654918533585817, '差し': 0.1935441766532266, '追込': 0.07723830976258902}",0.16372566022560273,0.5654918533585817,0.1935441766532266,0.07723830976258902
リフレックス,3,3,55.0,-2.0,60.05,65.37,28.11,5.3,42.77,43.12,26.23,race_history,51.66,62.24,51.66,1500.0,50.0,50.02,53.32,三浦,50.0,50.0,50.0,12.79,自在,自在,"{'逃げ': 0.05296569882249689, '先行': 0.42767230437161197, '差し': 0.4312228639601825, '追込': 0.08813913284570864}",0.053,0.428,0.431,0.088,5.3,42.77,43.12,8.81,55.0,0.484,0.449,0.395,0.484,0.449,0.395,-0.13,0.443,0.0198,10,"['4-4-5-6', '6-5-1-1', '5-5-5-6', '9-6-5-5', '7-8-7-8', '4-5-4-4', '5-4-4-4', '12-12', '7-7', '5-5']","[12, 16, 11, 11, 12, 12, 11, 16, 15, 13]","[0.3333, 0.375, 0.4545, 0.8182, 0.5833, 0.3333, 0.4545, 0.75, 0.4667, 0.3846]","[0.3333, 0.3125, 0.4545, 0.5455, 0.6667, 0.4167, 0.3636, 0.75, 0.4667, 0.3846]","[0.4167, 0.0625, 0.4545, 0.4545, 0.5833, 0.3333, 0.3636, 0.75, 0.4667, 0.3846]",[],54.7,43.69,77.71,70.0,57.05,49.35,37.33,13.41,51.18,49.31,0.511,0.56,0.336,0.382,100.0,38.19,35.87,40.545,37.3,39.69,33.64,51.07,47.99,54.56,43.42,43.07,78.89,追込,追込,"{'逃げ': 0.053631810034621266, '先行': 0.4330508290279505, '差し': 0.42620404239290244, '追込': 0.08711331854452573}",0.053631810034621266,0.4330508290279505,0.42620404239290244,0.08711331854452573
ホウオウフロイト,4,4,58.0,4.0,46.13,40.77,0.0,0.0,0.0,53.64,33.56,race_history,39.72,58.57,39.72,1500.0,50.0,75.0,50.38,杉原,50.0,50.0,50.0,59.78,自在,自在,"{'逃げ': 0.0, '先行': 0.0, '差し': 0.4635545816929023, '追込': 0.5364454183070976}",0.0,0.0,0.464,0.536,0.0,0.0,46.36,53.64,55.0,0.895,0.905,0.905,0.895,0.905,0.905,4.89,0.902,0.0131,10,"['13-14', '13-13', '16-16', '12-12', '10-10', '15-15', '16-16', '14-14', '12-11', '15-15']","[14, 14, 16, 15, 16, 16, 16, 16, 12, 16]","[0.9286, 0.9286, 1.0, 0.8, 0.625, 0.9375, 1.0, 0.875, 1.0, 0.9375]","[1.0, 0.9286, 1.0, 0.8, 0.625, 0.9375, 1.0, 0.875, 0.9167, 0.9375]","[1.0, 0.9286, 1.0, 0.8, 0.625, 0.9375, 1.0, 0.875, 0.9167, 0.9375]",[],48.52,50.36,36.71,55.0,39.66,53.35,75.84,37.39,42.68,44.6,0.125,0.107,0.785,0.759,100.0,75.87,59.43,48.66,35.8,0.0,78.52,12.52,40.04,77.58,62.12,33.95,65.0,追込,追込,"{'逃げ': 0.0, '先行': 0.0, '差し': 0.46355458169290237, '追込': 0.5364454183070977}",0.0,0.0,0.46355458169290237,0.5364454183070977
ショウナンヤッホー,5,5,58.0,4.0,60.28,43.72,0.0,1.42,29.94,51.03,50.0,neutral,36.06,58.39,36.06,1500.0,50.0,75.0,48.33,津村,50.0,50.0,50.0,32.3,差し,差し,"{'逃げ': 0.014181818181818186, '先行': 0.29937360970887267, '差し': 0.5102780852565415, '追込': 0.17616648685276773}",0.014,0.299,0.51,0.176,1.42,29.94,51.03,17.62,40.14,0.546,0.524,0.516,0.546,0.524,0.516,-0.25,0.529,0.0246,10,"['8-9', '7-7', '15-13', '6-5-6-6', '8-8-6-5', '6-7', '9-7', '7-6', '8-8', '2-2']","[15, 16, 16, 14, 13, 16, 16, 16, 16, 16]","[0.5333, 0.4375, 0.9375, 0.4286, 0.6154, 0.375, 0.5625, 0.4375, 0.5, 0.125]","[0.6, 0.4375, 0.8125, 0.3571, 0.6154, 0.4375, 0.4375, 0.375, 0.5, 0.125]","[0.6, 0.4375, 0.8125, 0.4286, 0.4615, 0.4375, 0.4375, 0.375, 0.5, 0.125]",[],44.04,37.12,52.0,54.2,33.28,27.14,63.2,25.0,40.07,40.0,0.413,0.434,0.293,0.636,100.0,63.65,43.81,50.513,36.4,0.0,29.29,41.34,52.53,55.83,49.32,34.33,65.0,差し,差し,"{'逃げ': 0.014418508190395697, '先行': 0.30437005948290224, '差し': 0.5063879582795837, '追込': 0.17482347404711826}",0.014418508190395697,0.30437005948290224,0.5063879582795837,0.17482347404711826
コックピットサイト,6,6,55.0,-2.0,83.56,33.63,0.0,41.23,30.65,18.7,76.66,race_history,48.38,60.44,48.38,1500.0,50.0,75.0,60.39,荻野極,50.0,50.0,50.0,0.0,逃げ,逃げ,"{'逃げ': 0.4123305028305028, '先行': 0.3065345765345765, '差し': 0.18704763766917687, '追込': 0.09408728296574377}",0.412,0.307,0.187,0.094,41.23,30.65,18.7,9.41,100.0,0.327,0.341,0.341,0.327,0.341,0.341,-0.52,0.336,0.0847,5,"['12-14', '4-3', '2-2', '2-2', '2-2']","[16, 13, 14, 16, 15]","[0.75, 0.3077, 0.1429, 0.125, 0.1333]","[0.875, 0.2308, 0.1429, 0.125, 0.1333]","[0.875, 0.2308, 0.1429, 0.125, 0.1333]",[],52.01,47.96,62.29,55.31,60.48,58.51,71.18,29.58,48.85,48.63,0.673,0.659,0.13,0.715,100.0,71.49,40.93,46.865,36.9,0.0,13.02,67.28,68.41,72.44,61.02,50.08,65.0,逃げ,逃げ,"{'逃げ': 0.41512140131189484, '先行': 0.30860938516084047, '差し': 0.18381033432023067, '追込': 0.0924588792070341}",0.41512140131189484,0.30860938516084047,0.18381033432023067,0.0924588792070341
コスモマルーン,6,7,56.0,0.0,52.21,59.42,0.0,0.0,1.72,57.89,55.58,race_history,43.79,60.09,43.79,1500.0,50.0,75.0,56.07,菊沢,50.0,50.0,50.0,58.29,差し,差し,"{'逃げ': 0.0, '先行': 0.017192467854942155, '差し': 0.5788865922816209, '追込': 0.4039209398634371}",0.0,0.017,0.579,0.404,0.0,1.72,57.89,40.39,20.93,0.759,0.734,0.664,0.759,0.734,0.664,2.93,0.719,0.0131,10,"['10-8-8-8', '11-10-7-7', '12-14-13-13', '14-14-10-10', '13-13-10-8', '11-11-13-13', '13-11', '9-9', '6-6-8-8', '15-15']","[15, 16, 16, 16, 16, 13, 16, 13, 9, 15]","[0.6667, 0.6875, 0.75, 0.875, 0.8125, 0.8462, 0.8125, 0.6923, 0.6667, 1.0]","[0.5333, 0.625, 0.875, 0.875, 0.8125, 0.8462, 0.6875, 0.6923, 0.6667, 1.0]","[0.5333, 0.4375, 0.8125, 0.625, 0.625, 1.0, 0.6875, 0.6923, 0.8889, 1.0]",[],50.73,50.86,42.57,55.0,60.12,58.49,62.58,21.09,45.58,46.9,0.254,0.276,0.548,0.621,100.0,62.05,49.17,51.852,37.4,0.0,54.82,25.36,43.11,73.24,55.72,36.08,65.0,差し,差し,"{'逃げ': 0.0, '先行': 0.017606267285371676, '差し': 0.5786428589621919, '追込': 0.4037508737524364}",0.0,0.017606267285371676,0.5786428589621919,0.4037508737524364
ゲンパチルーナ,7,8,56.0,0.0,74.23,56.51,0.0,41.2,19.25,19.79,38.18,race_history,39.77,57.48,39.77,1500.0,50.0,75.0,51.44,武藤,50.0,50.0,50.0,45.41,逃げ,逃げ,"{'逃げ': 0.4119728597464869, '先行': 0.19250332082351518, '差し': 0.1978752405023391, '追込': 0.19764857892765886}",0.412,0.193,0.198,0.198,41.2,19.25,19.79,19.76,100.0,0.41,0.424,0.415,0.41,0.424,0.415,-0.31,0.416,0.1338,10,"['14-15-16-15', '11-11-9-7', '2-2-2-3', '1-1-2-2', '2-2-2-2', '1-1-1-1', '3-3-2-1', '2-3-4-3', '15-15-14-14', '7-7-8']","[16, 13, 15, 16, 14, 14, 14, 18, 16, 18]","[0.875, 0.8462, 0.1333, 0.0625, 0.1429, 0.0714, 0.2143, 0.1111, 0.9375, 0.3889]","[0.9375, 0.8462, 0.1333, 0.0625, 0.1429, 0.0714, 0.2143, 0.1667, 0.9375, 0.3889]","[1.0, 0.6923, 0.1333, 0.125, 0.1429, 0.0714, 0.1429, 0.2222, 0.875, 0.4444]",[],45.9,40.76,59.71,53.1,47.77,46.57,54.66,7.96,42.71,42.22,0.532,0.516,0.331,0.548,100.0,54.76,40.27,51.008,39.1,0.0,33.07,53.18,53.03,56.57,48.52,36.36,65.0,逃げ,逃げ,"{'逃げ': 0.4159067545124722, '先行': 0.19434151911329678, '差し': 0.19498754007696967, '追込': 0.19476418629726144}",0.4159067545124722,0.19434151911329678,0.19498754007696967,0.19476418629726144
ドゥマーヴェリック,7,9,58.0,4.0,91.78,60.28,0.0,28.88,62.13,7.53,62.38,race_history,55.56,57.86,55.56,1500.0,50.0,75.0,62.56,戸崎圭,50.0,50.0,50.0,78.3,先行,先行,"{'逃げ': 0.2887542160856194, '先行': 0.6212529734103287, '差し': 0.07528317561484568, '追込': 0.014709634889206302}",0.289,0.621,0.075,0.015,28.88,62.13,7.53,1.47,23.73,0.244,0.233,0.196,0.244,0.233,0.196,-0.59,0.224,0.0127,9,"['2-2-3-2', '5-4-2-1', '3-3-2-2', '4-4-4-4', '2-2', '2-2-1-1', '8-8-5-5', '4-4-5-5', '1-1-1-1']","[11, 15, 15, 16, 15, 14, 12, 18, 12]","[0.1818, 0.3333, 0.2, 0.25, 0.1333, 0.1429, 0.6667, 0.2222, 0.0833]","[0.1818, 0.2667, 0.2, 0.25, 0.1333, 0.1429, 0.6667, 0.2222, 0.0833]","[0.2727, 0.1333, 0.1333, 0.25, 0.1333, 0.0714, 0.4167, 0.2778, 0.0833]",[],52.66,60.02,82.86,50.0,80.99,85.18,60.5,14.56,53.96,55.47,0.776,0.791,0.105,0.613,100.0,61.34,36.55,51.87,37.6,0.0,10.54,77.58,71.1,74.42,60.5,54.4,65.0,先行,先行,"{'逃げ': 0.28937698355962627, '先行': 0.6225928539156761, '差し': 0.07364132920875749, '追込': 0.014388833315940172}",0.28937698355962627,0.6225928539156761,0.07364132920875749,0.014388833315940172
ルクスメンデス,8,10,58.0,4.0,57.52,51.38,42.2,3.84,23.3,51.24,70.74,race_history,38.5,59.89,38.5,1500.0,50.0,49.93,49.72,小崎,50.0,50.0,50.0,10.52,差し,差し,"{'逃げ': 0.03836442071513592, '先行': 0.2330032525388195, '差し': 0.5123608564155754, '追込': 0.2162714703304692}",0.038,0.233,0.512,0.216,3.84,23.3,51.24,21.63,89.33,0.599,0.569,0.553,0.599,0.569,0.553,0.8,0.574,0.0507,10,"['3-3-1-4', '11-10-14-15', '10-10-9-10', '14-14-13-12', '11-11-5-4', '5-5-10-7', '5-3-3', '7-7-7-7', '11-11-12-10', '14-13-11-7']","[11, 15, 16, 15, 16, 14, 8, 16, 16, 14]","[0.2727, 0.7333, 0.625, 0.9333, 0.6875, 0.3571, 0.625, 0.4375, 0.6875, 1.0]","[0.2727, 0.6667, 0.625, 0.9333, 0.6875, 0.3571, 0.375, 0.4375, 0.6875, 0.9286]","[0.0909, 0.9333, 0.5625, 0.8667, 0.3125, 0.7143, 0.375, 0.4375, 0.75, 0.7857]",[],51.49,44.77,39.0,53.37,48.24,46.14,48.29,20.14,41.8,42.55,0.375,0.39,0.26,0.483,100.0,48.34,40.08,38.885,38.1,85.81,25.95,37.54,43.22,60.84,44.39,34.56,95.03,差し,差し,"{'逃げ': 0.039044759626130424, '先行': 0.237135236708931, '差し': 0.5089769192984904, '追込': 0.21484308436644817}",0.039044759626130424,0.237135236708931,0.5089769192984904,0.21484308436644817
