horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,tie_breaker,ability_factor,time,elapsed_time,progress
12,マイネルエンペラー,6,逃げ,0.0,1,5.0,0.0,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
16,メイショウタバル,8,逃げ,0.0,2,7.0,0.35,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0
2,ミュージアムマイル,1,先行,0.0,3,0.0,0.7,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,0.0,0.0,0.0
3,シュガークン,2,先行,0.0,4,1.22,1.05,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,0.0,0.0,0.0
4,ミクニインスパイア,2,先行,0.0,5,1.0,1.4,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0
5,クロワデュノール,3,先行,0.0,6,2.22,1.75,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,0.0,0.0,0.0
7,ファミリータイム,4,先行,0.0,7,3.22,2.1,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,0.0,0.0,0.0
9,コスモキュランダ,5,先行,0.0,8,4.22,2.45,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,0.0,0.0,0.0
17,レガレイラ,8,先行,0.0,9,7.0,2.8,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,0.0,0.0,0.0
18,ミステリーウェイ,8,先行,0.0,10,7.0,3.15,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,0.0,0.0,0.0
1,ダノンデサイル,1,差し,0.0,11,0.22,3.5,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,0.0,0.0,0.0
10,ジューンテイク,5,差し,0.0,12,4.0,3.85,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0
11,シンエンペラー,6,差し,0.0,13,5.22,4.2,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0
13,シェイクユアハート,7,差し,0.0,14,6.22,4.55,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.0,0.0,0.0,0.0
14,スティンガーグラス,7,差し,0.0,15,6.0,4.9,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.0,0.0,0.0,0.0
15,マイユニバース,7,差し,0.0,16,6.22,5.25,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,0.0,0.0,0.0
6,ビザンチンドリーム,3,追込,0.0,17,2.0,5.6,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.0,0.0,0.0,0.0
8,タガノデュード,4,追込,0.0,18,3.0,5.95,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
16,メイショウタバル,8,逃げ,7.358,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,0.475,0.475,0.0033
12,マイネルエンペラー,6,逃げ,7.008,2,5.0,0.35,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,0.475,0.475,0.0033
5,クロワデュノール,3,先行,6.658,3,2.22,0.7,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,0.475,0.475,0.0033
2,ミュージアムマイル,1,先行,6.308,4,0.0,1.05,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,0.475,0.475,0.0033
17,レガレイラ,8,先行,5.958,5,7.0,1.4,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,0.475,0.475,0.0033
9,コスモキュランダ,5,先行,5.608,6,4.22,1.75,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,0.475,0.475,0.0033
4,ミクニインスパイア,2,先行,5.258,7,1.0,2.1,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,0.475,0.475,0.0033
7,ファミリータイム,4,先行,4.908,8,3.22,2.45,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,0.475,0.475,0.0033
3,シュガークン,2,先行,4.558,9,1.22,2.8,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,0.475,0.475,0.0033
18,ミステリーウェイ,8,先行,4.208,10,7.0,3.15,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,0.475,0.475,0.0033
1,ダノンデサイル,1,差し,3.858,11,0.22,3.5,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,0.475,0.475,0.0033
15,マイユニバース,7,差し,3.508,12,6.22,3.85,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,0.475,0.475,0.0033
10,ジューンテイク,5,差し,3.158,13,4.0,4.2,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,0.475,0.475,0.0033
13,シェイクユアハート,7,差し,2.808,14,6.22,4.55,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.0,0.475,0.475,0.0033
14,スティンガーグラス,7,差し,2.458,15,6.0,4.9,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.0,0.475,0.475,0.0033
11,シンエンペラー,6,差し,2.108,16,5.22,5.25,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.0,0.475,0.475,0.0033
8,タガノデュード,4,追込,1.758,17,3.0,5.6,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.0,0.475,0.475,0.0033
6,ビザンチンドリーム,3,追込,1.408,18,2.0,5.95,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.0,0.475,0.475,0.0033
16,メイショウタバル,8,逃げ,14.716,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,0.949,0.949,0.0067
12,マイネルエンペラー,6,逃げ,14.366,2,5.0,0.35,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,0.949,0.949,0.0067
5,クロワデュノール,3,先行,14.016,3,2.22,0.7,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,0.949,0.949,0.0067
2,ミュージアムマイル,1,先行,13.666,4,0.0,1.05,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,0.949,0.949,0.0067
17,レガレイラ,8,先行,13.316,5,7.0,1.4,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,0.949,0.949,0.0067
9,コスモキュランダ,5,先行,12.966,6,4.22,1.75,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,0.949,0.949,0.0067
4,ミクニインスパイア,2,先行,12.616,7,1.0,2.1,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,0.949,0.949,0.0067
7,ファミリータイム,4,先行,12.266,8,3.22,2.45,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,0.949,0.949,0.0067
3,シュガークン,2,先行,11.916,9,1.22,2.8,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,0.949,0.949,0.0067
18,ミステリーウェイ,8,先行,11.566,10,7.0,3.15,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,0.949,0.949,0.0067
1,ダノンデサイル,1,差し,11.216,11,0.22,3.5,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,0.949,0.949,0.0067
15,マイユニバース,7,差し,10.866,12,6.22,3.85,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,0.949,0.949,0.0067
10,ジューンテイク,5,差し,10.516,13,4.0,4.2,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,0.949,0.949,0.0067
13,シェイクユアハート,7,差し,10.166,14,6.22,4.55,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.0,0.949,0.949,0.0067
14,スティンガーグラス,7,差し,9.816,15,6.0,4.9,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.0,0.949,0.949,0.0067
11,シンエンペラー,6,差し,9.466,16,5.22,5.25,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.0,0.949,0.949,0.0067
8,タガノデュード,4,追込,9.116,17,3.0,5.6,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.0,0.949,0.949,0.0067
6,ビザンチンドリーム,3,追込,8.766,18,2.0,5.95,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.0,0.949,0.949,0.0067
16,メイショウタバル,8,逃げ,22.074,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,1.424,1.424,0.01
12,マイネルエンペラー,6,逃げ,21.724,2,5.0,0.35,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,1.424,1.424,0.01
5,クロワデュノール,3,先行,21.374,3,2.22,0.7,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,1.424,1.424,0.01
2,ミュージアムマイル,1,先行,21.024,4,0.0,1.05,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,1.424,1.424,0.01
17,レガレイラ,8,先行,20.674,5,7.0,1.4,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,1.424,1.424,0.01
9,コスモキュランダ,5,先行,20.324,6,4.22,1.75,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,1.424,1.424,0.01
4,ミクニインスパイア,2,先行,19.974,7,1.0,2.1,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,1.424,1.424,0.01
7,ファミリータイム,4,先行,19.624,8,3.22,2.45,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,1.424,1.424,0.01
3,シュガークン,2,先行,19.274,9,1.22,2.8,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,1.424,1.424,0.01
18,ミステリーウェイ,8,先行,18.924,10,7.0,3.15,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,1.424,1.424,0.01
1,ダノンデサイル,1,差し,18.574,11,0.22,3.5,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,1.424,1.424,0.01
15,マイユニバース,7,差し,18.224,12,6.22,3.85,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,1.424,1.424,0.01
10,ジューンテイク,5,差し,17.874,13,4.0,4.2,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,1.424,1.424,0.01
13,シェイクユアハート,7,差し,17.524,14,6.22,4.55,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.0,1.424,1.424,0.01
14,スティンガーグラス,7,差し,17.174,15,6.0,4.9,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.0,1.424,1.424,0.01
11,シンエンペラー,6,差し,16.824,16,5.22,5.25,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.0,1.424,1.424,0.01
8,タガノデュード,4,追込,16.474,17,3.0,5.6,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.0,1.424,1.424,0.01
6,ビザンチンドリーム,3,追込,16.124,18,2.0,5.95,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.0,1.424,1.424,0.01
16,メイショウタバル,8,逃げ,29.431,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,1.899,1.899,0.0134
12,マイネルエンペラー,6,逃げ,29.081,2,5.0,0.35,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,1.899,1.899,0.0134
5,クロワデュノール,3,先行,28.731,3,2.22,0.7,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,1.899,1.899,0.0134
2,ミュージアムマイル,1,先行,28.381,4,0.0,1.05,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,1.899,1.899,0.0134
17,レガレイラ,8,先行,28.031,5,7.0,1.4,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,1.899,1.899,0.0134
9,コスモキュランダ,5,先行,27.681,6,4.22,1.75,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,1.899,1.899,0.0134
4,ミクニインスパイア,2,先行,27.331,7,1.0,2.1,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,1.899,1.899,0.0134
7,ファミリータイム,4,先行,26.981,8,3.22,2.45,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,1.899,1.899,0.0134
3,シュガークン,2,先行,26.631,9,1.22,2.8,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,1.899,1.899,0.0134
18,ミステリーウェイ,8,先行,26.281,10,7.0,3.15,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,1.899,1.899,0.0134
1,ダノンデサイル,1,差し,25.931,11,0.22,3.5,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,1.899,1.899,0.0134
15,マイユニバース,7,差し,25.581,12,6.22,3.85,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,1.899,1.899,0.0134
10,ジューンテイク,5,差し,25.231,13,4.0,4.2,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,1.899,1.899,0.0134
13,シェイクユアハート,7,差し,24.881,14,6.22,4.55,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.0,1.899,1.899,0.0134
14,スティンガーグラス,7,差し,24.531,15,6.0,4.9,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.0,1.899,1.899,0.0134
11,シンエンペラー,6,差し,24.181,16,5.22,5.25,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.0,1.899,1.899,0.0134
8,タガノデュード,4,追込,23.831,17,3.0,5.6,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.0,1.899,1.899,0.0134
6,ビザンチンドリーム,3,追込,23.481,18,2.0,5.95,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.0,1.899,1.899,0.0134
16,メイショウタバル,8,逃げ,36.789,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,2.374,2.374,0.0167
12,マイネルエンペラー,6,逃げ,36.439,2,5.0,0.35,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,2.374,2.374,0.0167
5,クロワデュノール,3,先行,36.089,3,2.22,0.7,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,2.374,2.374,0.0167
2,ミュージアムマイル,1,先行,35.739,4,0.0,1.05,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,2.374,2.374,0.0167
17,レガレイラ,8,先行,35.389,5,7.0,1.4,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,2.374,2.374,0.0167
9,コスモキュランダ,5,先行,35.039,6,4.22,1.75,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,2.374,2.374,0.0167
4,ミクニインスパイア,2,先行,34.689,7,1.0,2.1,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,2.374,2.374,0.0167
7,ファミリータイム,4,先行,34.339,8,3.22,2.45,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,2.374,2.374,0.0167
3,シュガークン,2,先行,33.989,9,1.22,2.8,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,2.374,2.374,0.0167
18,ミステリーウェイ,8,先行,33.639,10,7.0,3.15,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,2.374,2.374,0.0167
1,ダノンデサイル,1,差し,33.289,11,0.22,3.5,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,2.374,2.374,0.0167
15,マイユニバース,7,差し,32.939,12,6.22,3.85,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,2.374,2.374,0.0167
10,ジューンテイク,5,差し,32.589,13,4.0,4.2,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,2.374,2.374,0.0167
13,シェイクユアハート,7,差し,32.239,14,6.22,4.55,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.0,2.374,2.374,0.0167
14,スティンガーグラス,7,差し,31.889,15,6.0,4.9,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.0,2.374,2.374,0.0167
11,シンエンペラー,6,差し,31.539,16,5.22,5.25,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.0,2.374,2.374,0.0167
8,タガノデュード,4,追込,31.189,17,3.0,5.6,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.0,2.374,2.374,0.0167
6,ビザンチンドリーム,3,追込,30.839,18,2.0,5.95,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.0,2.374,2.374,0.0167
16,メイショウタバル,8,逃げ,44.147,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,2.848,2.848,0.0201
12,マイネルエンペラー,6,逃げ,43.797,2,5.0,0.35,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,2.848,2.848,0.0201
5,クロワデュノール,3,先行,43.395,3,2.22,0.752,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,2.848,2.848,0.0201
2,ミュージアムマイル,1,先行,43.045,4,0.0,1.102,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,2.848,2.848,0.0201
17,レガレイラ,8,先行,42.695,5,7.0,1.452,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,2.848,2.848,0.0201
9,コスモキュランダ,5,先行,42.345,6,4.22,1.802,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,2.848,2.848,0.0201
4,ミクニインスパイア,2,先行,41.995,7,1.0,2.152,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,2.848,2.848,0.0201
7,ファミリータイム,4,先行,41.645,8,3.22,2.502,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,2.848,2.848,0.0201
3,シュガークン,2,先行,41.295,9,1.22,2.852,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,2.848,2.848,0.0201
18,ミステリーウェイ,8,先行,40.945,10,7.0,3.202,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,2.848,2.848,0.0201
1,ダノンデサイル,1,差し,40.595,11,0.22,3.552,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,2.848,2.848,0.0201
15,マイユニバース,7,差し,40.245,12,6.22,3.902,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,2.848,2.848,0.0201
10,ジューンテイク,5,差し,39.895,13,4.0,4.252,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,2.848,2.848,0.0201
13,シェイクユアハート,7,差し,39.545,14,6.22,4.602,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.0,2.848,2.848,0.0201
14,スティンガーグラス,7,差し,39.195,15,6.0,4.952,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.0,2.848,2.848,0.0201
11,シンエンペラー,6,差し,38.845,16,5.22,5.302,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.0,2.848,2.848,0.0201
8,タガノデュード,4,追込,38.495,17,3.0,5.652,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.0,2.848,2.848,0.0201
6,ビザンチンドリーム,3,追込,37.317,18,2.0,6.83,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.0,2.848,2.848,0.0201
16,メイショウタバル,8,逃げ,51.505,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,3.323,3.323,0.0234
12,マイネルエンペラー,6,逃げ,51.155,2,5.0,0.35,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,3.323,3.323,0.0234
5,クロワデュノール,3,先行,50.627,3,2.22,0.878,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,3.323,3.323,0.0234
2,ミュージアムマイル,1,先行,50.277,4,0.0,1.228,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,3.323,3.323,0.0234
17,レガレイラ,8,先行,49.927,5,7.0,1.578,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,3.323,3.323,0.0234
9,コスモキュランダ,5,先行,49.577,6,4.22,1.928,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,3.323,3.323,0.0234
4,ミクニインスパイア,2,先行,49.227,7,1.0,2.278,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,3.323,3.323,0.0234
7,ファミリータイム,4,先行,48.877,8,3.22,2.628,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,3.323,3.323,0.0234
3,シュガークン,2,先行,48.527,9,1.22,2.978,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,3.323,3.323,0.0234
18,ミステリーウェイ,8,先行,48.177,10,7.0,3.328,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,3.323,3.323,0.0234
1,ダノンデサイル,1,差し,47.827,11,0.22,3.678,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,3.323,3.323,0.0234
15,マイユニバース,7,差し,47.477,12,6.22,4.028,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,3.323,3.323,0.0234
10,ジューンテイク,5,差し,47.127,13,4.0,4.378,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,3.323,3.323,0.0234
13,シェイクユアハート,7,差し,46.777,14,6.22,4.728,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.0,3.323,3.323,0.0234
14,スティンガーグラス,7,差し,46.427,15,6.0,5.078,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.0,3.323,3.323,0.0234
11,シンエンペラー,6,差し,46.077,16,5.22,5.428,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.0,3.323,3.323,0.0234
8,タガノデュード,4,追込,45.364,17,3.0,6.141,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.0,3.323,3.323,0.0234
6,ビザンチンドリーム,3,追込,43.537,18,2.0,7.968,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.0,3.323,3.323,0.0234
16,メイショウタバル,8,逃げ,58.863,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.0,3.798,3.798,0.0268
12,マイネルエンペラー,6,逃げ,58.513,2,5.0,0.35,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.0,3.798,3.798,0.0268
5,クロワデュノール,3,先行,57.86,3,2.22,1.003,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.0,3.798,3.798,0.0268
2,ミュージアムマイル,1,先行,57.51,4,0.0,1.353,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.0,3.798,3.798,0.0268
17,レガレイラ,8,先行,57.16,5,7.0,1.703,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.0,3.798,3.798,0.0268
9,コスモキュランダ,5,先行,56.81,6,4.22,2.053,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.0,3.798,3.798,0.0268
4,ミクニインスパイア,2,先行,56.46,7,1.0,2.403,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.0,3.798,3.798,0.0268
7,ファミリータイム,4,先行,56.11,8,3.22,2.753,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.0,3.798,3.798,0.0268
3,シュガークン,2,先行,55.76,9,1.22,3.103,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.0,3.798,3.798,0.0268
18,ミステリーウェイ,8,先行,55.41,10,7.0,3.453,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.0,3.798,3.798,0.0268
1,ダノンデサイル,1,差し,54.826,11,0.22,4.037,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.0,3.798,3.798,0.0268
15,マイユニバース,7,差し,54.403,12,6.22,4.46,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.0,3.798,3.798,0.0268
10,ジューンテイク,5,差し,53.899,13,4.0,4.964,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.0,3.798,3.798,0.0268
