horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,tie_breaker,ability_factor,time,elapsed_time,progress
9,コスモキュランダ,5,先行,1187.26,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,77.376,77.376,0.5452
4,ミクニインスパイア,2,先行,1186.767,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,77.376,77.376,0.5452
7,ファミリータイム,4,先行,1186.051,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,77.376,77.376,0.5452
3,シュガークン,2,先行,1184.47,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,77.376,77.376,0.5452
18,ミステリーウェイ,8,先行,1182.633,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,77.376,77.376,0.5452
1,ダノンデサイル,1,差し,1169.488,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,77.376,77.376,0.5452
15,マイユニバース,7,差し,1166.328,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,77.376,77.376,0.5452
10,ジューンテイク,5,差し,1162.562,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,77.376,77.376,0.5452
13,シェイクユアハート,7,差し,1160.723,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,77.376,77.376,0.5452
14,スティンガーグラス,7,差し,1159.943,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,77.376,77.376,0.5452
11,シンエンペラー,6,差し,1156.971,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,77.376,77.376,0.5452
8,タガノデュード,4,追込,1147.201,17,3.0,52.13,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.3,77.376,77.376,0.5452
6,ビザンチンドリーム,3,追込,1131.591,18,2.0,67.74,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.3,77.376,77.376,0.5452
16,メイショウタバル,8,逃げ,1206.689,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.3,77.851,77.851,0.5485
12,マイネルエンペラー,6,逃げ,1203.29,2,5.0,3.399,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.3,77.851,77.851,0.5485
5,クロワデュノール,3,先行,1199.523,3,2.22,7.166,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.3,77.851,77.851,0.5485
2,ミュージアムマイル,1,先行,1198.14,4,0.0,8.549,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.3,77.851,77.851,0.5485
17,レガレイラ,8,先行,1196.562,5,7.0,10.127,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.3,77.851,77.851,0.5485
9,コスモキュランダ,5,先行,1194.618,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,77.851,77.851,0.5485
4,ミクニインスパイア,2,先行,1194.125,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,77.851,77.851,0.5485
7,ファミリータイム,4,先行,1193.409,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,77.851,77.851,0.5485
3,シュガークン,2,先行,1191.828,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,77.851,77.851,0.5485
18,ミステリーウェイ,8,先行,1189.991,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,77.851,77.851,0.5485
1,ダノンデサイル,1,差し,1176.846,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,77.851,77.851,0.5485
15,マイユニバース,7,差し,1173.685,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,77.851,77.851,0.5485
10,ジューンテイク,5,差し,1169.92,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,77.851,77.851,0.5485
13,シェイクユアハート,7,差し,1168.08,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,77.851,77.851,0.5485
14,スティンガーグラス,7,差し,1167.301,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,77.851,77.851,0.5485
11,シンエンペラー,6,差し,1164.329,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,77.851,77.851,0.5485
8,タガノデュード,4,追込,1154.559,17,3.0,52.13,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.3,77.851,77.851,0.5485
6,ビザンチンドリーム,3,追込,1138.949,18,2.0,67.74,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.3,77.851,77.851,0.5485
16,メイショウタバル,8,逃げ,1214.047,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.3,78.326,78.326,0.5518
12,マイネルエンペラー,6,逃げ,1210.647,2,5.0,3.399,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.3,78.326,78.326,0.5518
5,クロワデュノール,3,先行,1206.88,3,2.22,7.166,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.3,78.326,78.326,0.5518
2,ミュージアムマイル,1,先行,1205.498,4,0.0,8.549,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.3,78.326,78.326,0.5518
17,レガレイラ,8,先行,1203.92,5,7.0,10.127,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.3,78.326,78.326,0.5518
9,コスモキュランダ,5,先行,1201.976,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,78.326,78.326,0.5518
4,ミクニインスパイア,2,先行,1201.483,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,78.326,78.326,0.5518
7,ファミリータイム,4,先行,1200.767,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,78.326,78.326,0.5518
3,シュガークン,2,先行,1199.186,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,78.326,78.326,0.5518
18,ミステリーウェイ,8,先行,1197.348,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,78.326,78.326,0.5518
1,ダノンデサイル,1,差し,1184.203,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,78.326,78.326,0.5518
15,マイユニバース,7,差し,1181.043,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,78.326,78.326,0.5518
10,ジューンテイク,5,差し,1177.278,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,78.326,78.326,0.5518
13,シェイクユアハート,7,差し,1175.438,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,78.326,78.326,0.5518
14,スティンガーグラス,7,差し,1174.659,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,78.326,78.326,0.5518
11,シンエンペラー,6,差し,1171.687,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,78.326,78.326,0.5518
8,タガノデュード,4,追込,1161.916,17,3.0,52.13,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.3,78.326,78.326,0.5518
6,ビザンチンドリーム,3,追込,1146.307,18,2.0,67.74,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.3,78.326,78.326,0.5518
16,メイショウタバル,8,逃げ,1221.405,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.3,78.8,78.8,0.5552
12,マイネルエンペラー,6,逃げ,1218.005,2,5.0,3.399,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.3,78.8,78.8,0.5552
5,クロワデュノール,3,先行,1214.238,3,2.22,7.166,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.3,78.8,78.8,0.5552
2,ミュージアムマイル,1,先行,1212.856,4,0.0,8.549,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.3,78.8,78.8,0.5552
17,レガレイラ,8,先行,1211.278,5,7.0,10.127,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.3,78.8,78.8,0.5552
9,コスモキュランダ,5,先行,1209.334,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,78.8,78.8,0.5552
4,ミクニインスパイア,2,先行,1208.841,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,78.8,78.8,0.5552
7,ファミリータイム,4,先行,1208.125,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,78.8,78.8,0.5552
3,シュガークン,2,先行,1206.544,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,78.8,78.8,0.5552
18,ミステリーウェイ,8,先行,1204.706,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,78.8,78.8,0.5552
1,ダノンデサイル,1,差し,1191.561,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,78.8,78.8,0.5552
15,マイユニバース,7,差し,1188.401,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,78.8,78.8,0.5552
10,ジューンテイク,5,差し,1184.636,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,78.8,78.8,0.5552
13,シェイクユアハート,7,差し,1182.796,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,78.8,78.8,0.5552
14,スティンガーグラス,7,差し,1182.017,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,78.8,78.8,0.5552
11,シンエンペラー,6,差し,1179.045,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,78.8,78.8,0.5552
8,タガノデュード,4,追込,1169.274,17,3.0,52.13,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.3,78.8,78.8,0.5552
6,ビザンチンドリーム,3,追込,1153.665,18,2.0,67.74,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.3,78.8,78.8,0.5552
16,メイショウタバル,8,逃げ,1228.763,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.3,79.275,79.275,0.5585
12,マイネルエンペラー,6,逃げ,1225.363,2,5.0,3.399,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.3,79.275,79.275,0.5585
5,クロワデュノール,3,先行,1221.596,3,2.22,7.166,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.3,79.275,79.275,0.5585
2,ミュージアムマイル,1,先行,1220.213,4,0.0,8.549,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.3,79.275,79.275,0.5585
17,レガレイラ,8,先行,1218.636,5,7.0,10.127,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.3,79.275,79.275,0.5585
9,コスモキュランダ,5,先行,1216.691,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,79.275,79.275,0.5585
4,ミクニインスパイア,2,先行,1216.199,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,79.275,79.275,0.5585
7,ファミリータイム,4,先行,1215.483,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,79.275,79.275,0.5585
3,シュガークン,2,先行,1213.902,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,79.275,79.275,0.5585
18,ミステリーウェイ,8,先行,1212.064,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,79.275,79.275,0.5585
1,ダノンデサイル,1,差し,1198.919,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,79.275,79.275,0.5585
15,マイユニバース,7,差し,1195.759,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,79.275,79.275,0.5585
10,ジューンテイク,5,差し,1191.993,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,79.275,79.275,0.5585
13,シェイクユアハート,7,差し,1190.154,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,79.275,79.275,0.5585
14,スティンガーグラス,7,差し,1189.375,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,79.275,79.275,0.5585
11,シンエンペラー,6,差し,1186.403,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,79.275,79.275,0.5585
8,タガノデュード,4,追込,1176.632,17,3.0,52.13,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.3,79.275,79.275,0.5585
6,ビザンチンドリーム,3,追込,1161.023,18,2.0,67.74,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.3,79.275,79.275,0.5585
16,メイショウタバル,8,逃げ,1236.12,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.3,79.75,79.75,0.5619
12,マイネルエンペラー,6,逃げ,1232.721,2,5.0,3.399,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.3,79.75,79.75,0.5619
5,クロワデュノール,3,先行,1228.954,3,2.22,7.166,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.3,79.75,79.75,0.5619
2,ミュージアムマイル,1,先行,1227.571,4,0.0,8.549,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.3,79.75,79.75,0.5619
17,レガレイラ,8,先行,1225.994,5,7.0,10.127,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.3,79.75,79.75,0.5619
9,コスモキュランダ,5,先行,1224.049,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,79.75,79.75,0.5619
4,ミクニインスパイア,2,先行,1223.557,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,79.75,79.75,0.5619
7,ファミリータイム,4,先行,1222.841,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,79.75,79.75,0.5619
3,シュガークン,2,先行,1221.26,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,79.75,79.75,0.5619
18,ミステリーウェイ,8,先行,1219.422,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,79.75,79.75,0.5619
1,ダノンデサイル,1,差し,1206.277,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,79.75,79.75,0.5619
15,マイユニバース,7,差し,1203.117,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,79.75,79.75,0.5619
10,ジューンテイク,5,差し,1199.351,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,79.75,79.75,0.5619
13,シェイクユアハート,7,差し,1197.512,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,79.75,79.75,0.5619
14,スティンガーグラス,7,差し,1196.733,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,79.75,79.75,0.5619
11,シンエンペラー,6,差し,1193.76,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,79.75,79.75,0.5619
8,タガノデュード,4,追込,1183.99,17,3.0,52.13,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.3,79.75,79.75,0.5619
6,ビザンチンドリーム,3,追込,1168.38,18,2.0,67.74,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.3,79.75,79.75,0.5619
16,メイショウタバル,8,逃げ,1243.478,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.3,80.224,80.224,0.5652
12,マイネルエンペラー,6,逃げ,1240.079,2,5.0,3.399,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.3,80.224,80.224,0.5652
5,クロワデュノール,3,先行,1236.312,3,2.22,7.166,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.3,80.224,80.224,0.5652
2,ミュージアムマイル,1,先行,1234.929,4,0.0,8.549,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.3,80.224,80.224,0.5652
17,レガレイラ,8,先行,1233.352,5,7.0,10.127,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.3,80.224,80.224,0.5652
9,コスモキュランダ,5,先行,1231.407,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,80.224,80.224,0.5652
4,ミクニインスパイア,2,先行,1230.914,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,80.224,80.224,0.5652
7,ファミリータイム,4,先行,1230.199,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,80.224,80.224,0.5652
3,シュガークン,2,先行,1228.617,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,80.224,80.224,0.5652
18,ミステリーウェイ,8,先行,1226.78,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,80.224,80.224,0.5652
1,ダノンデサイル,1,差し,1213.635,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,80.224,80.224,0.5652
15,マイユニバース,7,差し,1210.475,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,80.224,80.224,0.5652
10,ジューンテイク,5,差し,1206.709,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,80.224,80.224,0.5652
13,シェイクユアハート,7,差し,1204.87,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,80.224,80.224,0.5652
14,スティンガーグラス,7,差し,1204.091,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,80.224,80.224,0.5652
11,シンエンペラー,6,差し,1201.118,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,80.224,80.224,0.5652
8,タガノデュード,4,追込,1191.348,17,3.0,52.13,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.3,80.224,80.224,0.5652
6,ビザンチンドリーム,3,追込,1175.738,18,2.0,67.74,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.3,80.224,80.224,0.5652
16,メイショウタバル,8,逃げ,1250.836,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.3,80.699,80.699,0.5686
12,マイネルエンペラー,6,逃げ,1247.437,2,5.0,3.399,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.3,80.699,80.699,0.5686
5,クロワデュノール,3,先行,1243.67,3,2.22,7.166,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.3,80.699,80.699,0.5686
2,ミュージアムマイル,1,先行,1242.287,4,0.0,8.549,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.3,80.699,80.699,0.5686
17,レガレイラ,8,先行,1240.71,5,7.0,10.127,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.3,80.699,80.699,0.5686
9,コスモキュランダ,5,先行,1238.765,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,80.699,80.699,0.5686
4,ミクニインスパイア,2,先行,1238.272,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,80.699,80.699,0.5686
7,ファミリータイム,4,先行,1237.556,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,80.699,80.699,0.5686
3,シュガークン,2,先行,1235.975,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,80.699,80.699,0.5686
18,ミステリーウェイ,8,先行,1234.138,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,80.699,80.699,0.5686
1,ダノンデサイル,1,差し,1220.993,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,80.699,80.699,0.5686
15,マイユニバース,7,差し,1217.833,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,80.699,80.699,0.5686
10,ジューンテイク,5,差し,1214.067,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,80.699,80.699,0.5686
13,シェイクユアハート,7,差し,1212.228,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,80.699,80.699,0.5686
14,スティンガーグラス,7,差し,1211.448,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,80.699,80.699,0.5686
11,シンエンペラー,6,差し,1208.476,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,80.699,80.699,0.5686
8,タガノデュード,4,追込,1198.706,17,3.0,52.13,71.2,81.806,88.626,89.88,0.684,0.725,0.0,0.0,0.0,0.22,0.3,80.699,80.699,0.5686
6,ビザンチンドリーム,3,追込,1183.096,18,2.0,67.74,58.422,76.695,85.182,88.356,0.388,0.603,0.0,0.0,0.0,0.338,0.3,80.699,80.699,0.5686
16,メイショウタバル,8,逃げ,1258.194,1,7.0,0.0,74.557,75.358,74.809,68.679,-0.504,-0.975,0.0,0.0,0.0,0.227,0.3,81.174,81.174,0.5719
12,マイネルエンペラー,6,逃げ,1254.795,2,5.0,3.399,52.086,66.306,69.937,70.065,-0.922,-0.864,0.0,0.0,0.0,0.09,0.3,81.174,81.174,0.5719
5,クロワデュノール,3,先行,1251.028,3,2.22,7.166,84.154,89.408,93.784,92.129,1.0,0.906,0.0,0.0,0.0,-0.074,0.3,81.174,81.174,0.5719
2,ミュージアムマイル,1,先行,1249.645,4,0.0,8.549,73.195,82.272,88.292,89.686,0.655,0.71,0.0,0.0,0.0,0.579,0.3,81.174,81.174,0.5719
17,レガレイラ,8,先行,1248.067,5,7.0,10.127,68.507,79.338,86.312,88.703,0.485,0.631,0.0,0.0,0.0,0.713,0.3,81.174,81.174,0.5719
9,コスモキュランダ,5,先行,1246.123,6,4.22,12.071,64.219,71.241,72.936,69.798,-0.665,-0.886,0.0,0.0,0.0,-0.541,0.3,81.174,81.174,0.5719
4,ミクニインスパイア,2,先行,1245.63,7,1.0,12.564,62.769,75.093,80.598,81.531,-0.006,0.056,0.0,0.0,0.0,0.142,0.3,81.174,81.174,0.5719
7,ファミリータイム,4,先行,1244.914,8,3.22,13.28,60.592,73.6,79.145,79.588,-0.131,-0.1,0.0,0.0,0.0,-0.623,0.3,81.174,81.174,0.5719
3,シュガークン,2,先行,1243.333,9,1.22,14.861,52.467,61.843,62.755,59.629,-1.0,-1.25,0.0,0.0,0.0,-0.669,0.3,81.174,81.174,0.5719
18,ミステリーウェイ,8,先行,1241.496,10,7.0,16.698,43.76,58.039,58.955,56.534,-1.0,-1.25,0.0,0.0,0.0,-0.375,0.3,81.174,81.174,0.5719
1,ダノンデサイル,1,差し,1228.351,11,0.22,29.843,79.175,85.766,91.14,90.782,0.9,0.798,0.0,0.0,0.0,-0.57,0.3,81.174,81.174,0.5719
15,マイユニバース,7,差し,1225.191,12,6.22,33.003,70.558,80.631,87.338,88.656,0.573,0.627,0.0,0.0,0.0,-0.769,0.3,81.174,81.174,0.5719
10,ジューンテイク,5,差し,1221.425,13,4.0,36.769,67.114,73.771,79.136,80.181,-0.132,-0.053,0.0,0.0,0.0,0.361,0.3,81.174,81.174,0.5719
13,シェイクユアハート,7,差し,1219.586,14,6.22,38.608,67.357,78.592,85.989,87.365,0.457,0.524,0.0,0.0,0.0,-0.56,0.3,81.174,81.174,0.5719
14,スティンガーグラス,7,差し,1218.806,15,6.0,39.388,61.121,77.264,85.596,88.751,0.424,0.635,0.0,0.0,0.0,-0.042,0.3,81.174,81.174,0.5719
11,シンエンペラー,6,差し,1215.834,16,5.22,42.36,54.86,73.209,81.503,84.782,0.072,0.316,0.0,0.0,0.0,-0.07,0.3,81.174,81.174,0.5719
