horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
ケイアイメキラ,1,1,58.0,4.0,60.49,55.45,0.0,0.0,27.23,36.53,24.17,race_history,42.89,58.77,42.89,1500.0,50.0,75.0,54.6,藤懸,50.0,50.0,50.0,41.46,自在,自在,"{'逃げ': 0.0, '先行': 0.27225176127686423, '差し': 0.3653303276018169, '追込': 0.36241791112131894}",0.0,0.272,0.365,0.362,0.0,27.23,36.53,36.24,100.0,0.68,0.685,0.626,0.68,0.685,0.626,1.45,0.664,0.0618,10,"['10-10-10-8', '10-10-8-8', '10-11-11-11', '4-4', '5-4', '10-13-10-10', '14-13-12-12', '6-5-5-5', '9-8-6-7', '12-12-12-11']","[11, 11, 16, 16, 13, 16, 14, 14, 11, 12]","[0.9091, 0.9091, 0.625, 0.25, 0.3846, 0.625, 1.0, 0.4286, 0.8182, 1.0]","[0.9091, 0.9091, 0.6875, 0.25, 0.3077, 0.8125, 0.9286, 0.3571, 0.7273, 1.0]","[0.9091, 0.7273, 0.6875, 0.25, 0.3077, 0.625, 0.8571, 0.3571, 0.5455, 1.0]",[],51.55,53.15,38.64,57.0,49.86,66.22,70.1,30.02,44.93,46.99,0.342,0.341,0.404,0.705,100.0,70.52,48.01,51.535,36.7,0.0,40.36,34.17,50.48,73.62,62.64,42.37,65.0,差し,差し,"{'逃げ': 0.0, '先行': 0.2770738005879109, '差し': 0.36290965915155116, '追込': 0.3600165402605379}",0.0,0.2770738005879109,0.36290965915155116,0.3600165402605379
ジューンエオス,2,2,56.0,0.0,82.6,51.45,0.0,40.84,36.55,18.49,83.87,race_history,43.32,59.43,43.32,1500.0,50.0,75.0,48.68,西村淳,50.0,50.0,50.0,16.84,自在,自在,"{'逃げ': 0.4083704688909042, '先行': 0.3655340830512555, '差し': 0.18494775349854767, '追込': 0.04114769455929263}",0.408,0.366,0.185,0.041,40.84,36.55,18.49,4.11,100.0,0.268,0.253,0.33,0.268,0.253,0.33,-2.96,0.284,0.0621,10,"['9-8-12-11', '3-3-3-2', '1-1-2-4', '4-4-5-5', '2-2-2-2', '1-1-1-1', '1-1-1', '2-2-2-1', '1-1-1-1', '16-15']","[13, 16, 13, 13, 16, 16, 13, 7, 8, 18]","[0.6923, 0.1875, 0.0769, 0.3077, 0.125, 0.0625, 0.0769, 0.2857, 0.125, 0.8889]","[0.6154, 0.1875, 0.0769, 0.3077, 0.125, 0.0625, 0.0769, 0.2857, 0.125, 0.8333]","[0.9231, 0.1875, 0.1538, 0.3846, 0.125, 0.0625, 0.0769, 0.2857, 0.125, 0.8333]",[],49.38,41.98,64.79,57.0,39.91,48.54,56.91,14.31,45.24,44.43,0.697,0.716,0.135,0.574,100.0,57.38,37.22,52.693,36.8,0.0,13.53,69.68,65.2,57.17,50.9,44.66,65.0,逃げ,逃げ,"{'逃げ': 0.4105904782953773, '先行': 0.36752122258226316, '差し': 0.18150627446420683, '追込': 0.040382024658152806}",0.4105904782953773,0.36752122258226316,0.18150627446420683,0.040382024658152806
テーオールビー,2,3,56.0,0.0,88.94,44.11,0.0,30.26,56.66,10.93,41.19,race_history,43.97,61.08,43.97,1500.0,50.0,75.0,54.82,長岡,50.0,50.0,50.0,44.28,先行,先行,"{'逃げ': 0.3025626925358953, '先行': 0.5665688185859697, '差し': 0.109293905856586, '追込': 0.021574583021548965}",0.303,0.567,0.109,0.022,30.26,56.66,10.93,2.16,50.74,0.255,0.255,0.258,0.255,0.255,0.258,-3.71,0.256,0.0256,10,"['7-8', '2-2-2-2', '4-3-4-3', '1-1-1-1', '2-2', '3-3-3-5', '4-4-5-6', '4-4-2-2', '12-12-10-5', '3-3-2-3']","[16, 13, 13, 15, 16, 16, 14, 15, 16, 16]","[0.4375, 0.1538, 0.3077, 0.0667, 0.125, 0.1875, 0.2857, 0.2667, 0.75, 0.1875]","[0.5, 0.1538, 0.2308, 0.0667, 0.125, 0.1875, 0.2857, 0.2667, 0.75, 0.1875]","[0.5, 0.1538, 0.3077, 0.0667, 0.125, 0.1875, 0.3571, 0.1333, 0.625, 0.125]",[],51.79,48.55,45.71,60.1,48.82,52.66,68.36,23.15,45.71,46.42,0.764,0.764,0.0,0.695,100.0,69.48,36.22,53.852,37.1,0.0,0.0,76.41,73.28,61.65,59.87,51.26,65.0,先行,先行,"{'逃げ': 0.3035125662861952, '先行': 0.568347520527054, '差し': 0.10701515489603655, '追込': 0.021124758290714297}",0.3035125662861952,0.568347520527054,0.10701515489603655,0.021124758290714297
ハリーケーン,3,4,58.0,4.0,96.83,31.28,0.0,44.24,33.6,15.51,50.0,neutral,57.44,59.6,57.44,1500.0,50.0,75.0,54.08,幸,50.0,50.0,50.0,37.82,逃げ,逃げ,"{'逃げ': 0.4423751022827313, '先行': 0.3359684132386922, '差し': 0.15513677397372475, '追込': 0.06651971050485178}",0.442,0.336,0.155,0.067,44.24,33.6,15.51,6.65,97.04,0.249,0.25,0.25,0.249,0.25,0.25,-0.62,0.25,0.055,10,"['3-3', '10-10', '3-3', '2-2', '2-2', '1-1-1-1', '1-1', '1-1', '14-14', '1-2']","[16, 15, 16, 15, 15, 15, 16, 16, 16, 16]","[0.1875, 0.6667, 0.1875, 0.1333, 0.1333, 0.0667, 0.0625, 0.0625, 0.875, 0.0625]","[0.1875, 0.6667, 0.1875, 0.1333, 0.1333, 0.0667, 0.0625, 0.0625, 0.875, 0.125]","[0.1875, 0.6667, 0.1875, 0.1333, 0.1333, 0.0667, 0.0625, 0.0625, 0.875, 0.125]",[],52.79,61.21,81.43,55.0,67.32,75.59,76.56,31.96,55.3,56.77,0.722,0.722,0.089,0.762,100.0,76.17,40.53,54.157,36.4,0.0,8.93,72.23,74.0,77.13,67.67,55.75,65.0,逃げ,逃げ,"{'逃げ': 0.44473250312000406, '先行': 0.3377587766985234, '差し': 0.15223376496061236, '追込': 0.06527495522086015}",0.44473250312000406,0.3377587766985234,0.15223376496061236,0.06527495522086015
グランキングオー,3,5,58.0,4.0,92.43,44.87,0.0,60.86,25.73,8.77,50.0,neutral,45.42,59.42,45.42,1500.0,50.0,75.0,48.41,吉村,50.0,50.0,50.0,21.94,逃げ,逃げ,"{'逃げ': 0.6085677116001238, '先行': 0.25733249123626134, '差し': 0.08774727697079983, '追込': 0.046352520192814994}",0.609,0.257,0.088,0.046,60.86,25.73,8.77,4.64,79.19,0.204,0.203,0.196,0.204,0.203,0.196,-4.45,0.201,0.0459,10,"['2-2-2-2', '2-2-2-2', '3-3-3-3', '1-1-1-1', '12-12-11-14', '1-1-1-1', '1-1-1-1', '1-1-1-1', '2-2', '9-8']","[15, 16, 16, 14, 15, 16, 9, 16, 9, 15]","[0.1333, 0.125, 0.1875, 0.0714, 0.8, 0.0625, 0.1111, 0.0625, 0.2222, 0.6]","[0.1333, 0.125, 0.1875, 0.0714, 0.8, 0.0625, 0.1111, 0.0625, 0.2222, 0.5333]","[0.1333, 0.125, 0.1875, 0.0714, 0.7333, 0.0625, 0.1111, 0.0625, 0.2222, 0.5333]",[],49.47,45.99,66.71,55.0,49.29,54.27,58.36,16.57,46.73,46.55,0.769,0.769,0.048,0.57,100.0,56.99,35.55,55.472,37.3,0.0,4.76,76.85,67.92,49.2,50.88,46.95,65.0,逃げ,逃げ,"{'逃げ': 0.6105255918066631, '先行': 0.25816037970534594, '差し': 0.08592442846001276, '追込': 0.045389600027978226}",0.6105255918066631,0.25816037970534594,0.08592442846001276,0.045389600027978226
メイショウミカワ,4,6,58.0,4.0,77.32,51.12,0.0,18.21,57.17,21.55,50.0,neutral,41.31,60.76,41.31,1500.0,50.0,75.0,46.56,松若,50.0,50.0,50.0,49.79,先行,先行,"{'逃げ': 0.18209529530281135, '先行': 0.5716991682100079, '差し': 0.2154999999985673, '追込': 0.030705536488613475}",0.182,0.572,0.215,0.031,18.21,57.17,21.55,3.07,44.22,0.356,0.364,0.33,0.356,0.364,0.33,-2.67,0.35,0.0246,10,"['6-6-5-6', '7-7-9-8', '2-2-2-2', '5-6-4-5', '4-4', '4-4-2-2', '2-2-2-2', '8-8-4-4', '9-9-10-6', '9-9-9-7']","[13, 16, 16, 16, 11, 13, 16, 16, 12, 14]","[0.4615, 0.4375, 0.125, 0.3125, 0.3636, 0.3077, 0.125, 0.5, 0.75, 0.6429]","[0.4615, 0.4375, 0.125, 0.375, 0.3636, 0.3077, 0.125, 0.5, 0.75, 0.6429]","[0.3846, 0.5625, 0.125, 0.25, 0.3636, 0.1538, 0.125, 0.25, 0.8333, 0.6429]",[],49.7,41.67,53.64,62.0,37.07,39.39,60.27,21.54,43.81,43.27,0.652,0.641,0.0,0.616,100.0,61.6,35.71,50.773,36.7,0.0,0.0,65.19,62.98,53.93,52.35,43.74,65.0,先行,先行,"{'逃げ': 0.18317378313974006, '先行': 0.5750851458557864, '差し': 0.21159232056436766, '追込': 0.030148750440105728}",0.18317378313974006,0.5750851458557864,0.21159232056436766,0.030148750440105728
カネトシゴウト,4,7,58.0,4.0,82.72,54.11,0.0,7.42,84.61,7.21,66.1,race_history,45.38,59.57,45.38,1500.0,50.0,75.0,50.89,田口,50.0,50.0,50.0,42.98,先行,先行,"{'逃げ': 0.0741623657148879, '先行': 0.8460793003915609, '差し': 0.07211093745844946, '追込': 0.007647396435101816}",0.074,0.846,0.072,0.008,7.42,84.61,7.21,0.76,19.28,0.297,0.286,0.281,0.297,0.286,0.281,-3.15,0.288,0.009,10,"['4-4-5-5', '3-2-3-3', '4-4-3-2', '5-4-4-4', '2-2-2-2', '5-6-7-6', '8-9-3-3', '2-2-2-2', '7-7-8-8', '2-2-2-2']","[15, 14, 14, 13, 9, 16, 16, 10, 12, 16]","[0.2667, 0.2143, 0.2857, 0.3846, 0.2222, 0.3125, 0.5, 0.2, 0.5833, 0.125]","[0.2667, 0.1429, 0.2857, 0.3077, 0.2222, 0.375, 0.5625, 0.2, 0.5833, 0.125]","[0.3333, 0.2143, 0.2143, 0.3077, 0.2222, 0.4375, 0.1875, 0.2, 0.6667, 0.125]",[],49.48,45.69,67.29,62.91,42.39,42.53,65.44,26.03,46.71,46.46,0.727,0.757,0.0,0.668,100.0,66.82,37.09,52.062,35.5,0.0,0.0,72.73,71.7,54.74,56.57,49.61,65.0,先行,先行,"{'逃げ': 0.07430408955521764, '先行': 0.8476961529085906, '差し': 0.07052097709279392, '追込': 0.007478780443397736}",0.07430408955521764,0.8476961529085906,0.07052097709279392,0.007478780443397736
プロミシングスター,5,8,58.0,4.0,80.14,38.68,0.0,11.41,20.94,63.08,36.44,race_history,45.72,60.01,45.72,1500.0,50.0,75.0,46.62,団野,50.0,50.0,50.0,47.57,差し,差し,"{'逃げ': 0.11411389250703792, '先行': 0.20938718465500528, '差し': 0.63076546103437, '追込': 0.045733461803586804}",0.114,0.209,0.631,0.046,11.41,20.94,63.08,4.57,53.78,0.418,0.461,0.461,0.418,0.461,0.461,-1.71,0.447,0.028,10,"['8-9', '6-7-7-10', '2-2', '8-10', '8-7', '4-5', '7-7', '3-3', '6-6', '6-6']","[15, 11, 16, 16, 16, 13, 16, 13, 14, 14]","[0.5333, 0.5455, 0.125, 0.5, 0.5, 0.3077, 0.4375, 0.2308, 0.4286, 0.4286]","[0.6, 0.6364, 0.125, 0.625, 0.4375, 0.3846, 0.4375, 0.2308, 0.4286, 0.4286]","[0.6, 0.6364, 0.125, 0.625, 0.4375, 0.3846, 0.4375, 0.2308, 0.4286, 0.4286]",[],50.15,48.78,61.64,62.0,33.14,48.34,80.85,31.51,46.95,47.41,0.556,0.507,0.21,0.813,100.0,81.31,43.76,50.587,35.2,0.0,20.98,55.64,64.46,66.33,65.79,46.55,65.0,差し,差し,"{'逃げ': 0.11599036914417553, '先行': 0.21283032511309546, '差し': 0.6258054668402604, '追込': 0.04537383890246863}",0.11599036914417553,0.21283032511309546,0.6258054668402604,0.04537383890246863
ゴッドブルービー,5,9,58.0,4.0,83.69,50.98,0.0,5.83,58.09,33.69,55.97,race_history,56.09,60.68,56.09,1500.0,50.0,75.0,55.62,角田和,50.0,50.0,50.0,55.17,先行,先行,"{'逃げ': 0.05827088259379571, '先行': 0.5809387603563843, '差し': 0.3368989768740134, '追込': 0.02389138017580671}",0.058,0.581,0.337,0.024,5.83,58.09,33.69,2.39,34.52,0.375,0.364,0.36,0.375,0.364,0.36,0.09,0.366,0.016,10,"['7-7', '7-7-5-3', '4-4-4-2', '7-7-9-8', '2-2-2-3', '5-3', '3-4-4-4', '5-3-4-5', '8-8', '5-4-5-4']","[16, 13, 16, 15, 13, 16, 9, 15, 16, 15]","[0.4375, 0.5385, 0.25, 0.4667, 0.1538, 0.3125, 0.3333, 0.3333, 0.5, 0.3333]","[0.4375, 0.5385, 0.25, 0.4667, 0.1538, 0.1875, 0.4444, 0.2, 0.5, 0.2667]","[0.4375, 0.3846, 0.25, 0.6, 0.1538, 0.1875, 0.4444, 0.2667, 0.5, 0.3333]",[],53.97,58.53,73.43,62.0,67.55,69.19,72.93,23.83,54.34,55.39,0.615,0.615,0.341,0.716,100.0,71.59,44.51,54.428,36.9,0.0,34.05,61.47,66.03,73.89,64.54,49.59,65.0,先行,先行,"{'逃げ': 0.05877801805692431, '先行': 0.5859947099862609, '差し': 0.3317042768509257, '追込': 0.023522995105889233}",0.05877801805692431,0.5859947099862609,0.3317042768509257,0.023522995105889233
マッシャーブルム,6,10,58.0,4.0,96.93,42.75,0.0,65.13,14.08,16.7,45.33,race_history,50.44,61.14,50.44,1500.0,50.0,75.0,53.77,高倉,50.0,50.0,50.0,7.62,逃げ,逃げ,"{'逃げ': 0.6512727272727273, '先行': 0.14078797985600197, '差し': 0.16703370636646897, '追込': 0.04090558650480182}",0.651,0.141,0.167,0.041,65.13,14.08,16.7,4.09,100.0,0.203,0.253,0.253,0.203,0.253,0.253,-2.2,0.236,0.0673,10,"['9-13', '1-1-1-1', '1-1-1-1', '2-2', '1-1', '1-1-1-1', '1-1-1-1', '3-4', '2-2', '7-7-7-7']","[16, 8, 16, 16, 16, 12, 12, 12, 14, 8]","[0.5625, 0.125, 0.0625, 0.125, 0.0625, 0.0833, 0.0833, 0.25, 0.1429, 0.875]","[0.8125, 0.125, 0.0625, 0.125, 0.0625, 0.0833, 0.0833, 0.3333, 0.1429, 0.875]","[0.8125, 0.125, 0.0625, 0.125, 0.0625, 0.0833, 0.0833, 0.3333, 0.1429, 0.875]",[],52.23,52.26,66.14,62.0,51.32,51.41,74.8,31.99,50.31,50.8,0.787,0.725,0.0,0.761,100.0,76.12,38.41,52.373,36.4,0.0,0.0,78.75,74.13,64.81,63.42,53.59,65.0,逃げ,逃げ,"{'逃げ': 0.6545274842908652, '先行': 0.14149157244681207, '差し': 0.16385403889166344, '追込': 0.04012690437065939}",0.6545274842908652,0.14149157244681207,0.16385403889166344,0.04012690437065939
