horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,time,elapsed_time,progress
12,マイネルエンペラー,6,逃げ,334.207,2,5.0,4.255,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,21.836,21.836,0.1538
5,クロワデュノール,3,先行,330.758,3,2.22,7.704,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,21.836,21.836,0.1538
9,コスモキュランダ,5,先行,328.204,4,4.22,10.257,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,21.836,21.836,0.1538
2,ミュージアムマイル,1,先行,327.854,5,0.0,10.607,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,21.836,21.836,0.1538
7,ファミリータイム,4,先行,326.544,6,3.22,11.917,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,21.836,21.836,0.1538
4,ミクニインスパイア,2,先行,326.194,7,1.0,12.267,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,21.836,21.836,0.1538
3,シュガークン,2,先行,325.844,8,1.22,12.617,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,21.836,21.836,0.1538
17,レガレイラ,8,先行,325.494,9,7.0,12.967,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,21.836,21.836,0.1538
18,ミステリーウェイ,8,先行,324.402,10,7.0,14.06,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,21.836,21.836,0.1538
1,ダノンデサイル,1,差し,312.119,11,0.22,26.343,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,21.836,21.836,0.1538
15,マイユニバース,7,差し,310.367,12,6.22,28.094,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,21.836,21.836,0.1538
10,ジューンテイク,5,差し,306.942,13,4.0,31.52,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,21.836,21.836,0.1538
13,シェイクユアハート,7,差し,304.301,14,6.22,34.161,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,21.836,21.836,0.1538
14,スティンガーグラス,7,差し,303.631,15,6.0,34.831,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,21.836,21.836,0.1538
11,シンエンペラー,6,差し,302.776,16,5.22,35.685,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,21.836,21.836,0.1538
8,タガノデュード,4,追込,292.087,17,3.0,46.375,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,21.836,21.836,0.1538
6,ビザンチンドリーム,3,追込,280.204,18,2.0,58.258,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,21.836,21.836,0.1538
16,メイショウタバル,8,逃げ,345.819,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,22.311,22.311,0.1572
12,マイネルエンペラー,6,逃げ,341.472,2,5.0,4.347,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,22.311,22.311,0.1572
5,クロワデュノール,3,先行,337.948,3,2.22,7.871,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,22.311,22.311,0.1572
9,コスモキュランダ,5,先行,335.339,4,4.22,10.48,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,22.311,22.311,0.1572
2,ミュージアムマイル,1,先行,334.989,5,0.0,10.83,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,22.311,22.311,0.1572
7,ファミリータイム,4,先行,333.643,6,3.22,12.176,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,22.311,22.311,0.1572
4,ミクニインスパイア,2,先行,333.293,7,1.0,12.526,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,22.311,22.311,0.1572
3,シュガークン,2,先行,332.943,8,1.22,12.876,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,22.311,22.311,0.1572
17,レガレイラ,8,先行,332.593,9,7.0,13.226,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,22.311,22.311,0.1572
18,ミステリーウェイ,8,先行,331.454,10,7.0,14.366,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,22.311,22.311,0.1572
1,ダノンデサイル,1,差し,318.904,11,0.22,26.915,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,22.311,22.311,0.1572
15,マイユニバース,7,差し,317.114,12,6.22,28.705,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,22.311,22.311,0.1572
10,ジューンテイク,5,差し,313.615,13,4.0,32.205,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,22.311,22.311,0.1572
13,シェイクユアハート,7,差し,310.916,14,6.22,34.903,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,22.311,22.311,0.1572
14,スティンガーグラス,7,差し,310.231,15,6.0,35.588,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,22.311,22.311,0.1572
11,シンエンペラー,6,差し,309.358,16,5.22,36.461,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,22.311,22.311,0.1572
8,タガノデュード,4,追込,298.436,17,3.0,47.383,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,22.311,22.311,0.1572
6,ビザンチンドリーム,3,追込,286.295,18,2.0,59.524,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,22.311,22.311,0.1572
16,メイショウタバル,8,逃げ,353.177,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,22.786,22.786,0.1605
12,マイネルエンペラー,6,逃げ,348.738,2,5.0,4.44,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,22.786,22.786,0.1605
5,クロワデュノール,3,先行,345.138,3,2.22,8.039,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,22.786,22.786,0.1605
9,コスモキュランダ,5,先行,342.474,4,4.22,10.703,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,22.786,22.786,0.1605
2,ミュージアムマイル,1,先行,342.124,5,0.0,11.053,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,22.786,22.786,0.1605
7,ファミリータイム,4,先行,340.742,6,3.22,12.436,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,22.786,22.786,0.1605
4,ミクニインスパイア,2,先行,340.392,7,1.0,12.786,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,22.786,22.786,0.1605
3,シュガークン,2,先行,340.042,8,1.22,13.136,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,22.786,22.786,0.1605
17,レガレイラ,8,先行,339.692,9,7.0,13.486,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,22.786,22.786,0.1605
18,ミステリーウェイ,8,先行,338.506,10,7.0,14.671,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,22.786,22.786,0.1605
1,ダノンデサイル,1,差し,325.689,11,0.22,27.488,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,22.786,22.786,0.1605
15,マイユニバース,7,差し,323.862,12,6.22,29.316,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,22.786,22.786,0.1605
10,ジューンテイク,5,差し,320.287,13,4.0,32.89,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,22.786,22.786,0.1605
13,シェイクユアハート,7,差し,317.531,14,6.22,35.646,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,22.786,22.786,0.1605
14,スティンガーグラス,7,差し,316.832,15,6.0,36.345,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,22.786,22.786,0.1605
11,シンエンペラー,6,差し,315.941,16,5.22,37.237,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,22.786,22.786,0.1605
8,タガノデュード,4,追込,304.786,17,3.0,48.391,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,22.786,22.786,0.1605
6,ビザンチンドリーム,3,追込,292.387,18,2.0,60.79,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,22.786,22.786,0.1605
16,メイショウタバル,8,逃げ,360.535,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,23.26,23.26,0.1639
12,マイネルエンペラー,6,逃げ,356.003,2,5.0,4.532,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,23.26,23.26,0.1639
5,クロワデュノール,3,先行,352.329,3,2.22,8.206,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,23.26,23.26,0.1639
9,コスモキュランダ,5,先行,349.609,4,4.22,10.926,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,23.26,23.26,0.1639
2,ミュージアムマイル,1,先行,349.259,5,0.0,11.276,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,23.26,23.26,0.1639
7,ファミリータイム,4,先行,347.841,6,3.22,12.695,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,23.26,23.26,0.1639
4,ミクニインスパイア,2,先行,347.491,7,1.0,13.045,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,23.26,23.26,0.1639
3,シュガークン,2,先行,347.141,8,1.22,13.395,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,23.26,23.26,0.1639
17,レガレイラ,8,先行,346.791,9,7.0,13.745,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,23.26,23.26,0.1639
18,ミステリーウェイ,8,先行,345.558,10,7.0,14.977,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,23.26,23.26,0.1639
1,ダノンデサイル,1,差し,332.474,11,0.22,28.061,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,23.26,23.26,0.1639
15,マイユニバース,7,差し,330.609,12,6.22,29.926,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,23.26,23.26,0.1639
10,ジューンテイク,5,差し,326.96,13,4.0,33.575,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,23.26,23.26,0.1639
13,シェイクユアハート,7,差し,324.146,14,6.22,36.389,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,23.26,23.26,0.1639
14,スティンガーグラス,7,差し,323.433,15,6.0,37.102,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,23.26,23.26,0.1639
11,シンエンペラー,6,差し,322.523,16,5.22,38.012,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,23.26,23.26,0.1639
8,タガノデュード,4,追込,311.136,17,3.0,49.399,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,23.26,23.26,0.1639
6,ビザンチンドリーム,3,追込,298.478,18,2.0,62.057,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,23.26,23.26,0.1639
16,メイショウタバル,8,逃げ,367.893,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,23.735,23.735,0.1672
12,マイネルエンペラー,6,逃げ,363.268,2,5.0,4.625,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,23.735,23.735,0.1672
5,クロワデュノール,3,先行,359.519,3,2.22,8.374,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,23.735,23.735,0.1672
9,コスモキュランダ,5,先行,356.744,4,4.22,11.149,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,23.735,23.735,0.1672
2,ミュージアムマイル,1,先行,356.394,5,0.0,11.499,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,23.735,23.735,0.1672
7,ファミリータイム,4,先行,354.939,6,3.22,12.954,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,23.735,23.735,0.1672
4,ミクニインスパイア,2,先行,354.589,7,1.0,13.304,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,23.735,23.735,0.1672
3,シュガークン,2,先行,354.239,8,1.22,13.654,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,23.735,23.735,0.1672
17,レガレイラ,8,先行,353.889,9,7.0,14.004,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,23.735,23.735,0.1672
18,ミステリーウェイ,8,先行,352.61,10,7.0,15.283,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,23.735,23.735,0.1672
1,ダノンデサイル,1,差し,339.26,11,0.22,28.633,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,23.735,23.735,0.1672
15,マイユニバース,7,差し,337.356,12,6.22,30.537,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,23.735,23.735,0.1672
10,ジューンテイク,5,差し,333.633,13,4.0,34.26,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,23.735,23.735,0.1672
13,シェイクユアハート,7,差し,330.762,14,6.22,37.131,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,23.735,23.735,0.1672
14,スティンガーグラス,7,差し,330.033,15,6.0,37.86,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,23.735,23.735,0.1672
11,シンエンペラー,6,差し,329.105,16,5.22,38.788,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,23.735,23.735,0.1672
8,タガノデュード,4,追込,317.485,17,3.0,50.408,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,23.735,23.735,0.1672
6,ビザンチンドリーム,3,追込,304.57,18,2.0,63.323,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,23.735,23.735,0.1672
16,メイショウタバル,8,逃げ,375.251,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,24.21,24.21,0.1706
12,マイネルエンペラー,6,逃げ,370.534,2,5.0,4.717,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,24.21,24.21,0.1706
5,クロワデュノール,3,先行,366.71,3,2.22,8.541,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,24.21,24.21,0.1706
9,コスモキュランダ,5,先行,363.879,4,4.22,11.372,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,24.21,24.21,0.1706
2,ミュージアムマイル,1,先行,363.529,5,0.0,11.722,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,24.21,24.21,0.1706
7,ファミリータイム,4,先行,362.038,6,3.22,13.213,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,24.21,24.21,0.1706
4,ミクニインスパイア,2,先行,361.688,7,1.0,13.563,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,24.21,24.21,0.1706
3,シュガークン,2,先行,361.338,8,1.22,13.913,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,24.21,24.21,0.1706
17,レガレイラ,8,先行,360.988,9,7.0,14.263,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,24.21,24.21,0.1706
18,ミステリーウェイ,8,先行,359.663,10,7.0,15.588,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,24.21,24.21,0.1706
1,ダノンデサイル,1,差し,346.045,11,0.22,29.206,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,24.21,24.21,0.1706
15,マイユニバース,7,差し,344.103,12,6.22,31.148,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,24.21,24.21,0.1706
10,ジューンテイク,5,差し,340.305,13,4.0,34.946,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,24.21,24.21,0.1706
13,シェイクユアハート,7,差し,337.377,14,6.22,37.874,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,24.21,24.21,0.1706
14,スティンガーグラス,7,差し,336.634,15,6.0,38.617,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,24.21,24.21,0.1706
11,シンエンペラー,6,差し,335.687,16,5.22,39.564,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,24.21,24.21,0.1706
8,タガノデュード,4,追込,323.835,17,3.0,51.416,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,24.21,24.21,0.1706
6,ビザンチンドリーム,3,追込,310.661,18,2.0,64.59,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,24.21,24.21,0.1706
16,メイショウタバル,8,逃げ,382.609,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,24.684,24.684,0.1739
12,マイネルエンペラー,6,逃げ,377.799,2,5.0,4.809,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,24.684,24.684,0.1739
5,クロワデュノール,3,先行,373.9,3,2.22,8.709,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,24.684,24.684,0.1739
9,コスモキュランダ,5,先行,371.014,4,4.22,11.595,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,24.684,24.684,0.1739
2,ミュージアムマイル,1,先行,370.66,5,0.0,11.949,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,24.684,24.684,0.1739
7,ファミリータイム,4,先行,369.137,6,3.22,13.472,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,24.684,24.684,0.1739
4,ミクニインスパイア,2,先行,368.787,7,1.0,13.822,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,24.684,24.684,0.1739
3,シュガークン,2,先行,368.437,8,1.22,14.172,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,24.684,24.684,0.1739
17,レガレイラ,8,先行,368.087,9,7.0,14.522,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,24.684,24.684,0.1739
18,ミステリーウェイ,8,先行,366.715,10,7.0,15.894,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,24.684,24.684,0.1739
1,ダノンデサイル,1,差し,352.83,11,0.22,29.779,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,24.684,24.684,0.1739
