rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,running_style,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
1,ドウデュース,1,1,自在,先行,先行,88.79046733131457,0,0.0,0.22961325306164695,0.31475983948565495,0.4556269074526981
2,ドウデュース,2,2,自在,追込,追込,100.88041896976713,1,0.0,0.22961325306164695,0.31475983948565495,0.4556269074526981
