rank,horse_name,horse_number,frame,running_style,finish_time,lane_index
1,アカツキスター,2,1,先行,95.788699870492,1
2,カゼノブリッツ,5,3,自在,95.96393365969435,4
3,ミドリノハヤテ,1,1,逃げ,97.04622039873539,0
4,シロガネロンド,3,2,差し,98.98446336555989,2
5,クロノスウィフト,4,2,追込,99.8463032479064,3
