horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m
ミドリノハヤテ,1,0,100,23.625120497431748,4.232782643833324,100.0
ミドリノハヤテ,1,1,200,23.625120497431748,8.465565287666648,200.0
ミドリノハヤテ,1,2,300,23.625120497431748,12.69834793149997,300.0
ミドリノハヤテ,1,3,400,23.625120497431748,16.931130575333295,400.0
ミドリノハヤテ,1,4,500,23.625120497431748,21.16391321916662,500.0
ミドリノハヤテ,1,5,600,23.625120497431748,25.396695862999945,600.0
ミドリノハヤテ,1,6,700,23.625120497431748,29.62947850683327,700.0
ミドリノハヤテ,1,7,800,23.625120497431748,33.86226115066659,800.0
ミドリノハヤテ,1,8,900,21.976856276680696,38.41250249278741,900.0
ミドリノハヤテ,1,9,1000,21.976856276680696,42.96274383490823,1000.0
ミドリノハヤテ,1,10,1100,21.976856276680696,47.51298517702905,1100.0
ミドリノハヤテ,1,11,1200,21.976856276680696,52.06322651914987,1200.0
ミドリノハヤテ,1,12,1300,21.976856276680696,56.61346786127069,1300.0
ミドリノハヤテ,1,13,1400,21.976856276680696,61.16370920339151,1400.0
ミドリノハヤテ,1,14,1500,21.123386130013486,65.89779868054752,1500.0
ミドリノハヤテ,1,15,1600,21.038892585493432,70.65090056524231,1600.0
ミドリノハヤテ,1,16,1700,23.611207485804222,74.88617739554093,1700.0
ミドリノハヤテ,1,17,1800,23.516001004006625,79.13860109559783,1800.0
ミドリノハヤテ,1,18,1900,24.240522330486343,83.26392474319242,1900.0
ミドリノハヤテ,1,19,2000,24.14198362182583,87.40608644649147,2000.0
ミドリノハヤテ,1,20,2100,24.043444913165317,91.56522422234504,2100.0
ミドリノハヤテ,1,21,2200,23.944906204504804,95.74147779151487,2200.0
アカツキスター,2,0,100,22.058006620769557,4.533501223353573,100.0
アカツキスター,2,1,200,22.058006620769557,9.067002446707146,200.0
アカツキスター,2,2,300,22.058006620769557,13.60050367006072,300.0
アカツキスター,2,3,400,22.058006620769557,18.134004893414293,400.0
アカツキスター,2,4,500,22.058006620769557,22.667506116767868,500.0
アカツキスター,2,5,600,22.058006620769557,27.201007340121443,600.0
アカツキスター,2,6,700,22.058006620769557,31.734508563475018,700.0
アカツキスター,2,7,800,22.058006620769557,36.26800978682859,800.0
アカツキスター,2,8,900,22.058006620769557,40.80151101018217,900.0
アカツキスター,2,9,1000,22.058006620769557,45.33501223353574,1000.0
