rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,actual_running_style_fixed,running_style,adjusted_style_profile,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込,early_speed,stamina,acceleration,consistency,mud_aptitude,mud_source,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,avg_race_score,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,carried_weight,weight_penalty
1,ヴィスマール,2,2,自在,逃げ,逃げ,逃げ,"{'逃げ': 0.35371361659001405, '先行': 0.3028701748633939, '差し': 0.3022443263811963, '追込': 0.041171882165395725}",112.38592495832899,1,0.35371361659001405,0.3028701748633939,0.3022443263811963,0.041171882165395725,91.23043702572613,66.63760928646698,0.0,73.39967077105055,50.0,neutral,56.320952380952384,55.65870591131933,1500.0,50.0,75.0,60.847925,西村淳,50.0,50.0,80.316450982354,68.06575583122181,54.031827961815026,69.92857142857143,55.0,76.22857142857143,87.69285714285715,72.75756883864875,57.540309929166725,0.7643269230769231,0.7643269230769231,0.0,0.7331268072959258,100.0,73.31268072959259,43.349999999999994,51.725,33.8,0.0,0.0,76.4326923076923,75.02868709754743,80.26475753271713,69.11384940127593,65.07168269230769,65.0,58.0,4.0
2,モアリジット,13,8,逃げ,逃げ,逃げ,逃げ,"{'逃げ': 0.7279403778001139, '先行': 0.25534562886786083, '差し': 0.01671399333202517, '追込': 0.0}",114.0358496962962,12,0.7279403778001139,0.25534562886786083,0.01671399333202517,0.0,100.0,53.42344229250704,0.0,64.91659227174307,72.8558987816307,race_history,58.43380952380953,55.74800056054475,1500.0,50.0,75.0,58.53302272727273,幸,50.0,50.0,51.49404175160633,68.74881059133214,54.09545039938813,59.5,55.0,74.84487734487735,86.54285714285713,80.82742958003733,57.758790447374125,0.9057891414141415,0.9057891414141415,0.0,0.8014168349104855,100.0,80.14168349104854,42.082499999999996,47.8975,34.5,0.0,0.0,90.57891414141413,85.88216034874962,76.08771485278132,72.2541759200767,67.43242424242423,65.0,58.0,4.0
3,ネブラディスク,3,3,差し,差し,差し,差し,"{'逃げ': 0.0, '先行': 0.29239737354733025, '差し': 0.49375335029576806, '追込': 0.21384927615690175}",114.29060553290064,2,0.0,0.29239737354733025,0.49375335029576806,0.21384927615690175,79.8859487624186,82.43788968678712,0.0,81.87825846299684,66.09736585365849,race_history,61.76,69.56298525922081,1500.0,50.0,75.0,65.96583011363637,川田,50.0,50.0,73.70061409462139,74.63340845849773,63.938626997194824,87.14285714285714,60.77142857142858,86.64141414141413,93.31428571428572,79.8437062552833,66.61232236252054,0.4878030303030303,0.5016919191919192,0.729978354978355,0.7827752127300585,100.0,78.27752127300585,63.57195887445887,51.5675,33.5,0.0,72.9978354978355,48.78030303030303,62.81794012840819,87.04772699328977,74.42838670015323,62.999007575757574,65.0,58.0,4.0
4,トーアライデン,7,5,逃げ,逃げ,逃げ,逃げ,"{'逃げ': 0.6121364924669144, '先行': 0.3847498550860136, '差し': 0.0031136524470719664, '追込': 0.0}",115.2901000359335,6,0.6121364924669144,0.3847498550860136,0.0031136524470719664,0.0,100.0,49.76989081050568,0.0,42.33989432357066,59.66633417266489,race_history,61.106904761904765,47.48585081694033,1500.0,50.0,75.0,54.99025294117647,中井,50.0,50.0,50.27818181818182,53.5695018811894,48.208668707069975,49.42857142857143,58.699999999999996,50.663919413919416,65.52142857142857,63.786736595367394,49.54887700059983,0.8703384238310709,0.8703384238310709,0.0,0.6482262582938738,100.0,64.82262582938738,40.544999999999995,48.66,34.0,0.0,0.0,87.03384238310709,77.03879493393322,56.5126737588876,59.74056920616306,60.74327771493212,65.0,58.0,4.0
5,レディーミコノス,11,7,先行,先行,先行,先行,"{'逃げ': 0.10185688276743896, '先行': 0.5309572475227711, '差し': 0.36455603269914394, '追込': 0.002629837010646124}",116.88810796480251,10,0.10185688276743896,0.5309572475227711,0.36455603269914394,0.002629837010646124,89.48702029709212,59.46053874554262,0.0,23.355054626072228,65.92353846153843,race_history,60.34833333333334,59.15591418030534,1500.0,50.0,75.0,58.2989276737968,松山,50.0,50.0,82.12695260189396,62.65883789894763,56.52358885346755,84.71428571428571,58.699999999999996,58.58674136321195,74.96428571428571,79.92631702810414,58.057401114837575,0.6240106951871658,0.5940106951871658,0.2668831168831169,0.7902542449322193,100.0,79.02542449322193,49.632077922077926,47.355,34.0,0.0,26.68831168831169,62.401069518716575,68.232029257244,79.5615707411235,70.15835847127207,58.974695855614975,65.0,56.0,0.0
6,マトラコーニッシュ,14,8,差し,差し,差し,差し,"{'逃げ': 0.0, '先行': 0.20542932657960242, '差し': 0.6054565576206029, '追込': 0.18911411579979476}",117.72103570024747,13,0.0,0.20542932657960242,0.6054565576206029,0.18911411579979476,69.96747437212122,70.44579993854693,0.0,18.830909251676722,82.44125152012684,race_history,58.843095238095245,51.774157680290195,1500.0,50.0,75.0,57.278827232142866,西塚,50.0,50.0,66.62013916794467,56.86677927334163,51.26408734720676,70.35714285714286,58.699999999999996,52.126984126984134,66.89285714285714,68.89329985285384,52.66476032874048,0.4825892857142857,0.4732142857142857,0.575,0.6906132198339843,100.0,69.06132198339843,57.13249999999999,49.1725,34.1,0.0,57.5,48.25892857142857,57.10438060681501,67.6486060185669,62.74060209086914,52.46080357142856,65.0,56.0,0.0
7,ウォーターガーベラ,12,7,先行,先行,先行,先行,"{'逃げ': 0.01363475680924892, '先行': 0.5090384722466303, '差し': 0.2614430533794271, '追込': 0.21588371756469363}",118.80954798454724,11,0.01363475680924892,0.5090384722466303,0.2614430533794271,0.21588371756469363,80.63622975538487,54.31030890237893,0.0,75.21797102139057,50.0,neutral,61.564285714285724,58.04547511476299,1500.0,50.0,75.0,56.17258571428572,高杉,50.0,50.0,92.22335367045183,66.14524995240448,55.73240101926863,65.64285714285714,62.0,57.20303506017792,75.14285714285714,88.6629766066064,58.33561325255259,0.5640796703296703,0.5621565934065934,0.19897959183673475,0.8830743458547016,100.0,88.30743458547016,49.779489795918366,49.74,32.9,0.0,19.897959183673475,56.40796703296703,70.6569582008242,83.61350590186969,75.57658902200859,60.020604395604394,65.0,56.0,0.0
8,スリリングチェイス,10,6,逃げ,逃げ,逃げ,逃げ,"{'逃げ': 0.5200676041160404, '先行': 0.3164259610541229, '差し': 0.1455533963135265, '追込': 0.01795303851631032}",119.35096878135249,9,0.5200676041160404,0.3164259610541229,0.1455533963135265,0.01795303851631032,93.98974072686156,38.260310702044265,0.0,64.61482019980119,50.0,neutral,62.07142857142857,41.776456995498826,1500.0,50.0,75.0,48.6306875,亀田,50.0,50.0,64.58909090909091,43.175649624558545,44.140725609292915,50.42857142857143,62.0,36.18452380952381,41.957142857142856,65.19110526564984,43.89945661310932,0.7938194444444444,0.7518055555555555,0.0,0.64230017748538,100.0,64.230017748538,35.370000000000005,55.885,36.8,0.0,0.0,79.38194444444444,70.25281354239766,45.78663187755848,54.2965097616959,48.154583333333335,65.0,58.0,4.0
9,アラタマフェーヴル,5,4,先行,先行,先行,先行,"{'逃げ': 0.2805826981791876, '先行': 0.4736584410352377, '差し': 0.17750792614602381, '追込': 0.06825093463955105}",119.45151445949614,4,0.2805826981791876,0.4736584410352377,0.17750792614602381,0.06825093463955105,87.66803573171231,52.52406190584597,0.0,56.04137268276885,65.02699999999999,race_history,58.55238095238095,48.316089082960204,1500.0,50.0,75.0,54.64660357142857,松若,50.0,50.0,71.98442060655171,60.51890861626323,48.80021347160914,48.285714285714285,55.0,56.65986394557823,76.07142857142857,72.83364738970616,51.72988725777266,0.6022619047619048,0.6304761904761905,0.10204081632653061,0.7222613169391142,100.0,72.22613169391143,44.57352040816327,48.9175,34.0,0.0,10.204081632653061,60.22619047619048,67.17794973845061,72.67262603139068,65.14437243165128,56.356785714285714,65.0,58.0,4.0
10,サウンドムーブ,4,3,差し,差し,差し,差し,"{'逃げ': 0.02204576719527203, '先行': 0.31549982154046735, '差し': 0.480184402050325, '追込': 0.1822700092139357}",119.81894699353587,3,0.02204576719527203,0.31549982154046735,0.480184402050325,0.1822700092139357,84.63087879672725,75.08555096917867,0.0,76.87979640645842,50.0,neutral,68.32142857142857,70.45712410758406,1500.0,50.0,75.0,62.386475,団野,50.0,50.0,77.46667356935758,72.44669519389699,64.57570092665365,63.5,75.54285714285713,76.6959706959707,84.8,79.89543491234159,66.54344949346448,0.4813167735042735,0.5392227564102564,0.5507631257631258,0.7927689697858765,100.0,79.27689697858764,57.089078144078144,51.485,34.3,0.0,55.076312576312574,48.13167735042735,65.33185524292854,86.4066725792027,75.3197933382232,61.214182692307695,65.0,55.0,-2.0
