horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
モンシュマン,1,1,58.0,4.0,85.12,39.86,100.0,4.35,56.02,22.56,71.23,race_history,62.64,63.76,62.64,1500.0,50.0,49.59,57.92,ゴンサルベ,50.0,50.0,50.0,63.18,先行,先行,"{'逃げ': 0.04350954341648993, '先行': 0.5602035853611144, '差し': 0.22557729703711038, '追込': 0.17070957418528535}",0.044,0.56,0.226,0.171,4.35,56.02,22.56,17.07,100.0,0.446,0.456,0.456,0.446,0.456,0.456,1.13,0.453,0.0561,10,"['5-5', '4-5', '12-12', '13-14', '6-6', '5-4', '3-3', '2-2', '7-7', '4-4']","[16, 16, 15, 16, 16, 11, 13, 15, 16, 11]","[0.3125, 0.25, 0.8, 0.8125, 0.375, 0.4545, 0.2308, 0.1333, 0.4375, 0.3636]","[0.3125, 0.3125, 0.8, 0.875, 0.375, 0.3636, 0.2308, 0.1333, 0.4375, 0.3636]","[0.3125, 0.3125, 0.8, 0.875, 0.375, 0.3636, 0.2308, 0.1333, 0.4375, 0.3636]",[],58.37,71.9,59.5,62.0,63.6,76.14,85.96,86.39,59.01,62.23,0.507,0.482,0.414,0.866,100.0,86.6,61.1,33.347,33.0,92.5,41.43,50.72,65.49,85.85,75.09,64.33,97.38,先行,先行,"{'逃げ': 0.04445715991199139, '先行': 0.5668472187558484, '差し': 0.22612660927400666, '追込': 0.1625690120581535}",0.04445715991199139,0.5668472187558484,0.22612660927400666,0.1625690120581535
モンドデラモーレ,1,2,58.0,4.0,87.07,46.9,95.32,0.93,63.39,32.01,77.33,race_history,64.65,61.25,64.65,1500.0,50.0,52.93,59.46,大野,50.0,50.0,50.0,68.27,先行,先行,"{'逃げ': 0.009274389448900399, '先行': 0.6338583799771933, '差し': 0.32005463787072846, '追込': 0.036812592703177924}",0.009,0.634,0.32,0.037,0.93,63.39,32.01,3.68,16.83,0.388,0.39,0.371,0.388,0.39,0.371,0.4,0.383,0.009,10,"['7-7', '6-5', '5-5', '4-4', '7-9-7', '6-7', '7-7', '4-3', '6-3-4', '5-5-2-3']","[16, 16, 16, 11, 13, 16, 18, 18, 15, 12]","[0.4375, 0.375, 0.3125, 0.3636, 0.5385, 0.375, 0.3889, 0.2222, 0.4, 0.4167]","[0.4375, 0.3125, 0.3125, 0.3636, 0.6923, 0.4375, 0.3889, 0.1667, 0.2, 0.4167]","[0.4375, 0.3125, 0.3125, 0.3636, 0.5385, 0.4375, 0.3889, 0.1667, 0.2667, 0.1667]",[],55.9,70.59,79.57,62.0,68.38,77.59,80.12,78.25,60.44,62.98,0.599,0.59,0.386,0.797,100.0,79.67,56.19,34.185,32.6,62.13,38.63,59.93,68.32,80.46,71.3,65.03,86.75,先行,先行,"{'逃げ': 0.009412909561368315, '先行': 0.6370796615108024, '差し': 0.3186851121886186, '追込': 0.03482231673921064}",0.009412909561368315,0.6370796615108024,0.3186851121886186,0.03482231673921064
エフォートレス,2,3,58.0,4.0,72.76,48.96,100.0,0.67,28.19,49.94,63.3,race_history,58.2,59.7,58.2,1500.0,50.0,51.69,57.69,丸山,50.0,50.0,50.0,43.61,差し,差し,"{'逃げ': 0.006668538938287042, '先行': 0.28193016627082074, '差し': 0.4994415068083677, '追込': 0.21195978798252452}",0.007,0.282,0.499,0.212,0.67,28.19,49.94,21.2,72.74,0.586,0.569,0.561,0.586,0.569,0.561,2.73,0.572,0.045,10,"['7-7', '5-7', '13-13', '5-6', '8-4-3', '9-6-6', '6-6-6', '6-7', '13-14', '4-3']","[16, 14, 13, 12, 14, 11, 8, 12, 18, 16]","[0.4375, 0.3571, 1.0, 0.4167, 0.5714, 0.8182, 0.75, 0.5, 0.7222, 0.25]","[0.4375, 0.5, 1.0, 0.5, 0.2857, 0.5455, 0.75, 0.5833, 0.7778, 0.1875]","[0.4375, 0.5, 1.0, 0.5, 0.2143, 0.5455, 0.75, 0.5833, 0.7778, 0.1875]",[],53.84,67.98,68.5,56.2,60.45,76.74,80.31,79.91,55.84,58.88,0.452,0.448,0.486,0.802,100.0,80.17,60.28,33.987,32.9,77.13,48.62,45.16,60.71,78.78,70.46,60.94,92.0,差し,差し,"{'逃げ': 0.006850789187367768, '先行': 0.28682328581701655, '差し': 0.5033773122408695, '追込': 0.2029486127547462}",0.006850789187367768,0.28682328581701655,0.5033773122408695,0.2029486127547462
グーテンベルク,2,4,58.0,4.0,78.81,51.03,99.5,6.02,39.45,37.93,57.39,race_history,57.31,60.44,57.31,1500.0,50.0,51.09,53.52,戸崎圭,50.0,50.0,50.0,52.07,自在,自在,"{'逃げ': 0.06017012026152201, '先行': 0.39453305256038296, '差し': 0.37933445114512854, '追込': 0.16596237603296649}",0.06,0.395,0.379,0.166,6.02,39.45,37.93,16.6,100.0,0.484,0.494,0.508,0.484,0.494,0.508,0.89,0.495,0.0575,9,"['11-12', '5-6', '4-4', '3-3-3', '7-6-8-7', '14-13-13', '9-9', '2-2', '2-2']","[16, 14, 10, 14, 16, 16, 10, 13, 15]","[0.6875, 0.3571, 0.4, 0.2143, 0.4375, 0.875, 0.9, 0.1538, 0.1333]","[0.75, 0.4286, 0.4, 0.2143, 0.375, 0.8125, 0.9, 0.1538, 0.1333]","[0.75, 0.4286, 0.4, 0.2143, 0.5, 0.8125, 0.9, 0.1538, 0.1333]",[],53.81,63.35,72.79,62.0,47.57,67.6,76.05,81.25,55.21,57.24,0.565,0.542,0.361,0.757,100.0,75.74,57.66,33.848,32.6,80.42,36.1,56.46,63.91,72.4,67.0,62.72,93.15,逃げ,逃げ,"{'逃げ': 0.06154220477482403, '先行': 0.39961199077766774, '差し': 0.3806392348688117, '追込': 0.15820656957869658}",0.06154220477482403,0.39961199077766774,0.3806392348688117,0.15820656957869658
ユハンヌス,3,5,58.0,4.0,61.9,44.23,100.0,0.0,1.33,66.74,53.03,race_history,49.43,59.88,49.43,1500.0,50.0,50.26,49.9,菊沢,50.0,50.0,50.0,54.19,差し,差し,"{'逃げ': 0.0, '先行': 0.013331172961952697, '差し': 0.6674050061701263, '追込': 0.31926382086792093}",0.0,0.013,0.667,0.319,0.0,1.33,66.74,31.93,12.81,0.715,0.655,0.655,0.715,0.655,0.655,1.25,0.675,0.008,10,"['11-10', '9-9', '12-10', '5-4', '11-10', '8-8', '15-16', '9-8', '10-9', '8-7']","[16, 14, 14, 8, 15, 12, 18, 15, 12, 9]","[0.6875, 0.6429, 0.8571, 0.625, 0.7333, 0.6667, 0.8333, 0.6, 0.8333, 0.8889]","[0.625, 0.6429, 0.7143, 0.5, 0.6667, 0.6667, 0.8889, 0.5333, 0.75, 0.7778]","[0.625, 0.6429, 0.7143, 0.5, 0.6667, 0.6667, 0.8889, 0.5333, 0.75, 0.7778]",[],52.11,58.77,55.29,62.0,34.49,60.09,75.16,83.0,49.59,51.89,0.293,0.369,0.062,0.755,100.0,75.48,51.43,33.663,32.9,90.47,6.25,29.27,54.25,75.54,65.12,55.38,96.67,差し,差し,"{'逃げ': 0.0, '先行': 0.013673055082261397, '差し': 0.6781453783196253, '追込': 0.30818156659811335}",0.0,0.013673055082261397,0.6781453783196253,0.30818156659811335
ダノンエンブレム,3,6,58.0,4.0,89.41,40.22,68.83,25.56,60.55,13.67,31.97,race_history,52.5,58.4,52.5,1500.0,50.0,49.55,53.61,荻野極,50.0,50.0,50.0,0.0,先行,先行,"{'逃げ': 0.255591000754281, '先行': 0.6055160546019386, '差し': 0.13674706340222326, '追込': 0.00214588124155721}",0.256,0.606,0.137,0.002,25.56,60.55,13.67,0.21,25.11,0.269,0.263,0.259,0.269,0.263,0.259,-2.98,0.264,0.0157,9,"['7-7', '2-2', '2-2', '3-3', '3-2', '2-2', '7-7', '7-7-6', '7-7']","[16, 9, 14, 14, 18, 14, 18, 16, 15]","[0.4375, 0.2222, 0.1429, 0.2143, 0.1667, 0.1429, 0.3889, 0.4375, 0.4667]","[0.4375, 0.2222, 0.1429, 0.2143, 0.1111, 0.1429, 0.3889, 0.4375, 0.4667]","[0.4375, 0.2222, 0.1429, 0.2143, 0.1111, 0.1429, 0.3889, 0.375, 0.4667]",[],48.85,55.68,79.14,55.1,45.97,56.17,73.57,72.42,51.78,52.76,0.75,0.758,0.143,0.745,100.0,74.46,48.2,34.51,33.2,66.35,14.29,74.96,75.19,61.63,62.42,62.37,88.22,先行,先行,"{'逃げ': 0.25781168387422304, '先行': 0.6048471610148934, '差し': 0.13532378575857337, '追込': 0.0020173693523100017}",0.25781168387422304,0.6048471610148934,0.13532378575857337,0.0020173693523100017
サトノヴィレ,4,7,58.0,4.0,65.68,47.42,92.26,0.0,40.14,38.54,49.98,race_history,47.58,60.09,47.58,1500.0,50.0,50.6,51.28,吉田豊,50.0,50.0,50.0,22.44,自在,自在,"{'逃げ': 0.0, '先行': 0.4014342340044958, '差し': 0.3853959406832245, '追込': 0.21316982531227974}",0.0,0.401,0.385,0.213,0.0,40.14,38.54,21.32,100.0,0.608,0.582,0.582,0.608,0.582,0.582,1.16,0.591,0.0741,10,"['14-14', '3-3-3', '13-14', '6-4', '3-3', '8-6-6', '13-12', '9-10', '12-12', '9-7']","[16, 12, 17, 16, 9, 13, 13, 13, 13, 13]","[0.875, 0.25, 0.7647, 0.375, 0.3333, 0.6154, 1.0, 0.6923, 0.9231, 0.6923]","[0.875, 0.25, 0.8235, 0.25, 0.3333, 0.4615, 0.9231, 0.7692, 0.9231, 0.5385]","[0.875, 0.25, 0.8235, 0.25, 0.3333, 0.4615, 0.9231, 0.7692, 0.9231, 0.5385]",[],51.42,58.53,43.21,57.0,49.57,58.64,72.58,74.1,48.27,50.84,0.456,0.467,0.185,0.728,100.0,72.77,51.3,34.42,33.7,79.83,18.54,45.64,58.41,75.49,62.09,54.85,92.94,差し,差し,"{'逃げ': 0.0, '先行': 0.4080172239781961, '差し': 0.3880675892946053, '追込': 0.2039151867271986}",0.0,0.4080172239781961,0.3880675892946053,0.2039151867271986
フライングブレード,4,8,58.0,4.0,83.77,42.73,77.16,2.4,70.65,20.52,69.85,race_history,53.12,63.75,53.12,1500.0,50.0,50.49,55.05,石橋脩,50.0,50.0,50.0,50.09,先行,先行,"{'逃げ': 0.024031003207514293, '先行': 0.7065370404725921, '差し': 0.20523407776304195, '追込': 0.06419787855685163}",0.024,0.707,0.205,0.064,2.4,70.65,20.52,6.42,81.65,0.41,0.388,0.388,0.41,0.388,0.388,-2.36,0.395,0.0449,10,"['5-5', '4-4', '6-5', '4-4', '3-2', '11-10', '13-13', '8-8', '3-4', '2-3']","[16, 14, 13, 15, 14, 12, 17, 13, 16, 12]","[0.3125, 0.2857, 0.4615, 0.2667, 0.2143, 0.9167, 0.7647, 0.6154, 0.1875, 0.1667]","[0.3125, 0.2857, 0.3846, 0.2667, 0.1429, 0.8333, 0.7647, 0.6154, 0.25, 0.25]","[0.3125, 0.2857, 0.3846, 0.2667, 0.1429, 0.8333, 0.7647, 0.6154, 0.25, 0.25]",[],57.98,65.21,36.57,62.0,52.77,69.51,81.13,73.95,52.22,55.47,0.686,0.713,0.033,0.813,100.0,81.29,48.58,34.427,33.9,91.33,3.33,68.65,75.77,71.44,70.48,65.56,96.97,先行,先行,"{'逃げ': 0.02439967258009248, '先行': 0.710411493378048, '差し': 0.20443754848344414, '追込': 0.06075128555841535}",0.02439967258009248,0.710411493378048,0.20443754848344414,0.06075128555841535
レッドキングリー,5,9,58.0,4.0,94.18,57.38,96.35,16.79,63.11,16.45,86.99,race_history,68.97,59.54,68.97,1500.0,50.0,49.44,65.13,ルメール,50.0,50.0,50.0,83.56,先行,先行,"{'逃げ': 0.16790632248918666, '先行': 0.6311229141547412, '差し': 0.16449983083504596, '追込': 0.03647093252102617}",0.168,0.631,0.164,0.036,16.79,63.11,16.45,3.65,63.61,0.33,0.285,0.268,0.33,0.285,0.268,0.69,0.294,0.0147,8,"['3-2', '4-4', '5-6-4', '7-6', '6-3', '1-1-1', '2-2-3', '2-2-2']","[16, 11, 12, 18, 9, 9, 9, 12]","[0.1875, 0.3636, 0.4167, 0.3889, 0.6667, 0.1111, 0.2222, 0.1667]","[0.125, 0.3636, 0.5, 0.3333, 0.3333, 0.1111, 0.2222, 0.1667]","[0.125, 0.3636, 0.3333, 0.3333, 0.3333, 0.1111, 0.3333, 0.1667]",[],56.74,78.43,90.0,55.1,84.17,94.1,83.23,82.11,63.52,67.25,0.62,0.679,0.362,0.833,100.0,83.26,58.63,33.697,33.0,92.03,36.18,61.99,74.79,88.94,76.1,71.77,97.21,先行,先行,"{'逃げ': 0.16989773055499216, '先行': 0.6324080994078501, '差し': 0.16329958340454606, '追込': 0.03439458663261159}",0.16989773055499216,0.6324080994078501,0.16329958340454606,0.03439458663261159
ラーンザロープス,5,10,56.0,0.0,100.0,56.12,94.25,47.07,42.81,5.58,90.63,race_history,71.66,63.79,71.66,1500.0,50.0,50.49,63.3,津村,50.0,50.0,50.0,79.03,自在,自在,"{'逃げ': 0.4707421287137906, '先行': 0.4281335551478084, '差し': 0.04528132144581417, '追込': 0.05584299469258688}",0.471,0.428,0.045,0.056,47.07,42.81,4.53,5.58,65.34,0.206,0.226,0.232,0.206,0.226,0.232,0.13,0.221,0.0383,10,"['1-1', '2-3', '3-3-3', '2-3', '4-4', '13-12-13-14', '1-1-1-1', '1-1-1', '2-3-3-2', '1-1-1']","[16, 10, 16, 18, 15, 16, 14, 9, 16, 11]","[0.0625, 0.2, 0.1875, 0.1111, 0.2667, 0.8125, 0.0714, 0.1111, 0.125, 0.0909]","[0.0625, 0.3, 0.1875, 0.1667, 0.2667, 0.75, 0.0714, 0.1111, 0.1875, 0.0909]","[0.0625, 0.3, 0.1875, 0.1667, 0.2667, 0.8125, 0.0714, 0.1111, 0.1875, 0.0909]",[],61.13,78.3,80.14,62.0,79.8,90.85,88.06,78.27,65.43,68.65,0.842,0.81,0.036,0.876,100.0,87.56,50.08,34.067,33.8,94.97,3.57,84.24,83.97,87.7,78.96,75.57,98.24,逃げ,逃げ,"{'逃げ': 0.47492642743710106, '先行': 0.42774553418329486, '差し': 0.04481892703818582, '追込': 0.05250911134141826}",0.47492642743710106,0.42774553418329486,0.04481892703818582,0.05250911134141826
マックアルイーン,6,11,58.0,4.0,82.34,33.87,92.73,19.84,20.94,46.15,59.34,race_history,55.97,59.55,55.97,1500.0,50.0,48.84,53.72,石川,50.0,50.0,50.0,54.1,差し,差し,"{'逃げ': 0.19843439206668484, '先行': 0.20944269215543693, '差し': 0.46147726417900864, '追込': 0.13064565159886957}",0.198,0.209,0.461,0.131,19.84,20.94,46.15,13.06,100.0,0.478,0.448,0.448,0.478,0.448,0.448,-0.56,0.458,0.0655,10,"['2-2', '8-8', '12-11', '9-8', '8-7', '3-2', '2-2', '7-7', '2-3', '1-1']","[16, 15, 14, 16, 12, 11, 11, 8, 6, 16]","[0.125, 0.5333, 0.8571, 0.5625, 0.6667, 0.2727, 0.1818, 0.875, 0.3333, 0.0625]","[0.125, 0.5333, 0.7857, 0.5, 0.5833, 0.1818, 0.1818, 0.875, 0.5, 0.0625]","[0.125, 0.5333, 0.7857, 0.5, 0.5833, 0.1818, 0.1818, 0.875, 0.5, 0.0625]",[],51.54,62.9,74.57,62.0,45.48,62.87,85.4,77.93,54.25,56.41,0.479,0.517,0.35,0.862,100.0,86.15,56.85,34.017,33.2,89.2,35.0,47.89,67.18,71.87,71.69,59.45,96.22,差し,差し,"{'逃げ': 0.20241222368032274, '先行': 0.2115670106497125, '差し': 0.46181623195815996, '追込': 0.12420453371180469}",0.20241222368032274,0.2115670106497125,0.46181623195815996,0.12420453371180469
