horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,normalized_race_power,power_effect,ability_factor,target_rank_ratio,target_position_m,time,elapsed_time,progress
17,レガレイラ,8,先行,236.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,236.5,15.728,15.728,0.11
9,コスモキュランダ,5,先行,236.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,236.5,15.728,15.728,0.11
18,ミステリーウェイ,8,先行,236.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,236.5,15.728,15.728,0.11
1,ダノンデサイル,1,差し,233.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,233.669,15.728,15.728,0.11
10,ジューンテイク,5,差し,232.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,232.897,15.728,15.728,0.11
11,シンエンペラー,6,差し,232.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,232.126,15.728,15.728,0.11
13,シェイクユアハート,7,差し,231.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,231.354,15.728,15.728,0.11
14,スティンガーグラス,7,差し,230.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,230.583,15.728,15.728,0.11
15,マイユニバース,7,差し,230.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,230.0,15.728,15.728,0.11
6,ビザンチンドリーム,3,追込,227.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,227.36,15.728,15.728,0.11
8,タガノデュード,4,追込,225.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,225.68,15.728,15.728,0.11
12,マイネルエンペラー,6,逃げ,262.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,262.92,17.158,17.158,0.12
16,メイショウタバル,8,逃げ,262.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,262.0,17.158,17.158,0.12
2,ミュージアムマイル,1,先行,260.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,260.28,17.158,17.158,0.12
3,シュガークン,2,先行,259.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,259.8,17.158,17.158,0.12
4,ミクニインスパイア,2,先行,259.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,259.32,17.158,17.158,0.12
5,クロワデュノール,3,先行,258.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,258.84,17.158,17.158,0.12
7,ファミリータイム,4,先行,258.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,258.5,17.158,17.158,0.12
17,レガレイラ,8,先行,258.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,258.5,17.158,17.158,0.12
9,コスモキュランダ,5,先行,258.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,258.5,17.158,17.158,0.12
18,ミステリーウェイ,8,先行,258.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,258.5,17.158,17.158,0.12
1,ダノンデサイル,1,差し,255.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,255.669,17.158,17.158,0.12
10,ジューンテイク,5,差し,254.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,254.897,17.158,17.158,0.12
11,シンエンペラー,6,差し,254.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,254.126,17.158,17.158,0.12
13,シェイクユアハート,7,差し,253.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,253.354,17.158,17.158,0.12
14,スティンガーグラス,7,差し,252.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,252.583,17.158,17.158,0.12
15,マイユニバース,7,差し,252.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,252.0,17.158,17.158,0.12
6,ビザンチンドリーム,3,追込,249.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,249.36,17.158,17.158,0.12
8,タガノデュード,4,追込,247.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,247.68,17.158,17.158,0.12
12,マイネルエンペラー,6,逃げ,284.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,284.92,18.588,18.588,0.13
16,メイショウタバル,8,逃げ,284.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,284.0,18.588,18.588,0.13
2,ミュージアムマイル,1,先行,282.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,282.28,18.588,18.588,0.13
3,シュガークン,2,先行,281.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,281.8,18.588,18.588,0.13
4,ミクニインスパイア,2,先行,281.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,281.32,18.588,18.588,0.13
5,クロワデュノール,3,先行,280.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,280.84,18.588,18.588,0.13
7,ファミリータイム,4,先行,280.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,280.5,18.588,18.588,0.13
17,レガレイラ,8,先行,280.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,280.5,18.588,18.588,0.13
9,コスモキュランダ,5,先行,280.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,280.5,18.588,18.588,0.13
18,ミステリーウェイ,8,先行,280.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,280.5,18.588,18.588,0.13
1,ダノンデサイル,1,差し,277.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,277.669,18.588,18.588,0.13
10,ジューンテイク,5,差し,276.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,276.897,18.588,18.588,0.13
11,シンエンペラー,6,差し,276.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,276.126,18.588,18.588,0.13
13,シェイクユアハート,7,差し,275.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,275.354,18.588,18.588,0.13
14,スティンガーグラス,7,差し,274.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,274.583,18.588,18.588,0.13
15,マイユニバース,7,差し,274.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,274.0,18.588,18.588,0.13
6,ビザンチンドリーム,3,追込,271.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,271.36,18.588,18.588,0.13
8,タガノデュード,4,追込,269.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,269.68,18.588,18.588,0.13
12,マイネルエンペラー,6,逃げ,306.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,306.92,20.018,20.018,0.14
16,メイショウタバル,8,逃げ,306.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,306.0,20.018,20.018,0.14
2,ミュージアムマイル,1,先行,304.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,304.28,20.018,20.018,0.14
3,シュガークン,2,先行,303.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,303.8,20.018,20.018,0.14
4,ミクニインスパイア,2,先行,303.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,303.32,20.018,20.018,0.14
5,クロワデュノール,3,先行,302.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,302.84,20.018,20.018,0.14
7,ファミリータイム,4,先行,302.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,302.5,20.018,20.018,0.14
17,レガレイラ,8,先行,302.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,302.5,20.018,20.018,0.14
9,コスモキュランダ,5,先行,302.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,302.5,20.018,20.018,0.14
18,ミステリーウェイ,8,先行,302.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,302.5,20.018,20.018,0.14
1,ダノンデサイル,1,差し,299.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,299.669,20.018,20.018,0.14
10,ジューンテイク,5,差し,298.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,298.897,20.018,20.018,0.14
11,シンエンペラー,6,差し,298.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,298.126,20.018,20.018,0.14
13,シェイクユアハート,7,差し,297.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,297.354,20.018,20.018,0.14
14,スティンガーグラス,7,差し,296.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,296.583,20.018,20.018,0.14
15,マイユニバース,7,差し,296.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,296.0,20.018,20.018,0.14
6,ビザンチンドリーム,3,追込,293.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,293.36,20.018,20.018,0.14
8,タガノデュード,4,追込,291.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,291.68,20.018,20.018,0.14
12,マイネルエンペラー,6,逃げ,328.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,328.92,21.448,21.448,0.15
16,メイショウタバル,8,逃げ,328.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,328.0,21.448,21.448,0.15
2,ミュージアムマイル,1,先行,326.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,326.28,21.448,21.448,0.15
3,シュガークン,2,先行,325.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,325.8,21.448,21.448,0.15
4,ミクニインスパイア,2,先行,325.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,325.32,21.448,21.448,0.15
5,クロワデュノール,3,先行,324.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,324.84,21.448,21.448,0.15
7,ファミリータイム,4,先行,324.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,324.5,21.448,21.448,0.15
17,レガレイラ,8,先行,324.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,324.5,21.448,21.448,0.15
9,コスモキュランダ,5,先行,324.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,324.5,21.448,21.448,0.15
18,ミステリーウェイ,8,先行,324.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,324.5,21.448,21.448,0.15
1,ダノンデサイル,1,差し,321.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,321.669,21.448,21.448,0.15
10,ジューンテイク,5,差し,320.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,320.897,21.448,21.448,0.15
11,シンエンペラー,6,差し,320.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,320.126,21.448,21.448,0.15
13,シェイクユアハート,7,差し,319.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,319.354,21.448,21.448,0.15
14,スティンガーグラス,7,差し,318.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,318.583,21.448,21.448,0.15
15,マイユニバース,7,差し,318.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,318.0,21.448,21.448,0.15
6,ビザンチンドリーム,3,追込,315.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,315.36,21.448,21.448,0.15
8,タガノデュード,4,追込,313.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,313.68,21.448,21.448,0.15
12,マイネルエンペラー,6,逃げ,350.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,350.92,22.878,22.878,0.16
16,メイショウタバル,8,逃げ,350.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,350.0,22.878,22.878,0.16
2,ミュージアムマイル,1,先行,348.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,348.28,22.878,22.878,0.16
3,シュガークン,2,先行,347.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,347.8,22.878,22.878,0.16
4,ミクニインスパイア,2,先行,347.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,347.32,22.878,22.878,0.16
5,クロワデュノール,3,先行,346.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,346.84,22.878,22.878,0.16
7,ファミリータイム,4,先行,346.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,346.5,22.878,22.878,0.16
17,レガレイラ,8,先行,346.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,346.5,22.878,22.878,0.16
9,コスモキュランダ,5,先行,346.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,346.5,22.878,22.878,0.16
18,ミステリーウェイ,8,先行,346.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,346.5,22.878,22.878,0.16
1,ダノンデサイル,1,差し,343.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,343.669,22.878,22.878,0.16
10,ジューンテイク,5,差し,342.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,342.897,22.878,22.878,0.16
11,シンエンペラー,6,差し,342.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,342.126,22.878,22.878,0.16
13,シェイクユアハート,7,差し,341.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,341.354,22.878,22.878,0.16
14,スティンガーグラス,7,差し,340.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,340.583,22.878,22.878,0.16
15,マイユニバース,7,差し,340.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,340.0,22.878,22.878,0.16
6,ビザンチンドリーム,3,追込,337.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,337.36,22.878,22.878,0.16
8,タガノデュード,4,追込,335.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,335.68,22.878,22.878,0.16
12,マイネルエンペラー,6,逃げ,372.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,372.92,24.308,24.308,0.17
16,メイショウタバル,8,逃げ,372.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,372.0,24.308,24.308,0.17
2,ミュージアムマイル,1,先行,370.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,370.28,24.308,24.308,0.17
3,シュガークン,2,先行,369.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,369.8,24.308,24.308,0.17
4,ミクニインスパイア,2,先行,369.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,369.32,24.308,24.308,0.17
5,クロワデュノール,3,先行,368.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,368.84,24.308,24.308,0.17
7,ファミリータイム,4,先行,368.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,368.5,24.308,24.308,0.17
17,レガレイラ,8,先行,368.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,368.5,24.308,24.308,0.17
9,コスモキュランダ,5,先行,368.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,368.5,24.308,24.308,0.17
18,ミステリーウェイ,8,先行,368.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,368.5,24.308,24.308,0.17
1,ダノンデサイル,1,差し,365.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,365.669,24.308,24.308,0.17
10,ジューンテイク,5,差し,364.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,364.897,24.308,24.308,0.17
11,シンエンペラー,6,差し,364.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,364.126,24.308,24.308,0.17
13,シェイクユアハート,7,差し,363.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,363.354,24.308,24.308,0.17
14,スティンガーグラス,7,差し,362.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,362.583,24.308,24.308,0.17
15,マイユニバース,7,差し,362.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,362.0,24.308,24.308,0.17
6,ビザンチンドリーム,3,追込,359.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,359.36,24.308,24.308,0.17
8,タガノデュード,4,追込,357.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,357.68,24.308,24.308,0.17
12,マイネルエンペラー,6,逃げ,394.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,394.92,25.737,25.737,0.18
16,メイショウタバル,8,逃げ,394.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,394.0,25.737,25.737,0.18
2,ミュージアムマイル,1,先行,392.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,392.28,25.737,25.737,0.18
3,シュガークン,2,先行,391.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,391.8,25.737,25.737,0.18
4,ミクニインスパイア,2,先行,391.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,391.32,25.737,25.737,0.18
5,クロワデュノール,3,先行,390.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,390.84,25.737,25.737,0.18
7,ファミリータイム,4,先行,390.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,390.5,25.737,25.737,0.18
17,レガレイラ,8,先行,390.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,390.5,25.737,25.737,0.18
9,コスモキュランダ,5,先行,390.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,390.5,25.737,25.737,0.18
18,ミステリーウェイ,8,先行,390.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,390.5,25.737,25.737,0.18
1,ダノンデサイル,1,差し,387.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,387.669,25.737,25.737,0.18
10,ジューンテイク,5,差し,386.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,386.897,25.737,25.737,0.18
11,シンエンペラー,6,差し,386.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,386.126,25.737,25.737,0.18
13,シェイクユアハート,7,差し,385.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,385.354,25.737,25.737,0.18
14,スティンガーグラス,7,差し,384.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,384.583,25.737,25.737,0.18
15,マイユニバース,7,差し,384.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,384.0,25.737,25.737,0.18
6,ビザンチンドリーム,3,追込,381.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,381.36,25.737,25.737,0.18
8,タガノデュード,4,追込,379.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,379.68,25.737,25.737,0.18
12,マイネルエンペラー,6,逃げ,416.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,416.92,27.167,27.167,0.19
16,メイショウタバル,8,逃げ,416.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,416.0,27.167,27.167,0.19
2,ミュージアムマイル,1,先行,414.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,414.28,27.167,27.167,0.19
3,シュガークン,2,先行,413.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,413.8,27.167,27.167,0.19
4,ミクニインスパイア,2,先行,413.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,413.32,27.167,27.167,0.19
5,クロワデュノール,3,先行,412.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,412.84,27.167,27.167,0.19
7,ファミリータイム,4,先行,412.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,412.5,27.167,27.167,0.19
17,レガレイラ,8,先行,412.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,412.5,27.167,27.167,0.19
9,コスモキュランダ,5,先行,412.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,412.5,27.167,27.167,0.19
18,ミステリーウェイ,8,先行,412.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,412.5,27.167,27.167,0.19
1,ダノンデサイル,1,差し,409.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,409.669,27.167,27.167,0.19
10,ジューンテイク,5,差し,408.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,408.897,27.167,27.167,0.19
11,シンエンペラー,6,差し,408.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,408.126,27.167,27.167,0.19
13,シェイクユアハート,7,差し,407.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,407.354,27.167,27.167,0.19
14,スティンガーグラス,7,差し,406.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,406.583,27.167,27.167,0.19
15,マイユニバース,7,差し,406.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,406.0,27.167,27.167,0.19
6,ビザンチンドリーム,3,追込,403.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,403.36,27.167,27.167,0.19
8,タガノデュード,4,追込,401.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,401.68,27.167,27.167,0.19
12,マイネルエンペラー,6,逃げ,438.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,438.92,28.597,28.597,0.2
16,メイショウタバル,8,逃げ,438.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,438.0,28.597,28.597,0.2
2,ミュージアムマイル,1,先行,436.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,436.28,28.597,28.597,0.2
3,シュガークン,2,先行,435.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,435.8,28.597,28.597,0.2
4,ミクニインスパイア,2,先行,435.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,435.32,28.597,28.597,0.2
5,クロワデュノール,3,先行,434.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,434.84,28.597,28.597,0.2
7,ファミリータイム,4,先行,434.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,434.5,28.597,28.597,0.2
17,レガレイラ,8,先行,434.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,434.5,28.597,28.597,0.2
9,コスモキュランダ,5,先行,434.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,434.5,28.597,28.597,0.2
18,ミステリーウェイ,8,先行,434.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,434.5,28.597,28.597,0.2
1,ダノンデサイル,1,差し,431.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,431.669,28.597,28.597,0.2
10,ジューンテイク,5,差し,430.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,430.897,28.597,28.597,0.2
11,シンエンペラー,6,差し,430.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,430.126,28.597,28.597,0.2
13,シェイクユアハート,7,差し,429.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,429.354,28.597,28.597,0.2
14,スティンガーグラス,7,差し,428.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,428.583,28.597,28.597,0.2
15,マイユニバース,7,差し,428.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,428.0,28.597,28.597,0.2
6,ビザンチンドリーム,3,追込,425.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,425.36,28.597,28.597,0.2
8,タガノデュード,4,追込,423.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,423.68,28.597,28.597,0.2
12,マイネルエンペラー,6,逃げ,460.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,460.92,30.027,30.027,0.21
16,メイショウタバル,8,逃げ,460.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,460.0,30.027,30.027,0.21
2,ミュージアムマイル,1,先行,458.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,458.28,30.027,30.027,0.21
3,シュガークン,2,先行,457.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,457.8,30.027,30.027,0.21
4,ミクニインスパイア,2,先行,457.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,457.32,30.027,30.027,0.21
5,クロワデュノール,3,先行,456.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,456.84,30.027,30.027,0.21
7,ファミリータイム,4,先行,456.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,456.5,30.027,30.027,0.21
17,レガレイラ,8,先行,456.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,456.5,30.027,30.027,0.21
9,コスモキュランダ,5,先行,456.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,456.5,30.027,30.027,0.21
18,ミステリーウェイ,8,先行,456.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,456.5,30.027,30.027,0.21
1,ダノンデサイル,1,差し,453.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,453.669,30.027,30.027,0.21
10,ジューンテイク,5,差し,452.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,452.897,30.027,30.027,0.21
11,シンエンペラー,6,差し,452.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,452.126,30.027,30.027,0.21
13,シェイクユアハート,7,差し,451.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,451.354,30.027,30.027,0.21
14,スティンガーグラス,7,差し,450.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,450.583,30.027,30.027,0.21
15,マイユニバース,7,差し,450.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,450.0,30.027,30.027,0.21
6,ビザンチンドリーム,3,追込,447.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,447.36,30.027,30.027,0.21
8,タガノデュード,4,追込,445.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,445.68,30.027,30.027,0.21
12,マイネルエンペラー,6,逃げ,482.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,482.92,31.457,31.457,0.22
16,メイショウタバル,8,逃げ,482.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,482.0,31.457,31.457,0.22
2,ミュージアムマイル,1,先行,480.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,480.28,31.457,31.457,0.22
3,シュガークン,2,先行,479.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,479.8,31.457,31.457,0.22
4,ミクニインスパイア,2,先行,479.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,479.32,31.457,31.457,0.22
5,クロワデュノール,3,先行,478.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,478.84,31.457,31.457,0.22
7,ファミリータイム,4,先行,478.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,478.5,31.457,31.457,0.22
17,レガレイラ,8,先行,478.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,478.5,31.457,31.457,0.22
9,コスモキュランダ,5,先行,478.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,478.5,31.457,31.457,0.22
18,ミステリーウェイ,8,先行,478.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,478.5,31.457,31.457,0.22
1,ダノンデサイル,1,差し,475.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,475.669,31.457,31.457,0.22
10,ジューンテイク,5,差し,474.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,474.897,31.457,31.457,0.22
11,シンエンペラー,6,差し,474.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,474.126,31.457,31.457,0.22
