rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,running_style,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
1,???A,1,1,自在,逃げ,逃げ,87.2951032457503,0,0.2772023216335401,0.40406693216442474,0.21856537002753393,0.10016537617450119
2,???B,2,2,自在,差し,差し,95.1681140669491,1,0.2772023216335401,0.40406693216442474,0.21856537002753393,0.10016537617450119
