horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m
ダノンデサイル,1,0,100,22.38842336321007,4.466594113291858,100.0
ダノンデサイル,1,1,200,22.38842336321007,8.933188226583717,200.0
ダノンデサイル,1,2,300,22.38842336321007,13.399782339875575,300.0
ダノンデサイル,1,3,400,22.38842336321007,17.866376453167433,400.0
ダノンデサイル,1,4,500,22.38842336321007,22.33297056645929,500.0
ダノンデサイル,1,5,600,22.38842336321007,26.79956467975115,600.0
ダノンデサイル,1,6,700,22.38842336321007,31.266158793043008,700.0
ダノンデサイル,1,7,800,22.38842336321007,35.732752906334866,800.0
ダノンデサイル,1,8,900,22.38842336321007,40.19934701962673,900.0
ダノンデサイル,1,9,1000,22.38842336321007,44.66594113291859,1000.0
ダノンデサイル,1,10,1100,21.890902844027625,49.23404874878526,1100.0
ダノンデサイル,1,11,1200,21.890902844027625,53.802156364651935,1200.0
ダノンデサイル,1,12,1300,21.890902844027625,58.37026398051861,1300.0
ダノンデサイル,1,13,1400,21.227542151784363,63.081124959381114,1400.0
ダノンデサイル,1,14,1500,21.227542151784363,67.79198593824363,1500.0
ダノンデサイル,1,15,1600,21.142631983177225,72.52176603750317,1600.0
ダノンデサイル,1,16,1700,23.815495891527558,76.72071282641195,1700.0
ダノンデサイル,1,17,1800,23.719465666158495,80.93665939989123,1800.0
ダノンデサイル,1,18,1900,23.623435440789432,85.16974396757163,1900.0
ダノンデサイル,1,19,2000,23.52740521542037,89.42010643144665,2000.0
ダノンデサイル,1,20,2100,23.431374990051307,93.68788841361624,2100.0
ダノンデサイル,1,21,2200,23.335344764682244,97.97323328460133,2200.0
ミュージアムマイル,2,0,100,20.739473084611728,4.821723270983099,100.0
ミュージアムマイル,2,1,200,20.739473084611728,9.643446541966197,200.0
ミュージアムマイル,2,2,300,20.739473084611728,14.465169812949295,300.0
ミュージアムマイル,2,3,400,20.739473084611728,19.286893083932394,400.0
ミュージアムマイル,2,4,500,20.739473084611728,24.108616354915494,500.0
ミュージアムマイル,2,5,600,20.739473084611728,28.930339625898593,600.0
ミュージアムマイル,2,6,700,20.739473084611728,33.75206289688169,700.0
ミュージアムマイル,2,7,800,20.739473084611728,38.57378616786479,800.0
ミュージアムマイル,2,8,900,20.739473084611728,43.39550943884789,900.0
ミュージアムマイル,2,9,1000,20.739473084611728,48.21723270983099,1000.0
ミュージアムマイル,2,10,1100,21.271254445755616,52.91841289903951,1100.0
ミュージアムマイル,2,11,1200,21.271254445755616,57.61959308824803,1200.0
ミュージアムマイル,2,12,1300,21.271254445755616,62.32077327745655,1300.0
ミュージアムマイル,2,13,1400,20.626670977702418,67.16886534757784,1400.0
ミュージアムマイル,2,14,1500,20.626670977702418,72.01695741769912,1500.0
ミュージアムマイル,2,15,1600,20.585417635747014,76.8747651031914,1600.0
ミュージアムマイル,2,16,1700,26.16242718294266,80.69704043340991,1700.0
ミュージアムマイル,2,17,1800,26.109892188599403,84.52700645845783,1800.0
ミュージアムマイル,2,18,1900,26.057357194256145,88.36469418920143,1900.0
ミュージアムマイル,2,19,2000,26.004822199912883,92.21013482445157,2000.0
ミュージアムマイル,2,20,2100,25.952287205569625,96.06335975248562,2100.0
ミュージアムマイル,2,21,2200,25.899752211226367,99.92440055258466,2200.0
シュガークン,3,0,100,20.82064729524303,4.802924644079023,100.0
シュガークン,3,1,200,20.82064729524303,9.605849288158046,200.0
シュガークン,3,2,300,20.82064729524303,14.408773932237068,300.0
シュガークン,3,3,400,20.82064729524303,19.211698576316092,400.0
シュガークン,3,4,500,20.82064729524303,24.014623220395116,500.0
シュガークン,3,5,600,20.82064729524303,28.81754786447414,600.0
シュガークン,3,6,700,20.82064729524303,33.62047250855316,700.0
シュガークン,3,7,800,20.82064729524303,38.423397152632184,800.0
シュガークン,3,8,900,20.82064729524303,43.226321796711204,900.0
