horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m,actual_running_style
カムアップローゼス,1,0,100,14.46144757458557,6.914937075575974,100.0,差し
カムアップローゼス,1,1,200,14.86611344740892,13.641644789314661,200.0,差し
カムアップローゼス,1,2,300,14.511975594390321,20.532505330635825,300.0,差し
カムアップローゼス,1,3,400,14.620328400746487,27.3722969727233,400.0,差し
カムアップローゼス,1,4,500,14.490059880028808,34.273579702260314,500.0,差し
カムアップローゼス,1,5,600,14.62817576881724,41.10970209922858,600.0,差し
カムアップローゼス,1,6,700,14.689988141531591,47.91705953454737,700.0,差し
カムアップローゼス,1,7,800,14.66469378727176,54.73615862046181,800.0,差し
カムアップローゼス,1,8,900,15.028429633392447,61.39021379717866,900.0,差し
カムアップローゼス,1,9,1000,15.52788632412861,67.83024033476421,1000.0,差し
カムアップローゼス,1,10,1100,16.309015098997808,73.96181844619444,1100.0,差し
カムアップローゼス,1,11,1200,16.835453354758474,79.9016644303084,1200.0,差し
カムアップローゼス,1,12,1300,16.757006659278318,85.86931736697595,1300.0,差し
カムアップローゼス,1,13,1400,14.790057923672096,92.63061610671556,1400.0,差し
カムアップローゼス,1,14,1500,14.641203783646011,99.46065559511463,1500.0,差し
カムアップローゼス,1,15,1600,14.180281625004563,106.51270171411883,1600.0,差し
カムアップローゼス,1,16,1700,14.175429414892715,113.56716172892021,1700.0,差し
カムアップローゼス,1,17,1800,14.107849069914385,120.65541448130146,1800.0,差し
ナムラヒナギク,2,0,100,16.078028774477506,6.219667933344008,100.0,先行
ナムラヒナギク,2,1,200,16.165760548902096,12.405581654971632,200.0,先行
ナムラヒナギク,2,2,300,16.189392752869097,18.582465589193188,300.0,先行
ナムラヒナギク,2,3,400,16.196390462405393,24.756680778195772,400.0,先行
ナムラヒナギク,2,4,500,16.339096730448706,30.876970146067933,500.0,先行
ナムラヒナギク,2,5,600,16.203371028612025,37.048525424498536,600.0,先行
ナムラヒナギク,2,6,700,16.030300536857247,43.286711650020486,700.0,先行
ナムラヒナギク,2,7,800,16.09496662116116,49.49983419657632,800.0,先行
ナムラヒナギク,2,8,900,16.294421844086894,55.636903738340344,900.0,先行
ナムラヒナギク,2,9,1000,15.465178974258368,62.1030429383101,1000.0,先行
ナムラヒナギク,2,10,1100,15.653053385794896,68.49157286504949,1100.0,先行
ナムラヒナギク,2,11,1200,15.747657884404026,74.84172351818482,1200.0,先行
ナムラヒナギク,2,12,1300,15.748718689487223,81.19144643670728,1300.0,先行
ナムラヒナギク,2,13,1400,13.801549576024776,88.43700965764546,1400.0,先行
ナムラヒナギク,2,14,1500,13.654508586625127,95.76059800691436,1500.0,先行
ナムラヒナギク,2,15,1600,13.420811394046034,103.2117123295822,1600.0,先行
ナムラヒナギク,2,16,1700,13.271308123494283,110.74676456930598,1700.0,先行
ナムラヒナギク,2,17,1800,13.365750153048065,118.2285743334362,1800.0,先行
ゴーゴータカシ,3,0,100,14.180628688233071,7.051873523984088,100.0,追込
ゴーゴータカシ,3,1,200,14.140105625550937,14.123956480656041,200.0,追込
ゴーゴータカシ,3,2,300,14.088466286598933,21.221961186471383,300.0,追込
ゴーゴータカシ,3,3,400,14.234471102773828,28.247160737476356,400.0,追込
ゴーゴータカシ,3,4,500,14.2092902486439,35.284809926853974,500.0,追込
ゴーゴータカシ,3,5,600,14.183430154153871,42.33529058725425,600.0,追込
ゴーゴータカシ,3,6,700,14.227302904833376,49.36402967216032,700.0,追込
ゴーゴータカシ,3,7,800,14.155314401792403,56.428514229800214,800.0,追込
ゴーゴータカシ,3,8,900,14.512376667217548,63.3191843311278,900.0,追込
ゴーゴータカシ,3,9,1000,14.243424183310639,70.33996800737135,1000.0,追込
ゴーゴータカシ,3,10,1100,15.034580921794916,76.99130072626575,1100.0,追込
ゴーゴータカシ,3,11,1200,15.246947597530733,83.54999054665939,1200.0,追込
ゴーゴータカシ,3,12,1300,16.445042471924033,89.63085048792898,1300.0,追込
ゴーゴータカシ,3,13,1400,14.615379108999788,96.47295832886911,1400.0,追込
ゴーゴータカシ,3,14,1500,14.528334912455339,103.35605956535483,1500.0,追込
ゴーゴータカシ,3,15,1600,14.520492312001904,110.24287840395199,1600.0,追込
ゴーゴータカシ,3,16,1700,14.371409603066947,117.20113808494106,1700.0,追込
ゴーゴータカシ,3,17,1800,14.365836624231815,124.16209710290201,1800.0,追込
ドッグウッド,4,0,100,14.296280077956814,6.994826588084845,100.0,差し
ドッグウッド,4,1,200,14.364843668862786,13.95626677533588,200.0,差し
ドッグウッド,4,2,300,14.564335865782981,20.822353970903585,300.0,差し
ドッグウッド,4,3,400,14.394879942001504,27.769268457367563,400.0,差し
ドッグウッド,4,4,500,14.470056053939464,34.68009172074912,500.0,差し
ドッグウッド,4,5,600,14.308598367162682,41.66889645437653,600.0,差し
ドッグウッド,4,6,700,14.392432042560849,48.61699248875648,700.0,差し
ドッグウッド,4,7,800,14.517754871283731,55.50510989303922,800.0,差し
ドッグウッド,4,8,900,14.779132475345426,62.2714069112722,900.0,差し
ドッグウッド,4,9,1000,15.256335015062575,68.82606108616217,1000.0,差し
ドッグウッド,4,10,1100,15.859479975500783,75.13143806917024,1100.0,差し
ドッグウッド,4,11,1200,16.343671337229832,81.25001436311507,1200.0,差し
ドッグウッド,4,12,1300,14.817407811604145,87.99883313569995,1300.0,差し
ドッグウッド,4,13,1400,14.355097813285996,94.96499953182493,1400.0,差し
ドッグウッド,4,14,1500,14.351169827618122,101.93307260190699,1500.0,差し
ドッグウッド,4,15,1600,13.909631822064938,109.12233550111395,1600.0,差し
ドッグウッド,4,16,1700,13.840929256131457,116.34728392397368,1700.0,差し
ドッグウッド,4,17,1800,13.645144343105436,123.67589822701896,1800.0,差し
ネッタイヤライ,5,0,100,16.981664551243203,5.888704237340453,100.0,逃げ
ネッタイヤライ,5,1,200,16.966767452510286,11.782578853109097,200.0,逃げ
ネッタイヤライ,5,2,300,16.9824667260931,17.67100493471906,300.0,逃げ
ネッタイヤライ,5,3,400,16.96613358340461,23.565099750630143,400.0,逃げ
ネッタイヤライ,5,4,500,17.009595232064996,29.444134415222795,500.0,逃げ
ネッタイヤライ,5,5,600,16.80136799628644,35.396030714506445,600.0,逃げ
ネッタイヤライ,5,6,700,16.976554528104202,41.28650747965057,700.0,逃げ
ネッタイヤライ,5,7,800,15.509220443962505,47.73428481064649,800.0,逃げ
ネッタイヤライ,5,8,900,15.515210935210405,54.17957262642854,900.0,逃げ
ネッタイヤライ,5,9,1000,15.510394690792237,60.626861814972855,1000.0,逃げ
ネッタイヤライ,5,10,1100,15.569511770723082,67.04967079399556,1100.0,逃げ
ネッタイヤライ,5,11,1200,15.067549485053814,73.68645005921016,1200.0,逃げ
ネッタイヤライ,5,12,1300,14.974548795396776,80.36444759799011,1300.0,逃げ
ネッタイヤライ,5,13,1400,14.089688057231825,87.46183680872376,1400.0,逃げ
ネッタイヤライ,5,14,1500,14.114822114927671,94.54658780209556,1500.0,逃げ
ネッタイヤライ,5,15,1600,13.931515864885816,101.72455759158908,1600.0,逃げ
ネッタイヤライ,5,16,1700,14.01735186204771,108.85857270258533,1700.0,逃げ
ネッタイヤライ,5,17,1800,13.949315303771378,116.02738334470794,1800.0,逃げ
ゼアズノープレイス,6,0,100,14.138851626710746,7.072710191758618,100.0,差し
ゼアズノープレイス,6,1,200,14.183420007647994,14.12319589591727,200.0,差し
ゼアズノープレイス,6,2,300,14.30815520748147,21.112217090467343,300.0,差し
ゼアズノープレイス,6,3,400,14.294811312465315,28.10776238408016,400.0,差し
ゼアズノープレイス,6,4,500,14.25023379024823,35.12519111345528,500.0,差し
ゼアズノープレイス,6,5,600,14.252508532330426,42.14149984066353,600.0,差し
ゼアズノープレイス,6,6,700,14.29530986597361,49.13680116239457,700.0,差し
ゼアズノープレイス,6,7,800,14.347049581919528,56.10687535284152,800.0,差し
ゼアズノープレイス,6,8,900,14.301527859396318,63.099135269623666,900.0,差し
ゼアズノープレイス,6,9,1000,14.81357722714354,69.84969919261492,1000.0,差し
ゼアズノープレイス,6,10,1100,15.55164903324788,76.27988545686317,1100.0,差し
ゼアズノープレイス,6,11,1200,13.847965234179565,83.50116297373474,1200.0,差し
ゼアズノープレイス,6,12,1300,13.977976712594678,90.65527419141164,1300.0,差し
ゼアズノープレイス,6,13,1400,13.358371079199012,98.14121685666032,1400.0,差し
ゼアズノープレイス,6,14,1500,13.298382695326264,105.6609282599985,1500.0,差し
ゼアズノープレイス,6,15,1600,12.68770707986155,113.54257301823256,1600.0,差し
ゼアズノープレイス,6,16,1700,12.612766264210292,121.47104785913703,1700.0,差し
ゼアズノープレイス,6,17,1800,12.314690339723033,129.59143068983101,1800.0,差し
ハルフロンティア,7,0,100,15.85271343115649,6.308068359039578,100.0,先行
ハルフロンティア,7,1,200,15.826605556648408,12.626542629600532,200.0,先行
ハルフロンティア,7,2,300,16.025323114580576,18.866666418993297,300.0,先行
ハルフロンティア,7,3,400,15.884483022201401,25.162118393113712,400.0,先行
ハルフロンティア,7,4,500,15.888088401661854,31.456141781700865,500.0,先行
ハルフロンティア,7,5,600,15.850037700601312,37.765275039863795,600.0,先行
ハルフロンティア,7,6,700,15.930654802208732,44.04248092007252,700.0,先行
ハルフロンティア,7,7,800,15.944456471526513,50.314253192685214,800.0,先行
ハルフロンティア,7,8,900,16.5242844195556,56.36595246516054,900.0,先行
ハルフロンティア,7,9,1000,15.783537352281177,62.70166782275413,1000.0,先行
ハルフロンティア,7,10,1100,15.689810653773433,69.07523103563776,1100.0,先行
ハルフロンティア,7,11,1200,16.03998603868376,75.30965042720264,1200.0,先行
ハルフロンティア,7,12,1300,15.29286517689877,81.84864745903803,1300.0,先行
ハルフロンティア,7,13,1400,13.905012895517274,89.04029846658497,1400.0,先行
ハルフロンティア,7,14,1500,13.857347003343731,96.25668699866621,1500.0,先行
ハルフロンティア,7,15,1600,13.693214534217832,103.55957411477112,1600.0,先行
ハルフロンティア,7,16,1700,13.471891719101817,110.98243662621856,1700.0,先行
ハルフロンティア,7,17,1800,13.615718729843037,118.32688916553396,1800.0,先行
ハミルトン,8,0,100,16.815525101375922,5.9468853572593785,100.0,逃げ
ハミルトン,8,1,200,16.752929482215723,11.915990647540474,200.0,逃げ
ハミルトン,8,2,300,16.718797952215134,17.89728190339602,300.0,逃げ
ハミルトン,8,3,400,16.827149641173516,23.840059030385785,400.0,逃げ
ハミルトン,8,4,500,16.617749127154976,29.8577211839557,500.0,逃げ
ハミルトン,8,5,600,16.80013254083686,35.810055176376615,600.0,逃げ
ハミルトン,8,6,700,16.986432170030117,41.6971066183171,700.0,逃げ
ハミルトン,8,7,800,15.487634007946465,48.153870766326506,800.0,逃げ
ハミルトン,8,8,900,14.94611076682895,54.84457455944556,900.0,逃げ
ハミルトン,8,9,1000,14.985545160531617,61.51767179606638,1000.0,逃げ
ハミルトン,8,10,1100,14.865682441174831,68.24457453973194,1100.0,逃げ
ハミルトン,8,11,1200,15.112720729141865,74.86151676954302,1200.0,逃げ
ハミルトン,8,12,1300,14.339150440276432,81.83543062981717,1300.0,逃げ
ハミルトン,8,13,1400,13.186557091525001,89.41891123858578,1400.0,逃げ
ハミルトン,8,14,1500,13.170686913622331,97.01152965369447,1500.0,逃げ
ハミルトン,8,15,1600,12.733728875718155,104.86468884814607,1600.0,逃げ
ハミルトン,8,16,1700,12.90189767398492,112.61548663982579,1700.0,逃げ
ハミルトン,8,17,1800,12.67407480126805,120.50560892236076,1800.0,逃げ
マイネルイグザルト,9,0,100,16.180132948074554,6.180418932336403,100.0,先行
マイネルイグザルト,9,1,200,16.1798181581029,12.360958109157727,200.0,先行
マイネルイグザルト,9,2,300,16.04991661173127,18.59152007524966,300.0,先行
マイネルイグザルト,9,3,400,16.200372964818506,24.76421747037536,400.0,先行
マイネルイグザルト,9,4,500,16.112398845453136,30.970617954820895,500.0,先行
マイネルイグザルト,9,5,600,16.062441725906183,37.19632147527108,600.0,先行
マイネルイグザルト,9,6,700,16.05417411614873,43.425231120608174,700.0,先行
マイネルイグザルト,9,7,800,16.037955266180116,49.66043993247424,800.0,先行
マイネルイグザルト,9,8,900,16.040806497925143,55.894540444373995,900.0,先行
マイネルイグザルト,9,9,1000,15.512321603874954,62.34102876208784,1000.0,先行
マイネルイグザルト,9,10,1100,15.290888890286661,68.88087093329894,1100.0,先行
マイネルイグザルト,9,11,1200,15.315751379810152,75.41009679497125,1200.0,先行
マイネルイグザルト,9,12,1300,14.246632325501995,82.42929948899996,1300.0,先行
マイネルイグザルト,9,13,1400,13.314082459043735,89.9401437629194,1400.0,先行
マイネルイグザルト,9,14,1500,13.296056985450276,97.46117049358315,1500.0,先行
