horse_name,frame,horse_number,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,actual_running_style,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
ダノンデサイル,1,1,80.61,99.59,100.0,8.18,23.42,47.8,67.0,87.0,自在,自在,"{'逃げ': 0.08181818181818182, '先行': 0.23417104590886578, '差し': 0.4780101196308583, '追込': 0.2060006526420941}",0.082,0.234,0.478,0.206,8.18,23.42,47.8,20.6,55.0,0.437,0.449,0.483,5.31,0.456,0.0279,10,"['11-12-12-9', '6-6-6-7', '9-9-8-7', '8-8-10-9', '7-7-7-5', '1-1-1-1', '8-9-14-15', '4-3-6-4', '4-5-5-5', '11-10-9-10']",差し,0.08457288488009541,0.242055255541025,0.47057528360812,0.20279657597075962
ミュージアムマイル,1,2,71.77,92.77,100.0,0.36,24.39,40.22,16.2,54.16,自在,自在,"{'逃げ': 0.0036115982077701133, '先行': 0.24389586865140586, '差し': 0.3503210854031331, '追込': 0.402171447737691}",0.004,0.244,0.35,0.402,0.36,24.39,35.03,40.22,55.0,0.55,0.553,0.542,4.8,0.548,0.0216,10,"['6-6-7-6', '11-11-11-11', '9-9-9', '8-8-6-6', '11-11-11-10', '8-8-8-10', '9-9-9-4', '3-4', '6-6-6-3', '3-3']",先行,0.0037458221703245208,0.25296018534937365,0.34603872696580906,0.3972552655144929
レガレイラ,2,3,65.43,92.88,100.0,0.0,13.8,46.87,16.6,44.8,自在,自在,"{'逃げ': 0.0, '先行': 0.1379861090832493, '差し': 0.46865183970093394, '追込': 0.3933620512158168}",0.0,0.138,0.469,0.393,0.0,13.8,46.87,39.34,55.0,0.642,0.658,0.626,5.49,0.642,0.0324,10,"['11-12-10-9', '14-14-15-12', '9-10-10-8', '8-8-6-6', '8-8-6-5', '6-5-5-3', '8-8-10-9', '15-15-15-15', '10-11-14-13', '14-15-14-13']",差し,0.0,0.14389265515687402,0.4654406226743281,0.3906667221687978
メイショウタバル,2,4,100.0,72.66,56.26,85.2,14.0,0.8,87.4,38.77,逃げ,逃げ,"{'逃げ': 0.852, '先行': 0.14000000000000004, '差し': 0.008, '追込': 0.0}",0.852,0.14,0.008,0.0,85.2,14.0,0.8,0.0,0.74,0.086,0.086,0.077,-4.87,0.083,0.0005,10,"['2-2-2-2', '1-1-1-1', '2-2-1-1', '1-1-1', '1-1-1-1', '1-1-1-1', '2-2-2-10', '1-1-1-1', '1-1-1-1', '1-1']",逃げ,0.8523246951219512,0.1400533536585366,0.007621951219512195,0.0
クロワデュノール,3,5,87.73,100.0,97.21,4.16,69.29,22.48,77.2,83.84,先行,先行,"{'逃げ': 0.04155495743087129, '先行': 0.6929017508143429, '差し': 0.2248038157994079, '追込': 0.040739475955377885}",0.042,0.693,0.225,0.041,4.16,69.29,22.48,4.07,21.67,0.327,0.31,0.265,2.57,0.301,0.0094,9,"['5-5-4-3', '6-5-5-3', '8-8-6-4', '4-4-4-5', '4-3-2-3', '4-4-6-2', '7-7-4-3', '3-3-2', '2-2-2']",先行,0.042087145968058064,0.7017756467819536,0.2168408065498171,0.039296400700171256
