horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
ドマーネ,1,1,56.0,0.0,55.85,71.77,74.87,0.53,29.14,49.3,61.32,race_history,40.16,54.97,40.16,1500.0,50.0,50.26,53.33,国分恭,50.0,50.0,50.0,44.8,差し,差し,"{'逃げ': 0.005264541080083035, '先行': 0.2913880761604892, '差し': 0.49303069914096265, '追込': 0.21031668361846512}",0.005,0.291,0.493,0.21,0.53,29.14,49.3,21.03,82.93,0.624,0.595,0.587,0.624,0.595,0.587,1.25,0.602,0.0493,10,"['11-11-11-11', '8-7-7-6', '7-7-5-5', '6-4-5-5', '12-12-12-10', '3-3-5-5', '10-11-12-12', '12-12-10-9', '10-9-6-6', '12-12-11-11']","[12, 17, 13, 11, 15, 16, 13, 18, 16, 16]","[0.9167, 0.4706, 0.5385, 0.5455, 0.8, 0.1875, 0.7692, 0.6667, 0.625, 0.75]","[0.9167, 0.4118, 0.5385, 0.3636, 0.8, 0.1875, 0.8462, 0.6667, 0.5625, 0.75]","[0.9167, 0.4118, 0.3846, 0.4545, 0.8, 0.3125, 0.9231, 0.5556, 0.375, 0.6875]",[],43.69,47.54,55.93,48.0,42.32,50.3,56.57,53.72,42.99,44.12,0.342,0.387,0.313,0.566,100.0,56.63,48.77,36.102,34.8,74.49,31.3,34.18,46.76,62.9,49.46,43.31,91.07,差し,差し,"{'逃げ': 0.005354605124743717, '先行': 0.2963730479378382, '差し': 0.4894732131520702, '追込': 0.20879913378534795}",0.005354605124743717,0.2963730479378382,0.4894732131520702,0.20879913378534795
タイムレスキス,2,2,53.0,-4.0,82.76,52.88,69.93,24.56,39.08,28.51,83.87,race_history,49.12,55.82,49.12,1500.0,50.0,48.65,51.39,武豊,50.0,50.0,50.0,29.44,自在,自在,"{'逃げ': 0.2455819640727128, '先行': 0.3908308159617371, '差し': 0.28514200158841585, '追込': 0.07844521837713435}",0.246,0.391,0.285,0.078,24.56,39.08,28.51,7.84,100.0,0.35,0.372,0.372,0.35,0.372,0.372,-1.53,0.365,0.0441,5,"['8-8-8-7', '2-2', '3-3', '3-4', '2-2']","[12, 16, 9, 8, 13]","[0.6667, 0.125, 0.3333, 0.375, 0.1538]","[0.6667, 0.125, 0.3333, 0.5, 0.1538]","[0.6667, 0.125, 0.3333, 0.5, 0.1538]",[],49.3,55.33,72.43,53.86,55.01,64.73,70.68,58.23,49.37,50.86,0.65,0.628,0.238,0.715,100.0,71.54,48.7,35.65,34.5,85.31,23.85,64.98,66.73,70.86,62.63,57.53,94.86,逃げ,逃げ,"{'逃げ': 0.24773599454393772, '先行': 0.3942588424858104, '差し': 0.2807642929748656, '追込': 0.07724086999538628}",0.24773599454393772,0.3942588424858104,0.2807642929748656,0.07724086999538628
アルディスティーノ,3,3,56.0,0.0,83.26,58.81,46.53,34.74,31.52,22.17,51.25,race_history,46.25,57.15,46.25,1500.0,50.0,49.59,52.87,横山琉,50.0,50.0,50.0,32.92,自在,自在,"{'逃げ': 0.34737023684265006, '先行': 0.3152254381957747, '差し': 0.22167531537372975, '追込': 0.11572900958784552}",0.347,0.315,0.222,0.116,34.74,31.52,22.17,11.57,100.0,0.305,0.289,0.255,0.305,0.289,0.255,-3.4,0.283,0.0448,10,"['7-6-6-5', '2-2-2-2', '12-12-7-6', '3-3-3-1', '1-1', '2-2-3-3', '1-1-1-1', '1-1', '10-10', '4-3-3']","[12, 13, 18, 16, 18, 14, 16, 18, 16, 18]","[0.5833, 0.1538, 0.6667, 0.1875, 0.0556, 0.1429, 0.0625, 0.0556, 0.625, 0.2222]","[0.5, 0.1538, 0.6667, 0.1875, 0.0556, 0.1429, 0.0625, 0.0556, 0.625, 0.1667]","[0.5, 0.1538, 0.3889, 0.1875, 0.0556, 0.2143, 0.0625, 0.0556, 0.625, 0.1667]",[],47.48,52.79,63.71,48.0,54.27,61.12,60.44,47.03,47.33,48.69,0.645,0.666,0.155,0.609,100.0,60.91,43.31,36.627,35.8,77.85,15.48,64.51,64.03,60.36,54.05,52.34,92.25,追込,追込,"{'逃げ': 0.3501958700568532, '先行': 0.31778959417017155, '差し': 0.21813421311217188, '追込': 0.11388032266080331}",0.3501958700568532,0.31778959417017155,0.21813421311217188,0.11388032266080331
レダアトミカ,4,4,53.0,-4.0,59.33,71.9,91.69,0.0,1.48,70.84,78.92,race_history,52.04,58.25,52.04,1500.0,50.0,47.57,56.07,舟山,50.0,50.0,50.0,29.9,差し,差し,"{'逃げ': 0.0, '先行': 0.014794316849524565, '差し': 0.7084247949400704, '追込': 0.27678088821040503}",0.0,0.015,0.708,0.277,0.0,1.48,70.84,27.68,10.63,0.633,0.62,0.565,0.633,0.62,0.565,2.71,0.606,0.0066,4,"['8-8-10-11', '8-8-8-9', '14-13-5-4', '8-8-8']","[12, 14, 18, 16]","[0.6667, 0.5714, 0.7778, 0.5]","[0.6667, 0.5714, 0.7222, 0.5]","[0.8333, 0.5714, 0.2778, 0.5]",[],51.5,55.32,75.32,51.82,57.29,60.39,56.95,58.21,51.45,52.42,0.367,0.38,0.598,0.574,100.0,57.37,55.88,35.612,33.7,70.34,59.79,36.67,46.71,69.67,53.37,48.07,89.62,差し,差し,"{'逃げ': 0.0, '先行': 0.015151285865705428, '差し': 0.7081681117860722, '追込': 0.2766806023482222}",0.0,0.015151285865705428,0.7081681117860722,0.2766806023482222
メリザンド,5,5,56.0,0.0,93.05,66.95,61.78,50.99,29.38,15.8,75.21,race_history,51.15,56.76,51.15,1500.0,50.0,49.4,60.1,杉原,50.0,50.0,50.0,55.13,逃げ,逃げ,"{'逃げ': 0.5098543559081675, '先行': 0.29384927307270414, '差し': 0.15797520254973377, '追込': 0.03832116846939458}",0.51,0.294,0.158,0.038,50.99,29.38,15.8,3.83,79.74,0.241,0.249,0.233,0.241,0.249,0.233,-2.3,0.241,0.0446,9,"['1-1-1-1', '2-2-2-2', '1-1-1-1', '2-3-2-2', '2-2-1-2', '8-9-9-11', '4-4-5-4', '13-12-10-12', '9-8']","[12, 8, 14, 16, 16, 14, 15, 18, 11]","[0.0833, 0.25, 0.0714, 0.125, 0.125, 0.5714, 0.2667, 0.7222, 0.8182]","[0.0833, 0.25, 0.0714, 0.1875, 0.125, 0.6429, 0.2667, 0.6667, 0.7273]","[0.0833, 0.25, 0.0714, 0.125, 0.0625, 0.6429, 0.3333, 0.5556, 0.7273]",[],50.74,63.74,58.86,48.0,71.74,78.83,64.63,59.5,50.82,54.05,0.868,0.857,0.0,0.642,100.0,64.22,42.48,35.58,34.3,77.61,0.0,86.8,76.04,66.66,60.41,66.09,92.16,逃げ,逃げ,"{'逃げ': 0.5122590288367862, '先行': 0.29523518138919497, '差し': 0.15492462226203677, '追込': 0.03758116751198199}",0.5122590288367862,0.29523518138919497,0.15492462226203677,0.03758116751198199
クリスレジーナ,5,6,53.0,-4.0,74.43,73.64,99.64,16.06,32.25,29.24,50.0,neutral,57.31,58.64,57.31,1500.0,50.0,49.71,61.09,斎藤,50.0,50.0,50.0,45.52,自在,自在,"{'逃げ': 0.16058823529411764, '先行': 0.322497639810469, '差し': 0.22446750910700958, '追込': 0.2924466157884038}",0.161,0.322,0.224,0.292,16.06,32.25,22.45,29.24,100.0,0.512,0.512,0.524,0.512,0.512,0.524,2.74,0.516,0.1202,4,"['3-3-3-2', '7-7-7-6', '15-15-15-15', '1-1-2-1']","[12, 9, 16, 17]","[0.25, 0.7778, 0.9375, 0.0588]","[0.25, 0.7778, 0.9375, 0.0588]","[0.25, 0.7778, 0.9375, 0.1176]",[],55.19,66.19,69.44,53.9,73.43,84.15,61.26,69.72,55.21,57.95,0.488,0.488,0.579,0.607,100.0,60.68,59.81,34.744,33.7,79.75,57.94,48.79,54.14,78.05,60.98,59.71,92.91,逃げ,逃げ,"{'逃げ': 0.16259819917205567, '先行': 0.3265341036619592, '差し': 0.221841876519208, '追込': 0.289025820646777}",0.16259819917205567,0.3265341036619592,0.221841876519208,0.289025820646777
アストリル,6,7,53.0,-4.0,83.31,77.86,100.0,20.69,18.87,48.8,78.54,race_history,59.46,58.44,59.46,1500.0,50.0,50.0,64.44,丹内,50.0,50.0,50.0,70.69,差し,差し,"{'逃げ': 0.20693877551020412, '先行': 0.18865173711595123, '差し': 0.48796401013343843, '追込': 0.11644547724040613}",0.207,0.189,0.488,0.116,20.69,18.87,48.8,11.64,92.07,0.394,0.393,0.389,0.394,0.393,0.389,3.22,0.392,0.0326,7,"['5-5-5-4', '6-6-7', '2-2-2-2', '7-6-6-6', '11-12-9-9', '2-2-2-2', '10-10']","[12, 11, 16, 18, 18, 16, 18]","[0.4167, 0.5455, 0.125, 0.3889, 0.6111, 0.125, 0.5556]","[0.4167, 0.5455, 0.125, 0.3333, 0.6667, 0.125, 0.5556]","[0.4167, 0.6364, 0.125, 0.3333, 0.5, 0.125, 0.5556]",[],54.3,69.88,72.0,50.79,84.22,88.59,65.74,64.64,56.74,60.03,0.588,0.59,0.645,0.656,100.0,65.57,60.1,35.18,33.8,78.25,64.47,58.84,61.94,80.71,64.05,62.1,92.39,差し,差し,"{'逃げ': 0.20997371705618142, '先行': 0.19141848294829894, '差し': 0.4832800753213482, '追込': 0.11532772467417149}",0.20997371705618142,0.19141848294829894,0.4832800753213482,0.11532772467417149
リリーズブルーム,6,8,56.0,0.0,84.48,53.13,32.62,42.02,41.75,15.64,50.0,neutral,40.75,57.34,40.75,1500.0,50.0,53.34,56.91,原田和,50.0,50.0,50.0,41.02,自在,自在,"{'逃げ': 0.4201821180602652, '先行': 0.4175058227911092, '差し': 0.15638282177325435, '追込': 0.005929237375371302}",0.42,0.418,0.156,0.006,42.02,41.75,15.64,0.59,57.24,0.232,0.241,0.254,0.232,0.241,0.254,-1.67,0.242,0.0317,10,"['2-2-2-2', '4-4', '8-9-11-10', '1-1-1-1', '2-2-1-2', '1-1-1-1', '1-1-1-1', '2-2-2-2', '3-3-3-3', '3-3-4-4']","[12, 14, 15, 12, 12, 8, 12, 12, 7, 9]","[0.1667, 0.2857, 0.5333, 0.0833, 0.1667, 0.125, 0.0833, 0.1667, 0.4286, 0.3333]","[0.1667, 0.2857, 0.6, 0.0833, 0.1667, 0.125, 0.0833, 0.1667, 0.4286, 0.3333]","[0.1667, 0.2857, 0.7333, 0.0833, 0.0833, 0.125, 0.0833, 0.1667, 0.4286, 0.4444]",[],49.81,47.04,47.21,53.97,53.96,55.81,44.9,28.6,43.41,44.32,0.748,0.734,0.0,0.422,100.0,42.24,34.25,38.458,36.6,62.04,0.0,74.78,59.4,56.8,44.67,50.58,86.71,先行,先行,"{'逃げ': 0.42181943022969637, '先行': 0.4191327063139492, '差し': 0.15323786670426548, '追込': 0.005809996752088845}",0.42181943022969637,0.4191327063139492,0.15323786670426548,0.005809996752088845
モルビド,7,9,56.0,0.0,40.88,64.09,79.03,0.93,4.62,51.38,55.37,race_history,41.03,55.63,41.03,1500.0,50.0,51.69,51.82,小沢,50.0,50.0,50.0,37.2,自在,自在,"{'逃げ': 0.00927639814630919, '先行': 0.04617708566198169, '差し': 0.5137928214394534, '追込': 0.4307536947522559}",0.009,0.046,0.514,0.431,0.93,4.62,51.38,43.08,55.0,0.899,0.904,0.637,0.899,0.904,0.637,0.67,0.813,0.0168,7,"['12-11-11-9', '10-10-9-7', '10-11-7-9', '12-12-3-5', '13-13-2-2', '12-13', '16-17-17-18']","[12, 10, 14, 13, 13, 18, 18]","[1.0, 1.0, 0.7143, 0.9231, 1.0, 0.6667, 0.8889]","[0.9167, 1.0, 0.7857, 0.9231, 1.0, 0.7222, 0.9444]","[0.9167, 0.9, 0.5, 0.2308, 0.1538, 0.7222, 0.9444]",[],46.68,52.56,45.0,47.09,46.6,61.91,58.58,60.71,43.61,45.85,0.071,0.077,0.412,0.584,100.0,58.37,53.89,35.588,34.7,79.92,41.15,7.06,30.51,62.83,52.93,38.51,92.97,追込,追込,"{'逃げ': 0.009490775634855373, '先行': 0.04724423775015896, '差し': 0.5130957242762161, '追込': 0.4301692623387696}",0.009490775634855373,0.04724423775015896,0.5130957242762161,0.4301692623387696
ソングオブザバード,7,10,53.0,-4.0,67.8,63.77,77.59,0.0,29.93,66.34,50.0,neutral,45.65,52.6,45.65,1500.0,50.0,49.06,54.92,横山武,50.0,50.0,50.0,31.23,差し,差し,"{'逃げ': 0.0, '先行': 0.299250862377395, '差し': 0.6633839772518045, '追込': 0.03736516037080057}",0.0,0.299,0.663,0.037,0.0,29.93,66.34,3.74,7.84,0.474,0.505,0.468,0.474,0.505,0.468,-0.33,0.483,0.0049,3,"['5-6-6-7', '4-4-4-4', '7-7-5-4']","[12, 7, 16]","[0.4167, 0.5714, 0.4375]","[0.5, 0.5714, 0.4375]","[0.5, 0.5714, 0.3125]",[],43.59,53.81,73.82,45.8,55.0,66.74,57.17,58.8,46.9,48.63,0.526,0.495,0.348,0.575,100.0,57.5,50.79,35.63,34.6,76.62,34.77,52.56,53.08,65.26,53.68,52.64,91.82,差し,差し,"{'逃げ': 0.0, '先行': 0.304351113840227, '差し': 0.6585556800499318, '追込': 0.03709320610984111}",0.0,0.304351113840227,0.6585556800499318,0.03709320610984111
