rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,running_style,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
1,アカツキスター,2,1,先行,逃げ,逃げ,93.48826749493243,1,0.2712347649465249,0.7053603396737548,0.02340489537972043,0.0
2,メイショウタバル,1,1,差し,差し,差し,96.12988573280032,0,0.0,0.1419937964831504,0.7770289335352472,0.08097726998160248
3,カゼノブリッツ,5,3,自在,差し,差し,96.28302216646017,4,0.3170268566937326,0.36073873986187266,0.14001859857475027,0.18221580486964442
4,シロガネロンド,3,2,差し,差し,差し,96.81964795690051,2,0.0,0.24395291491066254,0.6744449462295191,0.08160213885981828
5,クロノスウィフト,4,2,追込,差し,差し,97.15866339753907,3,0.0,0.0,0.3789153918797428,0.6210846081202571
