rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,actual_running_style_fixed,running_style,adjusted_style_profile,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込,early_speed,stamina,acceleration,consistency,mud_aptitude,mud_source,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,avg_race_score,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,carried_weight,weight_penalty
1,アメリカンステージ,12,7,逃げ,逃げ,逃げ,逃げ,"{'逃げ': 0.7861092601208408, '先行': 0.2101744135437569, '差し': 0.003716326335402205, '追込': 0.0}",73.08827599246696,11,0.7861092601208408,0.2101744135437569,0.003716326335402205,0.0,100.0,31.00556174301928,62.788003374008426,41.40327198826693,87.90381818181818,race_history,60.89952380952381,65.72823034605798,1500.0,50.0,48.725,65.32398295454546,岩田望,50.0,50.0,50.32692307692308,70.65000341007057,61.20636412156631,85.57142857142857,63.114285714285714,72.89285714285714,81.95,90.28974640304139,63.56727394369237,0.9053693181818182,0.9053693181818182,0.0,0.9086666475935483,100.0,90.86666475935482,40.09653644388458,35.905,34.0,66.21536443884584,0.0,90.53693181818181,90.68531164170967,80.46280134425,79.28204061764515,70.45145454545454,88.17537755359604,57.5,3.0
2,ナムラクララ,11,7,先行,先行,先行,先行,"{'逃げ': 0.16490283631136154, '先行': 0.7100621094927094, '差し': 0.11666385448085775, '追込': 0.008371199715071253}",75.03469762669226,10,0.16490283631136154,0.7100621094927094,0.11666385448085775,0.008371199715071253,97.8856187671775,41.06272820499562,0.0,47.25025781489271,80.9093793751468,race_history,68.24666666666667,64.64826516054858,1500.0,50.0,75.0,54.937875000000005,浜中,50.0,50.0,60.93035083518193,60.30192461029189,60.43688892689085,75.21428571428571,76.8,48.492063492063494,55.01428571428572,84.9310815691209,60.40314784774111,0.6993055555555556,0.68125,0.023809523809523808,0.8592868374888066,100.0,85.92868374888066,44.86773809523809,54.417500000000004,33.8,0.0,2.3809523809523805,69.93055555555556,76.1366576869963,70.01373995269125,72.93627606188437,61.2605,65.0,54.0,-4.0
3,ブラックチャリス,2,2,先行,先行,先行,先行,"{'逃げ': 0.11827037576797356, '先行': 0.7935032646434457, '差し': 0.07990674079626128, '追込': 0.008319618792319482}",77.36141008433631,1,0.11827037576797356,0.7935032646434457,0.07990674079626128,0.008319618792319482,98.73079285589829,52.70415616537247,0.0,14.835015400328828,50.0,neutral,69.67809523809524,69.02286877564318,1500.0,50.0,75.0,62.286550000000005,吉田隼,50.0,50.0,57.72789319082481,64.04599527646367,63.55379400264576,69.35714285714286,80.68571428571428,64.625,68.13571428571429,82.52307392767207,63.67684432110023,0.7180902777777778,0.7166319444444444,0.14910714285714285,0.8331501046735383,100.0,83.31501046735384,47.64767857142857,52.785,33.8,0.0,14.910714285714286,71.80902777777777,76.90651165475367,76.96222280609962,75.28638075704461,65.72583333333333,65.0,53.0,-4.0
4,マイネルレノン,7,5,先行,先行,先行,先行,"{'逃げ': 0.14409702293325483, '先行': 0.5757355365289899, '差し': 0.16072784494698653, '追込': 0.11943959559076868}",78.23843611766647,6,0.14409702293325483,0.5757355365289899,0.16072784494698653,0.11943959559076868,93.09349164475799,34.07763866929449,0.0,47.526076029201036,76.62140568475448,race_history,67.00166666666667,56.99406129403343,1500.0,50.0,75.0,53.865275000000004,丹内,50.0,50.0,74.69668682851403,65.2200245631791,54.983268671998815,38.642857142857146,71.35714285714286,55.06944444444444,67.35,90.86649529783544,57.542457644793885,0.6836805555555556,0.7059027777777778,0.12053571428571429,0.9016962862433677,100.0,90.16962862433678,47.14339285714285,51.715,33.6,0.0,12.053571428571429,68.36805555555556,79.40098565872933,71.8381373419305,76.43542074338524,62.14920833333333,65.0,55.0,-2.0
5,ロードフォアエース,13,8,先行,先行,先行,先行,"{'逃げ': 0.33182806647645796, '先行': 0.5874825363110795, '差し': 0.07021315141685996, '追込': 0.010476245795602622}",79.76179293956814,12,0.33182806647645796,0.5874825363110795,0.07021315141685996,0.010476245795602622,100.0,33.44759589355597,0.0,45.64386327180288,70.91988135593222,race_history,65.77857142857142,67.90705673371156,1500.0,50.0,75.0,56.76575,岩田康,50.0,50.0,57.096182921108316,67.04925061718683,62.75877792276948,81.57142857142857,76.71428571428571,55.535714285714285,71.30714285714285,93.03404600989514,63.83139609637382,0.7666666666666666,0.8072916666666667,0.16964285714285715,0.9296958709184288,100.0,92.96958709184288,47.591071428571425,49.225,33.2,0.0,16.964285714285715,76.66666666666667,86.23735585799596,69.53187124808912,80.24039790051359,66.67587499999999,65.0,57.5,3.0
6,ジョーメッドヴィン,3,3,自在,先行,先行,先行,"{'逃げ': 0.03479404195077871, '先行': 0.3652626634520183, '差し': 0.43759054958196425, '追込': 0.1623527450152386}",79.89806326130028,2,0.03479404195077871,0.3652626634520183,0.43759054958196425,0.1623527450152386,88.06106283192821,38.770142050978286,0.0,57.00673253587812,61.0426182552601,race_history,66.29285714285713,64.30107852236189,1500.0,50.0,75.0,57.719750000000005,横山琉,50.0,50.0,83.1564315575685,69.29956048907401,60.18951844718285,59.142857142857146,74.42857142857143,54.42460317460318,77.51428571428572,96.34400733067618,62.46702895765564,0.54375,0.5255208333333333,0.3556547619047619,0.9611813341287989,100.0,96.1181334128799,54.03386904761905,46.8775,33.4,0.0,35.56547619047619,54.375,72.15680586912929,85.45521419749096,83.15772337708394,61.99775,65.0,57.0,2.0
7,ルージュラナキラ,14,8,自在,差し,差し,差し,"{'逃げ': 0.24126105851989527, '先行': 0.3093744387136272, '差し': 0.36752645608787793, '追込': 0.08183804667859972}",80.0132480643028,13,0.24126105851989527,0.3093744387136272,0.36752645608787793,0.08183804667859972,98.49945053947802,42.05577183265356,0.0,63.8555324286399,89.15513859051605,race_history,65.77190476190476,69.72958240010958,1500.0,50.0,75.0,62.87691363636364,横山武,50.0,50.0,89.05112033599289,73.8635633320723,64.05732746007808,71.57142857142857,71.45714285714286,72.02651515151516,83.20714285714287,97.3997522518948,66.50888642807664,0.6266098484848485,0.5995265151515151,0.5130952380952382,0.9690883637693972,100.0,96.90883637693972,57.95488095238095,50.1325,33.5,0.0,51.30952380952381,62.660984848484844,76.58293470295621,90.17964284606414,84.42723500731684,65.05317045454544,65.0,54.0,-4.0
8,クファシル,6,4,自在,差し,差し,差し,"{'逃げ': 0.12517128560110352, '先行': 0.464508659945055, '差し': 0.36587890901148284, '追込': 0.044441145442358526}",83.21185946088652,5,0.12517128560110352,0.464508659945055,0.36587890901148284,0.044441145442358526,88.71234653206709,35.34565049211716,0.0,62.78641595273422,62.424512077294644,race_history,66.58380952380952,55.488539484124566,1500.0,50.0,75.0,54.277924999999996,北村友,50.0,50.0,85.58940387835263,63.04458357087104,53.91058438243875,39.714285714285715,71.88571428571429,50.079365079365076,67.63571428571429,86.68039310875943,56.19408417954682,0.5953125,0.603125,0.0625,0.8622998933228657,100.0,86.22998933228658,45.084999999999994,47.917500000000004,34.1,0.0,6.25,59.53125,71.97537019952895,77.43208961626104,74.86586913275762,59.38374999999999,65.0,55.0,-2.0
9,ステークホルダー,4,3,差し,差し,差し,差し,"{'逃げ': 0.0, '先行': 0.20852964612229877, '差し': 0.6010981657176164, '追込': 0.19037218816008475}",83.26261447895263,3,0.0,0.20852964612229877,0.6010981657176164,0.19037218816008475,71.34019041219014,37.661670140221915,0.0,63.30851498957937,49.50362790697671,race_history,65.12666666666667,50.55196239432272,1500.0,50.0,75.0,45.86871071428572,斎藤,50.0,50.0,67.179201873592,54.48983963478182,50.39327320595494,50.42857142857143,73.88571428571429,26.543367346938776,52.121428571428574,84.68337117689927,51.41741481316166,0.3149553571428571,0.36629464285714286,0.08035714285714286,0.8445020216831877,100.0,84.45020216831877,46.161428571428566,45.2075,33.2,0.0,8.035714285714286,31.49553571428571,58.148796332886306,72.86317209022353,70.00998619257533,48.703714285714284,65.0,54.0,-4.0
10,ティニア,5,4,差し,差し,差し,差し,"{'逃げ': 0.0, '先行': 0.1817730794438033, '差し': 0.528534230572676, '追込': 0.2896926899835207}",83.53605865715204,4,0.0,0.1817730794438033,0.528534230572676,0.2896926899835207,73.14957416218604,42.600978691988296,0.0,60.567220314709324,50.0,neutral,65.82857142857142,59.31368430914495,1500.0,50.0,75.0,53.97493035714285,佐々木,50.0,50.0,64.88697956834733,65.08394387376661,56.63600007026578,55.214285714285715,73.82857142857142,47.160714285714285,64.17857142857143,92.85526562595714,58.74798602114099,0.22723214285714285,0.22566964285714286,0.6946428571428571,0.9195838573544884,100.0,91.95838573544884,63.348571428571425,47.5975,33.1,0.0,69.46428571428572,22.723214285714285,53.79310393809484,87.11565572248642,77.61673715449686,50.16721428571428,65.0,56.0,0.0
