rank,horse_name,horse_number,frame,primary_running_style,actual_running_style,actual_running_style_fixed,running_style,adjusted_style_profile,finish_time,lane_index,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込,early_speed,stamina,acceleration,consistency,mud_aptitude,mud_source,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,avg_race_score,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,carried_weight,weight_penalty
1,ケブランリ,7,4,逃げ,逃げ,逃げ,逃げ,"{'逃げ': 0.4473010842526786, '先行': 0.3013958149673111, '差し': 0.2073593369921837, '追込': 0.043943763787826606}",70.64628127728477,6,0.4473010842526786,0.3013958149673111,0.2073593369921837,0.043943763787826606,91.5905620098679,50.691954879612325,0.0,58.1756308862286,74.9477653575025,race_history,59.52795698924731,56.973570365942834,1500.0,50.0,70.58823529411765,55.91675000000001,荻野極,50.0,50.0,72.31787153347753,59.3840756184693,54.96866888573427,76.04838709677419,51.51612903225806,81.60618279569893,74.23387096774194,76.01524695053969,56.07252056891802,0.7149509803921569,0.7737745098039216,0.14250700280112044,0.7608906788257758,100.0,76.08906788257758,39.43914565826331,53.44117647058823,36.4,0.0,14.250700280112044,71.49509803921569,76.79767858637561,82.09778586332234,66.72854615894708,55.733970588235294,65.0,55.0,-2.0
2,タッカージーティー,12,6,自在,逃げ,逃げ,逃げ,"{'逃げ': 0.3801626051933484, '先行': 0.18541440646106505, '差し': 0.28571175600973936, '追込': 0.14871123233584718}",72.4493511482244,11,0.3801626051933484,0.18541440646106505,0.28571175600973936,0.14871123233584718,83.84809923730496,31.9551782795487,0.0,58.415685193909546,65.04447058823527,race_history,60.82619047619047,51.818109934121445,1500.0,50.0,75.0,55.0250375,横山典,50.0,50.0,88.36055823780804,58.41405604666724,51.295403328061525,59.92857142857143,55.0,61.964285714285715,60.528571428571425,83.62583578889178,53.075066507712954,0.4609375,0.5125,0.30714285714285716,0.8317834703353023,100.0,83.17834703353023,47.33857142857143,53.455,35.6,0.0,30.714285714285715,46.09375,65.61775616508861,79.50004697549296,67.53684086844163,47.151875,65.0,56.0,0.0
3,エコロシード,6,3,先行,先行,先行,先行,"{'逃げ': 0.40704362120843257, '先行': 0.5841582835814504, '差し': 0.008798095210117055, '追込': 0.0}",73.16287452017734,5,0.40704362120843257,0.5841582835814504,0.008798095210117055,0.0,100.0,47.824389675443825,0.0,78.60283976346226,63.25612509897069,race_history,59.59666666666666,59.62180791721277,1500.0,50.0,75.0,64.03953125000001,ゴンサルベ,50.0,50.0,50.78427224272242,64.63476201359403,56.855538141014094,80.85714285714286,53.37142857142857,83.46309523809524,80.51428571428572,81.50211282352014,58.80034410915907,0.8458238636363636,0.8668655303030304,0.0,0.8123595232363723,100.0,81.23595232363724,36.48,53.265,36.9,0.0,0.0,84.58238636363636,84.23378271230342,82.98380652540942,71.30927377800047,59.11546590909091,65.0,55.0,-2.0
4,ヒラボクカレラ,10,5,先行,先行,先行,先行,"{'逃げ': 0.2840829418343241, '先行': 0.6625129474368558, '差し': 0.05340411072882006, '追込': 0.0}",75.60246452412532,9,0.2840829418343241,0.6625129474368558,0.05340411072882006,0.0,93.80455080637134,24.120243405659355,0.0,52.34201342584624,61.870305478180114,race_history,57.20238095238095,52.661882513434804,1500.0,50.0,75.0,58.66116607142858,坂井,50.0,50.0,54.745261378110236,60.813513554207624,51.89659129082229,73.42857142857143,50.0,66.67261904761905,74.74285714285715,80.53964696534828,54.12582185666862,0.7585714285714286,0.7440625000000001,0.08035714285714286,0.8009258146012824,100.0,80.09258146012823,40.24392857142856,48.68,36.6,0.0,8.035714285714286,75.85714285714286,76.96509915705772,76.55618781579969,68.47716980307054,55.84026785714285,65.0,58.0,4.0
5,アメリカンチケット,9,5,逃げ,逃げ,逃げ,逃げ,"{'逃げ': 0.46952136205169237, '先行': 0.315395562315211, '差し': 0.15636703480878195, '追込': 0.058716040824314766}",75.6141156143826,8,0.46952136205169237,0.315395562315211,0.15636703480878195,0.058716040824314766,85.75496519922804,21.27012654104576,0.0,24.082053756106014,75.12649449793672,race_history,58.65809523809524,43.20547704508251,1500.0,50.0,75.0,50.8413875,小崎,50.0,50.0,69.2186390489956,43.11104745077458,45.158902394621286,68.92857142857143,55.0,40.89972527472527,45.207142857142856,63.52930166168729,44.64693865865961,0.6880528846153846,0.6521153846153847,0.0,0.6479660604974572,100.0,64.79660604974572,35.04,49.0025,36.8,0.0,0.0,68.80528846153847,65.02481887623173,58.60665359427646,54.56750832736015,46.11096153846154,65.0,58.0,4.0
6,サードウインド,13,7,先行,先行,先行,先行,"{'逃げ': 0.2563983837485911, '先行': 0.5015206219911057, '差し': 0.23265751598212228, '追込': 0.009423478278180885}",76.4187343493693,12,0.2563983837485911,0.5015206219911057,0.23265751598212228,0.009423478278180885,89.41812092716185,23.56166121464369,0.0,41.20798962481989,84.86719298245613,race_history,60.29690476190476,46.74529506447954,1500.0,50.0,75.0,56.34635,武藤,50.0,50.0,71.35619126915728,55.26865694575654,47.68102273344167,48.5,53.1,57.30714285714286,63.43571428571429,80.30929221990564,49.57793128652039,0.6872916666666666,0.6904166666666667,0.13392857142857142,0.8148236914298257,100.0,81.48236914298258,40.93821428571428,49.395,35.4,0.0,13.392857142857142,68.72916666666667,74.63998278100883,72.15051179290575,67.42717802864041,51.28937499999999,65.0,56.0,0.0
7,シアター,16,8,先行,先行,先行,先行,"{'逃げ': 0.19580258432016812, '先行': 0.4126881690774166, '差し': 0.2598381439837878, '追込': 0.13167110261862744}",76.94766416927052,15,0.19580258432016812,0.4126881690774166,0.2598381439837878,0.13167110261862744,83.34696092777105,31.99143636303355,0.0,64.80277303474946,53.92167656792227,race_history,59.76142857142857,48.58818369514089,1500.0,50.0,75.0,54.72639346590909,原,50.0,50.0,84.59686679808146,58.67396364913644,48.994080882787884,51.285714285714285,55.0,51.352177234530174,62.99285714285714,83.56698624924722,51.41405157437502,0.5093833556149733,0.5086480614973262,0.31875,0.8306494397739917,100.0,83.06494397739917,50.90625,53.1125,34.3,0.0,31.875,50.938335561497325,65.35486817218258,73.96625954124218,68.42759418756955,51.313816844919785,65.0,56.0,0.0
8,ルクスレイモンド,15,8,先行,先行,先行,先行,"{'逃げ': 0.07020739104156015, '先行': 0.8892532024717161, '差し': 0.03524502498579443, '追込': 0.0052943815009293725}",77.44726364369569,14,0.07020739104156015,0.8892532024717161,0.03524502498579443,0.0052943815009293725,91.02930634765181,37.0908780796978,0.0,34.501413163595444,25.378198176773687,race_history,58.84904761904762,50.87546264574657,1500.0,50.0,75.0,63.31093749999999,戸崎圭,50.0,50.0,53.620439669119314,58.70503954601655,50.62376713509443,58.42857142857143,57.22857142857142,64.05595238095238,72.13571428571429,81.11425466092945,52.64408523782497,0.7348958333333333,0.7250000000000001,0.2068452380952381,0.8068201654306056,100.0,80.68201654306056,43.721130952380946,52.074999999999996,36.0,0.0,20.68452380952381,73.48958333333333,76.18190744437726,76.43825016043597,69.89848409868331,56.448375,65.0,55.0,-2.0
9,モリノセピア,14,7,先行,先行,先行,先行,"{'逃げ': 0.207095897371378, '先行': 0.475977646050949, '差し': 0.20711024818197515, '追込': 0.10981620839569786}",78.19510539634302,13,0.207095897371378,0.475977646050949,0.20711024818197515,0.10981620839569786,85.19486712110195,29.56293782723711,0.0,51.400082360250224,49.71782524271843,race_history,60.207142857142856,52.51777089739705,1500.0,50.0,75.0,57.0804125,津村,50.0,50.0,78.14932219309142,59.41432450094803,51.793911764395396,61.357142857142854,55.0,67.15384615384616,67.28571428571429,78.02563349375113,53.69901494853355,0.5647115384615384,0.5647115384615384,0.30892857142857144,0.7786596445083412,100.0,77.86596445083413,46.05571428571428,51.1475,36.3,0.0,30.892857142857142,56.47115384615385,66.09881861825997,75.54649872469822,66.21503044795878,48.66259615384615,65.0,58.0,4.0
10,タケルハーロック,4,2,自在,差し,差し,差し,"{'逃げ': 0.2210531499221697, '先行': 0.4036250806023275, '差し': 0.29979576432652627, '追込': 0.07552600514897644}",79.590236195483,3,0.2210531499221697,0.4036250806023275,0.29979576432652627,0.07552600514897644,85.88699037152382,39.20113752294454,0.0,59.56769222302824,69.14474698825309,race_history,57.883333333333326,59.089130243511654,1500.0,50.0,75.0,64.19339375,石田,50.0,50.0,83.06598662393722,65.2846893299273,56.47600529850205,88.42857142857143,48.0,79.32738095238095,84.95714285714284,78.72352601471592,58.67817630635837,0.6235416666666667,0.66,0.4485119047619047,0.776700621218432,100.0,77.6700621218432,48.99029761904762,50.3325,36.0,0.0,44.851190476190474,62.35416666666667,71.25152795482944,82.03839907221425,69.26353416701376,54.4725,65.0,58.0,4.0
