horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
ニシノイストワール,1,1,58.0,4.0,64.68,54.68,0.0,14.15,51.59,27.79,29.7,race_history,29.14,52.11,29.14,1500.0,50.0,75.0,43.61,荻野極,50.0,50.0,50.0,56.95,先行,先行,"{'逃げ': 0.1415322259665137, '先行': 0.5158670668508274, '差し': 0.27794178120297836, '追込': 0.0646589259796807}",0.142,0.516,0.278,0.065,14.15,51.59,27.79,6.47,100.0,0.431,0.431,0.452,0.431,0.431,0.452,-3.04,0.438,0.0671,8,"['5-5-7-6', '9-9-10-10', '2-2-2-2', '5-5-4-7', '5-3-3-3', '3-5-3', '1-1-1-1', '1-1']","[11, 10, 8, 13, 11, 9, 12, 9]","[0.4545, 0.9, 0.25, 0.3846, 0.4545, 0.3333, 0.0833, 0.1111]","[0.4545, 0.9, 0.25, 0.3846, 0.2727, 0.5556, 0.0833, 0.1111]","[0.6364, 1.0, 0.25, 0.3077, 0.2727, 0.3333, 0.0833, 0.1111]",[],40.25,35.5,45.71,48.0,17.37,41.01,48.05,35.85,35.14,40.0,0.498,0.526,0.064,0.476,100.0,47.56,41.03,50.285,35.2,0.0,6.43,49.84,50.31,50.15,42.38,41.41,65.0,先行,先行,"{'逃げ': 0.14270137679013875, '先行': 0.5201284737634296, '差し': 0.2735361309562381, '追込': 0.06363401849019351}",0.14270137679013875,0.5201284737634296,0.2735361309562381,0.06363401849019351
メアヴィア,2,2,56.0,0.0,75.61,55.94,0.0,52.55,11.34,18.73,50.0,neutral,35.29,53.42,35.29,1500.0,50.0,75.0,45.77,江田照,50.0,50.0,50.0,29.29,逃げ,逃げ,"{'逃げ': 0.5255109328525939, '先行': 0.11340617303500057, '差し': 0.1873376949781903, '追込': 0.17374519913421527}",0.526,0.113,0.187,0.174,52.55,11.34,18.73,17.37,100.0,0.33,0.348,0.339,0.33,0.348,0.339,-3.64,0.339,0.0976,10,"['1-1-1-1', '1-1-2-1', '2-2-2-1', '1-1-1', '4-5-5-6', '11-11', '12-12-10-12', '12-12-7-6', '15-15-15-15', '2-2-6-7']","[12, 12, 16, 10, 6, 16, 15, 16, 16, 18]","[0.0833, 0.0833, 0.125, 0.1, 0.6667, 0.6875, 0.8, 0.75, 0.9375, 0.1111]","[0.0833, 0.0833, 0.125, 0.1, 0.8333, 0.6875, 0.8, 0.75, 0.9375, 0.1111]","[0.0833, 0.1667, 0.125, 0.1, 0.8333, 0.6875, 0.6667, 0.4375, 0.9375, 0.3333]",[],40.83,39.23,59.21,48.0,35.3,38.31,48.75,40.02,39.52,40.0,0.818,0.793,0.0,0.491,100.0,49.06,40.78,50.583,33.4,0.0,0.0,81.79,65.69,43.33,42.65,50.98,65.0,逃げ,逃げ,"{'逃げ': 0.5300882309668198, '先行': 0.11439396192676904, '差し': 0.18445040624461903, '追込': 0.1710674008617922}",0.5300882309668198,0.11439396192676904,0.18445040624461903,0.1710674008617922
アレクレア,3,3,56.0,0.0,61.41,47.09,0.0,10.65,37.39,37.17,46.52,race_history,45.4,58.98,45.4,1500.0,50.0,75.0,44.55,松岡,50.0,50.0,50.0,36.71,自在,自在,"{'逃げ': 0.1064767578603024, '先行': 0.3738626457065502, '差し': 0.3716673260984306, '追込': 0.14799327033471668}",0.106,0.374,0.372,0.148,10.65,37.39,37.17,14.8,89.9,0.518,0.49,0.396,0.518,0.49,0.396,-0.02,0.468,0.05,10,"['8-8', '5-5-3-3', '2-2-2-1', '3-2-2', '8-7-6', '3-3-3', '1-1-1-1', '6-6-3-2', '6-6-5-4', '4-4-3-3']","[16, 6, 10, 8, 9, 9, 9, 8, 8, 7]","[0.5, 0.8333, 0.2, 0.375, 0.8889, 0.3333, 0.1111, 0.75, 0.75, 0.5714]","[0.5, 0.8333, 0.2, 0.25, 0.7778, 0.3333, 0.1111, 0.75, 0.75, 0.5714]","[0.5, 0.5, 0.2, 0.25, 0.6667, 0.3333, 0.1111, 0.375, 0.625, 0.4286]",[],53.74,43.52,65.43,63.71,63.77,59.19,23.45,4.47,46.72,45.92,0.449,0.487,0.152,0.223,100.0,22.35,35.06,51.33,38.8,0.0,15.24,44.85,36.85,54.48,36.23,39.8,65.0,差し,差し,"{'逃げ': 0.10781661845786598, '先行': 0.37856718252706734, '差し': 0.36734430249095706, '追込': 0.1462718965241096}",0.10781661845786598,0.37856718252706734,0.36734430249095706,0.1462718965241096
コスモアチーブ,4,4,58.0,4.0,72.67,63.43,0.0,8.14,32.78,47.74,73.17,race_history,47.94,56.45,47.94,1500.0,50.0,75.0,56.65,石川,50.0,50.0,50.0,61.21,差し,差し,"{'逃げ': 0.08137224194873861, '先行': 0.32778521842653274, '差し': 0.47740569652624926, '追込': 0.11343684309847935}",0.081,0.328,0.477,0.113,8.14,32.78,47.74,11.34,99.36,0.449,0.505,0.459,0.449,0.505,0.459,0.16,0.471,0.0359,10,"['4-5-5', '6-6', '10-11', '3-3-2-2', '8-9-7-8', '2-6-3-4', '4-4-4-2', '8-7', '9-7-7', '4-4-2-2']","[8, 14, 13, 10, 16, 16, 16, 15, 16, 16]","[0.5, 0.4286, 0.7692, 0.3, 0.5, 0.125, 0.25, 0.5333, 0.5625, 0.25]","[0.625, 0.4286, 0.8462, 0.3, 0.5625, 0.375, 0.25, 0.4667, 0.4375, 0.25]","[0.625, 0.4286, 0.8462, 0.2, 0.4375, 0.1875, 0.25, 0.4667, 0.4375, 0.125]",[],50.09,59.43,54.29,48.0,67.86,74.36,59.94,50.06,48.53,51.26,0.497,0.441,0.516,0.598,100.0,59.81,55.8,44.127,33.4,0.0,51.63,49.72,51.18,70.6,56.59,51.51,65.0,差し,差し,"{'逃げ': 0.08253846675518264, '先行': 0.33248302745526165, '差し': 0.4726675083123263, '追込': 0.11231099747722943}",0.08253846675518264,0.33248302745526165,0.4726675083123263,0.11231099747722943
ムーンストラック,5,5,56.0,0.0,62.99,71.28,0.0,0.0,37.78,46.68,49.58,race_history,39.16,56.43,39.16,1500.0,50.0,75.0,52.13,菊沢,50.0,50.0,50.0,51.91,自在,自在,"{'逃げ': 0.0, '先行': 0.37776911764790133, '差し': 0.4667677928514394, '追込': 0.15546308950065924}",0.0,0.378,0.467,0.155,0.0,37.78,46.68,15.55,56.74,0.544,0.508,0.525,0.544,0.508,0.525,-0.07,0.526,0.0319,10,"['9-8-10-9', '10-9-8-8', '5-5-4-5', '5-5-5-5', '7-7', '4-4-4-3', '10-8-8-7', '10-10-11-9', '5-5-6-4', '5-5-4-4']","[11, 17, 14, 8, 15, 16, 16, 18, 18, 12]","[0.8182, 0.5882, 0.3571, 0.625, 0.4667, 0.25, 0.625, 0.5556, 0.2778, 0.4167]","[0.7273, 0.5294, 0.3571, 0.625, 0.4667, 0.25, 0.5, 0.5556, 0.2778, 0.4167]","[0.9091, 0.4706, 0.2857, 0.625, 0.4667, 0.25, 0.5, 0.6111, 0.3333, 0.3333]",[],46.33,48.83,46.36,48.0,42.82,53.84,63.2,45.13,42.28,43.91,0.412,0.448,0.312,0.633,100.0,63.32,49.84,48.917,33.9,0.0,31.25,41.23,53.15,63.82,53.77,44.42,65.0,先行,先行,"{'逃げ': 0.0, '先行': 0.3834752657669548, '差し': 0.46248731395083287, '追込': 0.15403742028221237}",0.0,0.3834752657669548,0.46248731395083287,0.15403742028221237
トレベルオール,6,6,58.0,4.0,86.59,56.41,0.0,19.46,62.03,13.72,50.0,neutral,49.4,58.48,49.4,1500.0,50.0,75.0,57.05,大野,50.0,50.0,50.0,60.78,先行,先行,"{'逃げ': 0.19458909889365084, '先行': 0.6202610659759086, '差し': 0.13720611287918855, '追込': 0.04794372225125214}",0.195,0.62,0.137,0.048,19.46,62.03,13.72,4.79,85.95,0.296,0.305,0.339,0.296,0.305,0.339,-1.51,0.313,0.0496,10,"['3-4-4-4', '4-4-7-5', '3-3-4-3', '3-2-2', '2-3-3', '10-10-9-8', '2-2-2-3', '1-1-1-2', '6-6-6-4', '6-6-5-5']","[18, 16, 11, 16, 16, 12, 8, 7, 6, 12]","[0.1667, 0.25, 0.2727, 0.1875, 0.125, 0.8333, 0.25, 0.1429, 1.0, 0.5]","[0.2222, 0.25, 0.2727, 0.125, 0.1875, 0.8333, 0.25, 0.1429, 1.0, 0.5]","[0.2222, 0.4375, 0.3636, 0.125, 0.1875, 0.75, 0.25, 0.1429, 1.0, 0.4167]",[],51.15,60.64,53.71,48.0,64.4,77.16,68.6,45.86,49.57,52.34,0.796,0.784,0.08,0.684,100.0,68.44,43.88,49.965,33.7,0.0,7.99,79.6,73.9,69.32,61.96,60.4,65.0,先行,先行,"{'逃げ': 0.1954545113666605, '先行': 0.6230196052058539, '差し': 0.13452056727190206, '追込': 0.04700531615558362}",0.1954545113666605,0.6230196052058539,0.13452056727190206,0.04700531615558362
ミッドセンチュリー,7,7,58.0,4.0,71.81,69.73,0.0,0.77,43.27,39.83,62.36,race_history,47.85,56.52,47.85,1500.0,50.0,75.0,56.94,嶋田,50.0,50.0,50.0,64.5,自在,自在,"{'逃げ': 0.007650582609796788, '先行': 0.4327177251339435, '差し': 0.398270700637377, '追込': 0.1613609916188826}",0.008,0.433,0.398,0.161,0.77,43.27,39.83,16.14,57.38,0.452,0.488,0.482,0.452,0.488,0.482,1.91,0.474,0.0292,10,"['6-6', '5-6-5', '9-9-9-9', '3-4-4-4', '7-7-8-9', '3-3-6-3', '12-13-10-9', '5-5-7-6', '5-5-4-2', '4-5-5-7']","[15, 8, 13, 12, 18, 18, 17, 14, 16, 16]","[0.4, 0.625, 0.6923, 0.25, 0.3889, 0.1667, 0.7059, 0.3571, 0.3125, 0.25]","[0.4, 0.75, 0.6923, 0.3333, 0.3889, 0.1667, 0.7647, 0.3571, 0.3125, 0.3125]","[0.4, 0.625, 0.6923, 0.3333, 0.4444, 0.3333, 0.5882, 0.5, 0.25, 0.3125]",[],48.95,57.38,60.64,49.7,63.72,70.47,61.62,46.07,48.47,50.7,0.519,0.476,0.386,0.613,100.0,61.27,51.64,49.18,34.4,0.0,38.62,51.88,53.76,73.85,57.32,51.17,65.0,差し,差し,"{'逃げ': 0.0077543599121095855, '先行': 0.4385873798344663, '差し': 0.39401961374952144, '追込': 0.15963864650390272}",0.0077543599121095855,0.4385873798344663,0.39401961374952144,0.15963864650390272
マイネルボス,7,8,58.0,4.0,64.89,82.22,0.0,1.32,43.34,40.0,52.19,race_history,37.52,55.93,37.52,1500.0,50.0,75.0,52.04,柴田大,50.0,50.0,50.0,50.42,自在,自在,"{'逃げ': 0.01321505436120619, '先行': 0.4333548387307779, '差し': 0.40003308439226254, '追込': 0.15339702251575338}",0.013,0.433,0.4,0.153,1.32,43.34,40.0,15.34,59.56,0.457,0.465,0.518,0.457,0.465,0.518,0.85,0.48,0.0321,10,"['3-3-4-3', '6-7-5-7', '7-7-10-10', '8-8-12-8', '8-9-9-10', '12-11-7-7', '8-8-8-5', '4-3-6-6', '11-11-11-14', '12-13-12-12']","[16, 16, 11, 15, 18, 17, 16, 15, 16, 18]","[0.1875, 0.375, 0.6364, 0.5333, 0.4444, 0.7059, 0.5, 0.2667, 0.6875, 0.6667]","[0.1875, 0.4375, 0.6364, 0.5333, 0.5, 0.6471, 0.5, 0.2, 0.6875, 0.7222]","[0.25, 0.3125, 0.9091, 0.8, 0.5, 0.4118, 0.5, 0.4, 0.6875, 0.6667]",[],44.0,46.97,40.14,47.09,55.16,48.86,53.08,38.75,41.11,42.58,0.581,0.559,0.2,0.529,100.0,52.91,45.04,48.328,35.3,0.0,20.0,58.15,54.56,63.96,46.21,44.6,65.0,先行,先行,"{'逃げ': 0.013392298558337153, '先行': 0.4391671213263861, '差し': 0.39570370504147884, '追込': 0.15173687507379782}",0.013392298558337153,0.4391671213263861,0.39570370504147884,0.15173687507379782
アローメタル,8,9,55.0,-2.0,77.8,91.09,0.0,8.5,52.44,39.06,50.0,neutral,51.37,50.79,51.37,1500.0,50.0,47.37,65.97,坂井,50.0,50.0,50.0,86.95,先行,先行,"{'逃げ': 0.08499200038091652, '先行': 0.5244288734253288, '差し': 0.39057912619375457, '追込': 0.0}",0.085,0.524,0.391,0.0,8.5,52.44,39.06,0.0,0.55,0.361,0.308,0.383,0.361,0.308,0.383,1.47,0.351,0.0003,2,"['2-2-3-3', '4-3-3']","[7, 9]","[0.2857, 0.4444]","[0.2857, 0.3333]","[0.4286, 0.3333]",[],47.04,61.9,90.0,43.41,83.51,93.24,52.25,37.86,50.97,53.71,0.639,0.692,0.516,0.521,100.0,52.14,41.59,54.911,33.7,0.0,51.56,63.91,61.51,76.14,56.36,58.19,65.0,先行,先行,"{'逃げ': 0.08579334020752631, '先行': 0.5293734063297948, '差し': 0.3848332534626789, '追込': 0.0}",0.08579334020752631,0.5293734063297948,0.3848332534626789,0.0
コスモエルヴァル,8,10,55.0,-2.0,50.3,62.31,0.0,8.65,14.26,49.92,17.41,race_history,32.01,53.86,32.01,1500.0,50.0,75.0,46.4,津村,50.0,50.0,50.0,19.97,差し,差し,"{'逃げ': 0.08653846153846154, '先行': 0.14255065672596495, '差し': 0.4991522816965972, '追込': 0.27175860003897634}",0.087,0.143,0.499,0.272,8.65,14.26,49.92,27.18,84.35,0.677,0.715,0.612,0.677,0.715,0.612,0.17,0.668,0.05,8,"['15-16-15', '6-6-5-4', '7-6-3-3', '7-11-10', '4-4-4-2', '1-1-1', '7-7-7-6', '7-7-7-6']","[16, 8, 8, 12, 10, 5, 9, 14]","[0.9375, 0.75, 0.875, 0.5833, 0.4, 0.2, 0.7778, 0.5]","[1.0, 0.75, 0.75, 0.9167, 0.4, 0.2, 0.7778, 0.5]","[0.9375, 0.625, 0.375, 0.8333, 0.4, 0.2, 0.7778, 0.5]",[],41.62,41.86,35.0,48.0,41.4,37.79,55.01,41.39,37.18,40.0,0.26,0.211,0.205,0.546,100.0,54.63,45.99,47.557,34.5,0.0,20.54,25.98,36.18,62.94,45.24,34.59,65.0,差し,差し,"{'逃げ': 0.08816381824721936, '先行': 0.145228028869268, '差し': 0.4963663346112573, '追込': 0.27024181827225524}",0.08816381824721936,0.145228028869268,0.4963663346112573,0.27024181827225524
