race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010710,竜飛崎特別,2026-07-04,1,ケイアイアギト,2,2,55.0,鮫島駿,1,1:45.5,105.5,,0.0,,38.6,1.9,70.0,◎
202602010710,竜飛崎特別,2026-07-04,2,セボンサデッセ,1,1,58.0,武豊,4,1:45.6,105.6,クビ,0.15,,38.1,7.5,59.21,▲
202602010710,竜飛崎特別,2026-07-04,3,オセアバトルプラン,4,6,58.0,古川吉,12,1:45.7,105.7,3/4,0.15,,38.0,228.9,36.3,
202602010710,竜飛崎特別,2026-07-04,4,メイショウタイピン,7,11,58.0,池添,9,1:45.9,105.9,3/4,0.15,,38.7,57.9,47.34,
202602010710,竜飛崎特別,2026-07-04,5,エアニゲラ,6,9,56.0,舟山,7,1:45.9,105.9,アタマ,0.1,,38.9,34.6,50.66,
202602010710,竜飛崎特別,2026-07-04,6,ディアウス,8,14,58.0,横山武,2,1:45.9,105.9,ハナ,0.05,,39.0,5.2,56.53,△
202602010710,竜飛崎特別,2026-07-04,7,エンプレスフレーム,7,12,56.0,原田和,14,1:46.0,106.0,3/4,0.15,,38.5,289.3,38.83,
202602010710,竜飛崎特別,2026-07-04,8,マッスルバック,3,4,58.0,黛,13,1:46.2,106.2,3/4,0.15,,38.4,235.8,44.63,
202602010710,竜飛崎特別,2026-07-04,9,ライフゲート,4,5,58.0,丹内,3,1:46.2,106.2,クビ,0.15,,38.3,5.8,48.65,
202602010710,竜飛崎特別,2026-07-04,10,ギマール,8,13,58.0,国分恭,11,1:46.3,106.3,クビ,0.15,,37.9,84.1,52.2,☆
202602010710,竜飛崎特別,2026-07-04,11,レッドライトニング,3,3,58.0,長浜,8,1:46.4,106.4,3/4,0.15,,38.5,42.0,66.55,○
202602010710,竜飛崎特別,2026-07-04,12,バタール,5,8,58.0,浜中,5,1:47.9,107.9,9,1.8,,40.5,13.9,44.94,
202602010710,竜飛崎特別,2026-07-04,13,モレポブラーノ,5,7,58.0,小沢,10,1:49.9,109.9,大,,,42.7,76.1,41.92,
202602010710,竜飛崎特別,2026-07-04,14,ストラーダ,6,10,53.0,横山和,6,1:51.6,111.6,10,2.0,,44.2,17.4,40.67,
