race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202610020111,薩摩S,2026-06-27,1,ゴッドブルービー,5,9,58.0,角田和,3,1:42.9,102.9,,0.0,,36.4,5.6,52.71,☆
202610020111,薩摩S,2026-06-27,2,シンビリーブ,7,13,58.0,川田,2,1:43.0,103.0,クビ,0.15,,36.7,5.1,70.0,◎
202610020111,薩摩S,2026-06-27,3,ジューンエオス,2,2,56.0,西村淳,4,1:43.4,103.4,2.1/2,0.42000000000000004,,37.1,6.4,54.21,▲
202610020111,薩摩S,2026-06-27,4,アレナパラシオ,7,12,58.0,富田,6,1:43.4,103.4,アタマ,0.1,,37.2,9.3,66.01,○
202610020111,薩摩S,2026-06-27,5,ストップヤーニング,6,11,58.0,高杉,1,1:43.6,103.6,1.1/4,0.25,,36.4,4.6,48.71,
202610020111,薩摩S,2026-06-27,6,テーオールビー,2,3,56.0,長岡,13,1:44.0,104.0,2.1/2,0.42000000000000004,,37.4,68.5,41.71,
202610020111,薩摩S,2026-06-27,7,メイショウコガシラ,8,14,58.0,太宰,15,1:44.0,104.0,ハナ,0.05,,37.5,112.9,43.06,
202610020111,薩摩S,2026-06-27,8,パフ,8,15,58.0,西塚,5,1:44.3,104.3,1.3/4,0.35,,37.2,9.2,53.39,△
202610020111,薩摩S,2026-06-27,9,ケイアイメキラ,1,1,58.0,藤懸,14,1:44.4,104.4,クビ,0.15,,37.3,71.6,43.53,
202610020111,薩摩S,2026-06-27,10,プロミシングスター,5,8,58.0,団野,10,1:44.6,104.6,1.1/2,0.3,,38.0,24.6,43.08,
202610020111,薩摩S,2026-06-27,11,メイショウミカワ,4,6,58.0,松若,12,1:44.9,104.9,1.1/2,0.3,,38.1,63.1,41.85,
202610020111,薩摩S,2026-06-27,12,グランキングオー,3,5,58.0,吉村,11,1:44.9,104.9,クビ,0.15,,38.5,30.3,42.53,
202610020111,薩摩S,2026-06-27,13,ハリーケーン,3,4,58.0,幸,7,1:45.2,105.2,2,0.4,,39.1,12.8,48.57,
202610020111,薩摩S,2026-06-27,14,カネトシゴウト,4,7,58.0,田口,9,1:46.1,106.1,5,1.0,,39.2,21.9,46.69,
202610020111,薩摩S,2026-06-27,15,マッシャーブルム,6,10,58.0,高倉,8,1:46.3,106.3,1.1/4,0.25,,40.1,21.5,44.99,
