race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202610020210,西部日刊スポーツ杯,2026-06-28,1,カルパ,5,9,56.0,田山,8,1:45.0,105.0,,0.0,,37.8,19.5,55.92,▲
202610020210,西部日刊スポーツ杯,2026-06-28,2,アラナコア,6,11,56.0,菱田,5,1:45.2,105.2,1,0.2,,38.5,8.5,52.22,
202610020210,西部日刊スポーツ杯,2026-06-28,3,コスモストーム,7,13,57.0,秋山稔,3,1:45.2,105.2,クビ,0.15,,38.3,5.7,52.25,☆
202610020210,西部日刊スポーツ杯,2026-06-28,4,レーティッシュ,2,3,57.0,川田,1,1:45.7,105.7,3,0.6000000000000001,,38.9,3.1,70.0,◎
202610020210,西部日刊スポーツ杯,2026-06-28,5,テーオーライマン,4,7,56.0,西村淳,2,1:45.8,105.8,3/4,0.15,,38.9,5.2,46.68,
202610020210,西部日刊スポーツ杯,2026-06-28,6,メイショウクーガー,2,4,55.0,中井,4,1:45.9,105.9,クビ,0.15,,38.9,7.1,52.63,△
202610020210,西部日刊スポーツ杯,2026-06-28,7,マハートマーベル,5,10,56.0,吉村,7,1:46.5,106.5,3.1/2,0.6200000000000001,,39.0,16.0,46.29,
202610020210,西部日刊スポーツ杯,2026-06-28,8,シンコーナホチャン,1,1,53.0,国分優,9,1:46.5,106.5,クビ,0.15,,38.5,33.0,47.48,
202610020210,西部日刊スポーツ杯,2026-06-28,9,メイショウヘール,4,8,54.0,酒井,15,1:46.5,106.5,アタマ,0.1,,39.1,104.7,49.24,
202610020210,西部日刊スポーツ杯,2026-06-28,10,メイショウジェンマ,1,2,54.0,今村,11,1:46.6,106.6,クビ,0.15,,38.9,54.4,41.51,
202610020210,西部日刊スポーツ杯,2026-06-28,11,グレイスオブゴッド,7,14,52.0,永島,14,1:46.9,106.9,1.1/2,0.3,,38.7,89.1,44.99,
202610020210,西部日刊スポーツ杯,2026-06-28,12,コウジョリョウゾク,3,5,53.0,森田,16,1:47.0,107.0,3/4,0.15,,39.1,216.5,40.89,
202610020210,西部日刊スポーツ杯,2026-06-28,13,スマートプレシャス,8,16,52.0,松若,6,1:47.9,107.9,5,1.0,,41.7,14.1,39.02,
202610020210,西部日刊スポーツ杯,2026-06-28,14,ズバットマサムネ,8,15,54.0,富田,10,1:48.5,108.5,3.1/2,0.6200000000000001,,42.5,35.7,47.67,
202610020210,西部日刊スポーツ杯,2026-06-28,15,カウンティフェア,6,12,53.0,長岡,13,1:49.3,109.3,5,1.0,,42.2,83.2,61.19,○
202610020210,西部日刊スポーツ杯,2026-06-28,16,サンライズプルート,3,6,53.0,角田和,12,1:49.7,109.7,2.1/2,0.42000000000000004,,43.1,80.2,40.48,
