race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010411,UHB杯,2026-06-21,1,アスティスプマンテ,8,14,54.0,舟山,5,1:07.9,67.9,,0.0,4-3,34.6,9.3,57.15,△
202602010411,UHB杯,2026-06-21,2,パクスロマーナ,3,4,53.0,杉原,9,1:08.0,68.0,3/4,0.15,2-2,35.1,17.3,54.5,
202602010411,UHB杯,2026-06-21,3,サムハンター,5,8,52.0,松本,13,1:08.2,68.2,1.1/4,0.25,14-12,34.0,34.7,51.43,
202602010411,UHB杯,2026-06-21,4,エヴァンスウィート,2,3,52.0,吉田隼,4,1:08.2,68.2,アタマ,0.1,8-8,34.5,8.0,52.45,
202602010411,UHB杯,2026-06-21,5,ルーフ,5,9,53.0,佐々木,11,1:08.2,68.2,ハナ,0.05,11-11,34.4,18.4,62.06,○
202602010411,UHB杯,2026-06-21,6,シカゴスティング,4,6,53.0,武豊,3,1:08.3,68.3,クビ,0.15,12-12,34.3,7.3,58.52,▲
202602010411,UHB杯,2026-06-21,7,エコロジーク,6,10,55.0,岩田康,10,1:08.4,68.4,1/2,0.1,5-4,35.0,17.7,38.33,
202602010411,UHB杯,2026-06-21,8,ヴェサリウス,6,11,56.0,横山武,2,1:08.4,68.4,アタマ,0.1,7-6,34.8,7.0,70.0,◎
202602010411,UHB杯,2026-06-21,9,スティールブルー,3,5,53.0,古川吉,7,1:08.5,68.5,クビ,0.15,8-8,34.8,14.3,44.01,
202602010411,UHB杯,2026-06-21,10,トールキン,1,1,54.0,鷲頭,15,1:08.5,68.5,クビ,0.15,12-12,34.5,75.9,45.11,
202602010411,UHB杯,2026-06-21,11,ドゥアムール,7,12,53.0,斎藤,1,1:08.6,68.6,クビ,0.15,3-4,35.4,4.3,55.27,☆
202602010411,UHB杯,2026-06-21,12,ゴールドサーベル,8,15,54.0,小沢,12,1:08.7,68.7,1/2,0.1,8-8,35.0,21.6,39.65,
202602010411,UHB杯,2026-06-21,13,メルトユアハート,2,2,52.0,横山琉,6,1:08.7,68.7,クビ,0.15,5-6,35.2,9.4,42.2,
202602010411,UHB杯,2026-06-21,14,ダークエクリプス,4,7,54.0,荻野琢,14,1:08.8,68.8,1/2,0.1,15-15,34.5,50.6,43.23,
202602010411,UHB杯,2026-06-21,15,アシャカタカ,7,13,54.0,小林美,8,1:10.0,70.0,7,1.4000000000000001,1-1,37.3,16.8,33.71,
