race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202603020311,TUF杯,2026-07-04,1,ゲイルライダー,8,9,58.0,戸崎圭,1,1:07.1,67.1,,0.0,,35.3,1.6,70.0,◎
202603020311,TUF杯,2026-07-04,2,イリフィ,7,8,56.0,坂井,2,1:07.5,67.5,2.1/2,0.42000000000000004,,35.7,6.3,48.71,▲
202603020311,TUF杯,2026-07-04,3,ラストシャリナ,3,3,58.0,石川,7,1:07.9,67.9,2.1/2,0.42000000000000004,,35.6,26.4,46.41,
202603020311,TUF杯,2026-07-04,4,テセラリアン,7,7,56.0,菊沢,3,1:07.9,67.9,アタマ,0.1,,36.2,6.9,62.85,○
202603020311,TUF杯,2026-07-04,5,カネショウレジェン,8,10,58.0,大野,4,1:07.9,67.9,ハナ,0.05,,35.6,9.2,48.27,△
202603020311,TUF杯,2026-07-04,6,ボディブロー,1,1,58.0,荻野極,6,1:08.0,68.0,クビ,0.15,,36.0,22.0,46.86,
202603020311,TUF杯,2026-07-04,7,メイショウコバト,4,4,56.0,石橋脩,10,1:08.2,68.2,1.1/4,0.25,,36.1,95.3,40.69,
202603020311,TUF杯,2026-07-04,8,ゲキザル,2,2,58.0,原,8,1:08.6,68.6,2.1/2,0.42000000000000004,,36.0,27.8,40.46,
202603020311,TUF杯,2026-07-04,9,アイアムユウシュン,6,6,58.0,小崎,5,1:08.6,68.6,クビ,0.15,,36.6,13.4,43.94,
202603020311,TUF杯,2026-07-04,10,ピックアップライン,5,5,58.0,木幡巧,9,1:09.2,69.2,3.1/2,0.6200000000000001,,36.9,45.5,47.58,☆
