race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010609,臥牛山特別,2026-06-28,1,カムアップローゼス,1,1,55.0,岩田望,1,1:46.9,106.9,,0.0,,34.9,1.8,52.01,△
202602010609,臥牛山特別,2026-06-28,2,ドッグウッド,4,4,55.0,斎藤,2,1:47.1,107.1,1.1/4,0.25,,35.0,3.9,50.14,
202602010609,臥牛山特別,2026-06-28,3,ゴーゴータカシ,3,3,58.0,吉田隼,3,1:47.6,107.6,3,0.6000000000000001,,35.8,7.6,53.22,▲
202602010609,臥牛山特別,2026-06-28,4,ハミルトン,7,8,58.0,鮫島駿,7,1:47.7,107.7,3/4,0.15,,35.3,46.4,45.73,
202602010609,臥牛山特別,2026-06-28,5,ピティロディア,8,10,58.0,丹内,8,1:47.7,107.7,アタマ,0.1,,35.1,60.5,40.23,
202602010609,臥牛山特別,2026-06-28,6,ネッタイヤライ,5,5,55.0,坂井,4,1:47.7,107.7,クビ,0.15,,36.0,10.4,70.0,◎
202602010609,臥牛山特別,2026-06-28,7,ハルフロンティア,7,7,58.0,舟山,6,1:47.8,107.8,クビ,0.15,,35.8,11.9,58.69,○
202602010609,臥牛山特別,2026-06-28,8,ナムラヒナギク,2,2,53.0,小沢,5,1:48.0,108.0,1.1/2,0.3,,36.3,11.0,50.77,☆
202602010609,臥牛山特別,2026-06-28,9,ゼアズノープレイス,6,6,58.0,的場,10,1:48.1,108.1,クビ,0.15,,35.7,306.1,35.37,
202602010609,臥牛山特別,2026-06-28,10,マイネルイグザルト,8,9,58.0,原,9,1:48.1,108.1,アタマ,0.1,,35.2,107.7,41.33,
