race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202603020310,横手特別,2026-07-04,1,ディーズゴールド,4,4,58.0,坂井,1,1:43.4,103.4,,0.0,,36.7,2.7,62.5,○
202603020310,横手特別,2026-07-04,2,ユイノマチブセ,8,10,58.0,木幡初,3,1:43.6,103.6,1,0.2,,37.0,7.3,40.67,
202603020310,横手特別,2026-07-04,3,レッドベルダンス,3,3,58.0,嶋田,4,1:44.3,104.3,4,0.8,,37.2,7.6,55.05,△
202603020310,横手特別,2026-07-04,4,マンダリンボレロ,1,1,58.0,松岡,7,1:44.5,104.5,1.1/2,0.3,,37.6,16.0,45.76,☆
202603020310,横手特別,2026-07-04,5,トゥーザムーン,7,8,56.0,木幡巧,5,1:45.2,105.2,4,0.8,,38.0,7.9,69.28,◎
202603020310,横手特別,2026-07-04,6,ダディーズトリップ,5,5,58.0,横山典,9,1:45.3,105.3,1/2,0.1,,36.8,37.7,42.81,
202603020310,横手特別,2026-07-04,7,キングツェッペリン,8,9,58.0,石橋脩,6,1:45.3,105.3,クビ,0.15,,38.0,9.4,42.36,
202603020310,横手特別,2026-07-04,8,ウインアルドーレ,2,2,58.0,菊沢,10,1:45.6,105.6,1.1/2,0.3,,38.1,57.7,43.34,
202603020310,横手特別,2026-07-04,9,クロドラバール,7,7,58.0,石川,8,1:46.2,106.2,4,0.8,,38.6,31.6,39.48,
202603020310,横手特別,2026-07-04,10,エリーナストーム,6,6,56.0,三浦,2,1:46.8,106.8,3.1/2,0.6200000000000001,,39.2,4.0,58.75,▲
