race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010510,洞爺湖特別,2026-06-27,1,ヨヒーン,3,3,56.0,鮫島駿,3,2:00.1,120.1,,0.0,,35.0,6.0,46.08,
202602010510,洞爺湖特別,2026-06-27,2,ラブリーリディア,2,2,56.0,小沢,8,2:00.1,120.1,ハナ,0.05,,34.8,14.8,44.87,
202602010510,洞爺湖特別,2026-06-27,3,バルティカ,7,8,58.0,北村友,4,2:00.3,120.3,1.1/2,0.3,,35.3,8.2,55.64,△
202602010510,洞爺湖特別,2026-06-27,4,ウィルサヴァイブ,4,4,56.0,横山武,2,2:00.4,120.4,1/2,0.1,,35.7,4.1,70.0,◎
202602010510,洞爺湖特別,2026-06-27,5,ロードマンハイム,6,6,58.0,岩田康,5,2:00.4,120.4,ハナ,0.05,,35.4,9.7,45.83,
202602010510,洞爺湖特別,2026-06-27,6,アメジストブラック,8,10,58.0,舟山,9,2:00.7,120.7,1.1/2,0.3,,35.4,20.1,56.65,▲
202602010510,洞爺湖特別,2026-06-27,7,レイヤードレッド,6,7,58.0,長浜,6,2:00.8,120.8,1/2,0.1,,35.6,12.5,46.92,
202602010510,洞爺湖特別,2026-06-27,8,ハートメテオ,1,1,56.0,岩田望,1,2:01.0,121.0,1.1/2,0.3,,35.7,3.1,58.11,○
202602010510,洞爺湖特別,2026-06-27,9,ドッビアーコ,8,11,58.0,古川吉,10,2:01.1,121.1,1/2,0.1,,35.7,37.6,36.84,
202602010510,洞爺湖特別,2026-06-27,10,ウインアクトゥール,7,9,58.0,丹内,7,2:01.1,121.1,クビ,0.15,,36.2,13.8,47.74,☆
202602010510,洞爺湖特別,2026-06-27,11,リッチブラック,5,5,58.0,斎藤,11,2:01.1,121.1,アタマ,0.1,,35.5,134.9,37.67,
