race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202605030610,多摩川S,2026-06-21,1,ラーンザロープス,5,10,56.0,津村,2,1:21.1,81.1,,0.0,1-1,33.9,4.3,70.0,◎
202605030610,多摩川S,2026-06-21,2,レッドキングリー,5,9,58.0,ルメー,1,1:21.2,81.2,3/4,0.15,3-2,33.8,2.9,70.0,○
202605030610,多摩川S,2026-06-21,3,スマイルアップ,7,14,56.0,松岡,16,1:21.5,81.5,1.3/4,0.35,4-4,34.0,326.1,42.05,
202605030610,多摩川S,2026-06-21,4,モンドデラモーレ,1,2,58.0,大野,3,1:21.5,81.5,クビ,0.15,7-7,33.6,4.6,57.33,▲
202605030610,多摩川S,2026-06-21,5,フライングブレード,4,8,58.0,石橋脩,14,1:21.6,81.6,クビ,0.15,5-5,33.9,174.3,45.59,
202605030610,多摩川S,2026-06-21,6,モンシュマン,1,1,58.0,ゴンサ,8,1:21.6,81.6,アタマ,0.1,5-5,33.9,25.4,53.08,☆
202605030610,多摩川S,2026-06-21,7,マテンロウブラボー,6,12,58.0,西村淳,5,1:21.7,81.7,1/2,0.1,13-12,33.4,12.5,53.7,△
202605030610,多摩川S,2026-06-21,8,エフォートレス,2,3,58.0,丸山,7,1:21.7,81.7,ハナ,0.05,7-7,33.7,21.7,49.08,
202605030610,多摩川S,2026-06-21,9,マックアルイーン,6,11,58.0,石川,10,1:21.8,81.8,3/4,0.15,2-2,34.5,71.2,48.37,
202605030610,多摩川S,2026-06-21,10,グーテンベルク,2,4,58.0,戸崎圭,4,1:21.9,81.9,3/4,0.15,11-12,33.7,6.6,50.76,
202605030610,多摩川S,2026-06-21,11,ユハンヌス,3,5,58.0,菊沢,9,1:22.0,82.0,クビ,0.15,11-10,33.9,40.6,40.53,
202605030610,多摩川S,2026-06-21,12,セシリエプラージュ,7,13,56.0,西塚,12,1:22.2,82.2,1,0.2,15-16,33.5,102.9,45.01,
202605030610,多摩川S,2026-06-21,13,サトノヴィレ,4,7,58.0,吉田豊,15,1:22.4,82.4,1.1/4,0.25,14-14,33.9,200.0,44.78,
202605030610,多摩川S,2026-06-21,14,ウインオーディン,8,16,58.0,原,11,1:22.5,82.5,1/2,0.1,15-14,33.9,78.5,42.76,
202605030610,多摩川S,2026-06-21,15,ウナギノボリ,8,15,58.0,木幡巧,13,1:22.5,82.5,クビ,0.15,10-10,34.4,133.0,39.21,
202605030610,多摩川S,2026-06-21,16,ダノンエンブレム,3,6,58.0,荻野極,6,1:22.5,82.5,ハナ,0.05,7-7,34.6,14.0,41.77,
