race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010511,青函S,2026-06-27,1,ブラックチャリス,2,2,53.0,吉田隼,1,1:08.4,68.4,,0.0,,34.1,3.8,52.18,△
202602010511,青函S,2026-06-27,2,ナムラクララ,7,11,54.0,浜中,3,1:08.4,68.4,ハナ,0.05,,33.2,5.3,54.35,▲
202602010511,青函S,2026-06-27,3,アメリカンステージ,7,12,57.5,岩田望,2,1:08.4,68.4,クビ,0.15,,34.1,5.1,70.0,◎
202602010511,青函S,2026-06-27,4,ナムラローズマリー,6,10,53.0,松本,10,1:08.4,68.4,アタマ,0.1,,33.4,26.3,47.71,
202602010511,青函S,2026-06-27,5,ティニア,4,5,56.0,佐々木,6,1:08.5,68.5,1/2,0.1,,33.7,10.1,45.77,
202602010511,青函S,2026-06-27,6,ジョーメッドヴィン,3,3,57.0,横山琉,7,1:08.6,68.6,クビ,0.15,,34.0,13.8,50.92,☆
202602010511,青函S,2026-06-27,7,サウザンサニー,5,8,55.0,大野,9,1:08.8,68.8,1.1/4,0.25,,33.4,25.1,41.23,
202602010511,青函S,2026-06-27,8,ロードフォアエース,8,13,57.5,岩田康,5,1:08.8,68.8,アタマ,0.1,,33.4,9.1,47.86,
202602010511,青函S,2026-06-27,9,クファシル,4,6,55.0,北村友,11,1:08.8,68.8,クビ,0.15,,34.1,47.2,47.53,
202602010511,青函S,2026-06-27,10,ダンツエラン,1,1,53.0,古川吉,13,1:08.9,68.9,クビ,0.15,,34.7,82.9,36.23,
202602010511,青函S,2026-06-27,11,ステークホルダー,3,4,54.0,斎藤,14,1:09.0,69.0,1/2,0.1,,33.9,134.9,40.62,
202602010511,青函S,2026-06-27,12,ルージュラナキラ,8,14,54.0,横山武,4,1:09.0,69.0,1/2,0.1,,34.4,7.4,63.15,○
202602010511,青函S,2026-06-27,13,マイネルレノン,5,7,55.0,丹内,12,1:09.2,69.2,1,0.2,,34.7,47.5,48.31,
202602010511,青函S,2026-06-27,14,モリノドリーム,6,9,54.0,武豊,8,1:09.2,69.2,ハナ,0.05,,33.5,18.2,45.95,
