race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010711,TVh杯,2026-07-04,1,マーブルパレス,4,8,53.0,斎藤,3,1:07.8,67.8,,0.0,,34.3,5.7,60.38,▲
202602010711,TVh杯,2026-07-04,2,メルトユアハート,6,12,56.0,横山和,5,1:07.9,67.9,1/2,0.1,,34.2,11.3,42.22,
202602010711,TVh杯,2026-07-04,3,ルーフ,7,14,56.0,佐々木,10,1:08.0,68.0,1,0.2,,33.7,25.0,50.06,
202602010711,TVh杯,2026-07-04,4,シカゴスティング,3,6,56.0,武豊,4,1:08.0,68.0,アタマ,0.1,,34.1,10.3,49.72,
202602010711,TVh杯,2026-07-04,5,サムハンター,2,3,58.0,松本,13,1:08.0,68.0,アタマ,0.1,,33.5,55.3,46.82,
202602010711,TVh杯,2026-07-04,6,パクスロマーナ,5,9,56.0,舟山,6,1:08.1,68.1,クビ,0.15,,35.0,16.0,48.0,
202602010711,TVh杯,2026-07-04,7,エヴァンスウィート,6,11,56.0,吉田隼,8,1:08.2,68.2,3/4,0.15,,33.9,17.0,44.32,
202602010711,TVh杯,2026-07-04,8,アンジュプロミス,4,7,53.0,古川奈,2,1:08.3,68.3,クビ,0.15,,34.9,5.5,58.07,△
202602010711,TVh杯,2026-07-04,9,ポエットリー,7,13,56.0,鮫島駿,7,1:08.3,68.3,アタマ,0.1,,34.2,16.5,43.41,
202602010711,TVh杯,2026-07-04,10,サウスバンク,3,5,56.0,丹内,1,1:08.3,68.3,アタマ,0.1,,35.3,2.8,70.0,◎
202602010711,TVh杯,2026-07-04,11,ハッピーロンドン,5,10,58.0,長浜,14,1:08.3,68.3,アタマ,0.1,,34.3,71.5,40.66,
202602010711,TVh杯,2026-07-04,12,ウィルオレオール,1,2,58.0,石川倭,16,1:08.3,68.3,ハナ,0.05,,34.0,197.6,67.11,○
202602010711,TVh杯,2026-07-04,13,ロードマイライフ,8,15,58.0,横山琉,12,1:08.3,68.3,ハナ,0.05,,33.5,43.4,46.63,
202602010711,TVh杯,2026-07-04,14,エコロジーク,2,4,58.0,岩田康,11,1:08.5,68.5,1.1/4,0.25,,35.1,35.4,37.94,
202602010711,TVh杯,2026-07-04,15,ゴールドサーベル,8,16,58.0,小沢,15,1:08.7,68.7,1.1/4,0.25,,33.6,122.6,35.81,
202602010711,TVh杯,2026-07-04,16,ドゥアムール,1,1,56.0,池添,9,1:08.9,68.9,3/4,0.15,,35.1,21.0,56.62,☆
