race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010409,遊楽部特別,2026-06-21,1,アストリル,6,7,53.0,丹内,4,1:59.7,119.7,,0.0,5-5-5-4,35.5,6.1,70.0,◎
202602010409,遊楽部特別,2026-06-21,2,クリスレジーナ,5,6,53.0,斎藤,5,1:59.8,119.8,3/4,0.15,3-3-3-2,35.7,6.8,69.62,○
202602010409,遊楽部特別,2026-06-21,3,モルビド,7,9,56.0,小沢,10,2:00.0,120.0,1.1/2,0.3,12-11-11-9,35.2,73.4,40.61,
202602010409,遊楽部特別,2026-06-21,4,メリザンド,5,5,56.0,杉原,6,2:00.1,120.1,クビ,0.15,1-1-1-1,36.3,12.6,57.92,▲
202602010409,遊楽部特別,2026-06-21,5,アルディスティーノ,3,3,56.0,横山琉,7,2:00.2,120.2,3/4,0.15,7-6-6-5,35.8,16.5,46.17,
202602010409,遊楽部特別,2026-06-21,6,リリーズブルーム,6,8,56.0,原田和,12,2:00.6,120.6,2,0.4,2-2-2-2,36.6,241.3,40.46,
202602010409,遊楽部特別,2026-06-21,7,エイカイコバチ,8,12,53.0,佐々木,8,2:00.8,120.8,1,0.2,8-8-8-9,36.3,18.8,45.88,
202602010409,遊楽部特別,2026-06-21,8,タイムレスキス,2,2,53.0,武豊,1,2:00.8,120.8,ハナ,0.05,8-8-8-7,36.3,3.7,50.43,△
202602010409,遊楽部特別,2026-06-21,9,ドマーネ,1,1,56.0,国分恭,9,2:00.9,120.9,3/4,0.15,11-11-11-11,36.1,35.1,44.74,
202602010409,遊楽部特別,2026-06-21,10,ルージュカエラ,8,11,56.0,吉田隼,11,2:01.2,121.2,1.3/4,0.35,3-3-3-5,37.1,240.3,40.97,
202602010409,遊楽部特別,2026-06-21,11,ソングオブザバード,7,10,53.0,横山武,2,2:01.2,121.2,クビ,0.15,5-6-6-7,36.9,4.4,45.66,
202602010409,遊楽部特別,2026-06-21,12,レダアトミカ,4,4,53.0,舟山,3,2:01.8,121.8,3.1/2,0.6200000000000001,8-8-10-11,37.1,4.8,47.37,☆
