race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010612,湯の川温泉特別,2026-06-28,1,クリエープキー,7,12,53.0,古川吉,8,1:09.1,69.1,,0.0,,34.6,16.0,45.37,
202602010612,湯の川温泉特別,2026-06-28,2,ホワイトドラゴン,8,14,55.0,横山和,2,1:09.1,69.1,クビ,0.15,,34.4,3.9,70.0,◎
202602010612,湯の川温泉特別,2026-06-28,3,ビーコング,5,7,58.0,松本,14,1:09.2,69.2,1/2,0.1,,34.3,118.6,44.42,
202602010612,湯の川温泉特別,2026-06-28,4,シーグルロス,6,10,53.0,小林美,4,1:09.2,69.2,ハナ,0.05,,34.9,8.4,43.68,
202602010612,湯の川温泉特別,2026-06-28,5,エクストラバック,6,9,58.0,鮫島駿,6,1:09.4,69.4,1.1/4,0.25,,34.3,9.9,52.19,☆
202602010612,湯の川温泉特別,2026-06-28,6,ヴィヴァクラウン,4,6,58.0,大野,5,1:09.4,69.4,ハナ,0.05,,34.3,8.9,55.48,○
202602010612,湯の川温泉特別,2026-06-28,7,サンドロナイト,3,3,56.0,北村友,7,1:09.4,69.4,ハナ,0.05,,34.8,15.7,49.17,
202602010612,湯の川温泉特別,2026-06-28,8,フェアリーライズ,5,8,53.0,黛,11,1:09.5,69.5,クビ,0.15,,34.1,40.6,53.02,△
202602010612,湯の川温泉特別,2026-06-28,9,ライツユーアップ,7,11,56.0,丹内,12,1:09.5,69.5,アタマ,0.1,,34.7,71.1,46.54,
202602010612,湯の川温泉特別,2026-06-28,10,キープサインオン,4,5,58.0,岩田望,9,1:09.5,69.5,ハナ,0.05,,34.5,25.5,42.12,
202602010612,湯の川温泉特別,2026-06-28,11,ウチュウノセカイ,3,4,55.0,原,1,1:09.5,69.5,ハナ,0.05,,35.3,3.7,55.14,▲
202602010612,湯の川温泉特別,2026-06-28,12,ガットネロ,1,1,56.0,小沢,10,1:09.6,69.6,クビ,0.15,,35.1,34.3,49.81,
202602010612,湯の川温泉特別,2026-06-28,13,エルサトアナ,2,2,56.0,池添,3,1:09.8,69.8,1.1/4,0.25,,35.4,6.8,39.56,
202602010612,湯の川温泉特別,2026-06-28,14,ゴキゲンサン,8,13,56.0,岩田康,13,1:10.0,70.0,1.1/2,0.3,,34.6,83.3,42.04,
