race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202603020309,伊達特別,2026-07-04,1,ムーンストラック,5,5,56.0,菊沢,5,2:00.4,120.4,,0.0,,35.2,15.9,46.99,
202603020309,伊達特別,2026-07-04,2,ミッドセンチュリー,7,7,58.0,嶋田,4,2:00.4,120.4,ハナ,0.05,,35.4,11.2,54.31,○
202603020309,伊達特別,2026-07-04,3,トレベルオール,6,6,58.0,大野,3,2:00.6,120.6,1.1/4,0.25,,36.0,6.0,48.15,☆
202603020309,伊達特別,2026-07-04,4,コスモアチーブ,4,4,58.0,石川,2,2:00.6,120.6,クビ,0.15,,35.4,5.5,48.93,△
202603020309,伊達特別,2026-07-04,5,アレクレア,3,3,56.0,松岡,9,2:00.8,120.8,1.1/4,0.25,,35.3,92.8,45.29,
202603020309,伊達特別,2026-07-04,6,アローメタル,8,9,55.0,坂井,1,2:00.8,120.8,アタマ,0.1,,36.0,1.5,70.0,◎
202603020309,伊達特別,2026-07-04,7,マイネルボス,7,8,58.0,柴田大,10,2:01.1,121.1,1.3/4,0.35,,36.1,109.6,52.54,▲
202603020309,伊達特別,2026-07-04,8,コスモエルヴァル,8,10,55.0,津村,6,2:01.2,121.2,1/2,0.1,,36.7,28.4,39.32,
202603020309,伊達特別,2026-07-04,9,メアヴィア,2,2,56.0,江田照,8,2:01.5,121.5,2,0.4,,36.7,35.0,45.78,
202603020309,伊達特別,2026-07-04,10,ニシノイストワール,1,1,58.0,荻野極,7,2:03.0,123.0,9,1.8,,37.7,29.3,41.55,
