race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202602010610,渡島特別,2026-06-28,1,プリンセッサ,1,1,56.0,岩田望,1,1:44.9,104.9,,0.0,,37.3,3.1,46.85,
202602010610,渡島特別,2026-06-28,2,ウインシャーガス,8,10,56.0,鮫島駿,2,1:45.0,105.0,1/2,0.1,,37.5,3.3,70.0,◎
202602010610,渡島特別,2026-06-28,3,ユージュアーナ,6,6,56.0,武豊,4,1:45.0,105.0,クビ,0.15,,37.6,5.8,49.15,☆
202602010610,渡島特別,2026-06-28,4,ルージュマローネ,6,7,56.0,佐々木,8,1:45.3,105.3,2,0.4,,37.8,35.4,44.41,
202602010610,渡島特別,2026-06-28,5,コパノエビータ,2,2,56.0,長浜,7,1:46.2,106.2,5,1.0,,38.3,32.7,43.33,
202602010610,渡島特別,2026-06-28,6,ネクストダンサー,3,3,56.0,黛,10,1:46.3,106.3,クビ,0.15,,38.4,91.4,42.41,
202602010610,渡島特別,2026-06-28,7,ブラックルビー,5,5,56.0,北村友,6,1:46.4,106.4,1/2,0.1,,38.3,18.0,52.89,▲
202602010610,渡島特別,2026-06-28,8,タマモカンパネラ,7,9,56.0,原,5,1:46.4,106.4,アタマ,0.1,,38.2,8.8,49.43,△
202602010610,渡島特別,2026-06-28,9,ドーンコーラス,8,11,56.0,丹内,9,1:46.7,106.7,2,0.4,,38.8,53.8,43.0,
202602010610,渡島特別,2026-06-28,10,ニシノラヴァンダ,7,8,56.0,横山琉,11,1:51.3,111.3,大,,,43.9,111.8,41.51,
