race_id,race_name,race_date,finish,horse_name,frame,horse_number,carried_weight,jockey,popularity,time,time_sec,margin,margin_sec,passing_order,last3f,odds,prediction_score,印
202603020110,いわき特別,2026-06-27,1,リフレックス,3,3,55.0,三浦,3,1:44.3,104.3,,0.0,,36.8,4.9,50.75,△
202603020110,いわき特別,2026-06-27,2,ハイクオリティ,1,1,58.0,ゴンサ,2,1:44.4,104.4,3/4,0.15,,37.0,4.0,70.0,◎
202603020110,いわき特別,2026-06-27,3,ドゥマーヴェリック,7,9,58.0,戸崎圭,1,1:45.0,105.0,4,0.8,,37.1,2.3,62.14,○
202603020110,いわき特別,2026-06-27,4,ラストレガシー,2,2,58.0,田辺,5,1:45.1,105.1,クビ,0.15,,36.9,8.8,56.81,▲
202603020110,いわき特別,2026-06-27,5,オーケーマヒナ,8,11,56.0,石川,6,1:45.3,105.3,1.1/4,0.25,,37.9,31.2,41.07,
202603020110,いわき特別,2026-06-27,6,ショウナンヤッホー,5,5,58.0,津村,9,1:45.4,105.4,1/2,0.1,,37.5,60.0,42.56,
202603020110,いわき特別,2026-06-27,7,ゲンパチルーナ,7,8,56.0,武藤,8,1:45.7,105.7,2,0.4,,37.5,54.3,46.6,
202603020110,いわき特別,2026-06-27,8,コスモマルーン,6,7,56.0,菊沢,7,1:45.7,105.7,アタマ,0.1,,37.6,45.9,42.56,
202603020110,いわき特別,2026-06-27,9,ルクスメンデス,8,10,58.0,小崎,10,1:46.3,106.3,3.1/2,0.6200000000000001,,37.0,136.4,44.35,
202603020110,いわき特別,2026-06-27,10,ホウオウフロイト,4,4,58.0,杉原,11,1:46.6,106.6,1.3/4,0.35,,36.7,137.3,41.11,
